settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2025-08-11,1,2025-08-10T23:00:00Z,2025-08-10T11:47:00Z,20350,22289
2025-08-11,2,2025-08-10T23:30:00Z,2025-08-10T11:47:00Z,19925,21666
2025-08-11,3,2025-08-11T00:00:00Z,2025-08-10T11:47:00Z,19703,21624
2025-08-11,4,2025-08-11T00:30:00Z,2025-08-10T11:47:00Z,19360,21281
2025-08-11,5,2025-08-11T01:00:00Z,2025-08-10T11:47:00Z,18900,20825
2025-08-11,6,2025-08-11T01:30:00Z,2025-08-10T11:47:00Z,18607,20532
2025-08-11,7,2025-08-11T02:00:00Z,2025-08-10T11:47:00Z,18490,20413
2025-08-11,8,2025-08-11T02:30:00Z,2025-08-10T11:47:00Z,18567,20490
2025-08-11,9,2025-08-11T03:00:00Z,2025-08-10T11:47:00Z,18220,20283
2025-08-11,10,2025-08-11T03:30:00Z,2025-08-10T11:47:00Z,18220,20283
2025-08-11,11,2025-08-11T04:00:00Z,2025-08-10T11:47:00Z,18557,20519
2025-08-11,12,2025-08-11T04:30:00Z,2025-08-10T11:47:00Z,18829,20790
2025-08-11,13,2025-08-11T05:00:00Z,2025-08-10T11:47:00Z,20517,22367
2025-08-11,14,2025-08-11T05:30:00Z,2025-08-10T11:47:00Z,21598,23448
2025-08-11,15,2025-08-11T06:00:00Z,2025-08-10T11:47:00Z,22939,23497
2025-08-11,16,2025-08-11T06:30:00Z,2025-08-10T11:47:00Z,23740,24298
2025-08-11,17,2025-08-11T07:00:00Z,2025-08-10T11:47:00Z,24640,25140
2025-08-11,18,2025-08-11T07:30:00Z,2025-08-10T11:47:00Z,24599,25099
2025-08-11,19,2025-08-11T08:00:00Z,2025-08-10T11:47:00Z,24612,25112
2025-08-11,20,2025-08-11T08:30:00Z,2025-08-10T11:47:00Z,23694,24194
2025-08-11,21,2025-08-11T09:00:00Z,2025-08-10T11:47:00Z,23077,23577
2025-08-11,22,2025-08-11T09:30:00Z,2025-08-10T11:47:00Z,22692,23192
2025-08-11,23,2025-08-11T10:00:00Z,2025-08-10T11:47:00Z,23090,23590
2025-08-11,24,2025-08-11T10:30:00Z,2025-08-10T11:47:00Z,22914,23414
2025-08-11,25,2025-08-11T11:00:00Z,2025-08-10T11:47:00Z,22550,23050
2025-08-11,26,2025-08-11T11:30:00Z,2025-08-10T11:47:00Z,22472,22972
2025-08-11,27,2025-08-11T12:00:00Z,2025-08-10T11:47:00Z,22618,23118
2025-08-11,28,2025-08-11T12:30:00Z,2025-08-10T11:47:00Z,22773,23273
2025-08-11,29,2025-08-11T13:00:00Z,2025-08-10T11:47:00Z,22551,23051
2025-08-11,30,2025-08-11T13:30:00Z,2025-08-10T11:47:00Z,22360,22860
2025-08-11,31,2025-08-11T14:00:00Z,2025-08-10T11:47:00Z,22762,23262
2025-08-11,32,2025-08-11T14:30:00Z,2025-08-10T11:47:00Z,23512,24012
2025-08-11,33,2025-08-11T15:00:00Z,2025-08-10T11:47:00Z,23912,24412
2025-08-11,34,2025-08-11T15:30:00Z,2025-08-10T11:47:00Z,25140,25640
2025-08-11,35,2025-08-11T16:00:00Z,2025-08-10T11:47:00Z,26019,26840
2025-08-11,36,2025-08-11T16:30:00Z,2025-08-10T11:47:00Z,27535,28356
2025-08-11,37,2025-08-11T17:00:00Z,2025-08-10T11:47:00Z,28432,29819
2025-08-11,38,2025-08-11T17:30:00Z,2025-08-10T11:47:00Z,29550,30937
2025-08-11,39,2025-08-11T18:00:00Z,2025-08-10T11:47:00Z,29360,31350
2025-08-11,40,2025-08-11T18:30:00Z,2025-08-10T11:47:00Z,29356,31346
2025-08-11,41,2025-08-11T19:00:00Z,2025-08-10T11:47:00Z,29330,31162
2025-08-11,42,2025-08-11T19:30:00Z,2025-08-10T11:47:00Z,28974,30806
2025-08-11,43,2025-08-11T20:00:00Z,2025-08-10T11:47:00Z,29054,29945
2025-08-11,44,2025-08-11T20:30:00Z,2025-08-10T11:47:00Z,28275,29166
2025-08-11,45,2025-08-11T21:00:00Z,2025-08-10T11:47:00Z,27091,27982
2025-08-11,46,2025-08-11T21:30:00Z,2025-08-10T11:47:00Z,25800,26691
2025-08-11,47,2025-08-11T22:00:00Z,2025-08-10T11:47:00Z,23994,24494
2025-08-11,48,2025-08-11T22:30:00Z,2025-08-10T11:47:00Z,22900,23400
2025-08-12,1,2025-08-11T23:00:00Z,2025-08-10T11:47:00Z,22470,22970
2025-08-12,2,2025-08-11T23:30:00Z,2025-08-10T11:47:00Z,21851,22351
2025-08-12,3,2025-08-12T00:00:00Z,2025-08-10T11:47:00Z,21443,21943
2025-08-12,4,2025-08-12T00:30:00Z,2025-08-10T11:47:00Z,21330,21830
2025-08-12,5,2025-08-12T01:00:00Z,2025-08-10T11:47:00Z,20669,21169
2025-08-12,6,2025-08-12T01:30:00Z,2025-08-10T11:47:00Z,20260,20760
2025-08-12,7,2025-08-12T02:00:00Z,2025-08-10T11:47:00Z,20448,20948
2025-08-12,8,2025-08-12T02:30:00Z,2025-08-10T11:47:00Z,20087,20587
2025-08-12,9,2025-08-12T03:00:00Z,2025-08-10T11:47:00Z,19935,20435
2025-08-12,10,2025-08-12T03:30:00Z,2025-08-10T11:47:00Z,19860,20360
