settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,125.98,Battery_1,hold,0.0,50.0,10.0
2,108.53,Battery_1,hold,0.0,50.0,10.0
3,104.87,Battery_1,hold,0.0,50.0,10.0
4,103.74,Battery_1,charge,1.78,54.0,10.8
5,107.41,Battery_1,hold,0.0,54.0,10.8
6,107.04,Battery_1,hold,0.0,54.0,10.8
7,101.34,Battery_1,charge,4.0,63.0,12.6
8,101.26,Battery_1,charge,4.0,72.0,14.4
9,101.54,Battery_1,charge,4.0,81.0,16.2
10,101.35,Battery_1,charge,4.0,90.0,18.0
11,111.21,Battery_1,hold,0.0,90.0,18.0
12,126.75,Battery_1,hold,0.0,90.0,18.0
13,115.62,Battery_1,hold,0.0,90.0,18.0
14,118.11,Battery_1,hold,0.0,90.0,18.0
15,117.67,Battery_1,hold,0.0,90.0,18.0
16,120.2,Battery_1,hold,0.0,90.0,18.0
17,123.73,Battery_1,hold,0.0,90.0,18.0
18,123.43,Battery_1,hold,0.0,90.0,18.0
19,131.0,Battery_1,discharge,3.24,81.0,16.2
20,123.61,Battery_1,hold,0.0,81.0,16.2
21,124.3,Battery_1,hold,0.0,81.0,16.2
22,123.6,Battery_1,hold,0.0,81.0,16.2
23,118.33,Battery_1,hold,0.0,81.0,16.2
24,111.78,Battery_1,hold,0.0,81.0,16.2
25,110.89,Battery_1,hold,0.0,81.0,16.2
26,109.6,Battery_1,hold,0.0,81.0,16.2
27,103.94,Battery_1,charge,4.0,90.0,18.0
28,108.19,Battery_1,hold,0.0,90.0,18.0
29,107.59,Battery_1,hold,0.0,90.0,18.0
30,107.07,Battery_1,hold,0.0,90.0,18.0
31,115.02,Battery_1,hold,0.0,90.0,18.0
32,117.77,Battery_1,hold,0.0,90.0,18.0
33,116.34,Battery_1,hold,0.0,90.0,18.0
34,114.88,Battery_1,hold,0.0,90.0,18.0
35,135.98,Battery_1,hold,0.0,90.0,18.0
36,134.97,Battery_1,hold,0.0,90.0,18.0
37,150.69,Battery_1,discharge,4.0,78.9,15.78
38,149.21,Battery_1,discharge,4.0,67.8,13.56
39,152.45,Battery_1,discharge,4.0,56.7,11.33
40,154.11,Battery_1,discharge,4.0,45.6,9.11
