settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,93.0,93.0,93.0,Battery_1,charge,3.0,16.8,3.35
2,127.71,127.71,127.71,Battery_1,charge,3.0,23.5,4.7
3,159.78,159.78,0.0,Battery_1,hold,0.0,23.5,4.7
4,93.0,93.0,93.0,Battery_1,charge,3.0,30.2,6.05
5,169.13,169.13,0.0,Battery_1,hold,0.0,30.2,6.05
6,93.0,93.0,93.0,Battery_1,charge,3.0,37.0,7.4
7,168.39,168.39,0.0,Battery_1,hold,0.0,37.0,7.4
8,88.55,88.55,88.55,Battery_1,charge,3.0,43.8,8.75
9,88.55,88.55,88.55,Battery_1,charge,3.0,50.5,10.1
10,140.28,140.28,140.28,Battery_1,charge,3.0,57.2,11.45
11,166.09,166.09,0.0,Battery_1,hold,0.0,57.2,11.45
12,180.13,180.13,0.0,Battery_1,hold,0.0,57.2,11.45
13,183.15,183.15,183.15,Battery_1,discharge,2.01,51.7,10.33
14,198.0,198.0,198.0,Battery_1,discharge,3.0,43.3,8.67
15,202.34,202.34,202.34,Battery_1,discharge,3.0,35.0,7.0
16,214.0,214.0,214.0,Battery_1,discharge,3.0,26.7,5.33
17,202.97,202.97,202.97,Battery_1,discharge,3.0,18.3,3.67
18,214.0,214.0,214.0,Battery_1,discharge,3.0,10.0,2.0
19,120.0,120.0,120.0,Battery_1,charge,3.0,16.8,3.35
20,113.8,113.8,113.8,Battery_1,charge,3.0,23.5,4.7
21,126.61,126.61,126.61,Battery_1,charge,3.0,30.2,6.05
22,125.32,125.32,125.32,Battery_1,charge,3.0,37.0,7.4
23,109.7,109.7,109.7,Battery_1,charge,3.0,43.8,8.75
24,162.0,162.0,0.0,Battery_1,hold,0.0,43.8,8.75
25,162.0,162.0,0.0,Battery_1,hold,0.0,43.8,8.75
26,162.0,162.0,0.0,Battery_1,hold,0.0,43.8,8.75
27,107.11,107.11,107.11,Battery_1,charge,3.0,50.5,10.1
28,106.25,106.25,106.25,Battery_1,charge,3.0,57.2,11.45
29,104.8,104.8,104.8,Battery_1,charge,3.0,64.0,12.8
30,109.67,109.67,109.67,Battery_1,charge,3.0,70.8,14.15
31,165.0,165.0,0.0,Battery_1,hold,0.0,70.8,14.15
32,165.0,165.0,165.0,Battery_1,discharge,0.87,68.3,13.67
33,194.95,194.95,194.95,Battery_1,discharge,3.0,60.0,12.0
