settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,120.89,120.89,0.0,Battery_1,hold,0.0,10.0,2.0
2,105.81,105.81,0.0,Battery_1,hold,0.0,10.0,2.0
3,126.85,126.85,0.0,Battery_1,hold,0.0,10.0,2.0
4,126.85,126.85,0.0,Battery_1,hold,0.0,10.0,2.0
5,126.85,126.85,0.0,Battery_1,hold,0.0,10.0,2.0
6,130.0,130.0,0.0,Battery_1,hold,0.0,10.0,2.0
7,129.0,129.0,0.0,Battery_1,hold,0.0,10.0,2.0
8,126.85,126.85,0.0,Battery_1,hold,0.0,10.0,2.0
9,125.8,125.8,0.0,Battery_1,hold,0.0,10.0,2.0
10,110.03,110.03,0.0,Battery_1,hold,0.0,10.0,2.0
11,125.2,125.2,0.0,Battery_1,hold,0.0,10.0,2.0
12,126.85,126.85,0.0,Battery_1,hold,0.0,10.0,2.0
13,80.96,80.96,80.96,Battery_1,charge,3.0,16.8,3.35
14,87.57,87.57,0.0,Battery_1,hold,0.0,16.8,3.35
15,78.0,78.0,78.0,Battery_1,charge,3.0,23.5,4.7
16,78.2,78.2,78.2,Battery_1,charge,3.0,30.2,6.05
17,93.67,93.67,0.0,Battery_1,hold,0.0,30.2,6.05
18,86.2,86.2,86.2,Battery_1,charge,0.96,32.4,6.48
19,61.11,61.11,61.11,Battery_1,charge,3.0,39.2,7.83
20,120.1,120.1,120.1,Battery_1,discharge,3.0,30.8,6.17
21,112.0,112.0,112.0,Battery_1,discharge,3.0,22.5,4.5
22,104.5,104.5,0.0,Battery_1,hold,0.0,22.5,4.5
23,53.27,53.27,53.27,Battery_1,charge,3.0,29.2,5.85
24,59.86,59.86,59.86,Battery_1,charge,3.0,36.0,7.2
25,48.83,48.83,48.83,Battery_1,charge,3.0,42.8,8.55
26,71.32,71.32,71.32,Battery_1,charge,3.0,49.5,9.9
27,54.0,54.0,54.0,Battery_1,charge,3.0,56.2,11.25
28,97.5,97.5,0.0,Battery_1,hold,0.0,56.2,11.25
29,76.07,76.07,76.07,Battery_1,charge,3.0,63.0,12.6
30,4.74,4.74,4.74,Battery_1,charge,3.0,69.8,13.95
31,1.0,1.0,1.0,Battery_1,charge,3.0,76.5,15.3
32,24.64,24.64,24.64,Battery_1,charge,3.0,83.2,16.65
33,53.0,53.0,53.0,Battery_1,charge,3.0,90.0,18.0
34,88.74,88.74,0.0,Battery_1,hold,0.0,90.0,18.0
35,89.77,89.77,0.0,Battery_1,hold,0.0,90.0,18.0
36,95.76,95.76,0.0,Battery_1,hold,0.0,90.0,18.0
37,101.3,101.3,0.0,Battery_1,hold,0.0,90.0,18.0
38,113.96,113.96,113.96,Battery_1,discharge,3.0,81.7,16.33
39,127.02,127.02,127.02,Battery_1,discharge,3.0,73.3,14.67
40,91.5,91.5,0.0,Battery_1,hold,0.0,73.3,14.67
41,149.0,149.0,149.0,Battery_1,discharge,3.0,65.0,13.0
42,149.0,149.0,149.0,Battery_1,discharge,3.0,56.7,11.33
43,129.02,129.02,129.02,Battery_1,discharge,3.0,48.3,9.67
44,128.02,128.02,128.02,Battery_1,discharge,3.0,40.0,8.0
45,117.2,117.2,117.2,Battery_1,discharge,3.0,31.7,6.33
46,116.16,116.16,116.16,Battery_1,discharge,3.0,23.3,4.67
47,124.6,124.6,124.6,Battery_1,discharge,3.0,15.0,3.0
48,110.96,110.96,110.96,Battery_1,discharge,1.8,10.0,2.0
1,120.89,120.89,0.0,Battery_2,hold,0.0,10.0,10.0
2,105.81,105.81,0.0,Battery_2,hold,0.0,10.0,10.0
3,126.85,126.85,0.0,Battery_2,hold,0.0,10.0,10.0
4,126.85,126.85,0.0,Battery_2,hold,0.0,10.0,10.0
5,126.85,126.85,0.0,Battery_2,hold,0.0,10.0,10.0
6,130.0,130.0,0.0,Battery_2,hold,0.0,10.0,10.0
7,129.0,129.0,0.0,Battery_2,hold,0.0,10.0,10.0
8,126.85,126.85,0.0,Battery_2,hold,0.0,10.0,10.0
9,125.8,125.8,0.0,Battery_2,hold,0.0,10.0,10.0
10,110.03,110.03,0.0,Battery_2,hold,0.0,10.0,10.0
11,125.2,125.2,0.0,Battery_2,hold,0.0,10.0,10.0
12,126.85,126.85,0.0,Battery_2,hold,0.0,10.0,10.0
13,80.96,80.96,80.96,Battery_2,charge,7.5,13.4,13.38
14,87.57,87.57,0.0,Battery_2,hold,0.0,13.4,13.38
15,78.0,78.0,78.0,Battery_2,charge,7.5,16.8,16.75
16,78.2,78.2,78.2,Battery_2,charge,7.5,20.1,20.12
17,93.67,93.67,0.0,Battery_2,hold,0.0,20.1,20.12
18,86.2,86.2,86.2,Battery_2,charge,6.11,22.9,22.88
19,61.11,61.11,61.11,Battery_2,charge,7.5,26.2,26.25
20,120.1,120.1,120.1,Battery_2,discharge,7.5,22.1,22.08
21,112.0,112.0,112.0,Battery_2,discharge,7.5,17.9,17.92
22,104.5,104.5,0.0,Battery_2,hold,0.0,17.9,17.92
23,53.27,53.27,53.27,Battery_2,charge,7.5,21.3,21.29
24,59.86,59.86,59.86,Battery_2,charge,7.5,24.7,24.67
25,48.83,48.83,48.83,Battery_2,charge,7.5,28.0,28.04
26,71.32,71.32,71.32,Battery_2,charge,7.5,31.4,31.42
27,54.0,54.0,54.0,Battery_2,charge,7.5,34.8,34.79
28,97.5,97.5,0.0,Battery_2,hold,0.0,34.8,34.79
29,76.07,76.07,76.07,Battery_2,charge,7.5,38.2,38.17
30,4.74,4.74,4.74,Battery_2,charge,7.5,41.5,41.54
31,1.0,1.0,1.0,Battery_2,charge,7.5,44.9,44.92
32,24.64,24.64,24.64,Battery_2,charge,7.5,48.3,48.29
33,53.0,53.0,53.0,Battery_2,charge,7.5,51.7,51.67
34,88.74,88.74,0.0,Battery_2,hold,0.0,51.7,51.67
35,89.77,89.77,0.0,Battery_2,hold,0.0,51.7,51.67
36,95.76,95.76,0.0,Battery_2,hold,0.0,51.7,51.67
37,101.3,101.3,0.0,Battery_2,hold,0.0,51.7,51.67
38,113.96,113.96,113.96,Battery_2,discharge,7.5,47.5,47.5
39,127.02,127.02,127.02,Battery_2,discharge,7.5,43.3,43.33
40,91.5,91.5,0.0,Battery_2,hold,0.0,43.3,43.33
41,149.0,149.0,149.0,Battery_2,discharge,7.5,39.2,39.17
42,149.0,149.0,149.0,Battery_2,discharge,7.5,35.0,35.0
43,129.02,129.02,129.02,Battery_2,discharge,7.5,30.8,30.83
44,128.02,128.02,128.02,Battery_2,discharge,7.5,26.7,26.67
45,117.2,117.2,117.2,Battery_2,discharge,7.5,22.5,22.5
46,116.16,116.16,116.16,Battery_2,discharge,7.5,18.3,18.33
47,124.6,124.6,124.6,Battery_2,discharge,7.5,14.2,14.17
