settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,82.05,82.05,82.05,Battery_1,charge,3.0,16.8,3.35
2,81.65,81.65,81.65,Battery_1,charge,3.0,23.5,4.7
3,81.65,81.65,81.65,Battery_1,charge,3.0,30.2,6.05
4,84.0,84.0,84.0,Battery_1,charge,3.0,37.0,7.4
5,124.97,124.97,124.97,Battery_1,discharge,3.0,28.7,5.73
6,124.59,124.59,124.59,Battery_1,discharge,3.0,20.3,4.07
7,125.0,125.0,125.0,Battery_1,discharge,3.0,12.0,2.4
8,101.88,101.88,0.0,Battery_1,hold,0.0,12.0,2.4
9,107.3,107.3,0.0,Battery_1,hold,0.0,12.0,2.4
10,88.7,88.7,88.7,Battery_1,charge,0.52,13.2,2.63
11,91.82,91.82,0.0,Battery_1,hold,0.0,13.2,2.63
12,98.04,98.04,0.0,Battery_1,hold,0.0,13.2,2.63
13,95.01,95.01,0.0,Battery_1,hold,0.0,13.2,2.63
14,101.7,101.7,0.0,Battery_1,hold,0.0,13.2,2.63
15,82.05,82.05,82.05,Battery_1,charge,3.0,19.9,3.98
16,82.05,82.05,82.05,Battery_1,charge,3.0,26.7,5.33
17,147.15,147.15,147.15,Battery_1,discharge,3.0,18.3,3.67
18,116.06,116.06,116.06,Battery_1,discharge,3.0,10.0,2.0
19,81.65,81.65,81.65,Battery_1,charge,3.0,16.8,3.35
20,81.04,81.04,81.04,Battery_1,charge,3.0,23.5,4.7
21,78.68,78.68,78.68,Battery_1,charge,3.0,30.2,6.05
22,80.76,80.76,80.76,Battery_1,charge,3.0,37.0,7.4
23,106.94,106.94,106.94,Battery_1,discharge,0.36,36.0,7.2
24,80.22,80.22,80.22,Battery_1,charge,3.0,42.8,8.55
25,81.03,81.03,81.03,Battery_1,charge,3.0,49.5,9.9
26,81.01,81.01,81.01,Battery_1,charge,3.0,56.2,11.25
27,81.04,81.04,81.04,Battery_1,charge,3.0,63.0,12.6
28,82.11,82.11,82.11,Battery_1,charge,3.0,69.8,13.95
29,95.51,95.51,0.0,Battery_1,hold,0.0,69.8,13.95
30,81.06,81.06,81.06,Battery_1,charge,3.0,76.5,15.3
31,81.06,81.06,81.06,Battery_1,charge,3.0,83.2,16.65
32,78.56,78.56,78.56,Battery_1,charge,3.0,90.0,18.0
33,180.0,180.0,0.0,Battery_1,hold,0.0,90.0,18.0
34,159.0,159.0,0.0,Battery_1,hold,0.0,90.0,18.0
35,223.93,223.93,0.0,Battery_1,hold,0.0,90.0,18.0
36,224.38,224.38,0.0,Battery_1,hold,0.0,90.0,18.0
37,454.5,454.5,454.5,Battery_1,discharge,3.0,81.7,16.33
38,470.87,470.87,470.87,Battery_1,discharge,3.0,73.3,14.67
39,720.9,720.9,720.9,Battery_1,discharge,3.0,65.0,13.0
40,770.05,770.05,770.05,Battery_1,discharge,3.0,56.7,11.33
41,789.04,789.04,789.04,Battery_1,discharge,3.0,48.3,9.67
42,800.0,800.0,800.0,Battery_1,discharge,3.0,40.0,8.0
43,550.0,550.0,550.0,Battery_1,discharge,3.0,31.7,6.33
44,528.04,528.04,528.04,Battery_1,discharge,3.0,23.3,4.67
45,329.08,329.08,329.08,Battery_1,discharge,3.0,15.0,3.0
46,226.68,226.68,226.68,Battery_1,discharge,1.8,10.0,2.0
47,190.0,190.0,0.0,Battery_1,hold,0.0,10.0,2.0
48,200.0,200.0,0.0,Battery_1,hold,0.0,10.0,2.0
1,82.05,82.05,82.05,Battery_2,charge,7.5,13.4,13.38
2,81.65,81.65,81.65,Battery_2,charge,7.5,16.8,16.75
3,81.65,81.65,81.65,Battery_2,charge,7.5,20.1,20.12
4,84.0,84.0,84.0,Battery_2,charge,7.5,23.5,23.5
5,124.97,124.97,124.97,Battery_2,discharge,4.72,20.9,20.88
6,124.59,124.59,0.0,Battery_2,hold,0.0,20.9,20.88
7,125.0,125.0,125.0,Battery_2,discharge,7.5,16.7,16.71
8,101.88,101.88,0.0,Battery_2,hold,0.0,16.7,16.71
9,107.3,107.3,0.0,Battery_2,hold,0.0,16.7,16.71
10,88.7,88.7,88.7,Battery_2,charge,7.5,20.1,20.08
11,91.82,91.82,91.82,Battery_2,charge,7.5,23.5,23.46
12,98.04,98.04,98.04,Battery_2,charge,7.5,26.8,26.83
13,95.01,95.01,95.01,Battery_2,charge,7.5,30.2,30.21
14,101.7,101.7,0.0,Battery_2,hold,0.0,30.2,30.21
15,82.05,82.05,82.05,Battery_2,charge,7.5,33.6,33.58
16,82.05,82.05,82.05,Battery_2,charge,7.5,37.0,36.96
17,147.15,147.15,147.15,Battery_2,discharge,7.5,32.8,32.79
18,116.06,116.06,0.0,Battery_2,hold,0.0,32.8,32.79
19,81.65,81.65,81.65,Battery_2,charge,7.5,36.2,36.17
20,81.04,81.04,81.04,Battery_2,charge,7.5,39.5,39.54
21,78.68,78.68,78.68,Battery_2,charge,7.5,42.9,42.92
22,80.76,80.76,80.76,Battery_2,charge,7.5,46.3,46.29
23,106.94,106.94,0.0,Battery_2,hold,0.0,46.3,46.29
24,80.22,80.22,80.22,Battery_2,charge,7.5,49.7,49.67
25,81.03,81.03,81.03,Battery_2,charge,7.5,53.0,53.04
26,81.01,81.01,81.01,Battery_2,charge,7.5,56.4,56.42
27,81.04,81.04,81.04,Battery_2,charge,7.5,59.8,59.79
28,82.11,82.11,82.11,Battery_2,charge,7.5,63.2,63.17
29,95.51,95.51,95.51,Battery_2,charge,7.5,66.5,66.54
30,81.06,81.06,81.06,Battery_2,charge,7.5,69.9,69.92
31,81.06,81.06,81.06,Battery_2,charge,7.5,73.3,73.29
32,78.56,78.56,78.56,Battery_2,charge,7.5,76.7,76.67
33,180.0,180.0,180.0,Battery_2,discharge,7.5,72.5,72.5
34,159.0,159.0,159.0,Battery_2,discharge,7.5,68.3,68.33
35,223.93,223.93,223.93,Battery_2,discharge,7.5,64.2,64.17
36,224.38,224.38,224.38,Battery_2,discharge,7.5,60.0,60.0
37,454.5,454.5,454.5,Battery_2,discharge,7.5,55.8,55.83
38,470.87,470.87,470.87,Battery_2,discharge,7.5,51.7,51.67
39,720.9,720.9,720.9,Battery_2,discharge,7.5,47.5,47.5
40,770.05,770.05,770.05,Battery_2,discharge,7.5,43.3,43.33
41,789.04,789.04,789.04,Battery_2,discharge,7.5,39.2,39.17
42,800.0,800.0,800.0,Battery_2,discharge,7.5,35.0,35.0
43,550.0,550.0,550.0,Battery_2,discharge,7.5,30.8,30.83
44,528.04,528.04,528.04,Battery_2,discharge,7.5,26.7,26.67
45,329.08,329.08,329.08,Battery_2,discharge,7.5,22.5,22.5
46,226.68,226.68,226.68,Battery_2,discharge,7.5,18.3,18.33
47,190.0,190.0,190.0,Battery_2,discharge,7.5,14.2,14.17
48,200.0,200.0,200.0,Battery_2,discharge,7.5,10.0,10.0
1,82.05,82.05,82.05,Battery_3,charge,15.0,13.4,26.75
2,81.65,81.65,81.65,Battery_3,charge,15.0,16.8,33.5
3,81.65,81.65,81.65,Battery_3,charge,15.0,20.1,40.25
4,84.0,84.0,84.0,Battery_3,charge,15.0,23.5,47.0
5,124.97,124.97,124.97,Battery_3,discharge,9.45,20.9,41.75
6,124.59,124.59,0.0,Battery_3,hold,0.0,20.9,41.75
7,125.0,125.0,125.0,Battery_3,discharge,15.0,16.7,33.42
8,101.88,101.88,0.0,Battery_3,hold,0.0,16.7,33.42
9,107.3,107.3,0.0,Battery_3,hold,0.0,16.7,33.42
10,88.7,88.7,88.7,Battery_3,charge,15.0,20.1,40.17
11,91.82,91.82,91.82,Battery_3,charge,15.0,23.5,46.92
