settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2026-07-16,1,2026-07-15T23:00:00Z,2026-07-15T11:47:00Z,23650,24676
2026-07-16,2,2026-07-15T23:30:00Z,2026-07-15T11:47:00Z,23356,24135
2026-07-16,3,2026-07-16T00:00:00Z,2026-07-15T11:47:00Z,23034,23974
2026-07-16,4,2026-07-16T00:30:00Z,2026-07-15T11:47:00Z,22890,23830
2026-07-16,5,2026-07-16T01:00:00Z,2026-07-15T11:47:00Z,22216,23257
2026-07-16,6,2026-07-16T01:30:00Z,2026-07-15T11:47:00Z,21631,22672
2026-07-16,7,2026-07-16T02:00:00Z,2026-07-15T11:47:00Z,21595,22753
2026-07-16,8,2026-07-16T02:30:00Z,2026-07-15T11:47:00Z,20931,22089
2026-07-16,9,2026-07-16T03:00:00Z,2026-07-15T11:47:00Z,20665,22338
2026-07-16,10,2026-07-16T03:30:00Z,2026-07-15T11:47:00Z,20480,22153
2026-07-16,11,2026-07-16T04:00:00Z,2026-07-15T11:47:00Z,20862,22735
2026-07-16,12,2026-07-16T04:30:00Z,2026-07-15T11:47:00Z,20906,22779
2026-07-16,13,2026-07-16T05:00:00Z,2026-07-15T11:47:00Z,22091,23169
2026-07-16,14,2026-07-16T05:30:00Z,2026-07-15T11:47:00Z,22682,23760
2026-07-16,15,2026-07-16T06:00:00Z,2026-07-15T11:47:00Z,24537,25044
2026-07-16,16,2026-07-16T06:30:00Z,2026-07-15T11:47:00Z,24690,25197
2026-07-16,17,2026-07-16T07:00:00Z,2026-07-15T11:47:00Z,24420,24920
2026-07-16,18,2026-07-16T07:30:00Z,2026-07-15T11:47:00Z,23822,24322
2026-07-16,19,2026-07-16T08:00:00Z,2026-07-15T11:47:00Z,23392,23892
2026-07-16,20,2026-07-16T08:30:00Z,2026-07-15T11:47:00Z,22456,22956
2026-07-16,21,2026-07-16T09:00:00Z,2026-07-15T11:47:00Z,21534,22638
2026-07-16,22,2026-07-16T09:30:00Z,2026-07-15T11:47:00Z,20836,21934
2026-07-16,23,2026-07-16T10:00:00Z,2026-07-15T11:47:00Z,21012,22344
2026-07-16,24,2026-07-16T10:30:00Z,2026-07-15T11:47:00Z,20439,21792
2026-07-16,25,2026-07-16T11:00:00Z,2026-07-15T11:47:00Z,20520,21871
2026-07-16,26,2026-07-16T11:30:00Z,2026-07-15T11:47:00Z,20223,21569
2026-07-16,27,2026-07-16T12:00:00Z,2026-07-15T11:47:00Z,20070,21413
2026-07-16,28,2026-07-16T12:30:00Z,2026-07-15T11:47:00Z,20060,21400
2026-07-16,29,2026-07-16T13:00:00Z,2026-07-15T11:47:00Z,20128,21465
2026-07-16,30,2026-07-16T13:30:00Z,2026-07-15T11:47:00Z,20293,21620
2026-07-16,31,2026-07-16T14:00:00Z,2026-07-15T11:47:00Z,20488,21355
2026-07-16,32,2026-07-16T14:30:00Z,2026-07-15T11:47:00Z,21409,22275
2026-07-16,33,2026-07-16T15:00:00Z,2026-07-15T11:47:00Z,22391,22891
2026-07-16,34,2026-07-16T15:30:00Z,2026-07-15T11:47:00Z,23592,24092
2026-07-16,35,2026-07-16T16:00:00Z,2026-07-15T11:47:00Z,25014,25874
2026-07-16,36,2026-07-16T16:30:00Z,2026-07-15T11:47:00Z,25963,26823
2026-07-16,37,2026-07-16T17:00:00Z,2026-07-15T11:47:00Z,27047,28994
2026-07-16,38,2026-07-16T17:30:00Z,2026-07-15T11:47:00Z,27602,29549
2026-07-16,39,2026-07-16T18:00:00Z,2026-07-15T11:47:00Z,28956,30844
2026-07-16,40,2026-07-16T18:30:00Z,2026-07-15T11:47:00Z,28990,30878
2026-07-16,41,2026-07-16T19:00:00Z,2026-07-15T11:47:00Z,29000,30813
2026-07-16,42,2026-07-16T19:30:00Z,2026-07-15T11:47:00Z,28705,30518
2026-07-16,43,2026-07-16T20:00:00Z,2026-07-15T11:47:00Z,28621,29695
2026-07-16,44,2026-07-16T20:30:00Z,2026-07-15T11:47:00Z,28306,29380
2026-07-16,45,2026-07-16T21:00:00Z,2026-07-15T11:47:00Z,27543,28366
2026-07-16,46,2026-07-16T21:30:00Z,2026-07-15T11:47:00Z,26088,26911
2026-07-16,47,2026-07-16T22:00:00Z,2026-07-15T11:47:00Z,24802,25302
2026-07-16,48,2026-07-16T22:30:00Z,2026-07-15T11:47:00Z,24440,24940
2026-07-17,1,2026-07-16T23:00:00Z,2026-07-15T11:47:00Z,23560,24060
2026-07-17,2,2026-07-16T23:30:00Z,2026-07-15T11:47:00Z,23674,24174
2026-07-17,3,2026-07-17T00:00:00Z,2026-07-15T11:47:00Z,23186,23686
2026-07-17,4,2026-07-17T00:30:00Z,2026-07-15T11:47:00Z,22910,23410
2026-07-17,5,2026-07-17T01:00:00Z,2026-07-15T11:47:00Z,22827,23327
2026-07-17,6,2026-07-17T01:30:00Z,2026-07-15T11:47:00Z,22115,22615
2026-07-17,7,2026-07-17T02:00:00Z,2026-07-15T11:47:00Z,21632,22132
2026-07-17,8,2026-07-17T02:30:00Z,2026-07-15T11:47:00Z,21328,21828
2026-07-17,9,2026-07-17T03:00:00Z,2026-07-15T11:47:00Z,20993,21493
2026-07-17,10,2026-07-17T03:30:00Z,2026-07-15T11:47:00Z,20760,21260
