settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh,ssp_settle,sbp_settle
11,195.0,195.0,0.0,Battery_2,hold,0.0,20.1,20.12,190.1,195.9
12,195.54,195.54,0.0,Battery_2,hold,0.0,20.1,20.12,190.64,196.44
13,176.61,176.61,176.61,Battery_2,charge,7.5,23.5,23.5,171.71,177.51000000000002
14,174.52,174.52,174.52,Battery_2,charge,7.5,26.9,26.88,169.62,175.42000000000002
15,240.0,240.0,240.0,Battery_2,discharge,7.5,22.7,22.71,235.1,240.9
16,240.0,240.0,240.0,Battery_2,discharge,7.5,18.5,18.54,235.1,240.9
17,235.89,235.89,235.89,Battery_2,discharge,7.5,14.4,14.38,230.98999999999998,236.79
18,217.0,217.0,0.0,Battery_2,hold,0.0,14.4,14.38,212.1,217.9
19,240.0,240.0,240.0,Battery_2,discharge,7.5,10.2,10.21,235.1,240.9
20,230.0,230.0,230.0,Battery_2,discharge,0.38,10.0,10.0,225.1,230.9
21,210.0,210.0,0.0,Battery_2,hold,0.0,10.0,10.0,205.1,210.9
22,145.01,145.01,145.01,Battery_2,charge,7.5,13.4,13.38,140.10999999999999,145.91
23,159.93,159.93,159.93,Battery_2,charge,7.5,16.8,16.75,155.03,160.83
24,145.87,145.87,145.87,Battery_2,charge,7.5,20.1,20.12,140.97,146.77
25,139.87,139.87,139.87,Battery_2,charge,7.5,23.5,23.5,134.97,140.77
26,133.1,133.1,133.1,Battery_2,charge,7.5,26.9,26.88,128.2,134.0
27,134.0,134.0,134.0,Battery_2,charge,7.5,30.2,30.25,129.1,134.9
28,135.5,135.5,135.5,Battery_2,charge,7.5,33.6,33.62,130.6,136.4
29,133.2,133.2,133.2,Battery_2,charge,7.5,37.0,37.0,128.29999999999998,134.1
30,133.2,133.2,133.2,Battery_2,charge,7.5,40.4,40.38,128.29999999999998,134.1
31,133.2,133.2,133.2,Battery_2,charge,7.5,43.8,43.75,128.29999999999998,134.1
32,133.2,133.2,133.2,Battery_2,charge,7.5,47.1,47.12,128.29999999999998,134.1
33,135.5,135.5,135.5,Battery_2,charge,7.5,50.5,50.5,130.6,136.4
34,146.44,146.44,146.44,Battery_2,charge,7.5,53.9,53.88,141.54,147.34
35,179.34,179.34,0.0,Battery_2,hold,0.0,53.9,53.88,174.44,180.24
36,179.0,179.0,0.0,Battery_2,hold,0.0,53.9,53.88,174.1,179.9
37,269.5,269.5,269.5,Battery_2,discharge,7.5,49.7,49.71,264.6,270.4
38,269.45,269.45,269.45,Battery_2,discharge,7.5,45.5,45.54,264.55,270.34999999999997
39,270.0,270.0,270.0,Battery_2,discharge,7.5,41.4,41.38,265.1,270.9
40,269.5,269.5,269.5,Battery_2,discharge,7.5,37.2,37.21,264.6,270.4
41,222.2,222.2,222.2,Battery_2,discharge,7.5,33.0,33.04,217.29999999999998,223.1
42,222.2,222.2,222.2,Battery_2,discharge,7.5,28.9,28.88,217.29999999999998,223.1
43,233.0,233.0,233.0,Battery_2,discharge,7.5,24.7,24.71,228.1,233.9
44,204.28,204.28,204.28,Battery_2,discharge,3.98,22.5,22.5,199.38,205.18
45,229.0,229.0,229.0,Battery_2,discharge,7.5,18.3,18.33,224.1,229.9
46,229.0,229.0,229.0,Battery_2,discharge,7.5,14.2,14.17,224.1,229.9
47,203.5,203.5,0.0,Battery_2,hold,0.0,14.2,14.17,198.6,204.4
48,213.5,213.5,213.5,Battery_2,discharge,7.5,10.0,10.0,208.6,214.4
1,215.0,215.0,0.0,Battery_3,hold,0.0,10.0,20.0,210.1,215.9
2,219.25,219.25,0.0,Battery_3,hold,0.0,10.0,20.0,214.35,220.15
3,223.75,223.75,0.0,Battery_3,hold,0.0,10.0,20.0,218.85,224.65
4,215.0,215.0,0.0,Battery_3,hold,0.0,10.0,20.0,210.1,215.9
5,220.0,220.0,0.0,Battery_3,hold,0.0,10.0,20.0,215.1,220.9
6,187.86,187.86,0.0,Battery_3,hold,0.0,10.0,20.0,182.96,188.76000000000002
7,220.0,220.0,0.0,Battery_3,hold,0.0,10.0,20.0,215.1,220.9
8,135.0,135.0,135.0,Battery_3,charge,15.0,13.4,26.75,130.1,135.9
9,135.25,135.25,135.25,Battery_3,charge,15.0,16.8,33.5,130.35,136.15
10,145.86,145.86,145.86,Battery_3,charge,15.0,20.1,40.25,140.96,146.76000000000002
11,195.0,195.0,0.0,Battery_3,hold,0.0,20.1,40.25,190.1,195.9
12,195.54,195.54,0.0,Battery_3,hold,0.0,20.1,40.25,190.64,196.44
13,176.61,176.61,176.61,Battery_3,charge,15.0,23.5,47.0,171.71,177.51000000000002
14,174.52,174.52,174.52,Battery_3,charge,15.0,26.9,53.75,169.62,175.42000000000002
15,240.0,240.0,240.0,Battery_3,discharge,15.0,22.7,45.42,235.1,240.9
16,240.0,240.0,240.0,Battery_3,discharge,15.0,18.5,37.08,235.1,240.9
17,235.89,235.89,235.89,Battery_3,discharge,15.0,14.4,28.75,230.98999999999998,236.79
18,217.0,217.0,0.0,Battery_3,hold,0.0,14.4,28.75,212.1,217.9
19,240.0,240.0,240.0,Battery_3,discharge,15.0,10.2,20.42,235.1,240.9
20,230.0,230.0,230.0,Battery_3,discharge,0.75,10.0,20.0,225.1,230.9
21,210.0,210.0,0.0,Battery_3,hold,0.0,10.0,20.0,205.1,210.9
22,145.01,145.01,145.01,Battery_3,charge,15.0,13.4,26.75,140.10999999999999,145.91
23,159.93,159.93,159.93,Battery_3,charge,15.0,16.8,33.5,155.03,160.83
24,145.87,145.87,145.87,Battery_3,charge,15.0,20.1,40.25,140.97,146.77
25,139.87,139.87,139.87,Battery_3,charge,15.0,23.5,47.0,134.97,140.77
26,133.1,133.1,133.1,Battery_3,charge,15.0,26.9,53.75,128.2,134.0
27,134.0,134.0,134.0,Battery_3,charge,15.0,30.2,60.5,129.1,134.9
28,135.5,135.5,135.5,Battery_3,charge,15.0,33.6,67.25,130.6,136.4
29,133.2,133.2,133.2,Battery_3,charge,15.0,37.0,74.0,128.29999999999998,134.1
30,133.2,133.2,133.2,Battery_3,charge,15.0,40.4,80.75,128.29999999999998,134.1
31,133.2,133.2,133.2,Battery_3,charge,15.0,43.8,87.5,128.29999999999998,134.1
32,133.2,133.2,133.2,Battery_3,charge,15.0,47.1,94.25,128.29999999999998,134.1
33,135.5,135.5,135.5,Battery_3,charge,15.0,50.5,101.0,130.6,136.4
34,146.44,146.44,146.44,Battery_3,charge,15.0,53.9,107.75,141.54,147.34
35,179.34,179.34,0.0,Battery_3,hold,0.0,53.9,107.75,174.44,180.24
36,179.0,179.0,0.0,Battery_3,hold,0.0,53.9,107.75,174.1,179.9
37,269.5,269.5,269.5,Battery_3,discharge,15.0,49.7,99.42,264.6,270.4
38,269.45,269.45,269.45,Battery_3,discharge,15.0,45.5,91.08,264.55,270.34999999999997
39,270.0,270.0,270.0,Battery_3,discharge,15.0,41.4,82.75,265.1,270.9
40,269.5,269.5,269.5,Battery_3,discharge,15.0,37.2,74.42,264.6,270.4
41,222.2,222.2,222.2,Battery_3,discharge,15.0,33.0,66.08,217.29999999999998,223.1
42,222.2,222.2,222.2,Battery_3,discharge,15.0,28.9,57.75,217.29999999999998,223.1
43,233.0,233.0,233.0,Battery_3,discharge,15.0,24.7,49.42,228.1,233.9
44,204.28,204.28,204.28,Battery_3,discharge,7.95,22.5,45.0,199.38,205.18
45,229.0,229.0,229.0,Battery_3,discharge,15.0,18.3,36.67,224.1,229.9
46,229.0,229.0,229.0,Battery_3,discharge,15.0,14.2,28.33,224.1,229.9
47,203.5,203.5,0.0,Battery_3,hold,0.0,14.2,28.33,198.6,204.4
48,213.5,213.5,213.5,Battery_3,discharge,15.0,10.0,20.0,208.6,214.4
1,215.0,215.0,0.0,Battery_4,hold,0.0,10.0,8.0,210.1,215.9
2,219.25,219.25,0.0,Battery_4,hold,0.0,10.0,8.0,214.35,220.15
3,223.75,223.75,0.0,Battery_4,hold,0.0,10.0,8.0,218.85,224.65
4,215.0,215.0,0.0,Battery_4,hold,0.0,10.0,8.0,210.1,215.9
5,220.0,220.0,0.0,Battery_4,hold,0.0,10.0,8.0,215.1,220.9
6,187.86,187.86,0.0,Battery_4,hold,0.0,10.0,8.0,182.96,188.76000000000002
7,220.0,220.0,0.0,Battery_4,hold,0.0,10.0,8.0,215.1,220.9
8,135.0,135.0,135.0,Battery_4,charge,6.0,13.4,10.7,130.1,135.9
9,135.25,135.25,135.25,Battery_4,charge,6.0,16.8,13.4,130.35,136.15
10,145.86,145.86,145.86,Battery_4,charge,6.0,20.1,16.1,140.96,146.76000000000002
11,195.0,195.0,0.0,Battery_4,hold,0.0,20.1,16.1,190.1,195.9
12,195.54,195.54,0.0,Battery_4,hold,0.0,20.1,16.1,190.64,196.44
13,176.61,176.61,176.61,Battery_4,charge,6.0,23.5,18.8,171.71,177.51000000000002
14,174.52,174.52,174.52,Battery_4,charge,6.0,26.9,21.5,169.62,175.42000000000002
15,240.0,240.0,240.0,Battery_4,discharge,6.0,22.7,18.17,235.1,240.9
16,240.0,240.0,240.0,Battery_4,discharge,6.0,18.5,14.83,235.1,240.9
17,235.89,235.89,235.89,Battery_4,discharge,6.0,14.4,11.5,230.98999999999998,236.79
18,217.0,217.0,0.0,Battery_4,hold,0.0,14.4,11.5,212.1,217.9
19,240.0,240.0,240.0,Battery_4,discharge,6.0,10.2,8.17,235.1,240.9
20,230.0,230.0,230.0,Battery_4,discharge,0.3,10.0,8.0,225.1,230.9
21,210.0,210.0,0.0,Battery_4,hold,0.0,10.0,8.0,205.1,210.9
22,145.01,145.01,145.01,Battery_4,charge,6.0,13.4,10.7,140.10999999999999,145.91
23,159.93,159.93,159.93,Battery_4,charge,6.0,16.8,13.4,155.03,160.83
24,145.87,145.87,145.87,Battery_4,charge,6.0,20.1,16.1,140.97,146.77
25,139.87,139.87,139.87,Battery_4,charge,6.0,23.5,18.8,134.97,140.77
26,133.1,133.1,133.1,Battery_4,charge,6.0,26.9,21.5,128.2,134.0
27,134.0,134.0,134.0,Battery_4,charge,6.0,30.2,24.2,129.1,134.9
28,135.5,135.5,135.5,Battery_4,charge,6.0,33.6,26.9,130.6,136.4
29,133.2,133.2,133.2,Battery_4,charge,6.0,37.0,29.6,128.29999999999998,134.1
30,133.2,133.2,133.2,Battery_4,charge,6.0,40.4,32.3,128.29999999999998,134.1
31,133.2,133.2,133.2,Battery_4,charge,6.0,43.8,35.0,128.29999999999998,134.1
32,133.2,133.2,133.2,Battery_4,charge,6.0,47.1,37.7,128.29999999999998,134.1
33,135.5,135.5,135.5,Battery_4,charge,6.0,50.5,40.4,130.6,136.4
34,146.44,146.44,146.44,Battery_4,charge,6.0,53.9,43.1,141.54,147.34
35,179.34,179.34,0.0,Battery_4,hold,0.0,53.9,43.1,174.44,180.24
36,179.0,179.0,0.0,Battery_4,hold,0.0,53.9,43.1,174.1,179.9
37,269.5,269.5,269.5,Battery_4,discharge,6.0,49.7,39.77,264.6,270.4
38,269.45,269.45,269.45,Battery_4,discharge,6.0,45.5,36.43,264.55,270.34999999999997
39,270.0,270.0,270.0,Battery_4,discharge,6.0,41.4,33.1,265.1,270.9
40,269.5,269.5,269.5,Battery_4,discharge,6.0,37.2,29.77,264.6,270.4
41,222.2,222.2,222.2,Battery_4,discharge,6.0,33.0,26.43,217.29999999999998,223.1
42,222.2,222.2,222.2,Battery_4,discharge,6.0,28.9,23.1,217.29999999999998,223.1
43,233.0,233.0,233.0,Battery_4,discharge,6.0,24.7,19.77,228.1,233.9
44,204.28,204.28,204.28,Battery_4,discharge,3.18,22.5,18.0,199.38,205.18
45,229.0,229.0,229.0,Battery_4,discharge,6.0,18.3,14.67,224.1,229.9
46,229.0,229.0,229.0,Battery_4,discharge,6.0,14.2,11.33,224.1,229.9
47,203.5,203.5,0.0,Battery_4,hold,0.0,14.2,11.33,198.6,204.4
48,213.5,213.5,213.5,Battery_4,discharge,6.0,10.0,8.0,208.6,214.4
1,215.0,215.0,0.0,Battery_5,hold,0.0,10.0,16.0,210.1,215.9
2,219.25,219.25,0.0,Battery_5,hold,0.0,10.0,16.0,214.35,220.15
3,223.75,223.75,0.0,Battery_5,hold,0.0,10.0,16.0,218.85,224.65
4,215.0,215.0,0.0,Battery_5,hold,0.0,10.0,16.0,210.1,215.9
5,220.0,220.0,0.0,Battery_5,hold,0.0,10.0,16.0,215.1,220.9
6,187.86,187.86,0.0,Battery_5,hold,0.0,10.0,16.0,182.96,188.76000000000002
7,220.0,220.0,0.0,Battery_5,hold,0.0,10.0,16.0,215.1,220.9
8,135.0,135.0,135.0,Battery_5,charge,12.0,13.4,21.4,130.1,135.9
9,135.25,135.25,135.25,Battery_5,charge,12.0,16.8,26.8,130.35,136.15
10,145.86,145.86,145.86,Battery_5,charge,12.0,20.1,32.2,140.96,146.76000000000002
11,195.0,195.0,0.0,Battery_5,hold,0.0,20.1,32.2,190.1,195.9
12,195.54,195.54,0.0,Battery_5,hold,0.0,20.1,32.2,190.64,196.44
13,176.61,176.61,176.61,Battery_5,charge,12.0,23.5,37.6,171.71,177.51000000000002
14,174.52,174.52,174.52,Battery_5,charge,12.0,26.9,43.0,169.62,175.42000000000002
15,240.0,240.0,240.0,Battery_5,discharge,12.0,22.7,36.33,235.1,240.9
16,240.0,240.0,240.0,Battery_5,discharge,12.0,18.5,29.67,235.1,240.9
17,235.89,235.89,235.89,Battery_5,discharge,12.0,14.4,23.0,230.98999999999998,236.79
18,217.0,217.0,0.0,Battery_5,hold,0.0,14.4,23.0,212.1,217.9
19,240.0,240.0,240.0,Battery_5,discharge,12.0,10.2,16.33,235.1,240.9
20,230.0,230.0,230.0,Battery_5,discharge,0.6,10.0,16.0,225.1,230.9
21,210.0,210.0,0.0,Battery_5,hold,0.0,10.0,16.0,205.1,210.9
22,145.01,145.01,145.01,Battery_5,charge,12.0,13.4,21.4,140.10999999999999,145.91
23,159.93,159.93,159.93,Battery_5,charge,12.0,16.8,26.8,155.03,160.83
24,145.87,145.87,145.87,Battery_5,charge,12.0,20.1,32.2,140.97,146.77
25,139.87,139.87,139.87,Battery_5,charge,12.0,23.5,37.6,134.97,140.77
26,133.1,133.1,133.1,Battery_5,charge,12.0,26.9,43.0,128.2,134.0
27,134.0,134.0,134.0,Battery_5,charge,12.0,30.2,48.4,129.1,134.9
28,135.5,135.5,135.5,Battery_5,charge,12.0,33.6,53.8,130.6,136.4
29,133.2,133.2,133.2,Battery_5,charge,12.0,37.0,59.2,128.29999999999998,134.1
30,133.2,133.2,133.2,Battery_5,charge,12.0,40.4,64.6,128.29999999999998,134.1
31,133.2,133.2,133.2,Battery_5,charge,12.0,43.8,70.0,128.29999999999998,134.1
32,133.2,133.2,133.2,Battery_5,charge,12.0,47.1,75.4,128.29999999999998,134.1
33,135.5,135.5,135.5,Battery_5,charge,12.0,50.5,80.8,130.6,136.4
34,146.44,146.44,146.44,Battery_5,charge,12.0,53.9,86.2,141.54,147.34
35,179.34,179.34,0.0,Battery_5,hold,0.0,53.9,86.2,174.44,180.24
36,179.0,179.0,0.0,Battery_5,hold,0.0,53.9,86.2,174.1,179.9
37,269.5,269.5,269.5,Battery_5,discharge,12.0,49.7,79.53,264.6,270.4
38,269.45,269.45,269.45,Battery_5,discharge,12.0,45.5,72.87,264.55,270.34999999999997
39,270.0,270.0,270.0,Battery_5,discharge,12.0,41.4,66.2,265.1,270.9
40,269.5,269.5,269.5,Battery_5,discharge,12.0,37.2,59.53,264.6,270.4
41,222.2,222.2,222.2,Battery_5,discharge,12.0,33.0,52.87,217.29999999999998,223.1
42,222.2,222.2,222.2,Battery_5,discharge,12.0,28.9,46.2,217.29999999999998,223.1
43,233.0,233.0,233.0,Battery_5,discharge,12.0,24.7,39.53,228.1,233.9
44,204.28,204.28,204.28,Battery_5,discharge,6.36,22.5,36.0,199.38,205.18
45,229.0,229.0,229.0,Battery_5,discharge,12.0,18.3,29.33,224.1,229.9
46,229.0,229.0,229.0,Battery_5,discharge,12.0,14.2,22.67,224.1,229.9
47,203.5,203.5,0.0,Battery_5,hold,0.0,14.2,22.67,198.6,204.4
48,213.5,213.5,213.5,Battery_5,discharge,12.0,10.0,16.0,208.6,214.4
