settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,106.42,Battery_1,hold,0.0,50.0,10.0
2,104.08,Battery_1,hold,0.0,50.0,10.0
3,107.57,Battery_1,hold,0.0,50.0,10.0
4,109.63,Battery_1,discharge,4.0,38.9,7.78
5,108.82,Battery_1,discharge,2.4,32.2,6.44
6,110.34,Battery_1,discharge,4.0,21.1,4.22
7,107.78,Battery_1,hold,0.0,21.1,4.22
8,107.92,Battery_1,hold,0.0,21.1,4.22
9,107.67,Battery_1,hold,0.0,21.1,4.22
10,109.24,Battery_1,discharge,4.0,10.0,2.0
11,104.29,Battery_1,hold,0.0,10.0,2.0
12,97.74,Battery_1,hold,0.0,10.0,2.0
13,95.02,Battery_1,hold,0.0,10.0,2.0
14,94.92,Battery_1,hold,0.0,10.0,2.0
15,71.01,Battery_1,hold,0.0,10.0,2.0
16,57.96,Battery_1,hold,0.0,10.0,2.0
17,23.4,Battery_1,hold,0.0,10.0,2.0
18,13.8,Battery_1,hold,0.0,10.0,2.0
19,6.6,Battery_1,hold,0.0,10.0,2.0
20,-1.98,Battery_1,charge,4.0,19.0,3.8
21,-3.23,Battery_1,charge,4.0,28.0,5.6
22,-5.78,Battery_1,charge,4.0,37.0,7.4
23,-0.5,Battery_1,charge,4.0,36.0,7.2
24,-3.25,Battery_1,charge,4.0,45.0,9.0
25,-5.65,Battery_1,charge,4.0,54.0,10.8
26,-3.93,Battery_1,charge,4.0,63.0,12.6
27,-2.01,Battery_1,charge,4.0,72.0,14.4
28,-2.27,Battery_1,charge,4.0,81.0,16.2
29,-0.9,Battery_1,charge,4.0,90.0,18.0
30,0.8,Battery_1,hold,0.0,90.0,18.0
31,10.33,Battery_1,hold,0.0,90.0,18.0
32,20.66,Battery_1,hold,0.0,90.0,18.0
33,24.11,Battery_1,hold,0.0,90.0,18.0
34,44.8,Battery_1,hold,0.0,90.0,18.0
35,67.76,Battery_1,hold,0.0,90.0,18.0
36,77.6,Battery_1,hold,0.0,90.0,18.0
37,111.31,Battery_1,hold,0.0,90.0,18.0
38,112.27,Battery_1,hold,0.0,90.0,18.0
39,121.13,Battery_1,discharge,4.0,78.9,15.78
40,122.05,Battery_1,discharge,4.0,67.8,13.56
41,122.32,Battery_1,discharge,4.0,56.7,11.33
42,122.63,Battery_1,discharge,4.0,45.6,9.11
43,122.14,Battery_1,discharge,4.0,34.4,6.89
44,122.24,Battery_1,discharge,4.0,23.3,4.67
45,121.41,Battery_1,discharge,4.0,12.2,2.44
46,116.24,Battery_1,discharge,0.8,10.0,2.0
47,114.11,Battery_1,hold,0.0,10.0,2.0
48,108.37,Battery_1,hold,0.0,10.0,2.0
1,106.42,Battery_2,hold,0.0,50.0,50.0
2,104.08,Battery_2,hold,0.0,50.0,50.0
3,107.57,Battery_2,hold,0.0,50.0,50.0
4,109.63,Battery_2,discharge,12.5,43.1,43.06
5,108.82,Battery_2,discharge,12.5,36.1,36.11
6,110.34,Battery_2,discharge,12.5,29.2,29.17
7,107.78,Battery_2,discharge,9.5,23.9,23.89
8,107.92,Battery_2,discharge,12.5,16.9,16.94
9,107.67,Battery_2,hold,0.0,16.9,16.94
10,109.24,Battery_2,discharge,12.5,10.0,10.0
11,104.29,Battery_2,hold,0.0,10.0,10.0
12,97.74,Battery_2,hold,0.0,10.0,10.0
13,95.02,Battery_2,hold,0.0,10.0,10.0
14,94.92,Battery_2,hold,0.0,10.0,10.0
15,71.01,Battery_2,hold,0.0,10.0,10.0
16,57.96,Battery_2,hold,0.0,10.0,10.0
17,23.4,Battery_2,hold,0.0,10.0,10.0
18,13.8,Battery_2,charge,12.5,15.6,15.62
19,6.6,Battery_2,charge,12.5,21.2,21.25
20,-1.98,Battery_2,charge,12.5,26.9,26.88
21,-3.23,Battery_2,charge,12.5,32.5,32.5
22,-5.78,Battery_2,charge,12.5,38.1,38.12
23,-0.5,Battery_2,charge,12.5,43.8,43.75
24,-3.25,Battery_2,charge,12.5,49.4,49.38
25,-5.65,Battery_2,charge,12.5,55.0,55.0
26,-3.93,Battery_2,charge,12.5,60.6,60.62
27,-2.01,Battery_2,charge,12.5,66.2,66.25
28,-2.27,Battery_2,charge,12.5,71.9,71.88
29,-0.9,Battery_2,charge,12.5,77.5,77.5
30,0.8,Battery_2,charge,12.5,83.1,83.12
31,10.33,Battery_2,charge,12.5,88.8,88.75
32,20.66,Battery_2,charge,2.78,90.0,90.0
33,24.11,Battery_2,hold,0.0,90.0,90.0
34,44.8,Battery_2,hold,0.0,90.0,90.0
35,67.76,Battery_2,hold,0.0,90.0,90.0
36,77.6,Battery_2,hold,0.0,90.0,90.0
37,111.31,Battery_2,discharge,12.5,83.1,83.06
38,112.27,Battery_2,discharge,12.5,76.1,76.11
39,121.13,Battery_2,discharge,12.5,69.2,69.17
40,122.05,Battery_2,discharge,12.5,62.2,62.22
41,122.32,Battery_2,discharge,12.5,55.3,55.28
42,122.63,Battery_2,discharge,12.5,48.3,48.33
43,122.14,Battery_2,discharge,12.5,41.4,41.39
44,122.24,Battery_2,discharge,12.5,34.4,34.44
45,121.41,Battery_2,discharge,12.5,27.5,27.5
46,116.24,Battery_2,discharge,12.5,20.6,20.56
47,114.11,Battery_2,discharge,12.5,13.6,13.61
48,108.37,Battery_2,discharge,6.5,10.0,10.0
1,106.42,Battery_3,hold,0.0,50.0,100.0
2,104.08,Battery_3,hold,0.0,50.0,100.0
3,107.57,Battery_3,hold,0.0,50.0,100.0
4,109.63,Battery_3,discharge,25.0,43.1,86.11
5,108.82,Battery_3,discharge,25.0,36.1,72.22
6,110.34,Battery_3,discharge,25.0,29.2,58.33
7,107.78,Battery_3,discharge,19.0,23.9,47.78
8,107.92,Battery_3,discharge,25.0,16.9,33.89
9,107.67,Battery_3,hold,0.0,16.9,33.89
10,109.24,Battery_3,discharge,25.0,10.0,20.0
11,104.29,Battery_3,hold,0.0,10.0,20.0
12,97.74,Battery_3,hold,0.0,10.0,20.0
13,95.02,Battery_3,hold,0.0,10.0,20.0
14,94.92,Battery_3,hold,0.0,10.0,20.0
15,71.01,Battery_3,hold,0.0,10.0,20.0
16,57.96,Battery_3,hold,0.0,10.0,20.0
17,23.4,Battery_3,hold,0.0,10.0,20.0
18,13.8,Battery_3,charge,25.0,15.6,31.25
19,6.6,Battery_3,charge,25.0,21.2,42.5
20,-1.98,Battery_3,charge,25.0,26.9,53.75
21,-3.23,Battery_3,charge,25.0,32.5,65.0
22,-5.78,Battery_3,charge,25.0,38.1,76.25
23,-0.5,Battery_3,charge,25.0,43.8,87.5
24,-3.25,Battery_3,charge,25.0,49.4,98.75
25,-5.65,Battery_3,charge,25.0,55.0,110.0
26,-3.93,Battery_3,charge,25.0,60.6,121.25
27,-2.01,Battery_3,charge,25.0,66.2,132.5
28,-2.27,Battery_3,charge,25.0,71.9,143.75
29,-0.9,Battery_3,charge,25.0,77.5,155.0
30,0.8,Battery_3,charge,25.0,83.1,166.25
31,10.33,Battery_3,charge,25.0,88.8,177.5
32,20.66,Battery_3,charge,5.56,90.0,180.0
33,24.11,Battery_3,hold,0.0,90.0,180.0
34,44.8,Battery_3,hold,0.0,90.0,180.0
35,67.76,Battery_3,hold,0.0,90.0,180.0
36,77.6,Battery_3,hold,0.0,90.0,180.0
37,111.31,Battery_3,discharge,25.0,83.1,166.11
38,112.27,Battery_3,discharge,25.0,76.1,152.22
39,121.13,Battery_3,discharge,25.0,69.2,138.33
40,122.05,Battery_3,discharge,25.0,62.2,124.44
41,122.32,Battery_3,discharge,25.0,55.3,110.56
42,122.63,Battery_3,discharge,25.0,48.3,96.67
43,122.14,Battery_3,discharge,25.0,41.4,82.78
44,122.24,Battery_3,discharge,25.0,34.4,68.89
45,121.41,Battery_3,discharge,25.0,27.5,55.0
46,116.24,Battery_3,discharge,25.0,20.6,41.11
47,114.11,Battery_3,discharge,25.0,13.6,27.22
48,108.37,Battery_3,discharge,13.0,10.0,20.0
1,106.42,Battery_4,hold,0.0,50.0,40.0
2,104.08,Battery_4,hold,0.0,50.0,40.0
3,107.57,Battery_4,hold,0.0,50.0,40.0
4,109.63,Battery_4,discharge,10.0,43.1,34.44
5,108.82,Battery_4,discharge,10.0,36.1,28.89
6,110.34,Battery_4,discharge,10.0,29.2,23.33
7,107.78,Battery_4,discharge,7.6,23.9,19.11
8,107.92,Battery_4,discharge,10.0,16.9,13.56
9,107.67,Battery_4,hold,0.0,16.9,13.56
10,109.24,Battery_4,discharge,10.0,10.0,8.0
11,104.29,Battery_4,hold,0.0,10.0,8.0
12,97.74,Battery_4,hold,0.0,10.0,8.0
13,95.02,Battery_4,hold,0.0,10.0,8.0
14,94.92,Battery_4,hold,0.0,10.0,8.0
15,71.01,Battery_4,hold,0.0,10.0,8.0
16,57.96,Battery_4,hold,0.0,10.0,8.0
17,23.4,Battery_4,hold,0.0,10.0,8.0
18,13.8,Battery_4,charge,10.0,15.6,12.5
19,6.6,Battery_4,charge,10.0,21.2,17.0
20,-1.98,Battery_4,charge,10.0,26.9,21.5
21,-3.23,Battery_4,charge,10.0,32.5,26.0
22,-5.78,Battery_4,charge,10.0,38.1,30.5
23,-0.5,Battery_4,charge,10.0,43.8,35.0
24,-3.25,Battery_4,charge,10.0,49.4,39.5
25,-5.65,Battery_4,charge,10.0,55.0,44.0
26,-3.93,Battery_4,charge,10.0,60.6,48.5
27,-2.01,Battery_4,charge,10.0,66.2,53.0
28,-2.27,Battery_4,charge,10.0,71.9,57.5
29,-0.9,Battery_4,charge,10.0,77.5,62.0
30,0.8,Battery_4,charge,10.0,83.1,66.5
31,10.33,Battery_4,charge,10.0,88.8,71.0
32,20.66,Battery_4,charge,2.22,90.0,72.0
33,24.11,Battery_4,hold,0.0,90.0,72.0
34,44.8,Battery_4,hold,0.0,90.0,72.0
35,67.76,Battery_4,hold,0.0,90.0,72.0
36,77.6,Battery_4,hold,0.0,90.0,72.0
37,111.31,Battery_4,discharge,10.0,83.1,66.44
