settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2026-06-23,1,2026-06-22T23:00:00Z,2026-06-22T11:47:00Z,23700,25248
2026-06-23,2,2026-06-22T23:30:00Z,2026-06-22T11:47:00Z,23293,24632
2026-06-23,3,2026-06-23T00:00:00Z,2026-06-22T11:47:00Z,22744,24329
2026-06-23,4,2026-06-23T00:30:00Z,2026-06-22T11:47:00Z,22500,24085
2026-06-23,5,2026-06-23T01:00:00Z,2026-06-22T11:47:00Z,22061,23788
2026-06-23,6,2026-06-23T01:30:00Z,2026-06-22T11:47:00Z,21394,23121
2026-06-23,7,2026-06-23T02:00:00Z,2026-06-22T11:47:00Z,21148,23027
2026-06-23,8,2026-06-23T02:30:00Z,2026-06-22T11:47:00Z,20948,22827
2026-06-23,9,2026-06-23T03:00:00Z,2026-06-22T11:47:00Z,20240,22190
2026-06-23,10,2026-06-23T03:30:00Z,2026-06-22T11:47:00Z,20099,22049
2026-06-23,11,2026-06-23T04:00:00Z,2026-06-22T11:47:00Z,20539,22450
2026-06-23,12,2026-06-23T04:30:00Z,2026-06-22T11:47:00Z,20570,22481
2026-06-23,13,2026-06-23T05:00:00Z,2026-06-22T11:47:00Z,22304,24049
2026-06-23,14,2026-06-23T05:30:00Z,2026-06-22T11:47:00Z,23462,25207
2026-06-23,15,2026-06-23T06:00:00Z,2026-06-22T11:47:00Z,24895,25395
2026-06-23,16,2026-06-23T06:30:00Z,2026-06-22T11:47:00Z,25350,25850
2026-06-23,17,2026-06-23T07:00:00Z,2026-06-22T11:47:00Z,25360,25860
2026-06-23,18,2026-06-23T07:30:00Z,2026-06-22T11:47:00Z,24600,25105
2026-06-23,19,2026-06-23T08:00:00Z,2026-06-22T11:47:00Z,24151,24806
2026-06-23,20,2026-06-23T08:30:00Z,2026-06-22T11:47:00Z,23516,24172
2026-06-23,21,2026-06-23T09:00:00Z,2026-06-22T11:47:00Z,22808,24055
2026-06-23,22,2026-06-23T09:30:00Z,2026-06-22T11:47:00Z,21514,22774
2026-06-23,23,2026-06-23T10:00:00Z,2026-06-22T11:47:00Z,20855,22258
2026-06-23,24,2026-06-23T10:30:00Z,2026-06-22T11:47:00Z,20774,22175
2026-06-23,25,2026-06-23T11:00:00Z,2026-06-22T11:47:00Z,20940,22403
2026-06-23,26,2026-06-23T11:30:00Z,2026-06-22T11:47:00Z,20656,22124
2026-06-23,27,2026-06-23T12:00:00Z,2026-06-22T11:47:00Z,20554,22019
2026-06-23,28,2026-06-23T12:30:00Z,2026-06-22T11:47:00Z,20407,21878
2026-06-23,29,2026-06-23T13:00:00Z,2026-06-22T11:47:00Z,20320,21789
2026-06-23,30,2026-06-23T13:30:00Z,2026-06-22T11:47:00Z,20665,22129
2026-06-23,31,2026-06-23T14:00:00Z,2026-06-22T11:47:00Z,20773,22027
2026-06-23,32,2026-06-23T14:30:00Z,2026-06-22T11:47:00Z,21539,22219
2026-06-23,33,2026-06-23T15:00:00Z,2026-06-22T11:47:00Z,22517,23017
2026-06-23,34,2026-06-23T15:30:00Z,2026-06-22T11:47:00Z,23782,24282
2026-06-23,35,2026-06-23T16:00:00Z,2026-06-22T11:47:00Z,25302,26865
2026-06-23,36,2026-06-23T16:30:00Z,2026-06-22T11:47:00Z,26963,28526
2026-06-23,37,2026-06-23T17:00:00Z,2026-06-22T11:47:00Z,27340,29637
2026-06-23,38,2026-06-23T17:30:00Z,2026-06-22T11:47:00Z,28050,30347
2026-06-23,39,2026-06-23T18:00:00Z,2026-06-22T11:47:00Z,28702,30992
2026-06-23,40,2026-06-23T18:30:00Z,2026-06-22T11:47:00Z,29604,31894
2026-06-23,41,2026-06-23T19:00:00Z,2026-06-22T11:47:00Z,29690,31989
2026-06-23,42,2026-06-23T19:30:00Z,2026-06-22T11:47:00Z,29550,31849
2026-06-23,43,2026-06-23T20:00:00Z,2026-06-22T11:47:00Z,29270,31581
2026-06-23,44,2026-06-23T20:30:00Z,2026-06-22T11:47:00Z,28853,31164
2026-06-23,45,2026-06-23T21:00:00Z,2026-06-22T11:47:00Z,28737,30847
2026-06-23,46,2026-06-23T21:30:00Z,2026-06-22T11:47:00Z,27600,29710
2026-06-23,47,2026-06-23T22:00:00Z,2026-06-22T11:47:00Z,25832,26332
2026-06-23,48,2026-06-23T22:30:00Z,2026-06-22T11:47:00Z,25000,25500
2026-06-24,1,2026-06-23T23:00:00Z,2026-06-22T11:47:00Z,25840,26340
2026-06-24,2,2026-06-23T23:30:00Z,2026-06-22T11:47:00Z,25014,25514
2026-06-24,3,2026-06-24T00:00:00Z,2026-06-22T11:47:00Z,24245,24745
2026-06-24,4,2026-06-24T00:30:00Z,2026-06-22T11:47:00Z,23710,24210
2026-06-24,5,2026-06-24T01:00:00Z,2026-06-22T11:47:00Z,23431,23931
2026-06-24,6,2026-06-24T01:30:00Z,2026-06-22T11:47:00Z,23221,23721
2026-06-24,7,2026-06-24T02:00:00Z,2026-06-22T11:47:00Z,22989,23489
2026-06-24,8,2026-06-24T02:30:00Z,2026-06-22T11:47:00Z,22721,23221
2026-06-24,9,2026-06-24T03:00:00Z,2026-06-22T11:47:00Z,22274,22774
2026-06-24,10,2026-06-24T03:30:00Z,2026-06-22T11:47:00Z,21994,22494
