settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
1,108.24899451463922,Battery_1,hold,0.0,50.0,10.0,121.68,116.78,122.58000000000001
2,104.68831989087819,Battery_1,hold,0.0,50.0,10.0,122.64,117.74,123.54
3,100.23968753244277,Battery_1,hold,0.0,50.0,10.0,120.23,115.33,121.13000000000001
4,101.06835596868977,Battery_1,hold,0.0,50.0,10.0,118.88,113.97999999999999,119.78
5,102.51137445690014,Battery_1,hold,0.0,50.0,10.0,117.95,113.05,118.85000000000001
6,101.75045018231847,Battery_1,hold,0.0,50.0,10.0,120.55,115.64999999999999,121.45
7,97.23383163194329,Battery_1,hold,0.0,50.0,10.0,115.12,110.22,116.02000000000001
8,97.22718204491655,Battery_1,charge,1.98,54.4,10.89,117.16,112.25999999999999,118.06
9,106.07955891341332,Battery_1,hold,0.0,54.4,10.89,121.41,116.50999999999999,122.31
10,106.36587867151383,Battery_1,hold,0.0,54.4,10.89,123.43,118.53,124.33000000000001
11,115.95379239801368,Battery_1,hold,0.0,54.4,10.89,129.35,124.44999999999999,130.25
12,122.07936157464997,Battery_1,hold,0.0,54.4,10.89,140.76,135.85999999999999,141.66
13,128.75428990341806,Battery_1,discharge,4.0,43.3,8.67,146.98,142.07999999999998,147.88
14,140.3665841833637,Battery_1,discharge,4.0,32.2,6.44,165.94,161.04,166.84
15,138.90050922582864,Battery_1,discharge,4.0,21.1,4.22,167.78,162.88,168.68
16,147.8459631031329,Battery_1,discharge,4.0,10.0,2.0,162.7,157.79999999999998,163.6
17,119.87401119091253,Battery_1,hold,0.0,10.0,2.0,136.07,131.17,136.97
18,113.85357159986883,Battery_1,hold,0.0,10.0,2.0,123.92,119.02,124.82000000000001
19,87.79019158521498,Battery_1,hold,0.0,10.0,2.0,102.59,97.69,103.49000000000001
20,73.48198875635741,Battery_1,hold,0.0,10.0,2.0,89.19,84.28999999999999,90.09
21,64.2436544251141,Battery_1,hold,0.0,10.0,2.0,60.95,56.050000000000004,61.85
22,59.814509553376574,Battery_1,charge,3.56,18.0,3.6,50.55,45.65,51.449999999999996
23,49.72927306375462,Battery_1,charge,4.0,27.0,5.4,16.09,11.19,16.99
24,47.57902279746544,Battery_1,charge,4.0,36.0,7.2,7.6,2.6999999999999993,8.5
25,44.61533887077187,Battery_1,charge,4.0,45.0,9.0,9.54,4.639999999999999,10.44
26,43.77455996281372,Battery_1,charge,4.0,54.0,10.8,8.8,3.9000000000000004,9.700000000000001
27,43.57592232121514,Battery_1,charge,4.0,63.0,12.6,9.47,4.57,10.370000000000001
28,42.89017366899408,Battery_1,charge,4.0,72.0,14.4,10.38,5.48,11.280000000000001
29,46.004744191305726,Battery_1,charge,4.0,81.0,16.2,11.31,6.41,12.21
30,48.24717473494936,Battery_1,charge,4.0,90.0,18.0,7.74,2.84,8.64
31,65.21188655004957,Battery_1,hold,0.0,90.0,18.0,23.47,18.57,24.369999999999997
32,78.81977268586576,Battery_1,hold,0.0,90.0,18.0,30.73,25.83,31.63
33,103.47758319691015,Battery_1,hold,0.0,90.0,18.0,44.79,39.89,45.69
34,118.28498153893037,Battery_1,hold,0.0,90.0,18.0,47.36,42.46,48.26
35,154.57482029858159,Battery_1,discharge,4.0,78.9,15.78,117.38,112.47999999999999,118.28
36,157.33492259982603,Battery_1,discharge,4.0,67.8,13.56,114.48,109.58,115.38000000000001
37,159.03667682115477,Battery_1,discharge,4.0,56.7,11.33,123.97,119.07,124.87
38,155.5794370651006,Battery_1,discharge,4.0,45.6,9.11,117.35,112.44999999999999,118.25
39,158.1864095047369,Battery_1,discharge,4.0,34.4,6.89,97.06,92.16,97.96000000000001
40,155.27613936174313,Battery_1,discharge,4.0,23.3,4.67,86.12,81.22,87.02000000000001
41,148.5729827777656,Battery_1,discharge,4.0,12.2,2.44,74.59,69.69,75.49000000000001
42,138.01810432750008,Battery_1,discharge,0.8,10.0,2.0,56.63,51.730000000000004,57.53
43,130.0491492683552,Battery_1,hold,0.0,10.0,2.0,35.67,30.770000000000003,36.57
44,120.14165771701478,Battery_1,hold,0.0,10.0,2.0,22.33,17.43,23.229999999999997
45,120.1468774657803,Battery_1,hold,0.0,10.0,2.0,16.09,11.19,16.99
46,116.42325690346863,Battery_1,hold,0.0,10.0,2.0,13.1,8.2,14.0
47,114.59626603310491,Battery_1,hold,0.0,10.0,2.0,0.15,-4.75,1.05
48,112.83358737137509,Battery_1,hold,0.0,10.0,2.0,-0.5,-5.4,0.4
1,108.24899451463922,Battery_2,hold,0.0,50.0,50.0,121.68,116.78,122.58000000000001
2,104.68831989087819,Battery_2,hold,0.0,50.0,50.0,122.64,117.74,123.54
3,100.23968753244277,Battery_2,hold,0.0,50.0,50.0,120.23,115.33,121.13000000000001
4,101.06835596868977,Battery_2,hold,0.0,50.0,50.0,118.88,113.97999999999999,119.78
5,102.51137445690014,Battery_2,hold,0.0,50.0,50.0,117.95,113.05,118.85000000000001
6,101.75045018231847,Battery_2,hold,0.0,50.0,50.0,120.55,115.64999999999999,121.45
7,97.23383163194329,Battery_2,hold,0.0,50.0,50.0,115.12,110.22,116.02000000000001
8,97.22718204491655,Battery_2,hold,0.0,50.0,50.0,117.16,112.25999999999999,118.06
9,106.07955891341332,Battery_2,hold,0.0,50.0,50.0,121.41,116.50999999999999,122.31
10,106.36587867151383,Battery_2,hold,0.0,50.0,50.0,123.43,118.53,124.33000000000001
11,115.95379239801368,Battery_2,hold,0.0,50.0,50.0,129.35,124.44999999999999,130.25
12,122.07936157464997,Battery_2,discharge,12.5,43.1,43.06,140.76,135.85999999999999,141.66
13,128.75428990341806,Battery_2,discharge,12.5,36.1,36.11,146.98,142.07999999999998,147.88
14,140.3665841833637,Battery_2,discharge,12.5,29.2,29.17,165.94,161.04,166.84
15,138.90050922582864,Battery_2,discharge,12.5,22.2,22.22,167.78,162.88,168.68
16,147.8459631031329,Battery_2,discharge,12.5,15.3,15.28,162.7,157.79999999999998,163.6
17,119.87401119091253,Battery_2,discharge,9.5,10.0,10.0,136.07,131.17,136.97
18,113.85357159986883,Battery_2,hold,0.0,10.0,10.0,123.92,119.02,124.82000000000001
19,87.79019158521498,Battery_2,charge,12.5,15.6,15.62,102.59,97.69,103.49000000000001
20,73.48198875635741,Battery_2,charge,12.5,21.2,21.25,89.19,84.28999999999999,90.09
