settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,93.1,Battery_1,hold,0.0,50.0,10.0
2,82.85,Battery_1,charge,4.0,59.0,11.8
3,96.83,Battery_1,hold,0.0,59.0,11.8
4,100.45,Battery_1,hold,0.0,59.0,11.8
5,100.03,Battery_1,hold,0.0,59.0,11.8
6,103.28,Battery_1,discharge,4.0,47.9,9.58
7,104.68,Battery_1,discharge,4.0,36.8,7.36
8,106.41,Battery_1,discharge,4.0,25.7,5.13
9,102.31,Battery_1,hold,0.0,25.7,5.13
10,104.57,Battery_1,discharge,4.0,14.6,2.91
11,100.51,Battery_1,hold,0.0,14.6,2.91
12,102.49,Battery_1,discharge,1.64,10.0,2.0
13,84.39,Battery_1,hold,0.0,10.0,2.0
14,83.13,Battery_1,hold,0.0,10.0,2.0
15,63.56,Battery_1,hold,0.0,10.0,2.0
16,66.1,Battery_1,hold,0.0,10.0,2.0
17,60.11,Battery_1,hold,0.0,10.0,2.0
18,58.39,Battery_1,hold,0.0,10.0,2.0
19,47.83,Battery_1,hold,0.0,10.0,2.0
20,43.96,Battery_1,hold,0.0,10.0,2.0
21,38.82,Battery_1,charge,3.56,18.0,3.6
22,34.16,Battery_1,charge,4.0,27.0,5.4
23,24.29,Battery_1,charge,4.0,36.0,7.2
24,20.48,Battery_1,charge,4.0,45.0,9.0
25,24.52,Battery_1,charge,4.0,54.0,10.8
26,21.79,Battery_1,charge,4.0,63.0,12.6
27,28.98,Battery_1,charge,4.0,72.0,14.4
28,26.29,Battery_1,charge,4.0,81.0,16.2
29,32.22,Battery_1,charge,4.0,90.0,18.0
30,46.03,Battery_1,hold,0.0,90.0,18.0
31,60.43,Battery_1,hold,0.0,90.0,18.0
32,80.25,Battery_1,hold,0.0,90.0,18.0
33,90.6,Battery_1,hold,0.0,90.0,18.0
34,96.6,Battery_1,hold,0.0,90.0,18.0
35,108.96,Battery_1,hold,0.0,90.0,18.0
36,114.44,Battery_1,discharge,4.0,78.9,15.78
37,119.02,Battery_1,discharge,4.0,67.8,13.56
38,120.36,Battery_1,discharge,4.0,56.7,11.33
39,116.13,Battery_1,discharge,4.0,45.6,9.11
40,122.49,Battery_1,discharge,4.0,34.4,6.89
41,119.81,Battery_1,discharge,4.0,23.3,4.67
42,120.99,Battery_1,discharge,4.0,12.2,2.44
43,113.71,Battery_1,hold,0.0,12.2,2.44
44,113.78,Battery_1,discharge,0.8,10.0,2.0
45,109.65,Battery_1,hold,0.0,10.0,2.0
46,102.51,Battery_1,hold,0.0,10.0,2.0
47,102.64,Battery_1,hold,0.0,10.0,2.0
48,92.07,Battery_1,hold,0.0,10.0,2.0
1,93.1,Battery_2,hold,0.0,50.0,50.0
2,82.85,Battery_2,charge,3.7,51.7,51.67
3,96.83,Battery_2,hold,0.0,51.7,51.67
4,100.45,Battery_2,hold,0.0,51.7,51.67
5,100.03,Battery_2,hold,0.0,51.7,51.67
6,103.28,Battery_2,discharge,12.5,44.7,44.72
7,104.68,Battery_2,discharge,12.5,37.8,37.78
8,106.41,Battery_2,discharge,12.5,30.8,30.83
9,102.31,Battery_2,discharge,12.5,23.9,23.89
10,104.57,Battery_2,discharge,12.5,16.9,16.94
11,100.51,Battery_2,hold,0.0,16.9,16.94
12,102.49,Battery_2,discharge,12.5,10.0,10.0
13,84.39,Battery_2,hold,0.0,10.0,10.0
14,83.13,Battery_2,hold,0.0,10.0,10.0
15,63.56,Battery_2,hold,0.0,10.0,10.0
16,66.1,Battery_2,hold,0.0,10.0,10.0
17,60.11,Battery_2,charge,12.5,15.6,15.62
18,58.39,Battery_2,charge,12.5,21.2,21.25
19,47.83,Battery_2,charge,12.5,26.9,26.88
20,43.96,Battery_2,charge,12.5,32.5,32.5
21,38.82,Battery_2,charge,12.5,38.1,38.12
22,34.16,Battery_2,charge,12.5,43.8,43.75
23,24.29,Battery_2,charge,12.5,49.4,49.38
24,20.48,Battery_2,charge,12.5,55.0,55.0
25,24.52,Battery_2,charge,12.5,60.6,60.62
26,21.79,Battery_2,charge,12.5,66.2,66.25
27,28.98,Battery_2,charge,12.5,71.9,71.88
28,26.29,Battery_2,charge,12.5,77.5,77.5
29,32.22,Battery_2,charge,12.5,83.1,83.12
30,46.03,Battery_2,charge,12.5,88.8,88.75
31,60.43,Battery_2,charge,2.78,90.0,90.0
32,80.25,Battery_2,hold,0.0,90.0,90.0
33,90.6,Battery_2,hold,0.0,90.0,90.0
34,96.6,Battery_2,hold,0.0,90.0,90.0
35,108.96,Battery_2,discharge,12.5,83.1,83.06
36,114.44,Battery_2,discharge,12.5,76.1,76.11
37,119.02,Battery_2,discharge,12.5,69.2,69.17
38,120.36,Battery_2,discharge,12.5,62.2,62.22
