settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,180.0,180.0,0.0,Battery_1,hold,0.0,10.0,2.0
2,93.43,93.43,93.43,Battery_1,charge,3.0,16.8,3.35
3,93.52,93.52,93.52,Battery_1,charge,3.0,23.5,4.7
4,91.4,91.4,91.4,Battery_1,charge,3.0,30.2,6.05
5,136.98,136.98,136.98,Battery_1,discharge,3.0,21.9,4.38
6,81.61,81.61,81.61,Battery_1,charge,3.0,28.7,5.73
7,81.61,81.61,81.61,Battery_1,charge,3.0,35.4,7.08
8,81.61,81.61,81.61,Battery_1,charge,3.0,42.2,8.43
9,138.85,138.85,138.85,Battery_1,discharge,3.0,33.8,6.77
10,95.09,95.09,95.09,Battery_1,charge,0.52,35.0,7.0
11,129.98,129.98,129.98,Battery_1,discharge,3.0,26.7,5.33
12,131.95,131.95,131.95,Battery_1,discharge,3.0,18.3,3.67
13,135.8,135.8,135.8,Battery_1,discharge,3.0,10.0,2.0
14,93.13,93.13,0.0,Battery_1,hold,0.0,10.0,2.0
15,81.61,81.61,81.61,Battery_1,charge,3.0,16.8,3.35
16,89.25,89.25,89.25,Battery_1,charge,3.0,23.5,4.7
17,87.2,87.2,87.2,Battery_1,charge,3.0,30.2,6.05
18,124.5,124.5,124.5,Battery_1,discharge,3.0,21.9,4.38
19,81.61,81.61,81.61,Battery_1,charge,3.0,28.7,5.73
20,81.61,81.61,81.61,Battery_1,charge,3.0,35.4,7.08
21,109.89,109.89,0.0,Battery_1,hold,0.0,35.4,7.08
22,112.3,112.3,112.3,Battery_1,discharge,2.58,28.3,5.65
23,112.0,112.0,0.0,Battery_1,hold,0.0,28.3,5.65
24,115.4,115.4,115.4,Battery_1,discharge,3.0,19.9,3.98
25,112.0,112.0,0.0,Battery_1,hold,0.0,19.9,3.98
26,133.31,133.31,133.31,Battery_1,discharge,3.0,11.6,2.32
27,75.0,75.0,75.0,Battery_1,charge,3.0,18.3,3.67
28,112.44,112.44,112.44,Battery_1,discharge,3.0,10.0,2.0
29,112.0,112.0,0.0,Battery_1,hold,0.0,10.0,2.0
30,75.0,75.0,75.0,Battery_1,charge,3.0,16.8,3.35
31,76.0,76.0,76.0,Battery_1,charge,3.0,23.5,4.7
32,79.1,79.1,79.1,Battery_1,charge,3.0,30.2,6.05
33,81.03,81.03,81.03,Battery_1,charge,3.0,37.0,7.4
34,103.2,103.2,103.2,Battery_1,discharge,1.44,33.0,6.6
35,79.2,79.2,79.2,Battery_1,charge,3.0,39.8,7.95
36,79.2,79.2,79.2,Battery_1,charge,3.0,46.5,9.3
37,90.08,90.08,0.0,Battery_1,hold,0.0,46.5,9.3
38,90.54,90.54,0.0,Battery_1,hold,0.0,46.5,9.3
39,148.93,148.93,148.93,Battery_1,discharge,3.0,38.2,7.63
40,93.45,93.45,0.0,Battery_1,hold,0.0,38.2,7.63
