settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,135.36,Battery_1,hold,0.0,50.0,10.0
2,141.72,Battery_1,hold,0.0,50.0,10.0
3,140.43,Battery_1,hold,0.0,50.0,10.0
4,140.25,Battery_1,hold,0.0,50.0,10.0
5,141.47,Battery_1,hold,0.0,50.0,10.0
6,134.62,Battery_1,hold,0.0,50.0,10.0
7,139.5,Battery_1,hold,0.0,50.0,10.0
8,135.62,Battery_1,hold,0.0,50.0,10.0
9,149.81,Battery_1,hold,0.0,50.0,10.0
10,141.82,Battery_1,hold,0.0,50.0,10.0
11,151.02,Battery_1,discharge,2.4,43.3,8.67
12,151.08,Battery_1,discharge,4.0,32.2,6.44
13,148.13,Battery_1,hold,0.0,32.2,6.44
14,153.29,Battery_1,discharge,4.0,21.1,4.22
15,153.91,Battery_1,discharge,4.0,10.0,2.0
16,145.82,Battery_1,hold,0.0,10.0,2.0
17,145.88,Battery_1,hold,0.0,10.0,2.0
18,142.97,Battery_1,hold,0.0,10.0,2.0
19,135.23,Battery_1,hold,0.0,10.0,2.0
20,130.06,Battery_1,hold,0.0,10.0,2.0
21,124.79,Battery_1,hold,0.0,10.0,2.0
22,120.31,Battery_1,hold,0.0,10.0,2.0
23,93.5,Battery_1,hold,0.0,10.0,2.0
24,91.18,Battery_1,charge,4.0,19.0,3.8
25,86.35,Battery_1,charge,4.0,28.0,5.6
26,88.06,Battery_1,charge,4.0,37.0,7.4
27,86.36,Battery_1,charge,4.0,46.0,9.2
28,85.35,Battery_1,charge,4.0,55.0,11.0
29,84.74,Battery_1,charge,4.0,64.0,12.8
30,90.15,Battery_1,charge,4.0,73.0,14.6
31,95.69,Battery_1,hold,0.0,73.0,14.6
32,90.45,Battery_1,charge,4.0,82.0,16.4
33,92.59,Battery_1,charge,3.56,90.0,18.0
34,92.83,Battery_1,hold,0.0,90.0,18.0
35,142.41,Battery_1,hold,0.0,90.0,18.0
36,135.39,Battery_1,hold,0.0,90.0,18.0
37,164.46,Battery_1,discharge,4.0,78.9,15.78
38,164.3,Battery_1,discharge,4.0,67.8,13.56
39,176.28,Battery_1,discharge,4.0,56.7,11.33
40,181.11,Battery_1,discharge,4.0,45.6,9.11
41,179.85,Battery_1,discharge,4.0,34.4,6.89
42,181.1,Battery_1,discharge,4.0,23.3,4.67
43,167.94,Battery_1,discharge,4.0,12.2,2.44
44,159.56,Battery_1,discharge,0.8,10.0,2.0
45,155.8,Battery_1,hold,0.0,10.0,2.0
46,139.49,Battery_1,hold,0.0,10.0,2.0
47,134.28,Battery_1,hold,0.0,10.0,2.0
48,129.06,Battery_1,hold,0.0,10.0,2.0
1,135.36,Battery_2,hold,0.0,50.0,50.0
2,141.72,Battery_2,hold,0.0,50.0,50.0
3,140.43,Battery_2,hold,0.0,50.0,50.0
4,140.25,Battery_2,hold,0.0,50.0,50.0
5,141.47,Battery_2,hold,0.0,50.0,50.0
6,134.62,Battery_2,hold,0.0,50.0,50.0
7,139.5,Battery_2,hold,0.0,50.0,50.0
8,135.62,Battery_2,hold,0.0,50.0,50.0
9,149.81,Battery_2,discharge,12.5,43.1,43.06
10,141.82,Battery_2,hold,0.0,43.1,43.06
11,151.02,Battery_2,discharge,12.5,36.1,36.11
12,151.08,Battery_2,discharge,12.5,29.2,29.17
13,148.13,Battery_2,discharge,9.5,23.9,23.89
14,153.29,Battery_2,discharge,12.5,16.9,16.94
15,153.91,Battery_2,discharge,12.5,10.0,10.0
16,145.82,Battery_2,hold,0.0,10.0,10.0
17,145.88,Battery_2,hold,0.0,10.0,10.0
18,142.97,Battery_2,hold,0.0,10.0,10.0
19,135.23,Battery_2,hold,0.0,10.0,10.0
20,130.06,Battery_2,hold,0.0,10.0,10.0
21,124.79,Battery_2,hold,0.0,10.0,10.0
22,120.31,Battery_2,hold,0.0,10.0,10.0
23,93.5,Battery_2,charge,12.5,15.6,15.62
24,91.18,Battery_2,charge,12.5,21.2,21.25
25,86.35,Battery_2,charge,12.5,26.9,26.88
26,88.06,Battery_2,charge,12.5,32.5,32.5
27,86.36,Battery_2,charge,12.5,38.1,38.12
28,85.35,Battery_2,charge,12.5,43.8,43.75
29,84.74,Battery_2,charge,12.5,49.4,49.38
30,90.15,Battery_2,charge,12.5,55.0,55.0
31,95.69,Battery_2,charge,12.5,60.6,60.62
32,90.45,Battery_2,charge,12.5,66.2,66.25
33,92.59,Battery_2,charge,12.5,71.9,71.88
34,92.83,Battery_2,charge,12.5,77.5,77.5
35,142.41,Battery_2,discharge,9.0,72.5,72.5
36,135.39,Battery_2,hold,0.0,72.5,72.5
37,164.46,Battery_2,discharge,12.5,65.6,65.56
38,164.3,Battery_2,discharge,12.5,58.6,58.61
39,176.28,Battery_2,discharge,12.5,51.7,51.67
40,181.11,Battery_2,discharge,12.5,44.7,44.72
41,179.85,Battery_2,discharge,12.5,37.8,37.78
42,181.1,Battery_2,discharge,12.5,30.8,30.83
43,167.94,Battery_2,discharge,12.5,23.9,23.89
44,159.56,Battery_2,discharge,12.5,16.9,16.94
45,155.8,Battery_2,discharge,12.5,10.0,10.0
46,139.49,Battery_2,hold,0.0,10.0,10.0
47,134.28,Battery_2,hold,0.0,10.0,10.0
48,129.06,Battery_2,hold,0.0,10.0,10.0
1,135.36,Battery_3,hold,0.0,50.0,100.0
2,141.72,Battery_3,hold,0.0,50.0,100.0
3,140.43,Battery_3,hold,0.0,50.0,100.0
4,140.25,Battery_3,hold,0.0,50.0,100.0
5,141.47,Battery_3,hold,0.0,50.0,100.0
6,134.62,Battery_3,hold,0.0,50.0,100.0
7,139.5,Battery_3,hold,0.0,50.0,100.0
8,135.62,Battery_3,hold,0.0,50.0,100.0
9,149.81,Battery_3,discharge,25.0,43.1,86.11
10,141.82,Battery_3,hold,0.0,43.1,86.11
11,151.02,Battery_3,discharge,25.0,36.1,72.22
12,151.08,Battery_3,discharge,25.0,29.2,58.33
13,148.13,Battery_3,discharge,19.0,23.9,47.78
14,153.29,Battery_3,discharge,25.0,16.9,33.89
15,153.91,Battery_3,discharge,25.0,10.0,20.0
16,145.82,Battery_3,hold,0.0,10.0,20.0
17,145.88,Battery_3,hold,0.0,10.0,20.0
18,142.97,Battery_3,hold,0.0,10.0,20.0
19,135.23,Battery_3,hold,0.0,10.0,20.0
20,130.06,Battery_3,hold,0.0,10.0,20.0
21,124.79,Battery_3,hold,0.0,10.0,20.0
22,120.31,Battery_3,hold,0.0,10.0,20.0
23,93.5,Battery_3,charge,25.0,15.6,31.25
24,91.18,Battery_3,charge,25.0,21.2,42.5
25,86.35,Battery_3,charge,25.0,26.9,53.75
26,88.06,Battery_3,charge,25.0,32.5,65.0
27,86.36,Battery_3,charge,25.0,38.1,76.25
28,85.35,Battery_3,charge,25.0,43.8,87.5
29,84.74,Battery_3,charge,25.0,49.4,98.75
30,90.15,Battery_3,charge,25.0,55.0,110.0
31,95.69,Battery_3,charge,25.0,60.6,121.25
32,90.45,Battery_3,charge,25.0,66.2,132.5
33,92.59,Battery_3,charge,25.0,71.9,143.75
34,92.83,Battery_3,charge,25.0,77.5,155.0
35,142.41,Battery_3,discharge,18.0,72.5,145.0
36,135.39,Battery_3,hold,0.0,72.5,145.0
37,164.46,Battery_3,discharge,25.0,65.6,131.11
38,164.3,Battery_3,discharge,25.0,58.6,117.22
39,176.28,Battery_3,discharge,25.0,51.7,103.33
40,181.11,Battery_3,discharge,25.0,44.7,89.44
41,179.85,Battery_3,discharge,25.0,37.8,75.56
42,181.1,Battery_3,discharge,25.0,30.8,61.67
