settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,108.68,Battery_1,hold,0.0,50.0,10.0
2,108.68,Battery_1,hold,0.0,50.0,10.0
3,113.35,Battery_1,hold,0.0,50.0,10.0
4,110.18,Battery_1,hold,0.0,50.0,10.0
5,106.13,Battery_1,hold,0.0,50.0,10.0
6,104.21,Battery_1,charge,4.0,59.0,11.8
7,110.3,Battery_1,hold,0.0,59.0,11.8
8,110.96,Battery_1,hold,0.0,59.0,11.8
9,113.72,Battery_1,hold,0.0,59.0,11.8
10,111.19,Battery_1,hold,0.0,59.0,11.8
11,125.11,Battery_1,hold,0.0,59.0,11.8
12,128.2,Battery_1,hold,0.0,59.0,11.8
13,132.73,Battery_1,discharge,4.0,47.9,9.58
14,139.64,Battery_1,discharge,4.0,36.8,7.36
15,135.18,Battery_1,discharge,4.0,25.7,5.13
16,145.19,Battery_1,discharge,4.0,14.6,2.91
17,125.5,Battery_1,hold,0.0,14.6,2.91
18,130.32,Battery_1,discharge,1.64,10.0,2.0
19,110.52,Battery_1,hold,0.0,10.0,2.0
20,105.38,Battery_1,hold,0.0,10.0,2.0
21,101.34,Battery_1,hold,0.0,10.0,2.0
22,99.27,Battery_1,hold,0.0,10.0,2.0
23,90.23,Battery_1,charge,4.0,19.0,3.8
24,90.18,Battery_1,charge,4.0,28.0,5.6
25,88.59,Battery_1,charge,4.0,37.0,7.4
26,88.04,Battery_1,charge,4.0,46.0,9.2
27,91.38,Battery_1,charge,3.56,54.0,10.8
28,85.04,Battery_1,charge,4.0,63.0,12.6
29,85.7,Battery_1,charge,4.0,72.0,14.4
30,85.6,Battery_1,charge,4.0,81.0,16.2
31,91.5,Battery_1,hold,0.0,81.0,16.2
32,91.94,Battery_1,hold,0.0,81.0,16.2
33,89.65,Battery_1,charge,4.0,90.0,18.0
34,91.66,Battery_1,hold,0.0,90.0,18.0
35,107.75,Battery_1,hold,0.0,90.0,18.0
36,120.46,Battery_1,hold,0.0,90.0,18.0
37,138.33,Battery_1,hold,0.0,90.0,18.0
38,154.11,Battery_1,discharge,4.0,78.9,15.78
39,156.12,Battery_1,discharge,4.0,67.8,13.56
40,157.8,Battery_1,discharge,4.0,56.7,11.33
41,153.93,Battery_1,discharge,0.8,54.4,10.89
42,164.22,Battery_1,discharge,4.0,43.3,8.67
43,159.11,Battery_1,discharge,4.0,32.2,6.44
44,161.89,Battery_1,discharge,4.0,21.1,4.22
45,152.78,Battery_1,hold,0.0,21.1,4.22
46,156.65,Battery_1,discharge,4.0,10.0,2.0
47,150.93,Battery_1,hold,0.0,10.0,2.0
48,138.16,Battery_1,hold,0.0,10.0,2.0
1,108.68,Battery_2,hold,0.0,50.0,50.0
2,108.68,Battery_2,hold,0.0,50.0,50.0
3,113.35,Battery_2,hold,0.0,50.0,50.0
4,110.18,Battery_2,hold,0.0,50.0,50.0
5,106.13,Battery_2,hold,0.0,50.0,50.0
6,104.21,Battery_2,hold,0.0,50.0,50.0
7,110.3,Battery_2,hold,0.0,50.0,50.0
8,110.96,Battery_2,hold,0.0,50.0,50.0
9,113.72,Battery_2,hold,0.0,50.0,50.0
10,111.19,Battery_2,hold,0.0,50.0,50.0
11,125.11,Battery_2,hold,0.0,50.0,50.0
12,128.2,Battery_2,discharge,7.25,46.0,45.97
13,132.73,Battery_2,discharge,12.5,39.0,39.03
14,139.64,Battery_2,discharge,12.5,32.1,32.08
15,135.18,Battery_2,discharge,12.5,25.1,25.14
16,145.19,Battery_2,discharge,12.5,18.2,18.19
17,125.5,Battery_2,hold,0.0,18.2,18.19
18,130.32,Battery_2,discharge,12.5,11.2,11.25
19,110.52,Battery_2,hold,0.0,11.2,11.25
20,105.38,Battery_2,hold,0.0,11.2,11.25
21,101.34,Battery_2,charge,12.5,16.9,16.88
22,99.27,Battery_2,charge,12.5,22.5,22.5
23,90.23,Battery_2,charge,12.5,28.1,28.12
24,90.18,Battery_2,charge,12.5,33.8,33.75
25,88.59,Battery_2,charge,12.5,39.4,39.38
