settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,116.55,116.55,116.55,Battery_1,charge,3.0,16.8,3.35
2,143.67,143.67,0.0,Battery_1,hold,0.0,16.8,3.35
3,110.05,110.05,110.05,Battery_1,charge,3.0,23.5,4.7
4,98.18,98.18,98.18,Battery_1,charge,3.0,30.2,6.05
5,120.78,120.78,120.78,Battery_1,charge,3.0,37.0,7.4
6,97.48,97.48,97.48,Battery_1,charge,3.0,43.8,8.75
7,117.76,117.76,117.76,Battery_1,charge,3.0,50.5,10.1
8,170.11,170.11,170.11,Battery_1,discharge,0.87,48.1,9.62
9,123.23,123.23,123.23,Battery_1,charge,3.0,54.8,10.97
10,183.0,183.0,183.0,Battery_1,discharge,3.0,46.5,9.3
11,176.89,176.89,176.89,Battery_1,discharge,3.0,38.2,7.63
12,175.86,175.86,175.86,Battery_1,discharge,3.0,29.8,5.97
13,177.27,177.27,177.27,Battery_1,discharge,3.0,21.5,4.3
14,183.27,183.27,183.27,Battery_1,discharge,3.0,13.2,2.63
15,92.0,92.0,92.0,Battery_1,charge,3.0,19.9,3.98
16,76.01,76.01,76.01,Battery_1,charge,3.0,26.7,5.33
17,191.9,191.9,191.9,Battery_1,discharge,3.0,18.3,3.67
18,191.9,191.9,191.9,Battery_1,discharge,3.0,10.0,2.0
19,50.0,50.0,0.0,Battery_1,hold,0.0,10.0,2.0
20,36.76,36.76,36.76,Battery_1,charge,3.0,16.8,3.35
21,31.69,31.69,31.69,Battery_1,charge,3.0,23.5,4.7
22,37.62,37.62,37.62,Battery_1,charge,3.0,30.2,6.05
23,41.38,41.38,41.38,Battery_1,charge,3.0,37.0,7.4
24,40.19,40.19,40.19,Battery_1,charge,3.0,43.8,8.75
25,37.66,37.66,37.66,Battery_1,charge,3.0,50.5,10.1
26,38.15,38.15,38.15,Battery_1,charge,3.0,57.2,11.45
27,32.94,32.94,32.94,Battery_1,charge,3.0,64.0,12.8
28,31.54,31.54,31.54,Battery_1,charge,3.0,70.8,14.15
29,37.0,37.0,37.0,Battery_1,charge,3.0,77.5,15.5
30,44.21,44.21,0.0,Battery_1,hold,0.0,77.5,15.5
31,22.9,22.9,22.9,Battery_1,charge,3.0,84.2,16.85
32,42.44,42.44,42.44,Battery_1,charge,2.56,90.0,18.0
33,158.75,158.75,158.75,Battery_1,discharge,3.0,81.7,16.33
