settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
30,27.37624320923136,Battery_1,charge,4.0,82.0,16.4,14.88,9.98,15.780000000000001
31,44.32013514037,Battery_1,charge,3.56,90.0,18.0,46.7,41.800000000000004,47.6
32,62.70861240490969,Battery_1,hold,0.0,90.0,18.0,57.93,53.03,58.83
33,93.02345612141549,Battery_1,hold,0.0,90.0,18.0,78.55,73.64999999999999,79.45
34,107.0266726474254,Battery_1,hold,0.0,90.0,18.0,107.2,102.3,108.10000000000001
35,145.70520244281172,Battery_1,discharge,0.8,87.8,17.56,141.92,137.01999999999998,142.82
36,154.17906432274452,Battery_1,discharge,4.0,76.7,15.33,153.97,149.07,154.87
37,168.61361040116594,Battery_1,discharge,4.0,65.6,13.11,164.23,159.32999999999998,165.13
38,165.7736926465624,Battery_1,discharge,4.0,54.4,10.89,167.87,162.97,168.77
39,171.03704907654733,Battery_1,discharge,4.0,43.3,8.67,176.18,171.28,177.08
40,173.952885946145,Battery_1,discharge,4.0,32.2,6.44,169.92,165.01999999999998,170.82
41,161.09808752202218,Battery_1,discharge,4.0,21.1,4.22,161.63,156.73,162.53
42,154.92261716088325,Battery_1,discharge,4.0,10.0,2.0,149.72,144.82,150.62
43,144.3986946112146,Battery_1,hold,0.0,10.0,2.0,133.85,128.95,134.75
44,134.01212268148853,Battery_1,hold,0.0,10.0,2.0,119.92,115.02,120.82000000000001
45,127.94820997627167,Battery_1,hold,0.0,10.0,2.0,122.4,117.5,123.30000000000001
46,120.10349453682075,Battery_1,hold,0.0,10.0,2.0,122.52,117.61999999999999,123.42
47,114.4353429838017,Battery_1,hold,0.0,10.0,2.0,132.6,127.69999999999999,133.5
48,110.62686197501793,Battery_1,hold,0.0,10.0,2.0,130.28,125.38,131.18
1,111.3398554410128,Battery_2,hold,0.0,50.0,50.0,138.68,133.78,139.58
2,106.7094149391237,Battery_2,hold,0.0,50.0,50.0,136.78,131.88,137.68
3,102.3858544804032,Battery_2,hold,0.0,50.0,50.0,122.65,117.75,123.55000000000001
4,103.43610112658514,Battery_2,hold,0.0,50.0,50.0,112.57,107.66999999999999,113.47
5,103.4121539302393,Battery_2,hold,0.0,50.0,50.0,116.43,111.53,117.33000000000001
6,101.15319228076486,Battery_2,hold,0.0,50.0,50.0,129.2,124.29999999999998,130.1
7,98.56824608663146,Battery_2,hold,0.0,50.0,50.0,112.91,108.00999999999999,113.81
8,97.17299775418873,Battery_2,hold,0.0,50.0,50.0,119.91,115.00999999999999,120.81
9,107.38249546168028,Battery_2,hold,0.0,50.0,50.0,117.82,112.91999999999999,118.72
10,108.38888774929666,Battery_2,hold,0.0,50.0,50.0,121.23,116.33,122.13000000000001
11,118.453614055466,Battery_2,hold,0.0,50.0,50.0,122.09,117.19,122.99000000000001
12,124.95106055618155,Battery_2,discharge,12.5,43.1,43.06,127.43,122.53,128.33
13,136.67741268535107,Battery_2,discharge,12.5,36.1,36.11,129.83,124.93,130.73000000000002
14,145.30073117967066,Battery_2,discharge,12.5,29.2,29.17,139.15,134.25,140.05
15,141.0602488310389,Battery_2,discharge,12.5,22.2,22.22,140.2,135.29999999999998,141.1
16,149.31568760500863,Battery_2,discharge,12.5,15.3,15.28,161.5,156.6,162.4
17,124.70432412626602,Battery_2,discharge,9.5,10.0,10.0,144.47,139.57,145.37
18,115.83671886635142,Battery_2,hold,0.0,10.0,10.0,117.34,112.44,118.24000000000001
19,90.66863861213228,Battery_2,charge,12.5,15.6,15.62,54.08,49.18,54.98
20,75.02640901768713,Battery_2,charge,12.5,21.2,21.25,16.77,11.87,17.669999999999998
21,60.47253165048847,Battery_2,charge,12.5,26.9,26.88,8.94,4.039999999999999,9.84
22,51.6544684538304,Battery_2,charge,12.5,32.5,32.5,1.92,-2.9800000000000004,2.82
23,36.15752605988622,Battery_2,charge,12.5,38.1,38.12,-1.71,-6.61,-0.8099999999999999
24,31.105629635202444,Battery_2,charge,12.5,43.8,43.75,-0.66,-5.5600000000000005,0.24
25,26.581991182515203,Battery_2,charge,12.5,49.4,49.38,-1.48,-6.380000000000001,-0.58
26,24.49957362601417,Battery_2,charge,12.5,55.0,55.0,-2.25,-7.15,-1.35
27,23.122141590703297,Battery_2,charge,12.5,60.6,60.62,14.69,9.79,15.59
28,23.653383495031317,Battery_2,charge,12.5,66.2,66.25,6.5,1.5999999999999996,7.4
29,29.25970179328007,Battery_2,charge,12.5,71.9,71.88,8.16,3.26,9.06
30,27.37624320923136,Battery_2,charge,12.5,77.5,77.5,14.88,9.98,15.780000000000001
31,44.32013514037,Battery_2,charge,12.5,83.1,83.12,46.7,41.800000000000004,47.6
32,62.70861240490969,Battery_2,charge,12.5,88.8,88.75,57.93,53.03,58.83
33,93.02345612141549,Battery_2,hold,0.0,88.8,88.75,78.55,73.64999999999999,79.45
34,107.0266726474254,Battery_2,hold,0.0,88.8,88.75,107.2,102.3,108.10000000000001
35,145.70520244281172,Battery_2,discharge,12.5,81.8,81.81,141.92,137.01999999999998,142.82
36,154.17906432274452,Battery_2,discharge,12.5,74.9,74.86,153.97,149.07,154.87
37,168.61361040116594,Battery_2,discharge,12.5,67.9,67.92,164.23,159.32999999999998,165.13
38,165.7736926465624,Battery_2,discharge,12.5,61.0,60.97,167.87,162.97,168.77
39,171.03704907654733,Battery_2,discharge,12.5,54.0,54.03,176.18,171.28,177.08
40,173.952885946145,Battery_2,discharge,12.5,47.1,47.08,169.92,165.01999999999998,170.82
41,161.09808752202218,Battery_2,discharge,12.5,40.1,40.14,161.63,156.73,162.53
42,154.92261716088325,Battery_2,discharge,12.5,33.2,33.19,149.72,144.82,150.62
43,144.3986946112146,Battery_2,discharge,12.5,26.2,26.25,133.85,128.95,134.75
44,134.01212268148853,Battery_2,discharge,12.5,19.3,19.31,119.92,115.02,120.82000000000001
45,127.94820997627167,Battery_2,discharge,12.5,12.4,12.36,122.4,117.5,123.30000000000001
46,120.10349453682075,Battery_2,discharge,4.25,10.0,10.0,122.52,117.61999999999999,123.42
47,114.4353429838017,Battery_2,hold,0.0,10.0,10.0,132.6,127.69999999999999,133.5
48,110.62686197501793,Battery_2,hold,0.0,10.0,10.0,130.28,125.38,131.18
1,111.3398554410128,Battery_3,hold,0.0,50.0,100.0,138.68,133.78,139.58
2,106.7094149391237,Battery_3,hold,0.0,50.0,100.0,136.78,131.88,137.68
3,102.3858544804032,Battery_3,hold,0.0,50.0,100.0,122.65,117.75,123.55000000000001
4,103.43610112658514,Battery_3,hold,0.0,50.0,100.0,112.57,107.66999999999999,113.47
5,103.4121539302393,Battery_3,hold,0.0,50.0,100.0,116.43,111.53,117.33000000000001
6,101.15319228076486,Battery_3,hold,0.0,50.0,100.0,129.2,124.29999999999998,130.1
7,98.56824608663146,Battery_3,hold,0.0,50.0,100.0,112.91,108.00999999999999,113.81
8,97.17299775418873,Battery_3,hold,0.0,50.0,100.0,119.91,115.00999999999999,120.81
9,107.38249546168028,Battery_3,hold,0.0,50.0,100.0,117.82,112.91999999999999,118.72
10,108.38888774929666,Battery_3,hold,0.0,50.0,100.0,121.23,116.33,122.13000000000001
11,118.453614055466,Battery_3,hold,0.0,50.0,100.0,122.09,117.19,122.99000000000001
12,124.95106055618155,Battery_3,discharge,25.0,43.1,86.11,127.43,122.53,128.33
13,136.67741268535107,Battery_3,discharge,25.0,36.1,72.22,129.83,124.93,130.73000000000002
14,145.30073117967066,Battery_3,discharge,25.0,29.2,58.33,139.15,134.25,140.05
15,141.0602488310389,Battery_3,discharge,25.0,22.2,44.44,140.2,135.29999999999998,141.1
16,149.31568760500863,Battery_3,discharge,25.0,15.3,30.56,161.5,156.6,162.4
17,124.70432412626602,Battery_3,discharge,19.0,10.0,20.0,144.47,139.57,145.37
18,115.83671886635142,Battery_3,hold,0.0,10.0,20.0,117.34,112.44,118.24000000000001
19,90.66863861213228,Battery_3,charge,25.0,15.6,31.25,54.08,49.18,54.98
20,75.02640901768713,Battery_3,charge,25.0,21.2,42.5,16.77,11.87,17.669999999999998
21,60.47253165048847,Battery_3,charge,25.0,26.9,53.75,8.94,4.039999999999999,9.84
22,51.6544684538304,Battery_3,charge,25.0,32.5,65.0,1.92,-2.9800000000000004,2.82
23,36.15752605988622,Battery_3,charge,25.0,38.1,76.25,-1.71,-6.61,-0.8099999999999999
24,31.105629635202444,Battery_3,charge,25.0,43.8,87.5,-0.66,-5.5600000000000005,0.24
25,26.581991182515203,Battery_3,charge,25.0,49.4,98.75,-1.48,-6.380000000000001,-0.58
26,24.49957362601417,Battery_3,charge,25.0,55.0,110.0,-2.25,-7.15,-1.35
27,23.122141590703297,Battery_3,charge,25.0,60.6,121.25,14.69,9.79,15.59
28,23.653383495031317,Battery_3,charge,25.0,66.2,132.5,6.5,1.5999999999999996,7.4
29,29.25970179328007,Battery_3,charge,25.0,71.9,143.75,8.16,3.26,9.06
30,27.37624320923136,Battery_3,charge,25.0,77.5,155.0,14.88,9.98,15.780000000000001
31,44.32013514037,Battery_3,charge,25.0,83.1,166.25,46.7,41.800000000000004,47.6
32,62.70861240490969,Battery_3,charge,25.0,88.8,177.5,57.93,53.03,58.83
33,93.02345612141549,Battery_3,hold,0.0,88.8,177.5,78.55,73.64999999999999,79.45
34,107.0266726474254,Battery_3,hold,0.0,88.8,177.5,107.2,102.3,108.10000000000001
35,145.70520244281172,Battery_3,discharge,25.0,81.8,163.61,141.92,137.01999999999998,142.82
36,154.17906432274452,Battery_3,discharge,25.0,74.9,149.72,153.97,149.07,154.87
37,168.61361040116594,Battery_3,discharge,25.0,67.9,135.83,164.23,159.32999999999998,165.13
38,165.7736926465624,Battery_3,discharge,25.0,61.0,121.94,167.87,162.97,168.77
39,171.03704907654733,Battery_3,discharge,25.0,54.0,108.06,176.18,171.28,177.08
40,173.952885946145,Battery_3,discharge,25.0,47.1,94.17,169.92,165.01999999999998,170.82
41,161.09808752202218,Battery_3,discharge,25.0,40.1,80.28,161.63,156.73,162.53
42,154.92261716088325,Battery_3,discharge,25.0,33.2,66.39,149.72,144.82,150.62
43,144.3986946112146,Battery_3,discharge,25.0,26.2,52.5,133.85,128.95,134.75
44,134.01212268148853,Battery_3,discharge,25.0,19.3,38.61,119.92,115.02,120.82000000000001
45,127.94820997627167,Battery_3,discharge,25.0,12.4,24.72,122.4,117.5,123.30000000000001
46,120.10349453682075,Battery_3,discharge,8.5,10.0,20.0,122.52,117.61999999999999,123.42
47,114.4353429838017,Battery_3,hold,0.0,10.0,20.0,132.6,127.69999999999999,133.5
48,110.62686197501793,Battery_3,hold,0.0,10.0,20.0,130.28,125.38,131.18
1,111.3398554410128,Battery_4,hold,0.0,50.0,40.0,138.68,133.78,139.58
2,106.7094149391237,Battery_4,hold,0.0,50.0,40.0,136.78,131.88,137.68
3,102.3858544804032,Battery_4,hold,0.0,50.0,40.0,122.65,117.75,123.55000000000001
4,103.43610112658514,Battery_4,hold,0.0,50.0,40.0,112.57,107.66999999999999,113.47
5,103.4121539302393,Battery_4,hold,0.0,50.0,40.0,116.43,111.53,117.33000000000001
6,101.15319228076486,Battery_4,hold,0.0,50.0,40.0,129.2,124.29999999999998,130.1
7,98.56824608663146,Battery_4,hold,0.0,50.0,40.0,112.91,108.00999999999999,113.81
8,97.17299775418873,Battery_4,hold,0.0,50.0,40.0,119.91,115.00999999999999,120.81
9,107.38249546168028,Battery_4,hold,0.0,50.0,40.0,117.82,112.91999999999999,118.72
10,108.38888774929666,Battery_4,hold,0.0,50.0,40.0,121.23,116.33,122.13000000000001
11,118.453614055466,Battery_4,hold,0.0,50.0,40.0,122.09,117.19,122.99000000000001
12,124.95106055618155,Battery_4,discharge,10.0,43.1,34.44,127.43,122.53,128.33
13,136.67741268535107,Battery_4,discharge,10.0,36.1,28.89,129.83,124.93,130.73000000000002
14,145.30073117967066,Battery_4,discharge,10.0,29.2,23.33,139.15,134.25,140.05
15,141.0602488310389,Battery_4,discharge,10.0,22.2,17.78,140.2,135.29999999999998,141.1
16,149.31568760500863,Battery_4,discharge,10.0,15.3,12.22,161.5,156.6,162.4
17,124.70432412626602,Battery_4,discharge,7.6,10.0,8.0,144.47,139.57,145.37
18,115.83671886635142,Battery_4,hold,0.0,10.0,8.0,117.34,112.44,118.24000000000001
19,90.66863861213228,Battery_4,charge,10.0,15.6,12.5,54.08,49.18,54.98
20,75.02640901768713,Battery_4,charge,10.0,21.2,17.0,16.77,11.87,17.669999999999998
21,60.47253165048847,Battery_4,charge,10.0,26.9,21.5,8.94,4.039999999999999,9.84
22,51.6544684538304,Battery_4,charge,10.0,32.5,26.0,1.92,-2.9800000000000004,2.82
23,36.15752605988622,Battery_4,charge,10.0,38.1,30.5,-1.71,-6.61,-0.8099999999999999
24,31.105629635202444,Battery_4,charge,10.0,43.8,35.0,-0.66,-5.5600000000000005,0.24
25,26.581991182515203,Battery_4,charge,10.0,49.4,39.5,-1.48,-6.380000000000001,-0.58
26,24.49957362601417,Battery_4,charge,10.0,55.0,44.0,-2.25,-7.15,-1.35
27,23.122141590703297,Battery_4,charge,10.0,60.6,48.5,14.69,9.79,15.59
28,23.653383495031317,Battery_4,charge,10.0,66.2,53.0,6.5,1.5999999999999996,7.4
29,29.25970179328007,Battery_4,charge,10.0,71.9,57.5,8.16,3.26,9.06
30,27.37624320923136,Battery_4,charge,10.0,77.5,62.0,14.88,9.98,15.780000000000001
31,44.32013514037,Battery_4,charge,10.0,83.1,66.5,46.7,41.800000000000004,47.6
32,62.70861240490969,Battery_4,charge,10.0,88.8,71.0,57.93,53.03,58.83
33,93.02345612141549,Battery_4,hold,0.0,88.8,71.0,78.55,73.64999999999999,79.45
34,107.0266726474254,Battery_4,hold,0.0,88.8,71.0,107.2,102.3,108.10000000000001
35,145.70520244281172,Battery_4,discharge,10.0,81.8,65.44,141.92,137.01999999999998,142.82
36,154.17906432274452,Battery_4,discharge,10.0,74.9,59.89,153.97,149.07,154.87
37,168.61361040116594,Battery_4,discharge,10.0,67.9,54.33,164.23,159.32999999999998,165.13
38,165.7736926465624,Battery_4,discharge,10.0,61.0,48.78,167.87,162.97,168.77
39,171.03704907654733,Battery_4,discharge,10.0,54.0,43.22,176.18,171.28,177.08
40,173.952885946145,Battery_4,discharge,10.0,47.1,37.67,169.92,165.01999999999998,170.82
41,161.09808752202218,Battery_4,discharge,10.0,40.1,32.11,161.63,156.73,162.53
42,154.92261716088325,Battery_4,discharge,10.0,33.2,26.56,149.72,144.82,150.62
43,144.3986946112146,Battery_4,discharge,10.0,26.2,21.0,133.85,128.95,134.75
44,134.01212268148853,Battery_4,discharge,10.0,19.3,15.44,119.92,115.02,120.82000000000001
45,127.94820997627167,Battery_4,discharge,10.0,12.4,9.89,122.4,117.5,123.30000000000001
46,120.10349453682075,Battery_4,discharge,3.4,10.0,8.0,122.52,117.61999999999999,123.42
47,114.4353429838017,Battery_4,hold,0.0,10.0,8.0,132.6,127.69999999999999,133.5
48,110.62686197501793,Battery_4,hold,0.0,10.0,8.0,130.28,125.38,131.18
1,111.3398554410128,Battery_5,hold,0.0,50.0,80.0,138.68,133.78,139.58
2,106.7094149391237,Battery_5,hold,0.0,50.0,80.0,136.78,131.88,137.68
3,102.3858544804032,Battery_5,hold,0.0,50.0,80.0,122.65,117.75,123.55000000000001
4,103.43610112658514,Battery_5,hold,0.0,50.0,80.0,112.57,107.66999999999999,113.47
5,103.4121539302393,Battery_5,hold,0.0,50.0,80.0,116.43,111.53,117.33000000000001
6,101.15319228076486,Battery_5,hold,0.0,50.0,80.0,129.2,124.29999999999998,130.1
7,98.56824608663146,Battery_5,hold,0.0,50.0,80.0,112.91,108.00999999999999,113.81
8,97.17299775418873,Battery_5,hold,0.0,50.0,80.0,119.91,115.00999999999999,120.81
9,107.38249546168028,Battery_5,hold,0.0,50.0,80.0,117.82,112.91999999999999,118.72
10,108.38888774929666,Battery_5,hold,0.0,50.0,80.0,121.23,116.33,122.13000000000001
11,118.453614055466,Battery_5,hold,0.0,50.0,80.0,122.09,117.19,122.99000000000001
12,124.95106055618155,Battery_5,discharge,20.0,43.1,68.89,127.43,122.53,128.33
13,136.67741268535107,Battery_5,discharge,20.0,36.1,57.78,129.83,124.93,130.73000000000002
14,145.30073117967066,Battery_5,discharge,20.0,29.2,46.67,139.15,134.25,140.05
15,141.0602488310389,Battery_5,discharge,20.0,22.2,35.56,140.2,135.29999999999998,141.1
16,149.31568760500863,Battery_5,discharge,20.0,15.3,24.44,161.5,156.6,162.4
17,124.70432412626602,Battery_5,discharge,15.2,10.0,16.0,144.47,139.57,145.37
18,115.83671886635142,Battery_5,hold,0.0,10.0,16.0,117.34,112.44,118.24000000000001
19,90.66863861213228,Battery_5,charge,20.0,15.6,25.0,54.08,49.18,54.98
20,75.02640901768713,Battery_5,charge,20.0,21.2,34.0,16.77,11.87,17.669999999999998
21,60.47253165048847,Battery_5,charge,20.0,26.9,43.0,8.94,4.039999999999999,9.84
22,51.6544684538304,Battery_5,charge,20.0,32.5,52.0,1.92,-2.9800000000000004,2.82
23,36.15752605988622,Battery_5,charge,20.0,38.1,61.0,-1.71,-6.61,-0.8099999999999999
24,31.105629635202444,Battery_5,charge,20.0,43.8,70.0,-0.66,-5.5600000000000005,0.24
25,26.581991182515203,Battery_5,charge,20.0,49.4,79.0,-1.48,-6.380000000000001,-0.58
26,24.49957362601417,Battery_5,charge,20.0,55.0,88.0,-2.25,-7.15,-1.35
27,23.122141590703297,Battery_5,charge,20.0,60.6,97.0,14.69,9.79,15.59
28,23.653383495031317,Battery_5,charge,20.0,66.2,106.0,6.5,1.5999999999999996,7.4
29,29.25970179328007,Battery_5,charge,20.0,71.9,115.0,8.16,3.26,9.06
30,27.37624320923136,Battery_5,charge,20.0,77.5,124.0,14.88,9.98,15.780000000000001
31,44.32013514037,Battery_5,charge,20.0,83.1,133.0,46.7,41.800000000000004,47.6
32,62.70861240490969,Battery_5,charge,20.0,88.8,142.0,57.93,53.03,58.83
33,93.02345612141549,Battery_5,hold,0.0,88.8,142.0,78.55,73.64999999999999,79.45
34,107.0266726474254,Battery_5,hold,0.0,88.8,142.0,107.2,102.3,108.10000000000001
35,145.70520244281172,Battery_5,discharge,20.0,81.8,130.89,141.92,137.01999999999998,142.82
36,154.17906432274452,Battery_5,discharge,20.0,74.9,119.78,153.97,149.07,154.87
37,168.61361040116594,Battery_5,discharge,20.0,67.9,108.67,164.23,159.32999999999998,165.13
38,165.7736926465624,Battery_5,discharge,20.0,61.0,97.56,167.87,162.97,168.77
39,171.03704907654733,Battery_5,discharge,20.0,54.0,86.44,176.18,171.28,177.08
40,173.952885946145,Battery_5,discharge,20.0,47.1,75.33,169.92,165.01999999999998,170.82
41,161.09808752202218,Battery_5,discharge,20.0,40.1,64.22,161.63,156.73,162.53
42,154.92261716088325,Battery_5,discharge,20.0,33.2,53.11,149.72,144.82,150.62
43,144.3986946112146,Battery_5,discharge,20.0,26.2,42.0,133.85,128.95,134.75
44,134.01212268148853,Battery_5,discharge,20.0,19.3,30.89,119.92,115.02,120.82000000000001
45,127.94820997627167,Battery_5,discharge,20.0,12.4,19.78,122.4,117.5,123.30000000000001
46,120.10349453682075,Battery_5,discharge,6.8,10.0,16.0,122.52,117.61999999999999,123.42
47,114.4353429838017,Battery_5,hold,0.0,10.0,16.0,132.6,127.69999999999999,133.5
48,110.62686197501793,Battery_5,hold,0.0,10.0,16.0,130.28,125.38,131.18
