settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,122.5,122.5,0.0,Battery_1,hold,0.0,10.0,2.0
2,122.5,122.5,0.0,Battery_1,hold,0.0,10.0,2.0
3,122.5,122.5,0.0,Battery_1,hold,0.0,10.0,2.0
4,122.5,122.5,0.0,Battery_1,hold,0.0,10.0,2.0
5,120.9,120.9,0.0,Battery_1,hold,0.0,10.0,2.0
6,92.88,92.88,92.88,Battery_1,charge,3.0,16.8,3.35
7,120.9,120.9,0.0,Battery_1,hold,0.0,16.8,3.35
8,121.0,121.0,0.0,Battery_1,hold,0.0,16.8,3.35
9,124.9,124.9,124.9,Battery_1,discharge,2.43,10.0,2.0
10,120.5,120.5,0.0,Battery_1,hold,0.0,10.0,2.0
11,89.33,89.33,89.33,Battery_1,charge,3.0,16.8,3.35
12,96.0,96.0,96.0,Battery_1,charge,3.0,23.5,4.7
13,87.81,87.81,87.81,Battery_1,charge,3.0,30.2,6.05
14,121.0,121.0,121.0,Battery_1,discharge,3.0,21.9,4.38
15,120.5,120.5,120.5,Battery_1,discharge,3.0,13.6,2.72
16,120.5,120.5,120.5,Battery_1,discharge,1.29,10.0,2.0
17,85.33,85.33,85.33,Battery_1,charge,3.0,16.8,3.35
18,56.15,56.15,56.15,Battery_1,charge,3.0,23.5,4.7
19,77.89,77.89,77.89,Battery_1,charge,3.0,30.2,6.05
20,106.55,106.55,0.0,Battery_1,hold,0.0,30.2,6.05
21,114.8,114.8,0.0,Battery_1,hold,0.0,30.2,6.05
22,120.0,120.0,120.0,Battery_1,discharge,2.16,24.2,4.85
23,120.0,120.0,120.0,Battery_1,discharge,3.0,15.9,3.18
24,117.0,117.0,0.0,Battery_1,hold,0.0,15.9,3.18
25,65.5,65.5,65.5,Battery_1,charge,3.0,22.7,4.53
26,117.0,117.0,0.0,Battery_1,hold,0.0,22.7,4.53
27,69.75,69.75,69.75,Battery_1,charge,3.0,29.4,5.88
28,43.79,43.79,43.79,Battery_1,charge,3.0,36.2,7.23
29,-11.49,-11.49,-11.49,Battery_1,charge,3.0,42.9,8.58
30,60.84,60.84,60.84,Battery_1,charge,3.0,49.7,9.93
31,113.6,113.6,0.0,Battery_1,hold,0.0,49.7,9.93
32,116.47,116.47,0.0,Battery_1,hold,0.0,49.7,9.93
33,102.39,102.39,0.0,Battery_1,hold,0.0,49.7,9.93
34,117.0,117.0,0.0,Battery_1,hold,0.0,49.7,9.93
35,107.25,107.25,0.0,Battery_1,hold,0.0,49.7,9.93
36,117.0,117.0,0.0,Battery_1,hold,0.0,49.7,9.93
37,80.11,80.11,80.11,Battery_1,charge,3.0,56.4,11.28
38,70.0,70.0,70.0,Battery_1,charge,3.0,63.2,12.63
39,70.0,70.0,70.0,Battery_1,charge,3.0,69.9,13.98
40,159.0,159.0,159.0,Battery_1,discharge,3.0,61.6,12.32
41,154.21,154.21,154.21,Battery_1,discharge,3.0,53.2,10.65
42,150.0,150.0,150.0,Battery_1,discharge,3.0,44.9,8.98
43,147.0,147.0,147.0,Battery_1,discharge,3.0,36.6,7.32
44,134.0,134.0,134.0,Battery_1,discharge,3.0,28.3,5.65
45,121.45,121.45,121.45,Battery_1,discharge,3.0,19.9,3.98
46,74.0,74.0,74.0,Battery_1,charge,3.0,26.7,5.33
47,128.0,128.0,128.0,Battery_1,discharge,3.0,18.3,3.67
48,124.45,124.45,124.45,Battery_1,discharge,3.0,10.0,2.0
1,122.5,122.5,0.0,Battery_2,hold,0.0,10.0,10.0
2,122.5,122.5,0.0,Battery_2,hold,0.0,10.0,10.0
3,122.5,122.5,0.0,Battery_2,hold,0.0,10.0,10.0
4,122.5,122.5,0.0,Battery_2,hold,0.0,10.0,10.0
5,120.9,120.9,0.0,Battery_2,hold,0.0,10.0,10.0
6,92.88,92.88,92.88,Battery_2,charge,7.5,13.4,13.38
7,120.9,120.9,0.0,Battery_2,hold,0.0,13.4,13.38
8,121.0,121.0,0.0,Battery_2,hold,0.0,13.4,13.38
9,124.9,124.9,124.9,Battery_2,discharge,6.08,10.0,10.0
10,120.5,120.5,0.0,Battery_2,hold,0.0,10.0,10.0
11,89.33,89.33,89.33,Battery_2,charge,7.5,13.4,13.38
12,96.0,96.0,96.0,Battery_2,charge,7.5,16.8,16.75
13,87.81,87.81,87.81,Battery_2,charge,7.5,20.1,20.12
14,121.0,121.0,121.0,Battery_2,discharge,7.5,16.0,15.96
15,120.5,120.5,120.5,Battery_2,discharge,7.5,11.8,11.79
16,120.5,120.5,120.5,Battery_2,discharge,3.23,10.0,10.0
17,85.33,85.33,85.33,Battery_2,charge,7.5,13.4,13.38
18,56.15,56.15,56.15,Battery_2,charge,7.5,16.8,16.75
19,77.89,77.89,77.89,Battery_2,charge,7.5,20.1,20.12
20,106.55,106.55,0.0,Battery_2,hold,0.0,20.1,20.12
21,114.8,114.8,0.0,Battery_2,hold,0.0,20.1,20.12
22,120.0,120.0,120.0,Battery_2,discharge,7.5,16.0,15.96
23,120.0,120.0,120.0,Battery_2,discharge,5.4,13.0,12.96
24,117.0,117.0,0.0,Battery_2,hold,0.0,13.0,12.96
25,65.5,65.5,65.5,Battery_2,charge,7.5,16.3,16.33
26,117.0,117.0,0.0,Battery_2,hold,0.0,16.3,16.33
27,69.75,69.75,69.75,Battery_2,charge,7.5,19.7,19.71
28,43.79,43.79,43.79,Battery_2,charge,7.5,23.1,23.08
29,-11.49,-11.49,-11.49,Battery_2,charge,7.5,26.5,26.46
30,60.84,60.84,60.84,Battery_2,charge,7.5,29.8,29.83
31,113.6,113.6,0.0,Battery_2,hold,0.0,29.8,29.83
32,116.47,116.47,0.0,Battery_2,hold,0.0,29.8,29.83
33,102.39,102.39,0.0,Battery_2,hold,0.0,29.8,29.83
34,117.0,117.0,0.0,Battery_2,hold,0.0,29.8,29.83
35,107.25,107.25,0.0,Battery_2,hold,0.0,29.8,29.83
36,117.0,117.0,0.0,Battery_2,hold,0.0,29.8,29.83
37,80.11,80.11,80.11,Battery_2,charge,7.5,33.2,33.21
38,70.0,70.0,70.0,Battery_2,charge,7.5,36.6,36.58
39,70.0,70.0,70.0,Battery_2,charge,7.5,40.0,39.96
40,159.0,159.0,159.0,Battery_2,discharge,7.5,35.8,35.79
41,154.21,154.21,154.21,Battery_2,discharge,7.5,31.6,31.62
42,150.0,150.0,150.0,Battery_2,discharge,7.5,27.5,27.46
43,147.0,147.0,147.0,Battery_2,discharge,7.5,23.3,23.29
44,134.0,134.0,134.0,Battery_2,discharge,7.5,19.1,19.12
45,121.45,121.45,121.45,Battery_2,discharge,7.5,15.0,14.96
46,74.0,74.0,74.0,Battery_2,charge,7.5,18.3,18.33
47,128.0,128.0,128.0,Battery_2,discharge,7.5,14.2,14.17
48,124.45,124.45,124.45,Battery_2,discharge,7.5,10.0,10.0
1,122.5,122.5,0.0,Battery_3,hold,0.0,10.0,20.0
2,122.5,122.5,0.0,Battery_3,hold,0.0,10.0,20.0
3,122.5,122.5,0.0,Battery_3,hold,0.0,10.0,20.0
4,122.5,122.5,0.0,Battery_3,hold,0.0,10.0,20.0
5,120.9,120.9,0.0,Battery_3,hold,0.0,10.0,20.0
6,92.88,92.88,92.88,Battery_3,charge,15.0,13.4,26.75
7,120.9,120.9,0.0,Battery_3,hold,0.0,13.4,26.75
8,121.0,121.0,0.0,Battery_3,hold,0.0,13.4,26.75
