settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,121.48,Battery_1,hold,0.0,50.0,10.0
2,123.25,Battery_1,hold,0.0,50.0,10.0
3,121.49,Battery_1,hold,0.0,50.0,10.0
4,120.29,Battery_1,hold,0.0,50.0,10.0
5,131.96,Battery_1,hold,0.0,50.0,10.0
6,130.0,Battery_1,hold,0.0,50.0,10.0
7,128.22,Battery_1,hold,0.0,50.0,10.0
8,127.87,Battery_1,hold,0.0,50.0,10.0
9,132.23,Battery_1,hold,0.0,50.0,10.0
10,129.99,Battery_1,hold,0.0,50.0,10.0
11,149.45,Battery_1,discharge,4.0,38.9,7.78
12,146.01,Battery_1,discharge,2.4,32.2,6.44
13,149.76,Battery_1,discharge,4.0,21.1,4.22
14,151.7,Battery_1,discharge,4.0,10.0,2.0
15,144.74,Battery_1,hold,0.0,10.0,2.0
16,144.65,Battery_1,hold,0.0,10.0,2.0
17,139.59,Battery_1,hold,0.0,10.0,2.0
18,129.53,Battery_1,hold,0.0,10.0,2.0
19,118.06,Battery_1,hold,0.0,10.0,2.0
20,110.78,Battery_1,hold,0.0,10.0,2.0
21,106.5,Battery_1,hold,0.0,10.0,2.0
22,99.8,Battery_1,charge,4.0,19.0,3.8
23,105.08,Battery_1,charge,4.0,28.0,5.6
24,105.63,Battery_1,charge,3.56,36.0,7.2
25,105.26,Battery_1,charge,4.0,45.0,9.0
26,99.93,Battery_1,charge,4.0,54.0,10.8
27,99.92,Battery_1,charge,4.0,63.0,12.6
28,92.56,Battery_1,charge,4.0,72.0,14.4
29,98.09,Battery_1,charge,4.0,81.0,16.2
30,103.11,Battery_1,charge,4.0,90.0,18.0
31,106.61,Battery_1,hold,0.0,90.0,18.0
32,116.23,Battery_1,hold,0.0,90.0,18.0
33,133.73,Battery_1,hold,0.0,90.0,18.0
34,145.04,Battery_1,hold,0.0,90.0,18.0
35,162.92,Battery_1,hold,0.0,90.0,18.0
36,164.88,Battery_1,discharge,4.0,78.9,15.78
37,170.09,Battery_1,discharge,4.0,67.8,13.56
38,171.96,Battery_1,discharge,4.0,56.7,11.33
39,174.7,Battery_1,discharge,4.0,45.6,9.11
40,175.24,Battery_1,discharge,4.0,34.4,6.89
41,171.45,Battery_1,discharge,4.0,23.3,4.67
42,171.41,Battery_1,discharge,4.0,12.2,2.44
43,163.83,Battery_1,discharge,0.8,10.0,2.0
44,157.26,Battery_1,hold,0.0,10.0,2.0
45,150.35,Battery_1,hold,0.0,10.0,2.0
46,141.01,Battery_1,hold,0.0,10.0,2.0
47,151.92,Battery_1,hold,0.0,10.0,2.0
48,144.85,Battery_1,hold,0.0,10.0,2.0
1,121.48,Battery_2,hold,0.0,50.0,50.0
2,123.25,Battery_2,hold,0.0,50.0,50.0
3,121.49,Battery_2,hold,0.0,50.0,50.0
4,120.29,Battery_2,hold,0.0,50.0,50.0
5,131.96,Battery_2,hold,0.0,50.0,50.0
6,130.0,Battery_2,hold,0.0,50.0,50.0
7,128.22,Battery_2,hold,0.0,50.0,50.0
8,127.87,Battery_2,hold,0.0,50.0,50.0
9,132.23,Battery_2,hold,0.0,50.0,50.0
10,129.99,Battery_2,hold,0.0,50.0,50.0
11,149.45,Battery_2,discharge,12.5,43.1,43.06
12,146.01,Battery_2,discharge,12.5,36.1,36.11
13,149.76,Battery_2,discharge,12.5,29.2,29.17
14,151.7,Battery_2,discharge,12.5,22.2,22.22
15,144.74,Battery_2,discharge,9.62,16.9,16.88
16,144.65,Battery_2,hold,0.0,16.9,16.88
17,139.59,Battery_2,hold,0.0,16.9,16.88
18,129.53,Battery_2,hold,0.0,16.9,16.88
19,118.06,Battery_2,hold,0.0,16.9,16.88
20,110.78,Battery_2,charge,12.5,22.5,22.5
21,106.5,Battery_2,charge,12.5,28.1,28.12
22,99.8,Battery_2,charge,12.5,33.8,33.75
23,105.08,Battery_2,charge,12.5,39.4,39.38
24,105.63,Battery_2,charge,12.5,45.0,45.0
25,105.26,Battery_2,charge,12.5,50.6,50.62
26,99.93,Battery_2,charge,12.5,56.2,56.25
27,99.92,Battery_2,charge,12.5,61.9,61.88
28,92.56,Battery_2,charge,12.5,67.5,67.5
29,98.09,Battery_2,charge,12.5,73.1,73.12
30,103.11,Battery_2,charge,12.5,78.8,78.75
31,106.61,Battery_2,charge,12.5,84.4,84.38
32,116.23,Battery_2,charge,12.5,90.0,90.0
33,133.73,Battery_2,hold,0.0,90.0,90.0
34,145.04,Battery_2,hold,0.0,90.0,90.0
35,162.92,Battery_2,discharge,12.5,83.1,83.06
36,164.88,Battery_2,discharge,12.5,76.1,76.11
37,170.09,Battery_2,discharge,12.5,69.2,69.17
38,171.96,Battery_2,discharge,12.5,62.2,62.22
39,174.7,Battery_2,discharge,12.5,55.3,55.28
40,175.24,Battery_2,discharge,12.5,48.3,48.33
41,171.45,Battery_2,discharge,12.5,41.4,41.39
42,171.41,Battery_2,discharge,12.5,34.4,34.44
43,163.83,Battery_2,discharge,12.5,27.5,27.5
44,157.26,Battery_2,discharge,12.5,20.6,20.56
45,150.35,Battery_2,discharge,6.5,16.9,16.94
46,141.01,Battery_2,hold,0.0,16.9,16.94
47,151.92,Battery_2,discharge,12.5,10.0,10.0
48,144.85,Battery_2,hold,0.0,10.0,10.0
1,121.48,Battery_3,hold,0.0,50.0,100.0
2,123.25,Battery_3,hold,0.0,50.0,100.0
3,121.49,Battery_3,hold,0.0,50.0,100.0
4,120.29,Battery_3,hold,0.0,50.0,100.0
5,131.96,Battery_3,hold,0.0,50.0,100.0
6,130.0,Battery_3,hold,0.0,50.0,100.0
7,128.22,Battery_3,hold,0.0,50.0,100.0
8,127.87,Battery_3,hold,0.0,50.0,100.0
9,132.23,Battery_3,hold,0.0,50.0,100.0
10,129.99,Battery_3,hold,0.0,50.0,100.0
11,149.45,Battery_3,discharge,25.0,43.1,86.11
12,146.01,Battery_3,discharge,25.0,36.1,72.22
13,149.76,Battery_3,discharge,25.0,29.2,58.33
14,151.7,Battery_3,discharge,25.0,22.2,44.44
15,144.74,Battery_3,discharge,19.25,16.9,33.75
16,144.65,Battery_3,hold,0.0,16.9,33.75
17,139.59,Battery_3,hold,0.0,16.9,33.75
18,129.53,Battery_3,hold,0.0,16.9,33.75
19,118.06,Battery_3,hold,0.0,16.9,33.75
20,110.78,Battery_3,charge,25.0,22.5,45.0
21,106.5,Battery_3,charge,25.0,28.1,56.25
22,99.8,Battery_3,charge,25.0,33.8,67.5
23,105.08,Battery_3,charge,25.0,39.4,78.75
24,105.63,Battery_3,charge,25.0,45.0,90.0
25,105.26,Battery_3,charge,25.0,50.6,101.25
26,99.93,Battery_3,charge,25.0,56.2,112.5
27,99.92,Battery_3,charge,25.0,61.9,123.75
28,92.56,Battery_3,charge,25.0,67.5,135.0
29,98.09,Battery_3,charge,25.0,73.1,146.25
30,103.11,Battery_3,charge,25.0,78.8,157.5
31,106.61,Battery_3,charge,25.0,84.4,168.75
32,116.23,Battery_3,charge,25.0,90.0,180.0
33,133.73,Battery_3,hold,0.0,90.0,180.0
34,145.04,Battery_3,hold,0.0,90.0,180.0
35,162.92,Battery_3,discharge,25.0,83.1,166.11
36,164.88,Battery_3,discharge,25.0,76.1,152.22
37,170.09,Battery_3,discharge,25.0,69.2,138.33
38,171.96,Battery_3,discharge,25.0,62.2,124.44
39,174.7,Battery_3,discharge,25.0,55.3,110.56
40,175.24,Battery_3,discharge,25.0,48.3,96.67
41,171.45,Battery_3,discharge,25.0,41.4,82.78
42,171.41,Battery_3,discharge,25.0,34.4,68.89
43,163.83,Battery_3,discharge,25.0,27.5,55.0
44,157.26,Battery_3,discharge,25.0,20.6,41.11
45,150.35,Battery_3,discharge,13.0,16.9,33.89
46,141.01,Battery_3,hold,0.0,16.9,33.89
47,151.92,Battery_3,discharge,25.0,10.0,20.0
48,144.85,Battery_3,hold,0.0,10.0,20.0
1,121.48,Battery_4,hold,0.0,50.0,40.0
2,123.25,Battery_4,hold,0.0,50.0,40.0
3,121.49,Battery_4,hold,0.0,50.0,40.0
4,120.29,Battery_4,hold,0.0,50.0,40.0
5,131.96,Battery_4,hold,0.0,50.0,40.0
6,130.0,Battery_4,hold,0.0,50.0,40.0
7,128.22,Battery_4,hold,0.0,50.0,40.0
8,127.87,Battery_4,hold,0.0,50.0,40.0
9,132.23,Battery_4,hold,0.0,50.0,40.0
10,129.99,Battery_4,hold,0.0,50.0,40.0
11,149.45,Battery_4,discharge,10.0,43.1,34.44
12,146.01,Battery_4,discharge,10.0,36.1,28.89
13,149.76,Battery_4,discharge,10.0,29.2,23.33
14,151.7,Battery_4,discharge,10.0,22.2,17.78
15,144.74,Battery_4,discharge,7.7,16.9,13.5
16,144.65,Battery_4,hold,0.0,16.9,13.5
17,139.59,Battery_4,hold,0.0,16.9,13.5
18,129.53,Battery_4,hold,0.0,16.9,13.5
19,118.06,Battery_4,hold,0.0,16.9,13.5
20,110.78,Battery_4,charge,10.0,22.5,18.0
21,106.5,Battery_4,charge,10.0,28.1,22.5
22,99.8,Battery_4,charge,10.0,33.8,27.0
23,105.08,Battery_4,charge,10.0,39.4,31.5
24,105.63,Battery_4,charge,10.0,45.0,36.0
25,105.26,Battery_4,charge,10.0,50.6,40.5
26,99.93,Battery_4,charge,10.0,56.2,45.0
27,99.92,Battery_4,charge,10.0,61.9,49.5
28,92.56,Battery_4,charge,10.0,67.5,54.0
29,98.09,Battery_4,charge,10.0,73.1,58.5
30,103.11,Battery_4,charge,10.0,78.8,63.0
31,106.61,Battery_4,charge,10.0,84.4,67.5
32,116.23,Battery_4,charge,10.0,90.0,72.0
33,133.73,Battery_4,hold,0.0,90.0,72.0
34,145.04,Battery_4,hold,0.0,90.0,72.0
35,162.92,Battery_4,discharge,10.0,83.1,66.44
36,164.88,Battery_4,discharge,10.0,76.1,60.89
37,170.09,Battery_4,discharge,10.0,69.2,55.33
38,171.96,Battery_4,discharge,10.0,62.2,49.78
