settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
1,140.37217261750317,Battery_1,hold,0.0,50.0,10.0,152.39,147.48999999999998,153.29
2,138.20355779812166,Battery_1,hold,0.0,50.0,10.0,144.39,139.48999999999998,145.29
3,134.51643123643728,Battery_1,hold,0.0,50.0,10.0,149.47,144.57,150.37
4,131.9861021229668,Battery_1,hold,0.0,50.0,10.0,143.69,138.79,144.59
5,130.9771096291594,Battery_1,hold,0.0,50.0,10.0,142.86,137.96,143.76000000000002
6,127.74948231944728,Battery_1,charge,4.0,59.0,11.8,138.27,133.37,139.17000000000002
7,128.63979110084927,Battery_1,charge,4.0,68.0,13.6,146.46,141.56,147.36
8,125.56418427308267,Battery_1,charge,4.0,77.0,15.4,142.11,137.21,143.01000000000002
9,135.78505801756393,Battery_1,hold,0.0,77.0,15.4,144.45,139.54999999999998,145.35
10,136.81327390805302,Battery_1,hold,0.0,77.0,15.4,142.05,137.15,142.95000000000002
11,157.69746732834292,Battery_1,hold,0.0,77.0,15.4,145.1,140.2,146.0
12,167.61588304518168,Battery_1,discharge,4.0,65.9,13.18,144.51,139.60999999999999,145.41
13,166.6979627188303,Battery_1,discharge,0.12,65.6,13.11,149.12,144.22,150.02
14,185.0246082010007,Battery_1,discharge,4.0,54.4,10.89,151.04,146.14,151.94
15,191.54746324113233,Battery_1,discharge,4.0,43.3,8.67,165.32,160.42,166.22
16,199.94586493157038,Battery_1,discharge,4.0,32.2,6.44,177.0,172.1,177.9
17,178.45688727046746,Battery_1,discharge,4.0,21.1,4.22,146.49,141.59,147.39000000000001
18,176.435647508692,Battery_1,discharge,4.0,10.0,2.0,144.65,139.75,145.55
19,157.8045189093288,Battery_1,hold,0.0,10.0,2.0,128.24,123.34,129.14000000000001
20,150.44777512854034,Battery_1,hold,0.0,10.0,2.0,129.01,124.10999999999999,129.91
21,141.02946405559283,Battery_1,hold,0.0,10.0,2.0,123.07,118.16999999999999,123.97
22,135.47973050804234,Battery_1,hold,0.0,10.0,2.0,121.85,116.94999999999999,122.75
23,123.60906234373536,Battery_1,hold,0.0,10.0,2.0,113.24,108.33999999999999,114.14
24,115.83479346790907,Battery_1,charge,4.0,19.0,3.8,114.86,109.96,115.76
25,114.85421815738285,Battery_1,charge,4.0,28.0,5.6,129.77,124.87,130.67000000000002
26,111.7861628174308,Battery_1,charge,4.0,37.0,7.4,133.93,129.03,134.83
27,112.75969334526681,Battery_1,charge,4.0,46.0,9.2,134.8,129.9,135.70000000000002
28,108.09579569596922,Battery_1,charge,4.0,55.0,11.0,135.35,130.45,136.25
29,106.86490004470183,Battery_1,charge,4.0,64.0,12.8,145.21,140.31,146.11
30,104.73064854967652,Battery_1,charge,4.0,73.0,14.6,144.33,139.43,145.23000000000002
31,108.19751989515422,Battery_1,charge,4.0,82.0,16.4,155.93,151.03,156.83
32,116.61642472942961,Battery_1,charge,3.56,90.0,18.0,154.49,149.59,155.39000000000001
33,128.423664874643,Battery_1,hold,0.0,90.0,18.0,149.83,144.93,150.73000000000002
34,137.66101595949132,Battery_1,hold,0.0,90.0,18.0,142.94,138.04,143.84
35,171.39676710490795,Battery_1,hold,0.0,90.0,18.0,181.78,176.88,182.68
36,185.27007460612737,Battery_1,discharge,4.0,78.9,15.78,186.33,181.43,187.23000000000002
37,200.54935997872101,Battery_1,discharge,4.0,67.8,13.56,202.71,197.81,203.61
38,204.56971240197802,Battery_1,discharge,4.0,56.7,11.33,210.83,205.93,211.73000000000002
39,205.35058381488795,Battery_1,discharge,4.0,45.6,9.11,203.69,198.79,204.59
40,199.45131037758816,Battery_1,discharge,4.0,34.4,6.89,197.53,192.63,198.43
41,194.28313398465622,Battery_1,discharge,4.0,23.3,4.67,182.11,177.21,183.01000000000002
42,188.20220162765173,Battery_1,discharge,4.0,12.2,2.44,177.02,172.12,177.92000000000002
43,171.75608825798747,Battery_1,discharge,0.8,10.0,2.0,163.96,159.06,164.86
