settlementDate,settlementPeriod,solar_mw,wind_offshore_mw,wind_onshore_mw,wind_total_mw,renewable_total_mw
2026-04-06,1,0.0,7342.876,6052.365,13395.241,13395.241
2026-04-06,2,0.0,7342.876,6052.365,13395.241,13395.241
2026-04-06,3,0.0,7543.162,4350.734,11893.896,11893.896
2026-04-06,4,0.0,7543.162,4350.734,11893.896,11893.896
2026-04-06,5,0.0,6983.344,4030.878,11014.222,11014.222
2026-04-06,6,0.0,6983.344,4030.878,11014.222,11014.222
2026-04-06,7,0.0,6504.952,3786.175,10291.127,10291.127
2026-04-06,8,0.0,6504.952,3786.175,10291.127,10291.127
2026-04-06,9,0.0,5931.207,3516.274,9447.481,9447.481
2026-04-06,10,0.0,5931.207,3516.274,9447.481,9447.481
2026-04-06,11,0.0,5196.956,3223.356,8420.312,8420.312
2026-04-06,12,0.0,5196.956,3223.356,8420.312,8420.312
2026-04-06,13,0.0,4315.585,2998.159,7313.744000000001,7313.744000000001
2026-04-06,14,253.0,4315.585,2998.159,7313.744000000001,7566.744000000001
2026-04-06,15,963.0,3436.38,2875.13,6311.51,7274.51
2026-04-06,16,1999.0,3436.38,2875.13,6311.51,8310.51
2026-04-06,17,3176.0,2739.592,2761.779,5501.371,8677.371
2026-04-06,18,4442.0,2739.592,2761.779,5501.371,9943.371
2026-04-06,19,5759.0,2279.64,2550.177,4829.817,10588.817
2026-04-06,20,7008.0,2279.64,2550.177,4829.817,11837.817
2026-04-06,21,8093.0,1961.25,2351.429,4312.679,12405.679
2026-04-06,22,9097.0,1961.25,2351.429,4312.679,13409.679
2026-04-06,23,10086.0,1742.996,2576.527,4319.523,14405.523000000001
2026-04-06,24,10894.0,1742.996,2576.527,4319.523,15213.523000000001
2026-04-06,25,11353.0,1636.916,3151.28,4788.196,16141.196
2026-04-06,26,11541.0,1636.916,3151.28,4788.196,16329.196
2026-04-06,27,11560.0,1623.153,3664.009,5287.162,16847.162
2026-04-06,28,11363.0,1623.153,3664.009,5287.162,16650.162
2026-04-06,29,10892.0,1687.344,4020.723,5708.067,16600.067
2026-04-06,30,10183.0,1687.344,4020.723,5708.067,15891.067
2026-04-06,31,9296.0,1804.099,4211.869,6015.968,15311.968
2026-04-06,32,8274.0,1804.099,4211.869,6015.968,14289.968
2026-04-06,33,7160.0,2127.577,4285.267,6412.844,13572.844000000001
2026-04-06,34,5995.0,2127.577,4285.267,6412.844,12407.844000000001
2026-04-06,35,4813.0,2787.148,4317.695,7104.843,11917.843
2026-04-06,36,3607.0,2787.148,4317.695,7104.843,10711.843
2026-04-06,37,2395.0,3698.621,4258.967,7957.588,10352.588
2026-04-06,38,1309.0,3698.621,4258.967,7957.588,9266.588
2026-04-06,39,494.0,4714.539,4148.45,8862.989,9356.989
2026-04-06,40,32.0,4714.539,4148.45,8862.989,8894.989
2026-04-06,41,0.0,5667.992,4450.797,10118.789,10118.789
2026-04-06,42,0.0,5667.992,4450.797,10118.789,10118.789
2026-04-06,43,19.0,6435.509,5056.394,11491.903,11510.903
2026-04-06,44,0.0,6435.509,5056.394,11491.903,11491.903
2026-04-06,45,0.0,6940.368,5537.686,12478.054,12478.054
2026-04-06,46,0.0,6940.368,5537.686,12478.054,12478.054
2026-04-06,47,0.0,7212.241,5876.194,13088.435000000001,13088.435000000001
2026-04-06,48,0.0,7212.241,5876.194,13088.435000000001,13088.435000000001
