settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2024-12-18,1,2024-12-18T00:00:00Z,2024-12-17T11:47:00Z,22000,23839
2024-12-18,2,2024-12-18T00:30:00Z,2024-12-17T11:47:00Z,22200,24036
2024-12-18,3,2024-12-18T01:00:00Z,2024-12-17T11:47:00Z,21685,23516
2024-12-18,4,2024-12-18T01:30:00Z,2024-12-17T11:47:00Z,20879,22707
2024-12-18,5,2024-12-18T02:00:00Z,2024-12-17T11:47:00Z,20334,22157
2024-12-18,6,2024-12-18T02:30:00Z,2024-12-17T11:47:00Z,19888,21708
2024-12-18,7,2024-12-18T03:00:00Z,2024-12-17T11:47:00Z,19600,21417
2024-12-18,8,2024-12-18T03:30:00Z,2024-12-17T11:47:00Z,19268,21152
2024-12-18,9,2024-12-18T04:00:00Z,2024-12-17T11:47:00Z,18960,20842
2024-12-18,10,2024-12-18T04:30:00Z,2024-12-17T11:47:00Z,18999,20875
2024-12-18,11,2024-12-18T05:00:00Z,2024-12-17T11:47:00Z,19484,21443
2024-12-18,12,2024-12-18T05:30:00Z,2024-12-17T11:47:00Z,20424,22380
2024-12-18,13,2024-12-18T06:00:00Z,2024-12-17T11:47:00Z,23380,25246
2024-12-18,14,2024-12-18T06:30:00Z,2024-12-17T11:47:00Z,25300,27098
2024-12-18,15,2024-12-18T07:00:00Z,2024-12-17T11:47:00Z,28324,29004
2024-12-18,16,2024-12-18T07:30:00Z,2024-12-17T11:47:00Z,29850,30450
2024-12-18,17,2024-12-18T08:00:00Z,2024-12-17T11:47:00Z,31072,31672
2024-12-18,18,2024-12-18T08:30:00Z,2024-12-17T11:47:00Z,31616,32216
2024-12-18,19,2024-12-18T09:00:00Z,2024-12-17T11:47:00Z,32281,32881
2024-12-18,20,2024-12-18T09:30:00Z,2024-12-17T11:47:00Z,32159,32759
2024-12-18,21,2024-12-18T10:00:00Z,2024-12-17T11:47:00Z,32039,32639
2024-12-18,22,2024-12-18T10:30:00Z,2024-12-17T11:47:00Z,31968,32568
2024-12-18,23,2024-12-18T11:00:00Z,2024-12-17T11:47:00Z,32080,32680
2024-12-18,24,2024-12-18T11:30:00Z,2024-12-17T11:47:00Z,32380,32980
2024-12-18,25,2024-12-18T12:00:00Z,2024-12-17T11:47:00Z,32670,33270
2024-12-18,26,2024-12-18T12:30:00Z,2024-12-17T11:47:00Z,32639,33239
2024-12-18,27,2024-12-18T13:00:00Z,2024-12-17T11:47:00Z,32430,33030
2024-12-18,28,2024-12-18T13:30:00Z,2024-12-17T11:47:00Z,32521,33121
2024-12-18,29,2024-12-18T14:00:00Z,2024-12-17T11:47:00Z,33067,33667
2024-12-18,30,2024-12-18T14:30:00Z,2024-12-17T11:47:00Z,34300,34900
2024-12-18,31,2024-12-18T15:00:00Z,2024-12-17T11:47:00Z,35267,35867
2024-12-18,32,2024-12-18T15:30:00Z,2024-12-17T11:47:00Z,35989,36589
2024-12-18,33,2024-12-18T16:00:00Z,2024-12-17T11:47:00Z,37047,37647
2024-12-18,34,2024-12-18T16:30:00Z,2024-12-17T11:47:00Z,38039,38639
2024-12-18,35,2024-12-18T17:00:00Z,2024-12-17T11:47:00Z,39045,39645
2024-12-18,36,2024-12-18T17:30:00Z,2024-12-17T11:47:00Z,39440,40040
2024-12-18,37,2024-12-18T18:00:00Z,2024-12-17T11:47:00Z,39648,40248
2024-12-18,38,2024-12-18T18:30:00Z,2024-12-17T11:47:00Z,39306,39906
2024-12-18,39,2024-12-18T19:00:00Z,2024-12-17T11:47:00Z,38327,38927
2024-12-18,40,2024-12-18T19:30:00Z,2024-12-17T11:47:00Z,36999,37599
2024-12-18,41,2024-12-18T20:00:00Z,2024-12-17T11:47:00Z,35678,36278
2024-12-18,42,2024-12-18T20:30:00Z,2024-12-17T11:47:00Z,34660,35260
2024-12-18,43,2024-12-18T21:00:00Z,2024-12-17T11:47:00Z,33249,33849
2024-12-18,44,2024-12-18T21:30:00Z,2024-12-17T11:47:00Z,31356,31956
2024-12-18,45,2024-12-18T22:00:00Z,2024-12-17T11:47:00Z,29248,29848
2024-12-18,46,2024-12-18T22:30:00Z,2024-12-17T11:47:00Z,27656,28261
2024-12-18,47,2024-12-18T23:00:00Z,2024-12-17T11:47:00Z,25963,27016
2024-12-18,48,2024-12-18T23:30:00Z,2024-12-17T11:47:00Z,24880,25932
2024-12-19,1,2024-12-19T00:00:00Z,2024-12-17T11:47:00Z,24300,25352
2024-12-19,2,2024-12-19T00:30:00Z,2024-12-17T11:47:00Z,24550,25600
2024-12-19,3,2024-12-19T01:00:00Z,2024-12-17T11:47:00Z,23904,24954
2024-12-19,4,2024-12-19T01:30:00Z,2024-12-17T11:47:00Z,22942,23991
2024-12-19,5,2024-12-19T02:00:00Z,2024-12-17T11:47:00Z,22271,23319
2024-12-19,6,2024-12-19T02:30:00Z,2024-12-17T11:47:00Z,21713,22760
2024-12-19,7,2024-12-19T03:00:00Z,2024-12-17T11:47:00Z,21330,22376
2024-12-19,8,2024-12-19T03:30:00Z,2024-12-17T11:47:00Z,20900,21954
2024-12-19,9,2024-12-19T04:00:00Z,2024-12-17T11:47:00Z,20500,21554
2024-12-19,10,2024-12-19T04:30:00Z,2024-12-17T11:47:00Z,20632,21685
