settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,128.49,128.49,0.0,Battery_1,hold,0.0,10.0,2.0
2,108.28,108.28,0.0,Battery_1,hold,0.0,10.0,2.0
3,95.49,95.49,95.49,Battery_1,charge,3.0,16.8,3.35
4,93.99,93.99,93.99,Battery_1,charge,3.0,23.5,4.7
5,117.47,117.47,0.0,Battery_1,hold,0.0,23.5,4.7
6,107.04,107.04,107.04,Battery_1,charge,2.56,29.2,5.85
7,85.55,85.55,85.55,Battery_1,charge,3.0,36.0,7.2
8,85.56,85.56,85.56,Battery_1,charge,3.0,42.8,8.55
9,87.51,87.51,87.51,Battery_1,charge,3.0,49.5,9.9
10,86.7,86.7,86.7,Battery_1,charge,3.0,56.2,11.25
11,111.21,111.21,0.0,Battery_1,hold,0.0,56.2,11.25
12,96.35,96.35,96.35,Battery_1,charge,3.0,63.0,12.6
13,96.35,96.35,96.35,Battery_1,charge,3.0,69.8,13.95
14,93.99,93.99,93.99,Battery_1,charge,3.0,76.5,15.3
15,85.75,85.75,85.75,Battery_1,charge,3.0,83.2,16.65
16,86.9,86.9,86.9,Battery_1,charge,3.0,90.0,18.0
17,144.49,144.49,144.49,Battery_1,discharge,3.0,81.7,16.33
18,144.49,144.49,144.49,Battery_1,discharge,3.0,73.3,14.67
19,150.0,150.0,150.0,Battery_1,discharge,3.0,65.0,13.0
20,144.49,144.49,144.49,Battery_1,discharge,3.0,56.7,11.33
21,144.49,144.49,144.49,Battery_1,discharge,2.58,49.5,9.9
22,96.6,96.6,96.6,Battery_1,charge,3.0,56.2,11.25
23,86.25,86.25,86.25,Battery_1,charge,3.0,63.0,12.6
24,134.32,134.32,0.0,Battery_1,hold,0.0,63.0,12.6
25,86.25,86.25,86.25,Battery_1,charge,3.0,69.8,13.95
26,86.5,86.5,86.5,Battery_1,charge,3.0,76.5,15.3
27,86.52,86.52,86.52,Battery_1,charge,3.0,83.2,16.65
28,128.65,128.65,0.0,Battery_1,hold,0.0,83.2,16.65
29,86.52,86.52,86.52,Battery_1,charge,3.0,90.0,18.0
30,125.0,125.0,0.0,Battery_1,hold,0.0,90.0,18.0
31,145.37,145.37,145.37,Battery_1,discharge,3.0,81.7,16.33
32,150.0,150.0,150.0,Battery_1,discharge,3.0,73.3,14.67
33,158.95,158.95,158.95,Battery_1,discharge,3.0,65.0,13.0
34,150.0,150.0,150.0,Battery_1,discharge,3.0,56.7,11.33
35,150.0,150.0,150.0,Battery_1,discharge,3.0,48.3,9.67
36,86.05,86.05,86.05,Battery_1,charge,3.0,55.1,11.02
37,144.65,144.65,144.65,Battery_1,discharge,3.0,46.8,9.35
38,166.9,166.9,166.9,Battery_1,discharge,3.0,38.4,7.68
