settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,115.76,Battery_1,hold,0.0,50.0,10.0
2,115.87,Battery_1,hold,0.0,50.0,10.0
3,112.67,Battery_1,hold,0.0,50.0,10.0
4,115.05,Battery_1,hold,0.0,50.0,10.0
5,113.03,Battery_1,hold,0.0,50.0,10.0
6,113.11,Battery_1,hold,0.0,50.0,10.0
7,115.88,Battery_1,hold,0.0,50.0,10.0
8,113.53,Battery_1,hold,0.0,50.0,10.0
9,121.19,Battery_1,hold,0.0,50.0,10.0
10,117.14,Battery_1,hold,0.0,50.0,10.0
11,134.66,Battery_1,hold,0.0,50.0,10.0
12,136.09,Battery_1,discharge,3.52,40.2,8.04
13,138.69,Battery_1,discharge,4.0,29.1,5.82
14,151.78,Battery_1,discharge,4.0,18.0,3.6
15,130.78,Battery_1,hold,0.0,18.0,3.6
16,133.82,Battery_1,hold,0.0,18.0,3.6
17,126.78,Battery_1,hold,0.0,18.0,3.6
18,128.76,Battery_1,hold,0.0,18.0,3.6
19,130.56,Battery_1,hold,0.0,18.0,3.6
20,131.8,Battery_1,hold,0.0,18.0,3.6
21,130.02,Battery_1,hold,0.0,18.0,3.6
22,122.14,Battery_1,hold,0.0,18.0,3.6
23,111.27,Battery_1,hold,0.0,18.0,3.6
24,104.2,Battery_1,charge,4.0,27.0,5.4
25,102.47,Battery_1,charge,4.0,36.0,7.2
26,103.8,Battery_1,charge,4.0,45.0,9.0
27,98.09,Battery_1,charge,4.0,54.0,10.8
28,93.72,Battery_1,charge,4.0,63.0,12.6
29,99.92,Battery_1,charge,4.0,72.0,14.4
30,98.54,Battery_1,charge,4.0,81.0,16.2
31,106.42,Battery_1,charge,4.0,90.0,18.0
32,111.42,Battery_1,hold,0.0,90.0,18.0
33,126.12,Battery_1,hold,0.0,90.0,18.0
34,119.51,Battery_1,hold,0.0,90.0,18.0
35,121.15,Battery_1,hold,0.0,90.0,18.0
36,130.1,Battery_1,hold,0.0,90.0,18.0
37,146.59,Battery_1,discharge,0.8,87.8,17.56
38,150.84,Battery_1,discharge,4.0,76.7,15.33
39,154.36,Battery_1,discharge,4.0,65.6,13.11
40,156.48,Battery_1,discharge,4.0,54.4,10.89
41,154.34,Battery_1,discharge,4.0,43.3,8.67
42,153.28,Battery_1,discharge,4.0,32.2,6.44
43,151.24,Battery_1,discharge,4.0,21.1,4.22
44,146.99,Battery_1,discharge,4.0,10.0,2.0
45,140.9,Battery_1,hold,0.0,10.0,2.0
46,133.06,Battery_1,hold,0.0,10.0,2.0
47,135.41,Battery_1,hold,0.0,10.0,2.0
48,135.24,Battery_1,hold,0.0,10.0,2.0
1,115.76,Battery_2,hold,0.0,50.0,50.0
2,115.87,Battery_2,hold,0.0,50.0,50.0
3,112.67,Battery_2,hold,0.0,50.0,50.0
4,115.05,Battery_2,hold,0.0,50.0,50.0
5,113.03,Battery_2,hold,0.0,50.0,50.0
6,113.11,Battery_2,hold,0.0,50.0,50.0
7,115.88,Battery_2,hold,0.0,50.0,50.0
8,113.53,Battery_2,hold,0.0,50.0,50.0
9,121.19,Battery_2,hold,0.0,50.0,50.0
10,117.14,Battery_2,hold,0.0,50.0,50.0
11,134.66,Battery_2,hold,0.0,50.0,50.0
12,136.09,Battery_2,discharge,12.5,43.1,43.06
13,138.69,Battery_2,discharge,12.5,36.1,36.11
14,151.78,Battery_2,discharge,12.5,29.2,29.17
15,130.78,Battery_2,hold,0.0,29.2,29.17
16,133.82,Battery_2,hold,0.0,29.2,29.17
17,126.78,Battery_2,hold,0.0,29.2,29.17
18,128.76,Battery_2,hold,0.0,29.2,29.17
19,130.56,Battery_2,hold,0.0,29.2,29.17
20,131.8,Battery_2,hold,0.0,29.2,29.17
21,130.02,Battery_2,hold,0.0,29.2,29.17
22,122.14,Battery_2,hold,0.0,29.2,29.17
23,111.27,Battery_2,hold,0.0,29.2,29.17
24,104.2,Battery_2,charge,12.5,34.8,34.79
25,102.47,Battery_2,charge,12.5,40.4,40.42
26,103.8,Battery_2,charge,12.5,46.0,46.04
27,98.09,Battery_2,charge,12.5,51.7,51.67
28,93.72,Battery_2,charge,12.5,57.3,57.29
29,99.92,Battery_2,charge,12.5,62.9,62.92
30,98.54,Battery_2,charge,12.5,68.5,68.54
31,106.42,Battery_2,charge,12.5,74.2,74.17
32,111.42,Battery_2,hold,0.0,74.2,74.17
33,126.12,Battery_2,hold,0.0,74.2,74.17
34,119.51,Battery_2,hold,0.0,74.2,74.17
35,121.15,Battery_2,hold,0.0,74.2,74.17
36,130.1,Battery_2,hold,0.0,74.2,74.17
37,146.59,Battery_2,discharge,12.5,67.2,67.22
38,150.84,Battery_2,discharge,12.5,60.3,60.28
39,154.36,Battery_2,discharge,12.5,53.3,53.33
40,156.48,Battery_2,discharge,12.5,46.4,46.39
41,154.34,Battery_2,discharge,12.5,39.4,39.44
42,153.28,Battery_2,discharge,12.5,32.5,32.5
43,151.24,Battery_2,discharge,12.5,25.6,25.56
44,146.99,Battery_2,discharge,12.5,18.6,18.61
45,140.9,Battery_2,discharge,12.5,11.7,11.67
46,133.06,Battery_2,hold,0.0,11.7,11.67
47,135.41,Battery_2,discharge,3.0,10.0,10.0
48,135.24,Battery_2,hold,0.0,10.0,10.0
1,115.76,Battery_3,hold,0.0,50.0,100.0
2,115.87,Battery_3,hold,0.0,50.0,100.0
3,112.67,Battery_3,hold,0.0,50.0,100.0
4,115.05,Battery_3,hold,0.0,50.0,100.0
5,113.03,Battery_3,hold,0.0,50.0,100.0
6,113.11,Battery_3,hold,0.0,50.0,100.0
7,115.88,Battery_3,hold,0.0,50.0,100.0
8,113.53,Battery_3,hold,0.0,50.0,100.0
9,121.19,Battery_3,hold,0.0,50.0,100.0
10,117.14,Battery_3,hold,0.0,50.0,100.0
11,134.66,Battery_3,hold,0.0,50.0,100.0
12,136.09,Battery_3,discharge,25.0,43.1,86.11
13,138.69,Battery_3,discharge,25.0,36.1,72.22
14,151.78,Battery_3,discharge,25.0,29.2,58.33
15,130.78,Battery_3,hold,0.0,29.2,58.33
16,133.82,Battery_3,hold,0.0,29.2,58.33
17,126.78,Battery_3,hold,0.0,29.2,58.33
18,128.76,Battery_3,hold,0.0,29.2,58.33
19,130.56,Battery_3,hold,0.0,29.2,58.33
20,131.8,Battery_3,hold,0.0,29.2,58.33
21,130.02,Battery_3,hold,0.0,29.2,58.33
22,122.14,Battery_3,hold,0.0,29.2,58.33
23,111.27,Battery_3,hold,0.0,29.2,58.33
24,104.2,Battery_3,charge,25.0,34.8,69.58
25,102.47,Battery_3,charge,25.0,40.4,80.83
26,103.8,Battery_3,charge,25.0,46.0,92.08
27,98.09,Battery_3,charge,25.0,51.7,103.33
28,93.72,Battery_3,charge,25.0,57.3,114.58
29,99.92,Battery_3,charge,25.0,62.9,125.83
30,98.54,Battery_3,charge,25.0,68.5,137.08
31,106.42,Battery_3,charge,25.0,74.2,148.33
32,111.42,Battery_3,hold,0.0,74.2,148.33
33,126.12,Battery_3,hold,0.0,74.2,148.33
34,119.51,Battery_3,hold,0.0,74.2,148.33
35,121.15,Battery_3,hold,0.0,74.2,148.33
36,130.1,Battery_3,hold,0.0,74.2,148.33
37,146.59,Battery_3,discharge,25.0,67.2,134.44
38,150.84,Battery_3,discharge,25.0,60.3,120.56
39,154.36,Battery_3,discharge,25.0,53.3,106.67
40,156.48,Battery_3,discharge,25.0,46.4,92.78
41,154.34,Battery_3,discharge,25.0,39.4,78.89
42,153.28,Battery_3,discharge,25.0,32.5,65.0
43,151.24,Battery_3,discharge,25.0,25.6,51.11
44,146.99,Battery_3,discharge,25.0,18.6,37.22
45,140.9,Battery_3,discharge,25.0,11.7,23.33
46,133.06,Battery_3,hold,0.0,11.7,23.33
47,135.41,Battery_3,discharge,6.0,10.0,20.0
48,135.24,Battery_3,hold,0.0,10.0,20.0
1,115.76,Battery_4,hold,0.0,50.0,40.0
2,115.87,Battery_4,hold,0.0,50.0,40.0
3,112.67,Battery_4,hold,0.0,50.0,40.0
4,115.05,Battery_4,hold,0.0,50.0,40.0
5,113.03,Battery_4,hold,0.0,50.0,40.0
6,113.11,Battery_4,hold,0.0,50.0,40.0
7,115.88,Battery_4,hold,0.0,50.0,40.0
8,113.53,Battery_4,hold,0.0,50.0,40.0
9,121.19,Battery_4,hold,0.0,50.0,40.0
10,117.14,Battery_4,hold,0.0,50.0,40.0
11,134.66,Battery_4,hold,0.0,50.0,40.0
12,136.09,Battery_4,discharge,10.0,43.1,34.44
13,138.69,Battery_4,discharge,10.0,36.1,28.89
14,151.78,Battery_4,discharge,10.0,29.2,23.33
15,130.78,Battery_4,hold,0.0,29.2,23.33
16,133.82,Battery_4,hold,0.0,29.2,23.33
17,126.78,Battery_4,hold,0.0,29.2,23.33
18,128.76,Battery_4,hold,0.0,29.2,23.33
19,130.56,Battery_4,hold,0.0,29.2,23.33
20,131.8,Battery_4,hold,0.0,29.2,23.33
21,130.02,Battery_4,hold,0.0,29.2,23.33
22,122.14,Battery_4,hold,0.0,29.2,23.33
23,111.27,Battery_4,hold,0.0,29.2,23.33
24,104.2,Battery_4,charge,10.0,34.8,27.83
25,102.47,Battery_4,charge,10.0,40.4,32.33
26,103.8,Battery_4,charge,10.0,46.0,36.83
27,98.09,Battery_4,charge,10.0,51.7,41.33
28,93.72,Battery_4,charge,10.0,57.3,45.83
29,99.92,Battery_4,charge,10.0,62.9,50.33
30,98.54,Battery_4,charge,10.0,68.5,54.83
31,106.42,Battery_4,charge,10.0,74.2,59.33
32,111.42,Battery_4,hold,0.0,74.2,59.33
33,126.12,Battery_4,hold,0.0,74.2,59.33
34,119.51,Battery_4,hold,0.0,74.2,59.33
35,121.15,Battery_4,hold,0.0,74.2,59.33
36,130.1,Battery_4,hold,0.0,74.2,59.33
37,146.59,Battery_4,discharge,10.0,67.2,53.78
38,150.84,Battery_4,discharge,10.0,60.3,48.22
39,154.36,Battery_4,discharge,10.0,53.3,42.67
40,156.48,Battery_4,discharge,10.0,46.4,37.11
41,154.34,Battery_4,discharge,10.0,39.4,31.56
42,153.28,Battery_4,discharge,10.0,32.5,26.0
43,151.24,Battery_4,discharge,10.0,25.6,20.44
44,146.99,Battery_4,discharge,10.0,18.6,14.89
45,140.9,Battery_4,discharge,10.0,11.7,9.33
46,133.06,Battery_4,hold,0.0,11.7,9.33
47,135.41,Battery_4,discharge,2.4,10.0,8.0
48,135.24,Battery_4,hold,0.0,10.0,8.0
1,115.76,Battery_5,hold,0.0,50.0,80.0
2,115.87,Battery_5,hold,0.0,50.0,80.0
3,112.67,Battery_5,hold,0.0,50.0,80.0
4,115.05,Battery_5,hold,0.0,50.0,80.0
5,113.03,Battery_5,hold,0.0,50.0,80.0
6,113.11,Battery_5,hold,0.0,50.0,80.0
7,115.88,Battery_5,hold,0.0,50.0,80.0
8,113.53,Battery_5,hold,0.0,50.0,80.0
9,121.19,Battery_5,hold,0.0,50.0,80.0
10,117.14,Battery_5,hold,0.0,50.0,80.0
11,134.66,Battery_5,hold,0.0,50.0,80.0
12,136.09,Battery_5,discharge,20.0,43.1,68.89
13,138.69,Battery_5,discharge,20.0,36.1,57.78
14,151.78,Battery_5,discharge,20.0,29.2,46.67
15,130.78,Battery_5,hold,0.0,29.2,46.67
16,133.82,Battery_5,hold,0.0,29.2,46.67
17,126.78,Battery_5,hold,0.0,29.2,46.67
18,128.76,Battery_5,hold,0.0,29.2,46.67
19,130.56,Battery_5,hold,0.0,29.2,46.67
20,131.8,Battery_5,hold,0.0,29.2,46.67
21,130.02,Battery_5,hold,0.0,29.2,46.67
22,122.14,Battery_5,hold,0.0,29.2,46.67
23,111.27,Battery_5,hold,0.0,29.2,46.67
24,104.2,Battery_5,charge,20.0,34.8,55.67
25,102.47,Battery_5,charge,20.0,40.4,64.67
26,103.8,Battery_5,charge,20.0,46.0,73.67
27,98.09,Battery_5,charge,20.0,51.7,82.67
28,93.72,Battery_5,charge,20.0,57.3,91.67
29,99.92,Battery_5,charge,20.0,62.9,100.67
30,98.54,Battery_5,charge,20.0,68.5,109.67
31,106.42,Battery_5,charge,20.0,74.2,118.67
32,111.42,Battery_5,hold,0.0,74.2,118.67
33,126.12,Battery_5,hold,0.0,74.2,118.67
34,119.51,Battery_5,hold,0.0,74.2,118.67
35,121.15,Battery_5,hold,0.0,74.2,118.67
36,130.1,Battery_5,hold,0.0,74.2,118.67
37,146.59,Battery_5,discharge,20.0,67.2,107.56
38,150.84,Battery_5,discharge,20.0,60.3,96.44
39,154.36,Battery_5,discharge,20.0,53.3,85.33
40,156.48,Battery_5,discharge,20.0,46.4,74.22
41,154.34,Battery_5,discharge,20.0,39.4,63.11
42,153.28,Battery_5,discharge,20.0,32.5,52.0
43,151.24,Battery_5,discharge,20.0,25.6,40.89
44,146.99,Battery_5,discharge,20.0,18.6,29.78
45,140.9,Battery_5,discharge,20.0,11.7,18.67
46,133.06,Battery_5,hold,0.0,11.7,18.67
47,135.41,Battery_5,discharge,4.8,10.0,16.0
48,135.24,Battery_5,hold,0.0,10.0,16.0
