settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,193.0,193.0,0.0,Battery_1,hold,0.0,10.0,2.0
2,190.0,190.0,0.0,Battery_1,hold,0.0,10.0,2.0
3,158.68,158.68,0.0,Battery_1,hold,0.0,10.0,2.0
4,180.85,180.85,0.0,Battery_1,hold,0.0,10.0,2.0
5,133.37,133.37,133.37,Battery_1,charge,3.0,16.8,3.35
6,112.0,112.0,112.0,Battery_1,charge,3.0,23.5,4.7
7,134.69,134.69,134.69,Battery_1,charge,3.0,30.2,6.05
8,134.69,134.69,134.69,Battery_1,charge,3.0,37.0,7.4
9,144.98,144.98,144.98,Battery_1,charge,3.0,43.8,8.75
10,152.11,152.11,0.0,Battery_1,hold,0.0,43.8,8.75
11,177.28,177.28,0.0,Battery_1,hold,0.0,43.8,8.75
12,179.22,179.22,0.0,Battery_1,hold,0.0,43.8,8.75
13,182.08,182.08,182.08,Battery_1,discharge,3.0,35.4,7.08
14,180.65,180.65,180.65,Battery_1,discharge,2.58,28.3,5.65
15,138.6,138.6,138.6,Battery_1,charge,3.0,35.0,7.0
16,254.9,254.9,254.9,Battery_1,discharge,3.0,26.7,5.33
17,188.0,188.0,188.0,Battery_1,discharge,3.0,18.3,3.67
18,188.0,188.0,188.0,Battery_1,discharge,3.0,10.0,2.0
19,112.5,112.5,112.5,Battery_1,charge,3.0,16.8,3.35
20,112.69,112.69,112.69,Battery_1,charge,3.0,23.5,4.7
21,112.69,112.69,112.69,Battery_1,charge,3.0,30.2,6.05
22,112.69,112.69,112.69,Battery_1,charge,3.0,37.0,7.4
23,155.0,155.0,0.0,Battery_1,hold,0.0,37.0,7.4
24,169.32,169.32,169.32,Battery_1,discharge,3.0,28.7,5.73
25,202.0,202.0,202.0,Battery_1,discharge,3.0,20.3,4.07
26,196.79,196.79,196.79,Battery_1,discharge,3.0,12.0,2.4
27,128.32,128.32,128.32,Battery_1,charge,3.0,18.8,3.75
28,124.52,124.52,124.52,Battery_1,charge,3.0,25.5,5.1
29,122.5,122.5,122.5,Battery_1,charge,3.0,32.2,6.45
30,189.0,189.0,189.0,Battery_1,discharge,3.0,23.9,4.78
31,189.0,189.0,189.0,Battery_1,discharge,3.0,15.6,3.12
32,119.79,119.79,119.79,Battery_1,charge,3.0,22.3,4.47
33,149.21,149.21,0.0,Battery_1,hold,0.0,22.3,4.47
34,189.0,189.0,189.0,Battery_1,discharge,3.0,14.0,2.8
35,130.08,130.08,130.08,Battery_1,charge,3.0,20.8,4.15
