settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,123.94,123.94,123.94,Battery_1,charge,3.0,16.8,3.35
2,107.58,107.58,107.58,Battery_1,charge,3.0,23.5,4.7
3,93.4,93.4,93.4,Battery_1,charge,3.0,30.2,6.05
4,94.5,94.5,94.5,Battery_1,charge,3.0,37.0,7.4
5,109.03,109.03,109.03,Battery_1,charge,3.0,43.8,8.75
6,94.5,94.5,94.5,Battery_1,charge,3.0,50.5,10.1
7,94.5,94.5,94.5,Battery_1,charge,3.0,57.2,11.45
8,93.41,93.41,93.41,Battery_1,charge,3.0,64.0,12.8
9,94.5,94.5,94.5,Battery_1,charge,3.0,70.8,14.15
10,93.41,93.41,93.41,Battery_1,charge,3.0,77.5,15.5
11,94.5,94.5,94.5,Battery_1,charge,3.0,84.2,16.85
12,159.0,159.0,159.0,Battery_1,discharge,3.0,75.9,15.18
13,159.0,159.0,159.0,Battery_1,discharge,3.0,67.6,13.52
14,159.0,159.0,159.0,Battery_1,discharge,3.0,59.2,11.85
15,159.0,159.0,159.0,Battery_1,discharge,3.0,50.9,10.18
16,159.0,159.0,159.0,Battery_1,discharge,3.0,42.6,8.52
17,150.0,150.0,0.0,Battery_1,hold,0.0,42.6,8.52
18,159.0,159.0,159.0,Battery_1,discharge,3.0,34.2,6.85
19,159.0,159.0,159.0,Battery_1,discharge,3.0,25.9,5.18
20,165.0,165.0,165.0,Battery_1,discharge,3.0,17.6,3.52
21,159.0,159.0,159.0,Battery_1,discharge,2.73,10.0,2.0
22,159.0,159.0,0.0,Battery_1,hold,0.0,10.0,2.0
23,130.0,130.0,0.0,Battery_1,hold,0.0,10.0,2.0
24,93.2,93.2,93.2,Battery_1,charge,3.0,16.8,3.35
25,88.37,88.37,88.37,Battery_1,charge,3.0,23.5,4.7
26,62.43,62.43,62.43,Battery_1,charge,3.0,30.2,6.05
27,86.24,86.24,86.24,Battery_1,charge,3.0,37.0,7.4
28,86.24,86.24,86.24,Battery_1,charge,3.0,43.8,8.75
29,86.24,86.24,86.24,Battery_1,charge,3.0,50.5,10.1
30,88.0,88.0,88.0,Battery_1,charge,3.0,57.2,11.45
31,92.5,92.5,92.5,Battery_1,charge,3.0,64.0,12.8
32,92.5,92.5,92.5,Battery_1,charge,3.0,70.8,14.15
33,155.25,155.25,155.25,Battery_1,discharge,3.0,62.4,12.48
34,94.5,94.5,94.5,Battery_1,charge,0.33,63.2,12.63
35,92.5,92.5,92.5,Battery_1,charge,3.0,69.9,13.98
36,94.5,94.5,94.5,Battery_1,charge,3.0,76.7,15.33
37,94.6,94.6,0.0,Battery_1,hold,0.0,76.7,15.33
38,173.89,173.89,173.89,Battery_1,discharge,3.0,68.3,13.67
