settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,153.58,Battery_1,hold,0.0,50.0,10.0
2,156.54,Battery_1,hold,0.0,50.0,10.0
3,160.79,Battery_1,hold,0.0,50.0,10.0
4,162.99,Battery_1,hold,0.0,50.0,10.0
5,162.07,Battery_1,hold,0.0,50.0,10.0
6,161.39,Battery_1,hold,0.0,50.0,10.0
7,154.83,Battery_1,hold,0.0,50.0,10.0
8,143.23,Battery_1,hold,0.0,50.0,10.0
9,138.69,Battery_1,hold,0.0,50.0,10.0
10,135.32,Battery_1,charge,4.0,59.0,11.8
11,128.75,Battery_1,charge,4.0,68.0,13.6
12,132.77,Battery_1,charge,4.0,77.0,15.4
13,133.4,Battery_1,charge,4.0,86.0,17.2
14,137.1,Battery_1,hold,0.0,86.0,17.2
15,150.58,Battery_1,hold,0.0,86.0,17.2
16,154.44,Battery_1,hold,0.0,86.0,17.2
17,162.99,Battery_1,hold,0.0,86.0,17.2
18,161.72,Battery_1,hold,0.0,86.0,17.2
19,166.97,Battery_1,hold,0.0,86.0,17.2
20,168.28,Battery_1,discharge,3.36,76.7,15.33
21,168.64,Battery_1,discharge,4.0,65.6,13.11
22,166.15,Battery_1,hold,0.0,65.6,13.11
23,165.45,Battery_1,hold,0.0,65.6,13.11
24,167.38,Battery_1,hold,0.0,65.6,13.11
25,168.51,Battery_1,discharge,4.0,54.4,10.89
26,166.41,Battery_1,hold,0.0,54.4,10.89
27,159.87,Battery_1,hold,0.0,54.4,10.89
28,160.24,Battery_1,hold,0.0,54.4,10.89
29,165.63,Battery_1,hold,0.0,54.4,10.89
30,166.4,Battery_1,hold,0.0,54.4,10.89
31,158.84,Battery_1,hold,0.0,54.4,10.89
32,152.78,Battery_1,hold,0.0,54.4,10.89
33,151.3,Battery_1,hold,0.0,54.4,10.89
34,155.64,Battery_1,hold,0.0,54.4,10.89
35,156.85,Battery_1,hold,0.0,54.4,10.89
36,159.13,Battery_1,hold,0.0,54.4,10.89
37,164.91,Battery_1,hold,0.0,54.4,10.89
38,168.39,Battery_1,discharge,4.0,43.3,8.67
39,172.54,Battery_1,discharge,4.0,32.2,6.44
40,169.5,Battery_1,discharge,4.0,21.1,4.22
41,166.22,Battery_1,hold,0.0,21.1,4.22
42,173.45,Battery_1,discharge,4.0,10.0,2.0
43,166.11,Battery_1,hold,0.0,10.0,2.0
44,162.16,Battery_1,hold,0.0,10.0,2.0
45,159.66,Battery_1,hold,0.0,10.0,2.0
46,152.5,Battery_1,hold,0.0,10.0,2.0
47,144.33,Battery_1,hold,0.0,10.0,2.0
48,145.66,Battery_1,hold,0.0,10.0,2.0
1,153.58,Battery_2,hold,0.0,50.0,50.0
2,156.54,Battery_2,hold,0.0,50.0,50.0
3,160.79,Battery_2,hold,0.0,50.0,50.0
4,162.99,Battery_2,hold,0.0,50.0,50.0
5,162.07,Battery_2,hold,0.0,50.0,50.0
6,161.39,Battery_2,hold,0.0,50.0,50.0
7,154.83,Battery_2,hold,0.0,50.0,50.0
8,143.23,Battery_2,hold,0.0,50.0,50.0
9,138.69,Battery_2,hold,0.0,50.0,50.0
10,135.32,Battery_2,hold,0.0,50.0,50.0
11,128.75,Battery_2,charge,12.5,55.6,55.62
12,132.77,Battery_2,charge,12.5,61.3,61.25
13,133.4,Battery_2,charge,12.5,66.9,66.88
14,137.1,Battery_2,hold,0.0,66.9,66.88
15,150.58,Battery_2,hold,0.0,66.9,66.88
16,154.44,Battery_2,hold,0.0,66.9,66.88
17,162.99,Battery_2,hold,0.0,66.9,66.88
18,161.72,Battery_2,hold,0.0,66.9,66.88
19,166.97,Battery_2,discharge,2.38,65.6,65.56
20,168.28,Battery_2,discharge,12.5,58.6,58.61
21,168.64,Battery_2,discharge,12.5,51.7,51.67
22,166.15,Battery_2,hold,0.0,51.7,51.67
23,165.45,Battery_2,hold,0.0,51.7,51.67
24,167.38,Battery_2,discharge,12.5,44.7,44.72
25,168.51,Battery_2,discharge,12.5,37.8,37.78
26,166.41,Battery_2,hold,0.0,37.8,37.78
27,159.87,Battery_2,hold,0.0,37.8,37.78
28,160.24,Battery_2,hold,0.0,37.8,37.78
29,165.63,Battery_2,hold,0.0,37.8,37.78
30,166.4,Battery_2,hold,0.0,37.8,37.78
31,158.84,Battery_2,hold,0.0,37.8,37.78
32,152.78,Battery_2,hold,0.0,37.8,37.78
33,151.3,Battery_2,hold,0.0,37.8,37.78
34,155.64,Battery_2,hold,0.0,37.8,37.78
35,156.85,Battery_2,hold,0.0,37.8,37.78
36,159.13,Battery_2,hold,0.0,37.8,37.78
37,164.91,Battery_2,hold,0.0,37.8,37.78
38,168.39,Battery_2,discharge,12.5,30.8,30.83
39,172.54,Battery_2,discharge,12.5,23.9,23.89
40,169.5,Battery_2,discharge,12.5,16.9,16.94
41,166.22,Battery_2,hold,0.0,16.9,16.94
42,173.45,Battery_2,discharge,12.5,10.0,10.0
43,166.11,Battery_2,hold,0.0,10.0,10.0
44,162.16,Battery_2,hold,0.0,10.0,10.0
45,159.66,Battery_2,hold,0.0,10.0,10.0
