settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2025-02-23,1,2025-02-23T00:00:00Z,2025-02-22T11:47:00Z,23480,24080
2025-02-23,2,2025-02-23T00:30:00Z,2025-02-22T11:47:00Z,23580,24180
2025-02-23,3,2025-02-23T01:00:00Z,2025-02-22T11:47:00Z,22834,23434
2025-02-23,4,2025-02-23T01:30:00Z,2025-02-22T11:47:00Z,21927,22527
2025-02-23,5,2025-02-23T02:00:00Z,2025-02-22T11:47:00Z,21093,21693
2025-02-23,6,2025-02-23T02:30:00Z,2025-02-22T11:47:00Z,20772,21611
2025-02-23,7,2025-02-23T03:00:00Z,2025-02-22T11:47:00Z,19917,21857
2025-02-23,8,2025-02-23T03:30:00Z,2025-02-22T11:47:00Z,19448,21563
2025-02-23,9,2025-02-23T04:00:00Z,2025-02-22T11:47:00Z,18955,21061
2025-02-23,10,2025-02-23T04:30:00Z,2025-02-22T11:47:00Z,18527,20623
2025-02-23,11,2025-02-23T05:00:00Z,2025-02-22T11:47:00Z,18371,20458
2025-02-23,12,2025-02-23T05:30:00Z,2025-02-22T11:47:00Z,18260,20337
2025-02-23,13,2025-02-23T06:00:00Z,2025-02-22T11:47:00Z,18613,20556
2025-02-23,14,2025-02-23T06:30:00Z,2025-02-22T11:47:00Z,18904,20822
2025-02-23,15,2025-02-23T07:00:00Z,2025-02-22T11:47:00Z,19639,20557
2025-02-23,16,2025-02-23T07:30:00Z,2025-02-22T11:47:00Z,20110,20710
2025-02-23,17,2025-02-23T08:00:00Z,2025-02-22T11:47:00Z,21629,22229
2025-02-23,18,2025-02-23T08:30:00Z,2025-02-22T11:47:00Z,22731,23331
2025-02-23,19,2025-02-23T09:00:00Z,2025-02-22T11:47:00Z,24217,24817
2025-02-23,20,2025-02-23T09:30:00Z,2025-02-22T11:47:00Z,24935,25535
2025-02-23,21,2025-02-23T10:00:00Z,2025-02-22T11:47:00Z,25640,26240
2025-02-23,22,2025-02-23T10:30:00Z,2025-02-22T11:47:00Z,25673,26273
2025-02-23,23,2025-02-23T11:00:00Z,2025-02-22T11:47:00Z,26291,27141
2025-02-23,24,2025-02-23T11:30:00Z,2025-02-22T11:47:00Z,26520,27371
2025-02-23,25,2025-02-23T12:00:00Z,2025-02-22T11:47:00Z,27308,28787
2025-02-23,26,2025-02-23T12:30:00Z,2025-02-22T11:47:00Z,27900,29935
2025-02-23,27,2025-02-23T13:00:00Z,2025-02-22T11:47:00Z,28100,30124
2025-02-23,28,2025-02-23T13:30:00Z,2025-02-22T11:47:00Z,28119,30134
2025-02-23,29,2025-02-23T14:00:00Z,2025-02-22T11:47:00Z,28214,30213
2025-02-23,30,2025-02-23T14:30:00Z,2025-02-22T11:47:00Z,28376,29968
2025-02-23,31,2025-02-23T15:00:00Z,2025-02-22T11:47:00Z,28929,29580
2025-02-23,32,2025-02-23T15:30:00Z,2025-02-22T11:47:00Z,29400,30000
2025-02-23,33,2025-02-23T16:00:00Z,2025-02-22T11:47:00Z,30257,30857
2025-02-23,34,2025-02-23T16:30:00Z,2025-02-22T11:47:00Z,31454,32054
2025-02-23,35,2025-02-23T17:00:00Z,2025-02-22T11:47:00Z,32698,33298
2025-02-23,36,2025-02-23T17:30:00Z,2025-02-22T11:47:00Z,33190,33790
2025-02-23,37,2025-02-23T18:00:00Z,2025-02-22T11:47:00Z,32710,33310
2025-02-23,38,2025-02-23T18:30:00Z,2025-02-22T11:47:00Z,32075,32675
2025-02-23,39,2025-02-23T19:00:00Z,2025-02-22T11:47:00Z,30877,31477
2025-02-23,40,2025-02-23T19:30:00Z,2025-02-22T11:47:00Z,29899,30499
2025-02-23,41,2025-02-23T20:00:00Z,2025-02-22T11:47:00Z,28931,29531
2025-02-23,42,2025-02-23T20:30:00Z,2025-02-22T11:47:00Z,27860,28460
2025-02-23,43,2025-02-23T21:00:00Z,2025-02-22T11:47:00Z,26759,27359
2025-02-23,44,2025-02-23T21:30:00Z,2025-02-22T11:47:00Z,25547,26147
2025-02-23,45,2025-02-23T22:00:00Z,2025-02-22T11:47:00Z,24091,24691
2025-02-23,46,2025-02-23T22:30:00Z,2025-02-22T11:47:00Z,23023,23677
2025-02-23,47,2025-02-23T23:00:00Z,2025-02-22T11:47:00Z,21619,23112
2025-02-23,48,2025-02-23T23:30:00Z,2025-02-22T11:47:00Z,21000,22499
2025-02-24,1,2025-02-24T00:00:00Z,2025-02-22T11:47:00Z,20250,21744
2025-02-24,2,2025-02-24T00:30:00Z,2025-02-22T11:47:00Z,20920,22410
2025-02-24,3,2025-02-24T01:00:00Z,2025-02-22T11:47:00Z,20697,22193
2025-02-24,4,2025-02-24T01:30:00Z,2025-02-22T11:47:00Z,20170,21669
2025-02-24,5,2025-02-24T02:00:00Z,2025-02-22T11:47:00Z,19778,21274
2025-02-24,6,2025-02-24T02:30:00Z,2025-02-22T11:47:00Z,19531,21030
2025-02-24,7,2025-02-24T03:00:00Z,2025-02-22T11:47:00Z,19397,20893
2025-02-24,8,2025-02-24T03:30:00Z,2025-02-22T11:47:00Z,19177,20670
2025-02-24,9,2025-02-24T04:00:00Z,2025-02-22T11:47:00Z,19230,20726
2025-02-24,10,2025-02-24T04:30:00Z,2025-02-22T11:47:00Z,19285,20778
