settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
23,150.51433009064692,Battery_1,hold,0.0,45.6,9.11,139.34,134.44,140.24
24,145.07922941626651,Battery_1,hold,0.0,45.6,9.11,130.46,125.56,131.36
25,139.51939188684352,Battery_1,charge,4.0,54.6,10.91,128.4,123.5,129.3
26,140.14288584904253,Battery_1,charge,4.0,63.6,12.71,132.54,127.63999999999999,133.44
27,141.18842476425442,Battery_1,charge,4.0,72.6,14.51,132.01,127.10999999999999,132.91
28,142.4684663208035,Battery_1,charge,4.0,81.6,16.31,130.18,125.28,131.08
29,144.41477982704322,Battery_1,charge,3.75,90.0,18.0,125.9,121.0,126.80000000000001
30,149.00419836817628,Battery_1,hold,0.0,90.0,18.0,127.58,122.67999999999999,128.48
31,158.65120828396863,Battery_1,hold,0.0,90.0,18.0,127.87,122.97,128.77
32,163.50537272736676,Battery_1,hold,0.0,90.0,18.0,132.21,127.31,133.11
33,171.1745991648845,Battery_1,hold,0.0,90.0,18.0,150.68,145.78,151.58
34,180.30127737479535,Battery_1,hold,0.0,90.0,18.0,155.57,150.67,156.47
35,206.8646494368873,Battery_1,discharge,4.0,78.9,15.78,190.1,185.2,191.0
36,211.64089987798678,Battery_1,discharge,4.0,67.8,13.56,190.16,185.26,191.06
37,221.46433290653513,Battery_1,discharge,4.0,56.7,11.33,186.37,181.47,187.27
38,217.89260033383601,Battery_1,discharge,4.0,45.6,9.11,191.43,186.53,192.33
39,208.65177397020875,Battery_1,discharge,4.0,34.4,6.89,185.7,180.79999999999998,186.6
40,200.17221220461545,Battery_1,discharge,4.0,23.3,4.67,189.89,184.98999999999998,190.79
41,192.33819265713723,Battery_1,discharge,4.0,12.2,2.44,182.64,177.73999999999998,183.54
42,184.71526421015813,Battery_1,discharge,0.8,10.0,2.0,175.96,171.06,176.86
43,165.7052510191309,Battery_1,hold,0.0,10.0,2.0,164.0,159.1,164.9
44,156.89260273744338,Battery_1,hold,0.0,10.0,2.0,157.0,152.1,157.9
45,147.50997959780227,Battery_1,hold,0.0,10.0,2.0,152.26,147.35999999999999,153.16
46,139.90860398525103,Battery_1,hold,0.0,10.0,2.0,158.03,153.13,158.93
47,130.82022489303824,Battery_1,hold,0.0,10.0,2.0,153.75,148.85,154.65
48,126.50779089389412,Battery_1,hold,0.0,10.0,2.0,155.2,150.29999999999998,156.1
1,103.63881801203149,Battery_2,charge,12.5,55.6,55.62,151.38,146.48,152.28
2,102.66385250205671,Battery_2,charge,12.5,61.3,61.25,152.96,148.06,153.86
3,108.98033320060827,Battery_2,charge,12.5,66.9,66.88,146.34,141.44,147.24
4,108.98802669729193,Battery_2,charge,12.5,72.5,72.5,145.09,140.19,145.99
5,111.91420559957237,Battery_2,charge,12.5,78.1,78.12,141.82,136.92,142.72
6,112.45530030481635,Battery_2,charge,12.5,83.8,83.75,144.96,140.06,145.86
7,115.45671094794776,Battery_2,charge,12.5,89.4,89.38,140.78,135.88,141.68
8,118.72968410284022,Battery_2,charge,1.39,90.0,90.0,146.27,141.37,147.17000000000002
9,126.85308146217949,Battery_2,hold,0.0,90.0,90.0,141.84,136.94,142.74
10,127.03702199067877,Battery_2,hold,0.0,90.0,90.0,145.83,140.93,146.73000000000002
11,145.8416746036421,Battery_2,hold,0.0,90.0,90.0,151.39,146.48999999999998,152.29
12,158.22457112178364,Battery_2,hold,0.0,90.0,90.0,151.8,146.9,152.70000000000002
13,172.28295090036772,Battery_2,hold,0.0,90.0,90.0,169.17,164.26999999999998,170.07
14,183.1427319193658,Battery_2,discharge,12.5,83.1,83.06,170.25,165.35,171.15
15,188.58522542190502,Battery_2,discharge,12.5,76.1,76.11,183.91,179.01,184.81
16,199.99214971876262,Battery_2,discharge,12.5,69.2,69.17,194.97,190.07,195.87
17,186.35930222305342,Battery_2,discharge,12.5,62.2,62.22,170.12,165.22,171.02
18,184.90168328869797,Battery_2,discharge,12.5,55.3,55.28,158.97,154.07,159.87
19,172.99918437653685,Battery_2,hold,0.0,55.3,55.28,135.74,130.84,136.64000000000001
20,168.365267741467,Battery_2,hold,0.0,55.3,55.28,127.05,122.14999999999999,127.95
21,163.8009472730265,Battery_2,hold,0.0,55.3,55.28,127.9,123.0,128.8
22,159.19629738934609,Battery_2,hold,0.0,55.3,55.28,131.92,127.01999999999998,132.82
23,150.51433009064692,Battery_2,hold,0.0,55.3,55.28,139.34,134.44,140.24
24,145.07922941626651,Battery_2,hold,0.0,55.3,55.28,130.46,125.56,131.36
25,139.51939188684352,Battery_2,charge,12.5,60.9,60.9,128.4,123.5,129.3
26,140.14288584904253,Battery_2,charge,12.5,66.5,66.53,132.54,127.63999999999999,133.44
27,141.18842476425442,Battery_2,hold,0.0,66.5,66.53,132.01,127.10999999999999,132.91
28,142.4684663208035,Battery_2,hold,0.0,66.5,66.53,130.18,125.28,131.08
29,144.41477982704322,Battery_2,hold,0.0,66.5,66.53,125.9,121.0,126.80000000000001
30,149.00419836817628,Battery_2,hold,0.0,66.5,66.53,127.58,122.67999999999999,128.48
31,158.65120828396863,Battery_2,hold,0.0,66.5,66.53,127.87,122.97,128.77
32,163.50537272736676,Battery_2,hold,0.0,66.5,66.53,132.21,127.31,133.11
33,171.1745991648845,Battery_2,hold,0.0,66.5,66.53,150.68,145.78,151.58
34,180.30127737479535,Battery_2,discharge,1.75,65.6,65.56,155.57,150.67,156.47
35,206.8646494368873,Battery_2,discharge,12.5,58.6,58.61,190.1,185.2,191.0
36,211.64089987798678,Battery_2,discharge,12.5,51.7,51.67,190.16,185.26,191.06
37,221.46433290653513,Battery_2,discharge,12.5,44.7,44.72,186.37,181.47,187.27
38,217.89260033383601,Battery_2,discharge,12.5,37.8,37.78,191.43,186.53,192.33
39,208.65177397020875,Battery_2,discharge,12.5,30.8,30.83,185.7,180.79999999999998,186.6
40,200.17221220461545,Battery_2,discharge,12.5,23.9,23.89,189.89,184.98999999999998,190.79
41,192.33819265713723,Battery_2,discharge,12.5,16.9,16.94,182.64,177.73999999999998,183.54
42,184.71526421015813,Battery_2,discharge,12.5,10.0,10.0,175.96,171.06,176.86
43,165.7052510191309,Battery_2,hold,0.0,10.0,10.0,164.0,159.1,164.9
44,156.89260273744338,Battery_2,hold,0.0,10.0,10.0,157.0,152.1,157.9
45,147.50997959780227,Battery_2,hold,0.0,10.0,10.0,152.26,147.35999999999999,153.16
46,139.90860398525103,Battery_2,hold,0.0,10.0,10.0,158.03,153.13,158.93
47,130.82022489303824,Battery_2,hold,0.0,10.0,10.0,153.75,148.85,154.65
48,126.50779089389412,Battery_2,hold,0.0,10.0,10.0,155.2,150.29999999999998,156.1
1,103.63881801203149,Battery_3,charge,25.0,55.6,111.25,151.38,146.48,152.28
2,102.66385250205671,Battery_3,charge,25.0,61.3,122.5,152.96,148.06,153.86
3,108.98033320060827,Battery_3,charge,25.0,66.9,133.75,146.34,141.44,147.24
4,108.98802669729193,Battery_3,charge,25.0,72.5,145.0,145.09,140.19,145.99
5,111.91420559957237,Battery_3,charge,25.0,78.1,156.25,141.82,136.92,142.72
6,112.45530030481635,Battery_3,charge,25.0,83.8,167.5,144.96,140.06,145.86
7,115.45671094794776,Battery_3,charge,25.0,89.4,178.75,140.78,135.88,141.68
8,118.72968410284022,Battery_3,charge,2.78,90.0,180.0,146.27,141.37,147.17000000000002
9,126.85308146217949,Battery_3,hold,0.0,90.0,180.0,141.84,136.94,142.74
10,127.03702199067877,Battery_3,hold,0.0,90.0,180.0,145.83,140.93,146.73000000000002
11,145.8416746036421,Battery_3,hold,0.0,90.0,180.0,151.39,146.48999999999998,152.29
12,158.22457112178364,Battery_3,hold,0.0,90.0,180.0,151.8,146.9,152.70000000000002
13,172.28295090036772,Battery_3,hold,0.0,90.0,180.0,169.17,164.26999999999998,170.07
14,183.1427319193658,Battery_3,discharge,25.0,83.1,166.11,170.25,165.35,171.15
15,188.58522542190502,Battery_3,discharge,25.0,76.1,152.22,183.91,179.01,184.81
16,199.99214971876262,Battery_3,discharge,25.0,69.2,138.33,194.97,190.07,195.87
17,186.35930222305342,Battery_3,discharge,25.0,62.2,124.44,170.12,165.22,171.02
18,184.90168328869797,Battery_3,discharge,25.0,55.3,110.56,158.97,154.07,159.87
19,172.99918437653685,Battery_3,hold,0.0,55.3,110.56,135.74,130.84,136.64000000000001
20,168.365267741467,Battery_3,hold,0.0,55.3,110.56,127.05,122.14999999999999,127.95
21,163.8009472730265,Battery_3,hold,0.0,55.3,110.56,127.9,123.0,128.8
22,159.19629738934609,Battery_3,hold,0.0,55.3,110.56,131.92,127.01999999999998,132.82
23,150.51433009064692,Battery_3,hold,0.0,55.3,110.56,139.34,134.44,140.24
24,145.07922941626651,Battery_3,hold,0.0,55.3,110.56,130.46,125.56,131.36
25,139.51939188684352,Battery_3,charge,25.0,60.9,121.81,128.4,123.5,129.3
26,140.14288584904253,Battery_3,charge,25.0,66.5,133.06,132.54,127.63999999999999,133.44
27,141.18842476425442,Battery_3,hold,0.0,66.5,133.06,132.01,127.10999999999999,132.91
28,142.4684663208035,Battery_3,hold,0.0,66.5,133.06,130.18,125.28,131.08
29,144.41477982704322,Battery_3,hold,0.0,66.5,133.06,125.9,121.0,126.80000000000001
30,149.00419836817628,Battery_3,hold,0.0,66.5,133.06,127.58,122.67999999999999,128.48
31,158.65120828396863,Battery_3,hold,0.0,66.5,133.06,127.87,122.97,128.77
32,163.50537272736676,Battery_3,hold,0.0,66.5,133.06,132.21,127.31,133.11
33,171.1745991648845,Battery_3,hold,0.0,66.5,133.06,150.68,145.78,151.58
34,180.30127737479535,Battery_3,discharge,3.5,65.6,131.11,155.57,150.67,156.47
35,206.8646494368873,Battery_3,discharge,25.0,58.6,117.22,190.1,185.2,191.0
36,211.64089987798678,Battery_3,discharge,25.0,51.7,103.33,190.16,185.26,191.06
37,221.46433290653513,Battery_3,discharge,25.0,44.7,89.44,186.37,181.47,187.27
38,217.89260033383601,Battery_3,discharge,25.0,37.8,75.56,191.43,186.53,192.33
39,208.65177397020875,Battery_3,discharge,25.0,30.8,61.67,185.7,180.79999999999998,186.6
40,200.17221220461545,Battery_3,discharge,25.0,23.9,47.78,189.89,184.98999999999998,190.79
41,192.33819265713723,Battery_3,discharge,25.0,16.9,33.89,182.64,177.73999999999998,183.54
42,184.71526421015813,Battery_3,discharge,25.0,10.0,20.0,175.96,171.06,176.86
43,165.7052510191309,Battery_3,hold,0.0,10.0,20.0,164.0,159.1,164.9
44,156.89260273744338,Battery_3,hold,0.0,10.0,20.0,157.0,152.1,157.9
45,147.50997959780227,Battery_3,hold,0.0,10.0,20.0,152.26,147.35999999999999,153.16
46,139.90860398525103,Battery_3,hold,0.0,10.0,20.0,158.03,153.13,158.93
47,130.82022489303824,Battery_3,hold,0.0,10.0,20.0,153.75,148.85,154.65
48,126.50779089389412,Battery_3,hold,0.0,10.0,20.0,155.2,150.29999999999998,156.1
1,103.63881801203149,Battery_4,charge,10.0,55.6,44.5,151.38,146.48,152.28
2,102.66385250205671,Battery_4,charge,10.0,61.3,49.0,152.96,148.06,153.86
3,108.98033320060827,Battery_4,charge,10.0,66.9,53.5,146.34,141.44,147.24
4,108.98802669729193,Battery_4,charge,10.0,72.5,58.0,145.09,140.19,145.99
5,111.91420559957237,Battery_4,charge,10.0,78.1,62.5,141.82,136.92,142.72
6,112.45530030481635,Battery_4,charge,10.0,83.8,67.0,144.96,140.06,145.86
7,115.45671094794776,Battery_4,charge,10.0,89.4,71.5,140.78,135.88,141.68
8,118.72968410284022,Battery_4,charge,1.11,90.0,72.0,146.27,141.37,147.17000000000002
9,126.85308146217949,Battery_4,hold,0.0,90.0,72.0,141.84,136.94,142.74
10,127.03702199067877,Battery_4,hold,0.0,90.0,72.0,145.83,140.93,146.73000000000002
11,145.8416746036421,Battery_4,hold,0.0,90.0,72.0,151.39,146.48999999999998,152.29
12,158.22457112178364,Battery_4,hold,0.0,90.0,72.0,151.8,146.9,152.70000000000002
13,172.28295090036772,Battery_4,hold,0.0,90.0,72.0,169.17,164.26999999999998,170.07
14,183.1427319193658,Battery_4,discharge,10.0,83.1,66.44,170.25,165.35,171.15
15,188.58522542190502,Battery_4,discharge,10.0,76.1,60.89,183.91,179.01,184.81
16,199.99214971876262,Battery_4,discharge,10.0,69.2,55.33,194.97,190.07,195.87
17,186.35930222305342,Battery_4,discharge,10.0,62.2,49.78,170.12,165.22,171.02
18,184.90168328869797,Battery_4,discharge,10.0,55.3,44.22,158.97,154.07,159.87
19,172.99918437653685,Battery_4,hold,0.0,55.3,44.22,135.74,130.84,136.64000000000001
20,168.365267741467,Battery_4,hold,0.0,55.3,44.22,127.05,122.14999999999999,127.95
21,163.8009472730265,Battery_4,hold,0.0,55.3,44.22,127.9,123.0,128.8
22,159.19629738934609,Battery_4,hold,0.0,55.3,44.22,131.92,127.01999999999998,132.82
23,150.51433009064692,Battery_4,hold,0.0,55.3,44.22,139.34,134.44,140.24
24,145.07922941626651,Battery_4,hold,0.0,55.3,44.22,130.46,125.56,131.36
25,139.51939188684352,Battery_4,charge,10.0,60.9,48.72,128.4,123.5,129.3
26,140.14288584904253,Battery_4,charge,10.0,66.5,53.22,132.54,127.63999999999999,133.44
27,141.18842476425442,Battery_4,hold,0.0,66.5,53.22,132.01,127.10999999999999,132.91
28,142.4684663208035,Battery_4,hold,0.0,66.5,53.22,130.18,125.28,131.08
29,144.41477982704322,Battery_4,hold,0.0,66.5,53.22,125.9,121.0,126.80000000000001
30,149.00419836817628,Battery_4,hold,0.0,66.5,53.22,127.58,122.67999999999999,128.48
31,158.65120828396863,Battery_4,hold,0.0,66.5,53.22,127.87,122.97,128.77
32,163.50537272736676,Battery_4,hold,0.0,66.5,53.22,132.21,127.31,133.11
33,171.1745991648845,Battery_4,hold,0.0,66.5,53.22,150.68,145.78,151.58
34,180.30127737479535,Battery_4,discharge,1.4,65.6,52.44,155.57,150.67,156.47
35,206.8646494368873,Battery_4,discharge,10.0,58.6,46.89,190.1,185.2,191.0
36,211.64089987798678,Battery_4,discharge,10.0,51.7,41.33,190.16,185.26,191.06
37,221.46433290653513,Battery_4,discharge,10.0,44.7,35.78,186.37,181.47,187.27
38,217.89260033383601,Battery_4,discharge,10.0,37.8,30.22,191.43,186.53,192.33
39,208.65177397020875,Battery_4,discharge,10.0,30.8,24.67,185.7,180.79999999999998,186.6
40,200.17221220461545,Battery_4,discharge,10.0,23.9,19.11,189.89,184.98999999999998,190.79
41,192.33819265713723,Battery_4,discharge,10.0,16.9,13.56,182.64,177.73999999999998,183.54
42,184.71526421015813,Battery_4,discharge,10.0,10.0,8.0,175.96,171.06,176.86
43,165.7052510191309,Battery_4,hold,0.0,10.0,8.0,164.0,159.1,164.9
44,156.89260273744338,Battery_4,hold,0.0,10.0,8.0,157.0,152.1,157.9
45,147.50997959780227,Battery_4,hold,0.0,10.0,8.0,152.26,147.35999999999999,153.16
46,139.90860398525103,Battery_4,hold,0.0,10.0,8.0,158.03,153.13,158.93
47,130.82022489303824,Battery_4,hold,0.0,10.0,8.0,153.75,148.85,154.65
48,126.50779089389412,Battery_4,hold,0.0,10.0,8.0,155.2,150.29999999999998,156.1
1,103.63881801203149,Battery_5,charge,20.0,55.6,89.0,151.38,146.48,152.28
2,102.66385250205671,Battery_5,charge,20.0,61.3,98.0,152.96,148.06,153.86
3,108.98033320060827,Battery_5,charge,20.0,66.9,107.0,146.34,141.44,147.24
4,108.98802669729193,Battery_5,charge,20.0,72.5,116.0,145.09,140.19,145.99
5,111.91420559957237,Battery_5,charge,20.0,78.1,125.0,141.82,136.92,142.72
6,112.45530030481635,Battery_5,charge,20.0,83.8,134.0,144.96,140.06,145.86
7,115.45671094794776,Battery_5,charge,20.0,89.4,143.0,140.78,135.88,141.68
8,118.72968410284022,Battery_5,charge,2.22,90.0,144.0,146.27,141.37,147.17000000000002
9,126.85308146217949,Battery_5,hold,0.0,90.0,144.0,141.84,136.94,142.74
10,127.03702199067877,Battery_5,hold,0.0,90.0,144.0,145.83,140.93,146.73000000000002
11,145.8416746036421,Battery_5,hold,0.0,90.0,144.0,151.39,146.48999999999998,152.29
12,158.22457112178364,Battery_5,hold,0.0,90.0,144.0,151.8,146.9,152.70000000000002
13,172.28295090036772,Battery_5,hold,0.0,90.0,144.0,169.17,164.26999999999998,170.07
14,183.1427319193658,Battery_5,discharge,20.0,83.1,132.89,170.25,165.35,171.15
15,188.58522542190502,Battery_5,discharge,20.0,76.1,121.78,183.91,179.01,184.81
16,199.99214971876262,Battery_5,discharge,20.0,69.2,110.67,194.97,190.07,195.87
17,186.35930222305342,Battery_5,discharge,20.0,62.2,99.56,170.12,165.22,171.02
18,184.90168328869797,Battery_5,discharge,20.0,55.3,88.44,158.97,154.07,159.87
19,172.99918437653685,Battery_5,hold,0.0,55.3,88.44,135.74,130.84,136.64000000000001
20,168.365267741467,Battery_5,hold,0.0,55.3,88.44,127.05,122.14999999999999,127.95
21,163.8009472730265,Battery_5,hold,0.0,55.3,88.44,127.9,123.0,128.8
22,159.19629738934609,Battery_5,hold,0.0,55.3,88.44,131.92,127.01999999999998,132.82
23,150.51433009064692,Battery_5,hold,0.0,55.3,88.44,139.34,134.44,140.24
24,145.07922941626651,Battery_5,hold,0.0,55.3,88.44,130.46,125.56,131.36
25,139.51939188684352,Battery_5,charge,20.0,60.9,97.44,128.4,123.5,129.3
26,140.14288584904253,Battery_5,charge,20.0,66.5,106.44,132.54,127.63999999999999,133.44
27,141.18842476425442,Battery_5,hold,0.0,66.5,106.44,132.01,127.10999999999999,132.91
28,142.4684663208035,Battery_5,hold,0.0,66.5,106.44,130.18,125.28,131.08
29,144.41477982704322,Battery_5,hold,0.0,66.5,106.44,125.9,121.0,126.80000000000001
30,149.00419836817628,Battery_5,hold,0.0,66.5,106.44,127.58,122.67999999999999,128.48
31,158.65120828396863,Battery_5,hold,0.0,66.5,106.44,127.87,122.97,128.77
32,163.50537272736676,Battery_5,hold,0.0,66.5,106.44,132.21,127.31,133.11
33,171.1745991648845,Battery_5,hold,0.0,66.5,106.44,150.68,145.78,151.58
34,180.30127737479535,Battery_5,discharge,2.8,65.6,104.89,155.57,150.67,156.47
35,206.8646494368873,Battery_5,discharge,20.0,58.6,93.78,190.1,185.2,191.0
36,211.64089987798678,Battery_5,discharge,20.0,51.7,82.67,190.16,185.26,191.06
37,221.46433290653513,Battery_5,discharge,20.0,44.7,71.56,186.37,181.47,187.27
38,217.89260033383601,Battery_5,discharge,20.0,37.8,60.44,191.43,186.53,192.33
39,208.65177397020875,Battery_5,discharge,20.0,30.8,49.33,185.7,180.79999999999998,186.6
40,200.17221220461545,Battery_5,discharge,20.0,23.9,38.22,189.89,184.98999999999998,190.79
41,192.33819265713723,Battery_5,discharge,20.0,16.9,27.11,182.64,177.73999999999998,183.54
42,184.71526421015813,Battery_5,discharge,20.0,10.0,16.0,175.96,171.06,176.86
43,165.7052510191309,Battery_5,hold,0.0,10.0,16.0,164.0,159.1,164.9
44,156.89260273744338,Battery_5,hold,0.0,10.0,16.0,157.0,152.1,157.9
45,147.50997959780227,Battery_5,hold,0.0,10.0,16.0,152.26,147.35999999999999,153.16
46,139.90860398525103,Battery_5,hold,0.0,10.0,16.0,158.03,153.13,158.93
47,130.82022489303824,Battery_5,hold,0.0,10.0,16.0,153.75,148.85,154.65
48,126.50779089389412,Battery_5,hold,0.0,10.0,16.0,155.2,150.29999999999998,156.1
