settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,123.84,Battery_1,discharge,4.0,38.9,7.78
2,120.63,Battery_1,discharge,4.0,27.8,5.56
3,116.91,Battery_1,discharge,4.0,16.7,3.33
4,112.94,Battery_1,discharge,2.4,10.0,2.0
5,111.05,Battery_1,hold,0.0,10.0,2.0
6,107.93,Battery_1,hold,0.0,10.0,2.0
7,97.15,Battery_1,hold,0.0,10.0,2.0
8,95.06,Battery_1,hold,0.0,10.0,2.0
9,90.79,Battery_1,hold,0.0,10.0,2.0
10,86.8,Battery_1,hold,0.0,10.0,2.0
11,77.25,Battery_1,hold,0.0,10.0,2.0
12,72.72,Battery_1,hold,0.0,10.0,2.0
13,54.58,Battery_1,hold,0.0,10.0,2.0
14,45.18,Battery_1,hold,0.0,10.0,2.0
15,6.01,Battery_1,hold,0.0,10.0,2.0
16,-0.63,Battery_1,charge,4.0,10.0,2.0
17,-9.98,Battery_1,charge,4.0,19.0,3.8
18,-11.26,Battery_1,charge,4.0,28.0,5.6
19,-19.93,Battery_1,charge,4.0,37.0,7.4
20,-17.85,Battery_1,charge,4.0,46.0,9.2
21,-20.05,Battery_1,charge,4.0,55.0,11.0
22,-18.06,Battery_1,charge,4.0,64.0,12.8
23,-10.97,Battery_1,charge,4.0,73.0,14.6
24,-4.01,Battery_1,discharge,4.0,61.9,12.38
25,-12.41,Battery_1,charge,4.0,70.9,14.18
26,-6.36,Battery_1,charge,4.0,79.9,15.98
27,-4.36,Battery_1,discharge,4.0,68.8,13.76
28,-4.76,Battery_1,discharge,4.0,57.7,11.53
29,-5.13,Battery_1,charge,4.0,55.6,11.11
30,-6.07,Battery_1,charge,4.0,63.0,12.6
31,-7.38,Battery_1,charge,4.0,72.0,14.4
32,-7.51,Battery_1,charge,4.0,81.0,16.2
33,-8.08,Battery_1,charge,4.0,90.0,18.0
34,41.88,Battery_1,hold,0.0,90.0,18.0
35,108.68,Battery_1,hold,0.0,90.0,18.0
36,129.17,Battery_1,hold,0.0,90.0,18.0
37,139.14,Battery_1,discharge,0.8,87.8,17.56
38,137.85,Battery_1,hold,0.0,87.8,17.56
39,145.45,Battery_1,discharge,4.0,76.7,15.33
40,148.04,Battery_1,discharge,4.0,65.6,13.11
41,144.0,Battery_1,discharge,4.0,54.4,10.89
42,144.04,Battery_1,discharge,4.0,43.3,8.67
43,145.61,Battery_1,discharge,4.0,32.2,6.44
44,143.15,Battery_1,discharge,4.0,21.1,4.22
45,139.77,Battery_1,discharge,4.0,10.0,2.0
46,133.09,Battery_1,hold,0.0,10.0,2.0
47,98.27,Battery_1,hold,0.0,10.0,2.0
48,89.52,Battery_1,hold,0.0,10.0,2.0
1,123.84,Battery_2,discharge,12.5,43.1,43.06
2,120.63,Battery_2,discharge,12.5,36.1,36.11
3,116.91,Battery_2,discharge,12.5,29.2,29.17
4,112.94,Battery_2,discharge,12.5,22.2,22.22
5,111.05,Battery_2,discharge,12.5,15.3,15.28
6,107.93,Battery_2,discharge,9.5,10.0,10.0
7,97.15,Battery_2,hold,0.0,10.0,10.0
8,95.06,Battery_2,hold,0.0,10.0,10.0
9,90.79,Battery_2,hold,0.0,10.0,10.0
10,86.8,Battery_2,hold,0.0,10.0,10.0
11,77.25,Battery_2,hold,0.0,10.0,10.0
12,72.72,Battery_2,hold,0.0,10.0,10.0
13,54.58,Battery_2,hold,0.0,10.0,10.0
14,45.18,Battery_2,hold,0.0,10.0,10.0
15,6.01,Battery_2,hold,0.0,10.0,10.0
16,-0.63,Battery_2,charge,12.5,10.0,10.0
17,-9.98,Battery_2,charge,12.5,15.6,15.62
18,-11.26,Battery_2,charge,12.5,21.2,21.25
19,-19.93,Battery_2,charge,12.5,26.9,26.88
20,-17.85,Battery_2,charge,12.5,32.5,32.5
21,-20.05,Battery_2,charge,12.5,38.1,38.12
22,-18.06,Battery_2,charge,12.5,43.8,43.75
23,-10.97,Battery_2,charge,12.5,49.4,49.38
24,-4.01,Battery_2,charge,12.5,48.1,48.06
25,-12.41,Battery_2,charge,12.5,53.7,53.68
26,-6.36,Battery_2,charge,12.5,59.3,59.31
27,-4.36,Battery_2,charge,12.5,58.0,57.99
28,-4.76,Battery_2,charge,12.5,61.9,61.88
29,-5.13,Battery_2,charge,12.5,67.5,67.5
30,-6.07,Battery_2,charge,12.5,73.1,73.12
31,-7.38,Battery_2,charge,12.5,78.8,78.75
32,-7.51,Battery_2,charge,12.5,84.4,84.38
33,-8.08,Battery_2,charge,12.5,90.0,90.0
34,41.88,Battery_2,hold,0.0,90.0,90.0
35,108.68,Battery_2,discharge,6.5,86.4,86.39
36,129.17,Battery_2,discharge,12.5,79.4,79.44
37,139.14,Battery_2,discharge,12.5,72.5,72.5
38,137.85,Battery_2,discharge,12.5,65.6,65.56
39,145.45,Battery_2,discharge,12.5,58.6,58.61
40,148.04,Battery_2,discharge,12.5,51.7,51.67
41,144.0,Battery_2,discharge,12.5,44.7,44.72
42,144.04,Battery_2,discharge,12.5,37.8,37.78
43,145.61,Battery_2,discharge,12.5,30.8,30.83
44,143.15,Battery_2,discharge,12.5,23.9,23.89
45,139.77,Battery_2,discharge,12.5,16.9,16.94
46,133.09,Battery_2,discharge,12.5,10.0,10.0
47,98.27,Battery_2,hold,0.0,10.0,10.0
48,89.52,Battery_2,hold,0.0,10.0,10.0
1,123.84,Battery_3,discharge,25.0,43.1,86.11
2,120.63,Battery_3,discharge,25.0,36.1,72.22
3,116.91,Battery_3,discharge,25.0,29.2,58.33
4,112.94,Battery_3,discharge,25.0,22.2,44.44
5,111.05,Battery_3,discharge,25.0,15.3,30.56
6,107.93,Battery_3,discharge,19.0,10.0,20.0
7,97.15,Battery_3,hold,0.0,10.0,20.0
8,95.06,Battery_3,hold,0.0,10.0,20.0
9,90.79,Battery_3,hold,0.0,10.0,20.0
10,86.8,Battery_3,hold,0.0,10.0,20.0
11,77.25,Battery_3,hold,0.0,10.0,20.0
12,72.72,Battery_3,hold,0.0,10.0,20.0
13,54.58,Battery_3,hold,0.0,10.0,20.0
14,45.18,Battery_3,hold,0.0,10.0,20.0
15,6.01,Battery_3,hold,0.0,10.0,20.0
16,-0.63,Battery_3,charge,25.0,10.0,20.0
17,-9.98,Battery_3,charge,25.0,15.6,31.25
18,-11.26,Battery_3,charge,25.0,21.2,42.5
19,-19.93,Battery_3,charge,25.0,26.9,53.75
20,-17.85,Battery_3,charge,25.0,32.5,65.0
21,-20.05,Battery_3,charge,25.0,38.1,76.25
22,-18.06,Battery_3,charge,25.0,43.8,87.5
23,-10.97,Battery_3,charge,25.0,49.4,98.75
24,-4.01,Battery_3,charge,25.0,48.1,96.11
25,-12.41,Battery_3,charge,25.0,53.7,107.36
26,-6.36,Battery_3,charge,25.0,59.3,118.61
27,-4.36,Battery_3,charge,25.0,58.0,115.97
28,-4.76,Battery_3,charge,25.0,61.9,123.75
29,-5.13,Battery_3,charge,25.0,67.5,135.0
30,-6.07,Battery_3,charge,25.0,73.1,146.25
31,-7.38,Battery_3,charge,25.0,78.8,157.5
32,-7.51,Battery_3,charge,25.0,84.4,168.75
33,-8.08,Battery_3,charge,25.0,90.0,180.0
34,41.88,Battery_3,hold,0.0,90.0,180.0
35,108.68,Battery_3,discharge,13.0,86.4,172.78
36,129.17,Battery_3,discharge,25.0,79.4,158.89
37,139.14,Battery_3,discharge,25.0,72.5,145.0
38,137.85,Battery_3,discharge,25.0,65.6,131.11
39,145.45,Battery_3,discharge,25.0,58.6,117.22
40,148.04,Battery_3,discharge,25.0,51.7,103.33
41,144.0,Battery_3,discharge,25.0,44.7,89.44
42,144.04,Battery_3,discharge,25.0,37.8,75.56
43,145.61,Battery_3,discharge,25.0,30.8,61.67
44,143.15,Battery_3,discharge,25.0,23.9,47.78
45,139.77,Battery_3,discharge,25.0,16.9,33.89
46,133.09,Battery_3,discharge,25.0,10.0,20.0
47,98.27,Battery_3,hold,0.0,10.0,20.0
48,89.52,Battery_3,hold,0.0,10.0,20.0
1,123.84,Battery_4,discharge,10.0,43.1,34.44
2,120.63,Battery_4,discharge,10.0,36.1,28.89
3,116.91,Battery_4,discharge,10.0,29.2,23.33
4,112.94,Battery_4,discharge,10.0,22.2,17.78
5,111.05,Battery_4,discharge,10.0,15.3,12.22
6,107.93,Battery_4,discharge,7.6,10.0,8.0
7,97.15,Battery_4,hold,0.0,10.0,8.0
8,95.06,Battery_4,hold,0.0,10.0,8.0
9,90.79,Battery_4,hold,0.0,10.0,8.0
10,86.8,Battery_4,hold,0.0,10.0,8.0
11,77.25,Battery_4,hold,0.0,10.0,8.0
12,72.72,Battery_4,hold,0.0,10.0,8.0
13,54.58,Battery_4,hold,0.0,10.0,8.0
14,45.18,Battery_4,hold,0.0,10.0,8.0
