settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,50.16,50.16,0.0,Battery_1,hold,0.0,10.0,2.0
2,49.95,49.95,0.0,Battery_1,hold,0.0,10.0,2.0
3,15.01,15.01,15.01,Battery_1,charge,3.0,16.8,3.35
4,7.14,7.14,7.14,Battery_1,charge,3.0,23.5,4.7
5,5.83,5.83,5.83,Battery_1,charge,3.0,30.2,6.05
6,6.71,6.71,6.71,Battery_1,charge,3.0,37.0,7.4
7,13.19,13.19,13.19,Battery_1,charge,3.0,43.8,8.75
8,18.06,18.06,18.06,Battery_1,charge,3.0,50.5,10.1
9,23.22,23.22,23.22,Battery_1,charge,3.0,57.2,11.45
10,78.2,78.2,78.2,Battery_1,discharge,3.0,48.9,9.78
11,101.6,101.6,101.6,Battery_1,discharge,3.0,40.6,8.12
12,104.0,104.0,104.0,Battery_1,discharge,3.0,32.2,6.45
13,22.84,22.84,22.84,Battery_1,charge,3.0,39.0,7.8
14,56.28,56.28,56.28,Battery_1,discharge,0.87,36.6,7.32
15,68.22,68.22,68.22,Battery_1,discharge,3.0,28.3,5.65
16,35.49,35.49,35.49,Battery_1,charge,3.0,35.0,7.0
17,66.49,66.49,66.49,Battery_1,discharge,3.0,26.7,5.33
18,60.15,60.15,60.15,Battery_1,discharge,3.0,18.3,3.67
19,59.11,59.11,59.11,Battery_1,discharge,3.0,10.0,2.0
20,52.91,52.91,0.0,Battery_1,hold,0.0,10.0,2.0
21,1.31,1.31,0.0,Battery_1,hold,0.0,10.0,2.0
22,-3.36,-3.36,-3.36,Battery_1,charge,3.0,15.8,3.15
23,-7.4,-7.4,-7.4,Battery_1,charge,3.0,22.5,4.5
24,-5.07,-5.07,-5.07,Battery_1,charge,3.0,29.2,5.85
25,-6.74,-6.74,-6.74,Battery_1,charge,3.0,36.0,7.2
26,-7.19,-7.19,-7.19,Battery_1,charge,3.0,42.8,8.55
27,-8.42,-8.42,-8.42,Battery_1,charge,3.0,49.5,9.9
28,-30.0,-30.0,-30.0,Battery_1,charge,3.0,56.2,11.25
29,-70.18,-70.18,-70.18,Battery_1,charge,3.0,63.0,12.6
30,-70.18,-70.18,-70.18,Battery_1,charge,3.0,69.8,13.95
31,-68.41,-68.41,-68.41,Battery_1,charge,3.0,76.5,15.3
32,-68.41,-68.41,-68.41,Battery_1,charge,3.0,83.2,16.65
33,-28.7,-28.7,-28.7,Battery_1,charge,3.0,90.0,18.0
34,10.95,10.95,0.0,Battery_1,hold,0.0,90.0,18.0
35,116.57,116.57,116.57,Battery_1,discharge,3.0,81.7,16.33
36,105.88,105.88,105.88,Battery_1,discharge,3.0,73.3,14.67
37,45.14,45.14,45.14,Battery_1,charge,3.0,80.1,16.02
38,57.0,57.0,57.0,Battery_1,discharge,1.23,76.7,15.33
39,61.94,61.94,61.94,Battery_1,discharge,3.0,68.3,13.67
40,65.0,65.0,65.0,Battery_1,discharge,3.0,60.0,12.0
41,65.0,65.0,65.0,Battery_1,discharge,3.0,51.7,10.33
42,115.1,115.1,115.1,Battery_1,discharge,3.0,43.3,8.67
43,134.5,134.5,134.5,Battery_1,discharge,3.0,35.0,7.0
44,130.0,130.0,130.0,Battery_1,discharge,3.0,26.7,5.33
45,59.97,59.97,59.97,Battery_1,discharge,3.0,18.3,3.67
46,97.76,97.76,97.76,Battery_1,discharge,3.0,10.0,2.0
47,55.89,55.89,0.0,Battery_1,hold,0.0,10.0,2.0
48,54.8,54.8,0.0,Battery_1,hold,0.0,10.0,2.0
1,50.16,50.16,0.0,Battery_2,hold,0.0,10.0,10.0
2,49.95,49.95,0.0,Battery_2,hold,0.0,10.0,10.0
3,15.01,15.01,15.01,Battery_2,charge,7.5,13.4,13.38
4,7.14,7.14,7.14,Battery_2,charge,7.5,16.8,16.75
5,5.83,5.83,5.83,Battery_2,charge,7.5,20.1,20.12
6,6.71,6.71,6.71,Battery_2,charge,7.5,23.5,23.5
7,13.19,13.19,13.19,Battery_2,charge,7.5,26.9,26.88
8,18.06,18.06,18.06,Battery_2,charge,7.5,30.2,30.25
9,23.22,23.22,23.22,Battery_2,charge,7.5,33.6,33.62
10,78.2,78.2,78.2,Battery_2,discharge,7.5,29.5,29.46
11,101.6,101.6,101.6,Battery_2,discharge,7.5,25.3,25.29
12,104.0,104.0,104.0,Battery_2,discharge,7.5,21.1,21.12
13,22.84,22.84,22.84,Battery_2,charge,7.5,24.5,24.5
14,56.28,56.28,56.28,Battery_2,discharge,2.17,23.3,23.29
15,68.22,68.22,68.22,Battery_2,discharge,7.5,19.1,19.12
16,35.49,35.49,35.49,Battery_2,charge,7.5,22.5,22.5
17,66.49,66.49,66.49,Battery_2,discharge,7.5,18.3,18.33
18,60.15,60.15,60.15,Battery_2,discharge,7.5,14.2,14.17
19,59.11,59.11,59.11,Battery_2,discharge,7.5,10.0,10.0
20,52.91,52.91,0.0,Battery_2,hold,0.0,10.0,10.0
21,1.31,1.31,1.31,Battery_2,charge,7.5,13.4,13.38
22,-3.36,-3.36,-3.36,Battery_2,charge,7.5,16.8,16.75
23,-7.4,-7.4,-7.4,Battery_2,charge,7.5,20.1,20.12
24,-5.07,-5.07,-5.07,Battery_2,charge,7.5,23.5,23.5
25,-6.74,-6.74,-6.74,Battery_2,charge,7.5,26.9,26.88
26,-7.19,-7.19,-7.19,Battery_2,charge,7.5,30.2,30.25
27,-8.42,-8.42,-8.42,Battery_2,charge,7.5,33.6,33.62
28,-30.0,-30.0,-30.0,Battery_2,charge,7.5,37.0,37.0
29,-70.18,-70.18,-70.18,Battery_2,charge,7.5,40.4,40.38
30,-70.18,-70.18,-70.18,Battery_2,charge,7.5,43.8,43.75
31,-68.41,-68.41,-68.41,Battery_2,charge,7.5,47.1,47.12
32,-68.41,-68.41,-68.41,Battery_2,charge,7.5,50.5,50.5
33,-28.7,-28.7,-28.7,Battery_2,charge,7.5,53.9,53.88
34,10.95,10.95,10.95,Battery_2,charge,7.5,57.2,57.25
35,116.57,116.57,116.57,Battery_2,discharge,7.5,53.1,53.08
36,105.88,105.88,105.88,Battery_2,discharge,7.5,48.9,48.92
37,45.14,45.14,45.14,Battery_2,charge,6.11,51.7,51.67
38,57.0,57.0,57.0,Battery_2,discharge,7.5,47.5,47.5
39,61.94,61.94,61.94,Battery_2,discharge,7.5,43.3,43.33
40,65.0,65.0,65.0,Battery_2,discharge,7.5,39.2,39.17
41,65.0,65.0,65.0,Battery_2,discharge,7.5,35.0,35.0
42,115.1,115.1,115.1,Battery_2,discharge,7.5,30.8,30.83
43,134.5,134.5,134.5,Battery_2,discharge,7.5,26.7,26.67
44,130.0,130.0,130.0,Battery_2,discharge,7.5,22.5,22.5
45,59.97,59.97,59.97,Battery_2,discharge,7.5,18.3,18.33
46,97.76,97.76,97.76,Battery_2,discharge,7.5,14.2,14.17
47,55.89,55.89,55.89,Battery_2,discharge,7.5,10.0,10.0
48,54.8,54.8,0.0,Battery_2,hold,0.0,10.0,10.0
