settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,129.04,Battery_1,hold,0.0,50.0,10.0
2,124.45,Battery_1,hold,0.0,50.0,10.0
3,124.12,Battery_1,hold,0.0,50.0,10.0
4,121.79,Battery_1,hold,0.0,50.0,10.0
5,124.48,Battery_1,hold,0.0,50.0,10.0
6,126.64,Battery_1,hold,0.0,50.0,10.0
7,128.57,Battery_1,hold,0.0,50.0,10.0
8,123.99,Battery_1,hold,0.0,50.0,10.0
9,122.46,Battery_1,hold,0.0,50.0,10.0
10,123.26,Battery_1,hold,0.0,50.0,10.0
11,131.08,Battery_1,hold,0.0,50.0,10.0
12,133.92,Battery_1,hold,0.0,50.0,10.0
13,139.6,Battery_1,discharge,4.0,38.9,7.78
14,143.67,Battery_1,discharge,4.0,27.8,5.56
15,131.2,Battery_1,hold,0.0,27.8,5.56
16,138.27,Battery_1,hold,0.0,27.8,5.56
17,113.54,Battery_1,hold,0.0,27.8,5.56
18,120.14,Battery_1,hold,0.0,27.8,5.56
19,117.88,Battery_1,hold,0.0,27.8,5.56
20,123.19,Battery_1,hold,0.0,27.8,5.56
21,121.96,Battery_1,hold,0.0,27.8,5.56
22,114.76,Battery_1,hold,0.0,27.8,5.56
23,112.38,Battery_1,charge,4.0,36.8,7.36
24,111.22,Battery_1,charge,4.0,45.8,9.16
25,109.15,Battery_1,charge,4.0,54.8,10.96
26,114.15,Battery_1,hold,0.0,54.8,10.96
27,114.88,Battery_1,hold,0.0,54.8,10.96
28,112.95,Battery_1,charge,3.65,63.0,12.6
29,105.55,Battery_1,charge,4.0,72.0,14.4
30,113.76,Battery_1,hold,0.0,72.0,14.4
31,109.62,Battery_1,charge,4.0,81.0,16.2
32,109.96,Battery_1,charge,4.0,90.0,18.0
33,116.08,Battery_1,hold,0.0,90.0,18.0
34,113.55,Battery_1,hold,0.0,90.0,18.0
35,138.54,Battery_1,hold,0.0,90.0,18.0
36,135.74,Battery_1,hold,0.0,90.0,18.0
37,136.72,Battery_1,hold,0.0,90.0,18.0
38,147.31,Battery_1,discharge,4.0,78.9,15.78
39,145.85,Battery_1,discharge,4.0,67.8,13.56
40,141.45,Battery_1,hold,0.0,67.8,13.56
41,146.23,Battery_1,discharge,4.0,56.7,11.33
42,145.31,Battery_1,discharge,0.8,54.4,10.89
43,146.37,Battery_1,discharge,4.0,43.3,8.67
44,148.22,Battery_1,discharge,4.0,32.2,6.44
45,149.82,Battery_1,discharge,4.0,21.1,4.22
46,149.0,Battery_1,discharge,4.0,10.0,2.0
47,145.0,Battery_1,hold,0.0,10.0,2.0
48,139.74,Battery_1,hold,0.0,10.0,2.0
1,129.04,Battery_2,hold,0.0,50.0,50.0
2,124.45,Battery_2,hold,0.0,50.0,50.0
3,124.12,Battery_2,hold,0.0,50.0,50.0
4,121.79,Battery_2,hold,0.0,50.0,50.0
5,124.48,Battery_2,hold,0.0,50.0,50.0
6,126.64,Battery_2,hold,0.0,50.0,50.0
7,128.57,Battery_2,hold,0.0,50.0,50.0
8,123.99,Battery_2,hold,0.0,50.0,50.0
9,122.46,Battery_2,hold,0.0,50.0,50.0
10,123.26,Battery_2,hold,0.0,50.0,50.0
11,131.08,Battery_2,hold,0.0,50.0,50.0
12,133.92,Battery_2,hold,0.0,50.0,50.0
13,139.6,Battery_2,hold,0.0,50.0,50.0
14,143.67,Battery_2,discharge,12.5,43.1,43.06
15,131.2,Battery_2,hold,0.0,43.1,43.06
16,138.27,Battery_2,hold,0.0,43.1,43.06
17,113.54,Battery_2,hold,0.0,43.1,43.06
18,120.14,Battery_2,hold,0.0,43.1,43.06
19,117.88,Battery_2,hold,0.0,43.1,43.06
20,123.19,Battery_2,hold,0.0,43.1,43.06
21,121.96,Battery_2,hold,0.0,43.1,43.06
22,114.76,Battery_2,hold,0.0,43.1,43.06
23,112.38,Battery_2,charge,12.5,48.7,48.68
24,111.22,Battery_2,charge,12.5,54.3,54.31
25,109.15,Battery_2,charge,12.5,59.9,59.93
26,114.15,Battery_2,hold,0.0,59.9,59.93
27,114.88,Battery_2,hold,0.0,59.9,59.93
28,112.95,Battery_2,charge,12.5,65.6,65.56
29,105.55,Battery_2,charge,12.5,71.2,71.18
30,113.76,Battery_2,hold,0.0,71.2,71.18
31,109.62,Battery_2,charge,12.5,76.8,76.81
32,109.96,Battery_2,charge,12.5,82.4,82.43
33,116.08,Battery_2,hold,0.0,82.4,82.43
34,113.55,Battery_2,hold,0.0,82.4,82.43
35,138.54,Battery_2,hold,0.0,82.4,82.43
36,135.74,Battery_2,hold,0.0,82.4,82.43
37,136.72,Battery_2,hold,0.0,82.4,82.43
38,147.31,Battery_2,discharge,12.5,75.5,75.49
39,145.85,Battery_2,discharge,12.5,68.5,68.54
40,141.45,Battery_2,discharge,12.5,61.6,61.6
41,146.23,Battery_2,discharge,12.5,54.7,54.65
42,145.31,Battery_2,discharge,12.5,47.7,47.71
43,146.37,Battery_2,discharge,12.5,40.8,40.76
44,148.22,Battery_2,discharge,12.5,33.8,33.82
45,149.82,Battery_2,discharge,12.5,26.9,26.88
46,149.0,Battery_2,discharge,12.5,19.9,19.93
47,145.0,Battery_2,discharge,12.5,13.0,12.99
48,139.74,Battery_2,discharge,5.38,10.0,10.0
1,129.04,Battery_3,hold,0.0,50.0,100.0
2,124.45,Battery_3,hold,0.0,50.0,100.0
3,124.12,Battery_3,hold,0.0,50.0,100.0
4,121.79,Battery_3,hold,0.0,50.0,100.0
5,124.48,Battery_3,hold,0.0,50.0,100.0
6,126.64,Battery_3,hold,0.0,50.0,100.0
7,128.57,Battery_3,hold,0.0,50.0,100.0
8,123.99,Battery_3,hold,0.0,50.0,100.0
9,122.46,Battery_3,hold,0.0,50.0,100.0
10,123.26,Battery_3,hold,0.0,50.0,100.0
11,131.08,Battery_3,hold,0.0,50.0,100.0
12,133.92,Battery_3,hold,0.0,50.0,100.0
13,139.6,Battery_3,hold,0.0,50.0,100.0
14,143.67,Battery_3,discharge,25.0,43.1,86.11
15,131.2,Battery_3,hold,0.0,43.1,86.11
16,138.27,Battery_3,hold,0.0,43.1,86.11
17,113.54,Battery_3,hold,0.0,43.1,86.11
18,120.14,Battery_3,hold,0.0,43.1,86.11
19,117.88,Battery_3,hold,0.0,43.1,86.11
20,123.19,Battery_3,hold,0.0,43.1,86.11
21,121.96,Battery_3,hold,0.0,43.1,86.11
22,114.76,Battery_3,hold,0.0,43.1,86.11
23,112.38,Battery_3,charge,25.0,48.7,97.36
24,111.22,Battery_3,charge,25.0,54.3,108.61
25,109.15,Battery_3,charge,25.0,59.9,119.86
26,114.15,Battery_3,hold,0.0,59.9,119.86
27,114.88,Battery_3,hold,0.0,59.9,119.86
28,112.95,Battery_3,charge,25.0,65.6,131.11
29,105.55,Battery_3,charge,25.0,71.2,142.36
30,113.76,Battery_3,hold,0.0,71.2,142.36
31,109.62,Battery_3,charge,25.0,76.8,153.61
32,109.96,Battery_3,charge,25.0,82.4,164.86
33,116.08,Battery_3,hold,0.0,82.4,164.86
34,113.55,Battery_3,hold,0.0,82.4,164.86
35,138.54,Battery_3,hold,0.0,82.4,164.86
36,135.74,Battery_3,hold,0.0,82.4,164.86
37,136.72,Battery_3,hold,0.0,82.4,164.86
38,147.31,Battery_3,discharge,25.0,75.5,150.97
39,145.85,Battery_3,discharge,25.0,68.5,137.08
40,141.45,Battery_3,discharge,25.0,61.6,123.19
41,146.23,Battery_3,discharge,25.0,54.7,109.31
42,145.31,Battery_3,discharge,25.0,47.7,95.42
43,146.37,Battery_3,discharge,25.0,40.8,81.53
44,148.22,Battery_3,discharge,25.0,33.8,67.64
