settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,156.73,Battery_1,hold,0.0,50.0,10.0
2,155.59,Battery_1,hold,0.0,50.0,10.0
3,134.43,Battery_1,hold,0.0,50.0,10.0
4,134.86,Battery_1,hold,0.0,50.0,10.0
5,134.03,Battery_1,hold,0.0,50.0,10.0
6,127.54,Battery_1,charge,1.98,54.4,10.89
7,128.55,Battery_1,hold,0.0,54.4,10.89
8,129.99,Battery_1,hold,0.0,54.4,10.89
9,135.3,Battery_1,hold,0.0,54.4,10.89
10,136.68,Battery_1,hold,0.0,54.4,10.89
11,149.82,Battery_1,hold,0.0,54.4,10.89
12,162.99,Battery_1,discharge,4.0,43.3,8.67
13,161.98,Battery_1,discharge,4.0,32.2,6.44
14,171.23,Battery_1,discharge,4.0,21.1,4.22
15,157.31,Battery_1,hold,0.0,21.1,4.22
16,165.28,Battery_1,discharge,4.0,10.0,2.0
17,142.08,Battery_1,hold,0.0,10.0,2.0
18,143.64,Battery_1,hold,0.0,10.0,2.0
19,107.3,Battery_1,hold,0.0,10.0,2.0
20,101.48,Battery_1,hold,0.0,10.0,2.0
21,85.08,Battery_1,hold,0.0,10.0,2.0
22,76.77,Battery_1,hold,0.0,10.0,2.0
23,37.95,Battery_1,charge,4.0,19.0,3.8
24,31.2,Battery_1,charge,4.0,28.0,5.6
25,20.38,Battery_1,charge,4.0,37.0,7.4
26,15.07,Battery_1,charge,4.0,46.0,9.2
27,7.37,Battery_1,charge,4.0,55.0,11.0
28,5.74,Battery_1,charge,4.0,64.0,12.8
29,7.63,Battery_1,charge,4.0,73.0,14.6
30,13.56,Battery_1,charge,4.0,82.0,16.4
31,39.09,Battery_1,charge,3.56,90.0,18.0
32,64.66,Battery_1,hold,0.0,90.0,18.0
33,109.98,Battery_1,hold,0.0,90.0,18.0
34,129.22,Battery_1,hold,0.0,90.0,18.0
35,164.5,Battery_1,hold,0.0,90.0,18.0
36,172.94,Battery_1,discharge,4.0,78.9,15.78
37,168.52,Battery_1,discharge,0.8,76.7,15.33
38,172.03,Battery_1,discharge,4.0,65.6,13.11
39,176.95,Battery_1,discharge,4.0,54.4,10.89
40,181.56,Battery_1,discharge,4.0,43.3,8.67
41,181.5,Battery_1,discharge,4.0,32.2,6.44
42,178.19,Battery_1,discharge,4.0,21.1,4.22
43,175.38,Battery_1,discharge,4.0,10.0,2.0
44,154.03,Battery_1,hold,0.0,10.0,2.0
45,154.26,Battery_1,hold,0.0,10.0,2.0
46,144.78,Battery_1,hold,0.0,10.0,2.0
47,152.57,Battery_1,hold,0.0,10.0,2.0
48,150.2,Battery_1,hold,0.0,10.0,2.0
1,156.73,Battery_2,discharge,9.5,44.7,44.72
2,155.59,Battery_2,hold,0.0,44.7,44.72
3,134.43,Battery_2,hold,0.0,44.7,44.72
4,134.86,Battery_2,hold,0.0,44.7,44.72
5,134.03,Battery_2,hold,0.0,44.7,44.72
6,127.54,Battery_2,hold,0.0,44.7,44.72
7,128.55,Battery_2,hold,0.0,44.7,44.72
8,129.99,Battery_2,hold,0.0,44.7,44.72
9,135.3,Battery_2,hold,0.0,44.7,44.72
10,136.68,Battery_2,hold,0.0,44.7,44.72
11,149.82,Battery_2,hold,0.0,44.7,44.72
12,162.99,Battery_2,discharge,12.5,37.8,37.78
13,161.98,Battery_2,discharge,12.5,30.8,30.83
14,171.23,Battery_2,discharge,12.5,23.9,23.89
15,157.31,Battery_2,discharge,12.5,16.9,16.94
16,165.28,Battery_2,discharge,12.5,10.0,10.0
17,142.08,Battery_2,hold,0.0,10.0,10.0
18,143.64,Battery_2,hold,0.0,10.0,10.0
19,107.3,Battery_2,charge,12.5,15.6,15.62
20,101.48,Battery_2,charge,12.5,21.2,21.25
21,85.08,Battery_2,charge,12.5,26.9,26.88
22,76.77,Battery_2,charge,12.5,32.5,32.5
23,37.95,Battery_2,charge,12.5,38.1,38.12
24,31.2,Battery_2,charge,12.5,43.8,43.75
25,20.38,Battery_2,charge,12.5,49.4,49.38
26,15.07,Battery_2,charge,12.5,55.0,55.0
27,7.37,Battery_2,charge,12.5,60.6,60.62
28,5.74,Battery_2,charge,12.5,66.2,66.25
29,7.63,Battery_2,charge,12.5,71.9,71.88
30,13.56,Battery_2,charge,12.5,77.5,77.5
31,39.09,Battery_2,charge,12.5,83.1,83.12
32,64.66,Battery_2,charge,12.5,88.8,88.75
33,109.98,Battery_2,charge,2.78,90.0,90.0
34,129.22,Battery_2,hold,0.0,90.0,90.0
35,164.5,Battery_2,discharge,12.5,83.1,83.06
36,172.94,Battery_2,discharge,12.5,76.1,76.11
37,168.52,Battery_2,discharge,12.5,69.2,69.17
38,172.03,Battery_2,discharge,12.5,62.2,62.22
39,176.95,Battery_2,discharge,12.5,55.3,55.28
40,181.56,Battery_2,discharge,12.5,48.3,48.33
41,181.5,Battery_2,discharge,12.5,41.4,41.39
42,178.19,Battery_2,discharge,12.5,34.4,34.44
43,175.38,Battery_2,discharge,12.5,27.5,27.5
44,154.03,Battery_2,discharge,12.5,20.6,20.56
45,154.26,Battery_2,discharge,12.5,13.6,13.61
46,144.78,Battery_2,hold,0.0,13.6,13.61
47,152.57,Battery_2,discharge,6.5,10.0,10.0
48,150.2,Battery_2,hold,0.0,10.0,10.0
1,156.73,Battery_3,discharge,19.0,44.7,89.44
2,155.59,Battery_3,hold,0.0,44.7,89.44
3,134.43,Battery_3,hold,0.0,44.7,89.44
4,134.86,Battery_3,hold,0.0,44.7,89.44
5,134.03,Battery_3,hold,0.0,44.7,89.44
6,127.54,Battery_3,hold,0.0,44.7,89.44
7,128.55,Battery_3,hold,0.0,44.7,89.44
8,129.99,Battery_3,hold,0.0,44.7,89.44
9,135.3,Battery_3,hold,0.0,44.7,89.44
10,136.68,Battery_3,hold,0.0,44.7,89.44
11,149.82,Battery_3,hold,0.0,44.7,89.44
12,162.99,Battery_3,discharge,25.0,37.8,75.56
13,161.98,Battery_3,discharge,25.0,30.8,61.67
14,171.23,Battery_3,discharge,25.0,23.9,47.78
15,157.31,Battery_3,discharge,25.0,16.9,33.89
16,165.28,Battery_3,discharge,25.0,10.0,20.0
17,142.08,Battery_3,hold,0.0,10.0,20.0
18,143.64,Battery_3,hold,0.0,10.0,20.0
19,107.3,Battery_3,charge,25.0,15.6,31.25
20,101.48,Battery_3,charge,25.0,21.2,42.5
21,85.08,Battery_3,charge,25.0,26.9,53.75
22,76.77,Battery_3,charge,25.0,32.5,65.0
23,37.95,Battery_3,charge,25.0,38.1,76.25
24,31.2,Battery_3,charge,25.0,43.8,87.5
25,20.38,Battery_3,charge,25.0,49.4,98.75
26,15.07,Battery_3,charge,25.0,55.0,110.0
27,7.37,Battery_3,charge,25.0,60.6,121.25
28,5.74,Battery_3,charge,25.0,66.2,132.5
29,7.63,Battery_3,charge,25.0,71.9,143.75
30,13.56,Battery_3,charge,25.0,77.5,155.0
31,39.09,Battery_3,charge,25.0,83.1,166.25
32,64.66,Battery_3,charge,25.0,88.8,177.5
33,109.98,Battery_3,charge,5.56,90.0,180.0
34,129.22,Battery_3,hold,0.0,90.0,180.0
35,164.5,Battery_3,discharge,25.0,83.1,166.11
36,172.94,Battery_3,discharge,25.0,76.1,152.22
37,168.52,Battery_3,discharge,25.0,69.2,138.33
38,172.03,Battery_3,discharge,25.0,62.2,124.44
39,176.95,Battery_3,discharge,25.0,55.3,110.56
40,181.56,Battery_3,discharge,25.0,48.3,96.67
41,181.5,Battery_3,discharge,25.0,41.4,82.78
42,178.19,Battery_3,discharge,25.0,34.4,68.89
