settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,111.81,111.81,0.0,Battery_1,hold,0.0,10.0,2.0
2,129.6,129.6,0.0,Battery_1,hold,0.0,10.0,2.0
3,86.0,86.0,86.0,Battery_1,charge,3.0,16.8,3.35
4,110.81,110.81,0.0,Battery_1,hold,0.0,16.8,3.35
5,122.2,122.2,0.0,Battery_1,hold,0.0,16.8,3.35
6,106.19,106.19,0.0,Battery_1,hold,0.0,16.8,3.35
7,127.28,127.28,127.28,Battery_1,discharge,2.43,10.0,2.0
8,125.0,125.0,0.0,Battery_1,hold,0.0,10.0,2.0
9,119.9,119.9,0.0,Battery_1,hold,0.0,10.0,2.0
10,104.69,104.69,0.0,Battery_1,hold,0.0,10.0,2.0
11,78.18,78.18,78.18,Battery_1,charge,3.0,16.8,3.35
12,100.3,100.3,100.3,Battery_1,discharge,1.86,11.6,2.32
13,80.0,80.0,80.0,Battery_1,charge,3.0,18.3,3.67
14,87.17,87.17,0.0,Battery_1,hold,0.0,18.3,3.67
15,109.01,109.01,109.01,Battery_1,discharge,3.0,10.0,2.0
16,80.0,80.0,0.0,Battery_1,hold,0.0,10.0,2.0
17,20.0,20.0,20.0,Battery_1,charge,3.0,16.8,3.35
18,80.0,80.0,0.0,Battery_1,hold,0.0,16.8,3.35
19,20.0,20.0,20.0,Battery_1,charge,3.0,23.5,4.7
20,75.0,75.0,75.0,Battery_1,charge,3.0,30.2,6.05
21,84.3,84.3,0.0,Battery_1,hold,0.0,30.2,6.05
22,77.54,77.54,77.54,Battery_1,charge,3.0,37.0,7.4
23,82.34,82.34,0.0,Battery_1,hold,0.0,37.0,7.4
24,90.0,90.0,0.0,Battery_1,hold,0.0,37.0,7.4
25,86.99,86.99,0.0,Battery_1,hold,0.0,37.0,7.4
26,118.0,118.0,118.0,Battery_1,discharge,3.0,28.7,5.73
27,105.05,105.05,105.05,Battery_1,discharge,3.0,20.3,4.07
28,72.08,72.08,72.08,Battery_1,charge,3.0,27.1,5.42
29,37.62,37.62,37.62,Battery_1,charge,3.0,33.8,6.77
30,63.0,63.0,63.0,Battery_1,charge,3.0,40.6,8.12
31,-6.2,-6.2,-6.2,Battery_1,charge,3.0,47.3,9.47
32,-13.6,-13.6,-13.6,Battery_1,charge,3.0,54.1,10.82
33,118.0,118.0,118.0,Battery_1,discharge,3.0,45.8,9.15
34,1.22,1.22,1.22,Battery_1,charge,3.0,52.5,10.5
35,94.91,94.91,0.0,Battery_1,hold,0.0,52.5,10.5
36,55.0,55.0,55.0,Battery_1,charge,3.0,59.2,11.85
37,79.0,79.0,79.0,Battery_1,charge,0.33,60.0,12.0
38,89.2,89.2,0.0,Battery_1,hold,0.0,60.0,12.0
39,130.0,130.0,130.0,Battery_1,discharge,3.0,51.7,10.33
40,131.68,131.68,131.68,Battery_1,discharge,3.0,43.3,8.67
41,135.01,135.01,135.01,Battery_1,discharge,3.0,35.0,7.0
42,91.5,91.5,0.0,Battery_1,hold,0.0,35.0,7.0
43,133.19,133.19,133.19,Battery_1,discharge,3.0,26.7,5.33
44,130.0,130.0,130.0,Battery_1,discharge,3.0,18.3,3.67
45,144.49,144.49,144.49,Battery_1,discharge,3.0,10.0,2.0
46,85.0,85.0,0.0,Battery_1,hold,0.0,10.0,2.0
47,93.01,93.01,0.0,Battery_1,hold,0.0,10.0,2.0
48,89.3,89.3,0.0,Battery_1,hold,0.0,10.0,2.0
1,111.81,111.81,0.0,Battery_2,hold,0.0,10.0,10.0
2,129.6,129.6,0.0,Battery_2,hold,0.0,10.0,10.0
3,86.0,86.0,86.0,Battery_2,charge,7.5,13.4,13.38
4,110.81,110.81,0.0,Battery_2,hold,0.0,13.4,13.38
5,122.2,122.2,0.0,Battery_2,hold,0.0,13.4,13.38
6,106.19,106.19,0.0,Battery_2,hold,0.0,13.4,13.38
7,127.28,127.28,127.28,Battery_2,discharge,6.08,10.0,10.0
8,125.0,125.0,0.0,Battery_2,hold,0.0,10.0,10.0
9,119.9,119.9,0.0,Battery_2,hold,0.0,10.0,10.0
10,104.69,104.69,0.0,Battery_2,hold,0.0,10.0,10.0
11,78.18,78.18,78.18,Battery_2,charge,7.5,13.4,13.38
12,100.3,100.3,100.3,Battery_2,discharge,4.65,10.8,10.79
13,80.0,80.0,80.0,Battery_2,charge,7.5,14.2,14.17
14,87.17,87.17,0.0,Battery_2,hold,0.0,14.2,14.17
15,109.01,109.01,109.01,Battery_2,discharge,7.5,10.0,10.0
16,80.0,80.0,0.0,Battery_2,hold,0.0,10.0,10.0
17,20.0,20.0,20.0,Battery_2,charge,7.5,13.4,13.38
18,80.0,80.0,0.0,Battery_2,hold,0.0,13.4,13.38
19,20.0,20.0,20.0,Battery_2,charge,7.5,16.8,16.75
20,75.0,75.0,75.0,Battery_2,charge,7.5,20.1,20.12
21,84.3,84.3,0.0,Battery_2,hold,0.0,20.1,20.12
22,77.54,77.54,77.54,Battery_2,charge,7.5,23.5,23.5
23,82.34,82.34,0.0,Battery_2,hold,0.0,23.5,23.5
24,90.0,90.0,0.0,Battery_2,hold,0.0,23.5,23.5
25,86.99,86.99,0.0,Battery_2,hold,0.0,23.5,23.5
26,118.0,118.0,118.0,Battery_2,discharge,7.5,19.3,19.33
27,105.05,105.05,105.05,Battery_2,discharge,7.5,15.2,15.17
28,72.08,72.08,72.08,Battery_2,charge,7.5,18.5,18.54
29,37.62,37.62,37.62,Battery_2,charge,7.5,21.9,21.92
30,63.0,63.0,63.0,Battery_2,charge,7.5,25.3,25.29
31,-6.2,-6.2,-6.2,Battery_2,charge,7.5,28.7,28.67
32,-13.6,-13.6,-13.6,Battery_2,charge,7.5,32.0,32.04
33,118.0,118.0,118.0,Battery_2,discharge,7.5,27.9,27.88
34,1.22,1.22,1.22,Battery_2,charge,7.5,31.2,31.25
35,94.91,94.91,0.0,Battery_2,hold,0.0,31.2,31.25
36,55.0,55.0,55.0,Battery_2,charge,7.5,34.6,34.62
37,79.0,79.0,79.0,Battery_2,charge,0.83,35.0,35.0
38,89.2,89.2,0.0,Battery_2,hold,0.0,35.0,35.0
39,130.0,130.0,130.0,Battery_2,discharge,7.5,30.8,30.83
40,131.68,131.68,131.68,Battery_2,discharge,7.5,26.7,26.67
41,135.01,135.01,135.01,Battery_2,discharge,7.5,22.5,22.5
42,91.5,91.5,0.0,Battery_2,hold,0.0,22.5,22.5
43,133.19,133.19,133.19,Battery_2,discharge,7.5,18.3,18.33
44,130.0,130.0,130.0,Battery_2,discharge,7.5,14.2,14.17
45,144.49,144.49,144.49,Battery_2,discharge,7.5,10.0,10.0
46,85.0,85.0,0.0,Battery_2,hold,0.0,10.0,10.0
47,93.01,93.01,0.0,Battery_2,hold,0.0,10.0,10.0
48,89.3,89.3,0.0,Battery_2,hold,0.0,10.0,10.0
1,111.81,111.81,0.0,Battery_3,hold,0.0,10.0,20.0
2,129.6,129.6,0.0,Battery_3,hold,0.0,10.0,20.0
3,86.0,86.0,86.0,Battery_3,charge,15.0,13.4,26.75
4,110.81,110.81,0.0,Battery_3,hold,0.0,13.4,26.75
5,122.2,122.2,0.0,Battery_3,hold,0.0,13.4,26.75
6,106.19,106.19,0.0,Battery_3,hold,0.0,13.4,26.75
7,127.28,127.28,127.28,Battery_3,discharge,12.15,10.0,20.0
8,125.0,125.0,0.0,Battery_3,hold,0.0,10.0,20.0
9,119.9,119.9,0.0,Battery_3,hold,0.0,10.0,20.0
10,104.69,104.69,0.0,Battery_3,hold,0.0,10.0,20.0
11,78.18,78.18,78.18,Battery_3,charge,15.0,13.4,26.75
12,100.3,100.3,100.3,Battery_3,discharge,9.3,10.8,21.58
13,80.0,80.0,80.0,Battery_3,charge,15.0,14.2,28.33
14,87.17,87.17,0.0,Battery_3,hold,0.0,14.2,28.33
15,109.01,109.01,109.01,Battery_3,discharge,15.0,10.0,20.0
16,80.0,80.0,0.0,Battery_3,hold,0.0,10.0,20.0
17,20.0,20.0,20.0,Battery_3,charge,15.0,13.4,26.75
18,80.0,80.0,0.0,Battery_3,hold,0.0,13.4,26.75
19,20.0,20.0,20.0,Battery_3,charge,15.0,16.8,33.5
20,75.0,75.0,75.0,Battery_3,charge,15.0,20.1,40.25
21,84.3,84.3,0.0,Battery_3,hold,0.0,20.1,40.25
22,77.54,77.54,77.54,Battery_3,charge,15.0,23.5,47.0
23,82.34,82.34,0.0,Battery_3,hold,0.0,23.5,47.0
24,90.0,90.0,0.0,Battery_3,hold,0.0,23.5,47.0
25,86.99,86.99,0.0,Battery_3,hold,0.0,23.5,47.0
26,118.0,118.0,118.0,Battery_3,discharge,15.0,19.3,38.67
27,105.05,105.05,105.05,Battery_3,discharge,15.0,15.2,30.33
28,72.08,72.08,72.08,Battery_3,charge,15.0,18.5,37.08
29,37.62,37.62,37.62,Battery_3,charge,15.0,21.9,43.83
30,63.0,63.0,63.0,Battery_3,charge,15.0,25.3,50.58
31,-6.2,-6.2,-6.2,Battery_3,charge,15.0,28.7,57.33
32,-13.6,-13.6,-13.6,Battery_3,charge,15.0,32.0,64.08
33,118.0,118.0,118.0,Battery_3,discharge,15.0,27.9,55.75
34,1.22,1.22,1.22,Battery_3,charge,15.0,31.2,62.5
35,94.91,94.91,0.0,Battery_3,hold,0.0,31.2,62.5
36,55.0,55.0,55.0,Battery_3,charge,15.0,34.6,69.25
37,79.0,79.0,79.0,Battery_3,charge,1.67,35.0,70.0
38,89.2,89.2,0.0,Battery_3,hold,0.0,35.0,70.0
39,130.0,130.0,130.0,Battery_3,discharge,15.0,30.8,61.67
40,131.68,131.68,131.68,Battery_3,discharge,15.0,26.7,53.33
41,135.01,135.01,135.01,Battery_3,discharge,15.0,22.5,45.0
42,91.5,91.5,0.0,Battery_3,hold,0.0,22.5,45.0
43,133.19,133.19,133.19,Battery_3,discharge,15.0,18.3,36.67
44,130.0,130.0,130.0,Battery_3,discharge,15.0,14.2,28.33
45,144.49,144.49,144.49,Battery_3,discharge,15.0,10.0,20.0
46,85.0,85.0,0.0,Battery_3,hold,0.0,10.0,20.0
47,93.01,93.01,0.0,Battery_3,hold,0.0,10.0,20.0
48,89.3,89.3,0.0,Battery_3,hold,0.0,10.0,20.0
1,111.81,111.81,0.0,Battery_4,hold,0.0,10.0,8.0
2,129.6,129.6,0.0,Battery_4,hold,0.0,10.0,8.0
3,86.0,86.0,86.0,Battery_4,charge,6.0,13.4,10.7
4,110.81,110.81,0.0,Battery_4,hold,0.0,13.4,10.7
5,122.2,122.2,0.0,Battery_4,hold,0.0,13.4,10.7
6,106.19,106.19,0.0,Battery_4,hold,0.0,13.4,10.7
7,127.28,127.28,127.28,Battery_4,discharge,4.86,10.0,8.0
8,125.0,125.0,0.0,Battery_4,hold,0.0,10.0,8.0
9,119.9,119.9,0.0,Battery_4,hold,0.0,10.0,8.0
10,104.69,104.69,0.0,Battery_4,hold,0.0,10.0,8.0
11,78.18,78.18,78.18,Battery_4,charge,6.0,13.4,10.7
12,100.3,100.3,100.3,Battery_4,discharge,3.72,10.8,8.63
13,80.0,80.0,80.0,Battery_4,charge,6.0,14.2,11.33
14,87.17,87.17,0.0,Battery_4,hold,0.0,14.2,11.33
15,109.01,109.01,109.01,Battery_4,discharge,6.0,10.0,8.0
16,80.0,80.0,0.0,Battery_4,hold,0.0,10.0,8.0
17,20.0,20.0,20.0,Battery_4,charge,6.0,13.4,10.7
