settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,121.05,Battery_1,discharge,4.0,38.9,7.78
2,116.63,Battery_1,hold,0.0,38.9,7.78
3,107.93,Battery_1,hold,0.0,38.9,7.78
4,104.42,Battery_1,hold,0.0,38.9,7.78
5,95.69,Battery_1,hold,0.0,38.9,7.78
6,99.05,Battery_1,hold,0.0,38.9,7.78
7,92.04,Battery_1,charge,4.0,47.9,9.58
8,89.9,Battery_1,charge,4.0,56.9,11.38
9,94.38,Battery_1,charge,4.0,65.9,13.18
10,99.31,Battery_1,hold,0.0,65.9,13.18
11,114.07,Battery_1,hold,0.0,65.9,13.18
12,106.71,Battery_1,hold,0.0,65.9,13.18
13,117.28,Battery_1,discharge,4.0,54.8,10.96
14,120.62,Battery_1,discharge,4.0,43.7,8.73
15,116.94,Battery_1,discharge,4.0,32.6,6.51
16,119.01,Battery_1,discharge,4.0,21.4,4.29
17,109.92,Battery_1,hold,0.0,21.4,4.29
18,109.25,Battery_1,hold,0.0,21.4,4.29
19,107.6,Battery_1,hold,0.0,21.4,4.29
20,107.19,Battery_1,hold,0.0,21.4,4.29
21,103.0,Battery_1,hold,0.0,21.4,4.29
22,104.21,Battery_1,hold,0.0,21.4,4.29
23,99.41,Battery_1,hold,0.0,21.4,4.29
24,94.47,Battery_1,charge,4.0,30.4,6.09
25,91.77,Battery_1,charge,4.0,39.4,7.89
26,90.45,Battery_1,charge,4.0,48.4,9.69
27,91.92,Battery_1,charge,4.0,57.4,11.49
28,92.26,Battery_1,charge,4.0,66.4,13.29
29,93.62,Battery_1,charge,4.0,75.4,15.09
30,94.58,Battery_1,charge,2.47,81.0,16.2
31,96.9,Battery_1,hold,0.0,81.0,16.2
32,97.5,Battery_1,hold,0.0,81.0,16.2
33,97.93,Battery_1,hold,0.0,81.0,16.2
34,93.13,Battery_1,charge,4.0,90.0,18.0
35,123.41,Battery_1,discharge,4.0,78.9,15.78
36,115.48,Battery_1,hold,0.0,78.9,15.78
37,112.48,Battery_1,hold,0.0,78.9,15.78
38,117.17,Battery_1,discharge,0.8,76.7,15.33
39,123.37,Battery_1,discharge,4.0,65.6,13.11
40,137.71,Battery_1,discharge,4.0,54.4,10.89
41,122.92,Battery_1,discharge,4.0,43.3,8.67
42,122.94,Battery_1,discharge,4.0,32.2,6.44
43,115.7,Battery_1,hold,0.0,32.2,6.44
44,118.52,Battery_1,discharge,4.0,21.1,4.22
45,122.16,Battery_1,discharge,4.0,10.0,2.0
46,112.44,Battery_1,hold,0.0,10.0,2.0
47,116.42,Battery_1,hold,0.0,10.0,2.0
48,110.49,Battery_1,hold,0.0,10.0,2.0
1,121.05,Battery_2,discharge,12.5,43.1,43.06
2,116.63,Battery_2,discharge,10.75,37.1,37.08
3,107.93,Battery_2,hold,0.0,37.1,37.08
4,104.42,Battery_2,hold,0.0,37.1,37.08
5,95.69,Battery_2,hold,0.0,37.1,37.08
