settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,96.92,96.92,96.92,Battery_1,charge,3.0,16.8,3.35
2,92.97,92.97,92.97,Battery_1,charge,3.0,23.5,4.7
3,87.14,87.14,87.14,Battery_1,charge,3.0,30.2,6.05
4,108.98,108.98,0.0,Battery_1,hold,0.0,30.2,6.05
5,118.34,118.34,0.0,Battery_1,hold,0.0,30.2,6.05
6,125.0,125.0,0.0,Battery_1,hold,0.0,30.2,6.05
7,122.85,122.85,0.0,Battery_1,hold,0.0,30.2,6.05
8,76.87,76.87,76.87,Battery_1,charge,3.0,37.0,7.4
9,122.85,122.85,0.0,Battery_1,hold,0.0,37.0,7.4
10,81.36,81.36,81.36,Battery_1,charge,3.0,43.8,8.75
11,86.85,86.85,86.85,Battery_1,charge,3.0,50.5,10.1
12,41.15,41.15,41.15,Battery_1,charge,3.0,57.2,11.45
13,40.0,40.0,40.0,Battery_1,charge,3.0,64.0,12.8
14,128.63,128.63,128.63,Battery_1,discharge,1.44,60.0,12.0
15,145.0,145.0,145.0,Battery_1,discharge,3.0,51.7,10.33
16,144.14,144.14,144.14,Battery_1,discharge,3.0,43.3,8.67
17,143.9,143.9,143.9,Battery_1,discharge,3.0,35.0,7.0
18,143.9,143.9,143.9,Battery_1,discharge,3.0,26.7,5.33
19,143.9,143.9,143.9,Battery_1,discharge,3.0,18.3,3.67
20,141.9,141.9,141.9,Battery_1,discharge,3.0,10.0,2.0
21,49.67,49.67,49.67,Battery_1,charge,0.7,11.6,2.32
22,48.62,48.62,48.62,Battery_1,charge,3.0,18.3,3.67
23,116.86,116.86,116.86,Battery_1,discharge,3.0,10.0,2.0
24,15.0,15.0,15.0,Battery_1,charge,2.56,15.8,3.15
25,0.78,0.78,0.78,Battery_1,charge,3.0,22.5,4.5
26,-5.88,-5.88,-5.88,Battery_1,charge,3.0,29.2,5.85
27,-5.0,-5.0,-5.0,Battery_1,charge,3.0,36.0,7.2
28,-14.5,-14.5,-14.5,Battery_1,charge,3.0,42.8,8.55
29,-26.21,-26.21,-26.21,Battery_1,charge,3.0,49.5,9.9
30,-27.5,-27.5,-27.5,Battery_1,charge,3.0,56.2,11.25
31,-30.7,-30.7,-30.7,Battery_1,charge,3.0,63.0,12.6
32,-30.7,-30.7,-30.7,Battery_1,charge,3.0,69.8,13.95
33,-30.0,-30.0,-30.0,Battery_1,charge,3.0,76.5,15.3
34,-30.0,-30.0,-30.0,Battery_1,charge,3.0,83.2,16.65
35,-14.1,-14.1,-14.1,Battery_1,charge,3.0,90.0,18.0
36,90.0,90.0,0.0,Battery_1,hold,0.0,90.0,18.0
37,109.46,109.46,109.46,Battery_1,discharge,3.0,81.7,16.33
38,113.5,113.5,113.5,Battery_1,discharge,3.0,73.3,14.67
39,109.0,109.0,109.0,Battery_1,discharge,3.0,65.0,13.0
40,55.0,55.0,55.0,Battery_1,charge,3.0,71.8,14.35
41,93.33,93.33,93.33,Battery_1,discharge,1.23,68.3,13.67
42,150.97,150.97,150.97,Battery_1,discharge,3.0,60.0,12.0
43,98.48,98.48,98.48,Battery_1,discharge,3.0,51.7,10.33
44,135.19,135.19,135.19,Battery_1,discharge,3.0,43.3,8.67
45,132.0,132.0,132.0,Battery_1,discharge,3.0,35.0,7.0
46,132.0,132.0,132.0,Battery_1,discharge,3.0,26.7,5.33
47,131.7,131.7,131.7,Battery_1,discharge,3.0,18.3,3.67
48,124.91,124.91,124.91,Battery_1,discharge,3.0,10.0,2.0
1,96.92,96.92,96.92,Battery_2,charge,7.5,13.4,13.38
2,92.97,92.97,92.97,Battery_2,charge,7.5,16.8,16.75
3,87.14,87.14,87.14,Battery_2,charge,7.5,20.1,20.12
4,108.98,108.98,0.0,Battery_2,hold,0.0,20.1,20.12
5,118.34,118.34,0.0,Battery_2,hold,0.0,20.1,20.12
6,125.0,125.0,0.0,Battery_2,hold,0.0,20.1,20.12
