settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh,ssp_settle,sbp_settle
1,195.0,195.0,0.0,Battery_1,hold,0.0,10.0,2.0,190.1,195.9
2,24.44,24.44,24.44,Battery_1,charge,3.0,16.8,3.35,19.54,25.34
3,122.65,122.65,0.0,Battery_1,hold,0.0,16.8,3.35,117.75,123.55000000000001
4,112.57,112.57,112.57,Battery_1,charge,3.0,23.5,4.7,107.66999999999999,113.47
5,143.1,143.1,0.0,Battery_1,hold,0.0,23.5,4.7,138.2,144.0
6,93.04,93.04,93.04,Battery_1,charge,3.0,30.2,6.05,88.14,93.94000000000001
7,92.03,92.03,92.03,Battery_1,charge,3.0,37.0,7.4,87.13,92.93
8,141.97,141.97,0.0,Battery_1,hold,0.0,37.0,7.4,137.07,142.87
9,117.82,117.82,117.82,Battery_1,charge,0.52,38.2,7.63,112.91999999999999,118.72
10,158.63,158.63,158.63,Battery_1,discharge,3.0,29.8,5.97,153.73,159.53
11,122.09,122.09,0.0,Battery_1,hold,0.0,29.8,5.97,117.19,122.99000000000001
12,85.82,85.82,85.82,Battery_1,charge,3.0,36.6,7.32,80.91999999999999,86.72
13,96.0,96.0,96.0,Battery_1,charge,3.0,43.3,8.67,91.1,96.9
14,170.01,170.01,170.01,Battery_1,discharge,3.0,35.0,7.0,165.10999999999999,170.91
15,204.4,204.4,204.4,Battery_1,discharge,3.0,26.7,5.33,199.5,205.3
16,204.4,204.4,204.4,Battery_1,discharge,3.0,18.3,3.67,199.5,205.3
17,203.75,203.75,203.75,Battery_1,discharge,3.0,10.0,2.0,198.85,204.65
18,24.98,24.98,24.98,Battery_1,charge,3.0,16.8,3.35,20.08,25.88
19,-8.36,-8.36,-8.36,Battery_1,charge,3.0,23.5,4.7,-13.26,-7.459999999999999
20,-10.98,-10.98,-10.98,Battery_1,charge,3.0,30.2,6.05,-15.88,-10.08
21,-10.98,-10.98,-10.98,Battery_1,charge,3.0,37.0,7.4,-15.88,-10.08
22,-10.98,-10.98,-10.98,Battery_1,charge,3.0,43.8,8.75,-15.88,-10.08
23,13.6,13.6,13.6,Battery_1,charge,3.0,50.5,10.1,8.7,14.5
24,-0.66,-0.66,-0.66,Battery_1,charge,3.0,57.2,11.45,-5.5600000000000005,0.24
25,-1.48,-1.48,-1.48,Battery_1,charge,3.0,64.0,12.8,-6.380000000000001,-0.58
26,-2.25,-2.25,-2.25,Battery_1,charge,3.0,70.8,14.15,-7.15,-1.35
27,58.0,58.0,58.0,Battery_1,discharge,0.36,69.8,13.95,53.1,58.9
28,6.5,6.5,6.5,Battery_1,charge,3.0,76.5,15.3,1.5999999999999996,7.4
29,8.16,8.16,8.16,Battery_1,charge,3.0,83.2,16.65,3.26,9.06
30,14.88,14.88,14.88,Battery_1,charge,3.0,90.0,18.0,9.98,15.780000000000001
31,46.7,46.7,0.0,Battery_1,hold,0.0,90.0,18.0,41.800000000000004,47.6
32,57.93,57.93,0.0,Battery_1,hold,0.0,90.0,18.0,53.03,58.83
33,129.0,129.0,129.0,Battery_1,discharge,3.0,81.7,16.33,124.1,129.9
34,107.2,107.2,0.0,Battery_1,hold,0.0,81.7,16.33,102.3,108.10000000000001
35,150.0,150.0,150.0,Battery_1,discharge,3.0,73.3,14.67,145.1,150.9
36,52.5,52.5,52.5,Battery_1,charge,3.0,80.1,16.02,47.6,53.4
37,189.0,189.0,189.0,Battery_1,discharge,3.0,71.8,14.35,184.1,189.9
38,165.0,165.0,165.0,Battery_1,discharge,3.0,63.4,12.68,160.1,165.9
39,194.0,194.0,194.0,Battery_1,discharge,3.0,55.1,11.02,189.1,194.9
40,192.57,192.57,192.57,Battery_1,discharge,3.0,46.8,9.35,187.67,193.47
41,115.83,115.83,115.83,Battery_1,discharge,3.0,38.4,7.68,110.92999999999999,116.73
42,109.0,109.0,109.0,Battery_1,discharge,1.23,35.0,7.0,104.1,109.9
43,96.95,96.95,0.0,Battery_1,hold,0.0,35.0,7.0,92.05,97.85000000000001
44,94.67,94.67,0.0,Battery_1,hold,0.0,35.0,7.0,89.77,95.57000000000001
45,133.11,133.11,133.11,Battery_1,discharge,3.0,26.7,5.33,128.21,134.01000000000002
46,144.01,144.01,144.01,Battery_1,discharge,3.0,18.3,3.67,139.10999999999999,144.91
47,89.7,89.7,0.0,Battery_1,hold,0.0,18.3,3.67,84.8,90.60000000000001
48,130.28,130.28,130.28,Battery_1,discharge,3.0,10.0,2.0,125.38,131.18
1,195.0,195.0,0.0,Battery_2,hold,0.0,10.0,10.0,190.1,195.9
2,24.44,24.44,24.44,Battery_2,charge,7.5,13.4,13.38,19.54,25.34
3,122.65,122.65,0.0,Battery_2,hold,0.0,13.4,13.38,117.75,123.55000000000001
4,112.57,112.57,112.57,Battery_2,charge,7.5,16.8,16.75,107.66999999999999,113.47
5,143.1,143.1,0.0,Battery_2,hold,0.0,16.8,16.75,138.2,144.0
6,93.04,93.04,93.04,Battery_2,charge,7.5,20.1,20.12,88.14,93.94000000000001
7,92.03,92.03,92.03,Battery_2,charge,7.5,23.5,23.5,87.13,92.93
8,141.97,141.97,0.0,Battery_2,hold,0.0,23.5,23.5,137.07,142.87
9,117.82,117.82,117.82,Battery_2,charge,1.3,24.1,24.08,112.91999999999999,118.72
10,158.63,158.63,158.63,Battery_2,discharge,7.5,19.9,19.92,153.73,159.53
11,122.09,122.09,0.0,Battery_2,hold,0.0,19.9,19.92,117.19,122.99000000000001
12,85.82,85.82,85.82,Battery_2,charge,7.5,23.3,23.29,80.91999999999999,86.72
13,96.0,96.0,96.0,Battery_2,charge,7.5,26.7,26.67,91.1,96.9
14,170.01,170.01,170.01,Battery_2,discharge,7.5,22.5,22.5,165.10999999999999,170.91
15,204.4,204.4,204.4,Battery_2,discharge,7.5,18.3,18.33,199.5,205.3
16,204.4,204.4,204.4,Battery_2,discharge,7.5,14.2,14.17,199.5,205.3
17,203.75,203.75,203.75,Battery_2,discharge,7.5,10.0,10.0,198.85,204.65
18,24.98,24.98,24.98,Battery_2,charge,7.5,13.4,13.38,20.08,25.88
19,-8.36,-8.36,-8.36,Battery_2,charge,7.5,16.8,16.75,-13.26,-7.459999999999999
20,-10.98,-10.98,-10.98,Battery_2,charge,7.5,20.1,20.12,-15.88,-10.08
21,-10.98,-10.98,-10.98,Battery_2,charge,7.5,23.5,23.5,-15.88,-10.08
22,-10.98,-10.98,-10.98,Battery_2,charge,7.5,26.9,26.88,-15.88,-10.08
23,13.6,13.6,13.6,Battery_2,charge,7.5,30.2,30.25,8.7,14.5
24,-0.66,-0.66,-0.66,Battery_2,charge,7.5,33.6,33.62,-5.5600000000000005,0.24
25,-1.48,-1.48,-1.48,Battery_2,charge,7.5,37.0,37.0,-6.380000000000001,-0.58
26,-2.25,-2.25,-2.25,Battery_2,charge,7.5,40.4,40.38,-7.15,-1.35
27,58.0,58.0,58.0,Battery_2,charge,7.5,43.8,43.75,53.1,58.9
28,6.5,6.5,6.5,Battery_2,charge,7.5,47.1,47.12,1.5999999999999996,7.4
29,8.16,8.16,8.16,Battery_2,charge,7.5,50.5,50.5,3.26,9.06
30,14.88,14.88,14.88,Battery_2,charge,7.5,53.9,53.88,9.98,15.780000000000001
31,46.7,46.7,46.7,Battery_2,charge,7.5,57.2,57.25,41.800000000000004,47.6
32,57.93,57.93,57.93,Battery_2,charge,7.5,60.6,60.62,53.03,58.83
33,129.0,129.0,129.0,Battery_2,discharge,7.5,56.5,56.46,124.1,129.9
34,107.2,107.2,107.2,Battery_2,discharge,7.5,52.3,52.29,102.3,108.10000000000001
35,150.0,150.0,150.0,Battery_2,discharge,7.5,48.1,48.12,145.1,150.9
36,52.5,52.5,52.5,Battery_2,charge,7.5,51.5,51.5,47.6,53.4
37,189.0,189.0,189.0,Battery_2,discharge,7.5,47.3,47.33,184.1,189.9
38,165.0,165.0,165.0,Battery_2,discharge,7.5,43.2,43.17,160.1,165.9
39,194.0,194.0,194.0,Battery_2,discharge,7.5,39.0,39.0,189.1,194.9
40,192.57,192.57,192.57,Battery_2,discharge,7.5,34.8,34.83,187.67,193.47
41,115.83,115.83,115.83,Battery_2,discharge,7.5,30.7,30.67,110.92999999999999,116.73
42,109.0,109.0,109.0,Battery_2,discharge,7.5,26.5,26.5,104.1,109.9
43,96.95,96.95,96.95,Battery_2,discharge,7.2,22.5,22.5,92.05,97.85000000000001
44,94.67,94.67,0.0,Battery_2,hold,0.0,22.5,22.5,89.77,95.57000000000001
45,133.11,133.11,133.11,Battery_2,discharge,7.5,18.3,18.33,128.21,134.01000000000002
46,144.01,144.01,144.01,Battery_2,discharge,7.5,14.2,14.17,139.10999999999999,144.91
47,89.7,89.7,0.0,Battery_2,hold,0.0,14.2,14.17,84.8,90.60000000000001
48,130.28,130.28,130.28,Battery_2,discharge,7.5,10.0,10.0,125.38,131.18
1,195.0,195.0,0.0,Battery_3,hold,0.0,10.0,20.0,190.1,195.9
2,24.44,24.44,24.44,Battery_3,charge,15.0,13.4,26.75,19.54,25.34
3,122.65,122.65,0.0,Battery_3,hold,0.0,13.4,26.75,117.75,123.55000000000001
4,112.57,112.57,112.57,Battery_3,charge,15.0,16.8,33.5,107.66999999999999,113.47
5,143.1,143.1,0.0,Battery_3,hold,0.0,16.8,33.5,138.2,144.0
6,93.04,93.04,93.04,Battery_3,charge,15.0,20.1,40.25,88.14,93.94000000000001
7,92.03,92.03,92.03,Battery_3,charge,15.0,23.5,47.0,87.13,92.93
8,141.97,141.97,0.0,Battery_3,hold,0.0,23.5,47.0,137.07,142.87
9,117.82,117.82,117.82,Battery_3,charge,2.59,24.1,48.17,112.91999999999999,118.72
10,158.63,158.63,158.63,Battery_3,discharge,15.0,19.9,39.83,153.73,159.53
11,122.09,122.09,0.0,Battery_3,hold,0.0,19.9,39.83,117.19,122.99000000000001
12,85.82,85.82,85.82,Battery_3,charge,15.0,23.3,46.58,80.91999999999999,86.72
13,96.0,96.0,96.0,Battery_3,charge,15.0,26.7,53.33,91.1,96.9
14,170.01,170.01,170.01,Battery_3,discharge,15.0,22.5,45.0,165.10999999999999,170.91
15,204.4,204.4,204.4,Battery_3,discharge,15.0,18.3,36.67,199.5,205.3
16,204.4,204.4,204.4,Battery_3,discharge,15.0,14.2,28.33,199.5,205.3
17,203.75,203.75,203.75,Battery_3,discharge,15.0,10.0,20.0,198.85,204.65
18,24.98,24.98,24.98,Battery_3,charge,15.0,13.4,26.75,20.08,25.88
19,-8.36,-8.36,-8.36,Battery_3,charge,15.0,16.8,33.5,-13.26,-7.459999999999999
20,-10.98,-10.98,-10.98,Battery_3,charge,15.0,20.1,40.25,-15.88,-10.08
21,-10.98,-10.98,-10.98,Battery_3,charge,15.0,23.5,47.0,-15.88,-10.08
22,-10.98,-10.98,-10.98,Battery_3,charge,15.0,26.9,53.75,-15.88,-10.08
23,13.6,13.6,13.6,Battery_3,charge,15.0,30.2,60.5,8.7,14.5
24,-0.66,-0.66,-0.66,Battery_3,charge,15.0,33.6,67.25,-5.5600000000000005,0.24
25,-1.48,-1.48,-1.48,Battery_3,charge,15.0,37.0,74.0,-6.380000000000001,-0.58
26,-2.25,-2.25,-2.25,Battery_3,charge,15.0,40.4,80.75,-7.15,-1.35
27,58.0,58.0,58.0,Battery_3,charge,15.0,43.8,87.5,53.1,58.9
28,6.5,6.5,6.5,Battery_3,charge,15.0,47.1,94.25,1.5999999999999996,7.4
29,8.16,8.16,8.16,Battery_3,charge,15.0,50.5,101.0,3.26,9.06
30,14.88,14.88,14.88,Battery_3,charge,15.0,53.9,107.75,9.98,15.780000000000001
31,46.7,46.7,46.7,Battery_3,charge,15.0,57.2,114.5,41.800000000000004,47.6
32,57.93,57.93,57.93,Battery_3,charge,15.0,60.6,121.25,53.03,58.83
33,129.0,129.0,129.0,Battery_3,discharge,15.0,56.5,112.92,124.1,129.9
34,107.2,107.2,107.2,Battery_3,discharge,15.0,52.3,104.58,102.3,108.10000000000001
35,150.0,150.0,150.0,Battery_3,discharge,15.0,48.1,96.25,145.1,150.9
36,52.5,52.5,52.5,Battery_3,charge,15.0,51.5,103.0,47.6,53.4
37,189.0,189.0,189.0,Battery_3,discharge,15.0,47.3,94.67,184.1,189.9
38,165.0,165.0,165.0,Battery_3,discharge,15.0,43.2,86.33,160.1,165.9
39,194.0,194.0,194.0,Battery_3,discharge,15.0,39.0,78.0,189.1,194.9
40,192.57,192.57,192.57,Battery_3,discharge,15.0,34.8,69.67,187.67,193.47
41,115.83,115.83,115.83,Battery_3,discharge,15.0,30.7,61.33,110.92999999999999,116.73
42,109.0,109.0,109.0,Battery_3,discharge,15.0,26.5,53.0,104.1,109.9
43,96.95,96.95,96.95,Battery_3,discharge,14.4,22.5,45.0,92.05,97.85000000000001
44,94.67,94.67,0.0,Battery_3,hold,0.0,22.5,45.0,89.77,95.57000000000001
45,133.11,133.11,133.11,Battery_3,discharge,15.0,18.3,36.67,128.21,134.01000000000002
46,144.01,144.01,144.01,Battery_3,discharge,15.0,14.2,28.33,139.10999999999999,144.91
47,89.7,89.7,0.0,Battery_3,hold,0.0,14.2,28.33,84.8,90.60000000000001
48,130.28,130.28,130.28,Battery_3,discharge,15.0,10.0,20.0,125.38,131.18
1,195.0,195.0,0.0,Battery_4,hold,0.0,10.0,8.0,190.1,195.9
2,24.44,24.44,24.44,Battery_4,charge,6.0,13.4,10.7,19.54,25.34
3,122.65,122.65,0.0,Battery_4,hold,0.0,13.4,10.7,117.75,123.55000000000001
4,112.57,112.57,112.57,Battery_4,charge,6.0,16.8,13.4,107.66999999999999,113.47
5,143.1,143.1,0.0,Battery_4,hold,0.0,16.8,13.4,138.2,144.0
6,93.04,93.04,93.04,Battery_4,charge,6.0,20.1,16.1,88.14,93.94000000000001
7,92.03,92.03,92.03,Battery_4,charge,6.0,23.5,18.8,87.13,92.93
8,141.97,141.97,0.0,Battery_4,hold,0.0,23.5,18.8,137.07,142.87
9,117.82,117.82,117.82,Battery_4,charge,1.04,24.1,19.27,112.91999999999999,118.72
10,158.63,158.63,158.63,Battery_4,discharge,6.0,19.9,15.93,153.73,159.53
11,122.09,122.09,0.0,Battery_4,hold,0.0,19.9,15.93,117.19,122.99000000000001
12,85.82,85.82,85.82,Battery_4,charge,6.0,23.3,18.63,80.91999999999999,86.72
13,96.0,96.0,96.0,Battery_4,charge,6.0,26.7,21.33,91.1,96.9
14,170.01,170.01,170.01,Battery_4,discharge,6.0,22.5,18.0,165.10999999999999,170.91
15,204.4,204.4,204.4,Battery_4,discharge,6.0,18.3,14.67,199.5,205.3
16,204.4,204.4,204.4,Battery_4,discharge,6.0,14.2,11.33,199.5,205.3
17,203.75,203.75,203.75,Battery_4,discharge,6.0,10.0,8.0,198.85,204.65
18,24.98,24.98,24.98,Battery_4,charge,6.0,13.4,10.7,20.08,25.88
19,-8.36,-8.36,-8.36,Battery_4,charge,6.0,16.8,13.4,-13.26,-7.459999999999999
20,-10.98,-10.98,-10.98,Battery_4,charge,6.0,20.1,16.1,-15.88,-10.08
21,-10.98,-10.98,-10.98,Battery_4,charge,6.0,23.5,18.8,-15.88,-10.08
22,-10.98,-10.98,-10.98,Battery_4,charge,6.0,26.9,21.5,-15.88,-10.08
23,13.6,13.6,13.6,Battery_4,charge,6.0,30.2,24.2,8.7,14.5
24,-0.66,-0.66,-0.66,Battery_4,charge,6.0,33.6,26.9,-5.5600000000000005,0.24
