settlementDate,settlementPeriod,startTime,createdDateTime,systemSellPrice,systemBuyPrice,bsadDefaulted,priceDerivationCode,reserveScarcityPrice,netImbalanceVolume,sellPriceAdjustment,buyPriceAdjustment,replacementPrice,replacementPriceReferenceVolume,totalAcceptedOfferVolume,totalAcceptedBidVolume,totalAdjustmentSellVolume,totalAdjustmentBuyVolume,totalSystemTaggedAcceptedOfferVolume,totalSystemTaggedAcceptedBidVolume,totalSystemTaggedAdjustmentSellVolume,totalSystemTaggedAdjustmentBuyVolume
2025-04-02,1,2025-04-01T23:00:00Z,2025-04-02T23:44:44Z,8.25,8.25,False,N,0.0,-694.458060324074,0.0,0.0,,,1227.041661898148,-921.7886112037037,-1000.0,0.0,1227.041661898148,-921.7886112037037,-999.0,
2025-04-02,2,2025-04-01T23:30:00Z,2025-04-03T00:14:38Z,4.17,4.17,False,N,0.0,-759.4569480555556,0.0,0.0,,,1102.5083386111112,-862.0333431944445,-1000.0,0.0,1102.5083386111112,-862.0333431944445,-999.0,
2025-04-02,3,2025-04-02T00:00:00Z,2025-04-03T00:44:36Z,0.13,0.13,False,N,0.0,-1286.6251833333333,0.0,0.0,,,1020.5001833333333,-907.19185,-1400.0,0.0,1020.5001833333333,-907.19185,-1399.0,
2025-04-02,4,2025-04-02T00:30:00Z,2025-04-03T01:14:44Z,1.63,1.63,False,N,0.0,-1232.1559343434344,0.0,0.0,,,1020.5,-852.772601010101,-1400.0,0.0,1020.5,-852.772601010101,-1399.0,
2025-04-02,5,2025-04-02T01:00:00Z,2025-04-03T01:44:46Z,-20.27,-20.27,False,N,0.0,-1180.7371217676769,0.0,0.0,,,1020.5,-951.3709601515152,-1250.0,0.0,1020.5,-951.3709601515152,-1249.0,
2025-04-02,6,2025-04-02T01:30:00Z,2025-04-03T02:15:39Z,-19.0,-19.0,False,N,0.0,-1195.4448739772727,0.0,0.0,,,1021.65000125,-966.873106060606,-1250.0,0.0,1021.65000125,-966.873106060606,-1249.0,
2025-04-02,7,2025-04-02T02:00:00Z,2025-04-03T02:44:40Z,-16.17,-16.17,False,N,0.0,-922.1308247222222,0.0,0.0,,,1351.2083419444446,-873.1891666666667,-1400.0,0.0,1351.2083419444446,-872.1891666666667,-1400.0,
2025-04-02,8,2025-04-02T02:30:00Z,2025-04-03T03:14:38Z,-15.64,-15.64,False,N,0.0,-812.9687563888889,0.0,0.0,,,1375.2833269444445,-788.025,-1400.0,0.0,1375.2833269444445,-788.025,-1399.0,
2025-04-02,9,2025-04-02T03:00:00Z,2025-04-03T03:44:41Z,-15.94,-15.94,False,N,0.0,-577.2357843137255,0.0,0.0,,,1081.1642156862745,-758.1333333333333,-900.0,0.0,1081.1642156862745,-758.1333333333333,-899.0,
2025-04-02,10,2025-04-02T03:30:00Z,2025-04-03T04:14:54Z,-12.39,-12.39,False,N,0.0,-351.2805645424936,0.0,0.0,,,1391.4015465686175,-899.158889170699,-900.0,56.574,1391.4015465686175,-898.158889170699,-900.0,56.574
2025-04-02,11,2025-04-02T04:00:00Z,2025-04-03T04:44:38Z,100.0,100.0,False,P,0.0,109.79278108410031,0.0,0.0,,,1104.445909819928,-859.8207958333334,-250.0,115.407,1104.445909819928,-859.8207958333334,-250.0,114.407
2025-04-02,12,2025-04-02T04:30:00Z,2025-04-03T05:14:37Z,118.0,118.0,False,P,0.0,226.77751584175084,0.0,0.0,,,1259.7955713973065,-782.8760416666667,-250.0,0.0,1258.7955713973065,-782.8760416666667,-250.0,
2025-04-02,13,2025-04-02T05:00:00Z,2025-04-03T05:44:44Z,128.95,128.95,False,P,0.0,589.5024371164021,0.0,0.0,,,1344.823072334656,-755.1360229166667,0.0,0.0,1343.823072334656,-755.1360229166667,,
2025-04-02,14,2025-04-02T05:30:00Z,2025-04-03T06:14:35Z,130.0,130.0,False,P,0.0,824.4980384385522,0.0,0.0,,,1674.991038438552,-1001.7205971212121,0.0,151.272,1673.991038438552,-1001.7205971212121,,151.272
2025-04-02,15,2025-04-02T06:00:00Z,2025-04-03T06:44:37Z,132.9,132.9,False,P,0.0,797.4426993015722,0.0,0.0,,,1641.89799582935,-917.2131096045284,0.0,72.942,1640.89799582935,-917.2131096045284,,72.942
2025-04-02,16,2025-04-02T06:30:00Z,2025-04-03T07:14:35Z,133.0,133.0,False,P,0.0,1223.264396118064,0.0,0.0,,,1890.6686008402862,-777.8272409501764,0.0,110.5,1889.6686008402862,-777.8272409501764,,110.5
2025-04-02,17,2025-04-02T07:00:00Z,2025-04-03T07:44:37Z,144.5,144.5,False,P,0.0,1466.29801880698,0.0,0.0,,,2030.864496584758,-602.4915938888889,0.0,38.102,2029.864496584758,-602.4915938888889,,38.102
2025-04-02,18,2025-04-02T07:30:00Z,2025-04-03T08:14:34Z,140.0,140.0,False,P,0.0,1038.0117917702678,0.0,0.0,,,1650.2263799427824,-612.4881012677507,0.0,0.0,1649.2263799427824,-612.4881012677507,,
2025-04-02,19,2025-04-02T08:00:00Z,2025-04-03T08:44:38Z,133.0,133.0,False,P,0.0,575.431418257224,0.0,0.0,,,1094.4740378405572,-519.4787519827141,0.0,0.0,1093.4740378405572,-519.4787519827141,,
2025-04-02,20,2025-04-02T08:30:00Z,2025-04-03T09:14:36Z,133.0,133.0,False,P,0.0,448.3516641666667,0.0,0.0,,,704.2,-255.77333583333333,-0.02,0.0,703.2,-255.77333583333333,-0.02,
2025-04-02,21,2025-04-02T09:00:00Z,2025-04-03T09:44:39Z,119.0,119.0,False,P,0.0,53.90062069444444,0.0,0.0,,,718.0312543055555,-364.1347959722222,-300.0,0.0,717.0312543055555,-364.1347959722222,-300.0,
2025-04-02,22,2025-04-02T09:30:00Z,2025-04-03T10:14:29Z,119.0,119.0,False,P,0.0,53.514802905427906,0.0,0.0,,,564.2255676276501,-210.09409722222222,-300.0,0.0,563.2255676276501,-210.09409722222222,-300.0,
2025-04-02,23,2025-04-02T10:00:00Z,2025-04-03T10:44:30Z,59.5,59.5,False,P,0.0,43.587779555651956,0.0,0.0,,,1317.4624462223187,-43.09762360958413,-1372.0,141.367,1316.4624462223187,-43.09762360958413,-1372.0,141.367
