settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2024-09-15,1,2024-09-14T23:00:00Z,2024-09-14T11:45:00Z,18780,20400
2024-09-15,2,2024-09-14T23:30:00Z,2024-09-14T11:45:00Z,18404,19817
2024-09-15,3,2024-09-15T00:00:00Z,2024-09-14T11:45:00Z,18220,19264
2024-09-15,4,2024-09-15T00:30:00Z,2024-09-14T11:45:00Z,18240,19283
2024-09-15,5,2024-09-15T01:00:00Z,2024-09-14T11:45:00Z,17885,18927
2024-09-15,6,2024-09-15T01:30:00Z,2024-09-14T11:45:00Z,17520,18560
2024-09-15,7,2024-09-15T02:00:00Z,2024-09-14T11:45:00Z,17288,18326
2024-09-15,8,2024-09-15T02:30:00Z,2024-09-14T11:45:00Z,17017,18053
2024-09-15,9,2024-09-15T03:00:00Z,2024-09-14T11:45:00Z,16823,17615
2024-09-15,10,2024-09-15T03:30:00Z,2024-09-14T11:45:00Z,16584,17363
2024-09-15,11,2024-09-15T04:00:00Z,2024-09-14T11:45:00Z,16550,17114
2024-09-15,12,2024-09-15T04:30:00Z,2024-09-14T11:45:00Z,17121,17681
2024-09-15,13,2024-09-15T05:00:00Z,2024-09-14T11:45:00Z,17986,18486
2024-09-15,14,2024-09-15T05:30:00Z,2024-09-14T11:45:00Z,18531,19031
2024-09-15,15,2024-09-15T06:00:00Z,2024-09-14T11:45:00Z,19450,19950
2024-09-15,16,2024-09-15T06:30:00Z,2024-09-14T11:45:00Z,20120,20620
2024-09-15,17,2024-09-15T07:00:00Z,2024-09-14T11:45:00Z,20960,21460
2024-09-15,18,2024-09-15T07:30:00Z,2024-09-14T11:45:00Z,21272,21772
2024-09-15,19,2024-09-15T08:00:00Z,2024-09-14T11:45:00Z,21586,22086
2024-09-15,20,2024-09-15T08:30:00Z,2024-09-14T11:45:00Z,21588,22088
2024-09-15,21,2024-09-15T09:00:00Z,2024-09-14T11:45:00Z,21610,22110
2024-09-15,22,2024-09-15T09:30:00Z,2024-09-14T11:45:00Z,20619,21119
2024-09-15,23,2024-09-15T10:00:00Z,2024-09-14T11:45:00Z,20056,20556
2024-09-15,24,2024-09-15T10:30:00Z,2024-09-14T11:45:00Z,20397,20897
2024-09-15,25,2024-09-15T11:00:00Z,2024-09-14T11:45:00Z,20271,20771
2024-09-15,26,2024-09-15T11:30:00Z,2024-09-14T11:45:00Z,21000,21500
2024-09-15,27,2024-09-15T12:00:00Z,2024-09-14T11:45:00Z,21550,22050
2024-09-15,28,2024-09-15T12:30:00Z,2024-09-14T11:45:00Z,21562,22062
2024-09-15,29,2024-09-15T13:00:00Z,2024-09-14T11:45:00Z,22609,23109
2024-09-15,30,2024-09-15T13:30:00Z,2024-09-14T11:45:00Z,22750,23250
2024-09-15,31,2024-09-15T14:00:00Z,2024-09-14T11:45:00Z,22998,23498
2024-09-15,32,2024-09-15T14:30:00Z,2024-09-14T11:45:00Z,23305,23805
2024-09-15,33,2024-09-15T15:00:00Z,2024-09-14T11:45:00Z,23951,24451
2024-09-15,34,2024-09-15T15:30:00Z,2024-09-14T11:45:00Z,25272,25772
2024-09-15,35,2024-09-15T16:00:00Z,2024-09-14T11:45:00Z,27156,27888
2024-09-15,36,2024-09-15T16:30:00Z,2024-09-14T11:45:00Z,28274,29006
2024-09-15,37,2024-09-15T17:00:00Z,2024-09-14T11:45:00Z,28510,29053
2024-09-15,38,2024-09-15T17:30:00Z,2024-09-14T11:45:00Z,28496,29039
2024-09-15,39,2024-09-15T18:00:00Z,2024-09-14T11:45:00Z,28685,29185
2024-09-15,40,2024-09-15T18:30:00Z,2024-09-14T11:45:00Z,28790,29290
2024-09-15,41,2024-09-15T19:00:00Z,2024-09-14T11:45:00Z,27965,28465
2024-09-15,42,2024-09-15T19:30:00Z,2024-09-14T11:45:00Z,27132,27632
2024-09-15,43,2024-09-15T20:00:00Z,2024-09-14T11:45:00Z,26117,26617
2024-09-15,44,2024-09-15T20:30:00Z,2024-09-14T11:45:00Z,25170,25670
2024-09-15,45,2024-09-15T21:00:00Z,2024-09-14T11:45:00Z,24089,24589
2024-09-15,46,2024-09-15T21:30:00Z,2024-09-14T11:45:00Z,22830,23330
2024-09-15,47,2024-09-15T22:00:00Z,2024-09-14T11:45:00Z,21516,22094
2024-09-15,48,2024-09-15T22:30:00Z,2024-09-14T11:45:00Z,20720,21298
2024-09-16,1,2024-09-15T23:00:00Z,2024-09-14T11:45:00Z,19740,20318
2024-09-16,2,2024-09-15T23:30:00Z,2024-09-14T11:45:00Z,19366,19944
2024-09-16,3,2024-09-16T00:00:00Z,2024-09-14T11:45:00Z,19300,19878
2024-09-16,4,2024-09-16T00:30:00Z,2024-09-14T11:45:00Z,19420,19998
2024-09-16,5,2024-09-16T01:00:00Z,2024-09-14T11:45:00Z,19205,19783
2024-09-16,6,2024-09-16T01:30:00Z,2024-09-14T11:45:00Z,18895,19473
2024-09-16,7,2024-09-16T02:00:00Z,2024-09-14T11:45:00Z,18629,19207
2024-09-16,8,2024-09-16T02:30:00Z,2024-09-14T11:45:00Z,18437,19015
2024-09-16,9,2024-09-16T03:00:00Z,2024-09-14T11:45:00Z,18440,19018
2024-09-16,10,2024-09-16T03:30:00Z,2024-09-14T11:45:00Z,18473,19051
