settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,111.4,Battery_1,charge,1.78,54.0,10.8
2,109.59,Battery_1,charge,4.0,63.0,12.6
3,106.89,Battery_1,charge,4.0,72.0,14.4
4,113.6,Battery_1,hold,0.0,72.0,14.4
5,111.89,Battery_1,hold,0.0,72.0,14.4
6,114.01,Battery_1,hold,0.0,72.0,14.4
7,115.29,Battery_1,hold,0.0,72.0,14.4
8,112.72,Battery_1,hold,0.0,72.0,14.4
9,112.74,Battery_1,hold,0.0,72.0,14.4
10,101.49,Battery_1,charge,4.0,81.0,16.2
11,110.69,Battery_1,charge,4.0,90.0,18.0
12,143.38,Battery_1,hold,0.0,90.0,18.0
13,131.29,Battery_1,hold,0.0,90.0,18.0
14,165.86,Battery_1,hold,0.0,90.0,18.0
15,163.84,Battery_1,hold,0.0,90.0,18.0
16,178.16,Battery_1,hold,0.0,90.0,18.0
17,180.15,Battery_1,hold,0.0,90.0,18.0
18,177.87,Battery_1,hold,0.0,90.0,18.0
19,179.12,Battery_1,hold,0.0,90.0,18.0
20,169.55,Battery_1,hold,0.0,90.0,18.0
21,175.43,Battery_1,hold,0.0,90.0,18.0
22,171.72,Battery_1,hold,0.0,90.0,18.0
23,163.67,Battery_1,hold,0.0,90.0,18.0
24,167.06,Battery_1,hold,0.0,90.0,18.0
25,173.63,Battery_1,hold,0.0,90.0,18.0
26,174.42,Battery_1,hold,0.0,90.0,18.0
27,177.35,Battery_1,hold,0.0,90.0,18.0
28,169.24,Battery_1,hold,0.0,90.0,18.0
29,161.51,Battery_1,hold,0.0,90.0,18.0
30,152.79,Battery_1,hold,0.0,90.0,18.0
31,150.74,Battery_1,hold,0.0,90.0,18.0
32,152.18,Battery_1,hold,0.0,90.0,18.0
33,166.06,Battery_1,hold,0.0,90.0,18.0
34,192.24,Battery_1,hold,0.0,90.0,18.0
35,207.52,Battery_1,discharge,4.0,78.9,15.78
36,214.88,Battery_1,discharge,4.0,67.8,13.56
37,211.08,Battery_1,discharge,4.0,56.7,11.33
38,214.09,Battery_1,discharge,4.0,45.6,9.11
39,197.61,Battery_1,discharge,4.0,34.4,6.89
40,197.94,Battery_1,discharge,4.0,23.3,4.67
41,199.46,Battery_1,discharge,4.0,12.2,2.44
42,194.18,Battery_1,discharge,0.8,10.0,2.0
43,188.12,Battery_1,hold,0.0,10.0,2.0
44,171.05,Battery_1,hold,0.0,10.0,2.0
45,156.49,Battery_1,hold,0.0,10.0,2.0
46,149.25,Battery_1,hold,0.0,10.0,2.0
47,168.49,Battery_1,hold,0.0,10.0,2.0
48,161.58,Battery_1,hold,0.0,10.0,2.0
1,111.4,Battery_2,charge,12.5,55.6,55.62
2,109.59,Battery_2,charge,12.5,61.3,61.25
3,106.89,Battery_2,charge,12.5,66.9,66.88
4,113.6,Battery_2,hold,0.0,66.9,66.88
5,111.89,Battery_2,charge,12.5,72.5,72.5
6,114.01,Battery_2,hold,0.0,72.5,72.5
7,115.29,Battery_2,hold,0.0,72.5,72.5
8,112.72,Battery_2,charge,12.5,78.1,78.12
9,112.74,Battery_2,charge,1.39,78.8,78.75
10,101.49,Battery_2,charge,12.5,84.4,84.38
11,110.69,Battery_2,charge,12.5,90.0,90.0
12,143.38,Battery_2,hold,0.0,90.0,90.0
13,131.29,Battery_2,hold,0.0,90.0,90.0
14,165.86,Battery_2,hold,0.0,90.0,90.0
15,163.84,Battery_2,hold,0.0,90.0,90.0
16,178.16,Battery_2,hold,0.0,90.0,90.0
17,180.15,Battery_2,discharge,12.5,83.1,83.06
18,177.87,Battery_2,hold,0.0,83.1,83.06
19,179.12,Battery_2,discharge,6.5,79.4,79.44
20,169.55,Battery_2,hold,0.0,79.4,79.44
21,175.43,Battery_2,hold,0.0,79.4,79.44
22,171.72,Battery_2,hold,0.0,79.4,79.44
23,163.67,Battery_2,hold,0.0,79.4,79.44
24,167.06,Battery_2,hold,0.0,79.4,79.44
25,173.63,Battery_2,hold,0.0,79.4,79.44
26,174.42,Battery_2,hold,0.0,79.4,79.44
27,177.35,Battery_2,hold,0.0,79.4,79.44
28,169.24,Battery_2,hold,0.0,79.4,79.44
29,161.51,Battery_2,hold,0.0,79.4,79.44
30,152.79,Battery_2,hold,0.0,79.4,79.44
31,150.74,Battery_2,hold,0.0,79.4,79.44
32,152.18,Battery_2,hold,0.0,79.4,79.44
33,166.06,Battery_2,hold,0.0,79.4,79.44
34,192.24,Battery_2,discharge,12.5,72.5,72.5
35,207.52,Battery_2,discharge,12.5,65.6,65.56
36,214.88,Battery_2,discharge,12.5,58.6,58.61
37,211.08,Battery_2,discharge,12.5,51.7,51.67
38,214.09,Battery_2,discharge,12.5,44.7,44.72
39,197.61,Battery_2,discharge,12.5,37.8,37.78
40,197.94,Battery_2,discharge,12.5,30.8,30.83
41,199.46,Battery_2,discharge,12.5,23.9,23.89
42,194.18,Battery_2,discharge,12.5,16.9,16.94
43,188.12,Battery_2,discharge,12.5,10.0,10.0
44,171.05,Battery_2,hold,0.0,10.0,10.0
45,156.49,Battery_2,hold,0.0,10.0,10.0
46,149.25,Battery_2,hold,0.0,10.0,10.0
47,168.49,Battery_2,hold,0.0,10.0,10.0
48,161.58,Battery_2,hold,0.0,10.0,10.0
1,111.4,Battery_3,charge,25.0,55.6,111.25
2,109.59,Battery_3,charge,25.0,61.3,122.5
3,106.89,Battery_3,charge,25.0,66.9,133.75
4,113.6,Battery_3,hold,0.0,66.9,133.75
5,111.89,Battery_3,charge,25.0,72.5,145.0
6,114.01,Battery_3,hold,0.0,72.5,145.0
7,115.29,Battery_3,hold,0.0,72.5,145.0
8,112.72,Battery_3,charge,25.0,78.1,156.25
9,112.74,Battery_3,charge,2.78,78.8,157.5
10,101.49,Battery_3,charge,25.0,84.4,168.75
11,110.69,Battery_3,charge,25.0,90.0,180.0
12,143.38,Battery_3,hold,0.0,90.0,180.0
13,131.29,Battery_3,hold,0.0,90.0,180.0
14,165.86,Battery_3,hold,0.0,90.0,180.0
15,163.84,Battery_3,hold,0.0,90.0,180.0
16,178.16,Battery_3,hold,0.0,90.0,180.0
17,180.15,Battery_3,discharge,25.0,83.1,166.11
18,177.87,Battery_3,hold,0.0,83.1,166.11
19,179.12,Battery_3,discharge,13.0,79.4,158.89
20,169.55,Battery_3,hold,0.0,79.4,158.89
21,175.43,Battery_3,hold,0.0,79.4,158.89
22,171.72,Battery_3,hold,0.0,79.4,158.89
23,163.67,Battery_3,hold,0.0,79.4,158.89
24,167.06,Battery_3,hold,0.0,79.4,158.89
25,173.63,Battery_3,hold,0.0,79.4,158.89
26,174.42,Battery_3,hold,0.0,79.4,158.89
27,177.35,Battery_3,hold,0.0,79.4,158.89
28,169.24,Battery_3,hold,0.0,79.4,158.89
29,161.51,Battery_3,hold,0.0,79.4,158.89
30,152.79,Battery_3,hold,0.0,79.4,158.89
31,150.74,Battery_3,hold,0.0,79.4,158.89
32,152.18,Battery_3,hold,0.0,79.4,158.89
33,166.06,Battery_3,hold,0.0,79.4,158.89
34,192.24,Battery_3,discharge,25.0,72.5,145.0
35,207.52,Battery_3,discharge,25.0,65.6,131.11
36,214.88,Battery_3,discharge,25.0,58.6,117.22
37,211.08,Battery_3,discharge,25.0,51.7,103.33
38,214.09,Battery_3,discharge,25.0,44.7,89.44
39,197.61,Battery_3,discharge,25.0,37.8,75.56
40,197.94,Battery_3,discharge,25.0,30.8,61.67
41,199.46,Battery_3,discharge,25.0,23.9,47.78
42,194.18,Battery_3,discharge,25.0,16.9,33.89
43,188.12,Battery_3,discharge,25.0,10.0,20.0
44,171.05,Battery_3,hold,0.0,10.0,20.0
45,156.49,Battery_3,hold,0.0,10.0,20.0
46,149.25,Battery_3,hold,0.0,10.0,20.0
47,168.49,Battery_3,hold,0.0,10.0,20.0
48,161.58,Battery_3,hold,0.0,10.0,20.0
