settlementDate,settlementPeriod,solar_mw,wind_offshore_mw,wind_onshore_mw,wind_total_mw,renewable_total_mw
2024-11-24,1,0.0,12868.958,10822.081,23691.039,23691.039
2024-11-24,2,0.0,12868.958,10822.081,23691.039,23691.039
2024-11-24,3,0.0,12916.229,10957.908,23874.137,23874.137
2024-11-24,4,0.0,12916.229,10957.908,23874.137,23874.137
2024-11-24,5,0.0,12821.09,11044.453,23865.543,23865.543
2024-11-24,6,0.0,12821.09,11044.453,23865.543,23865.543
2024-11-24,7,0.0,12680.67,11179.426,23860.096,23860.096
2024-11-24,8,0.0,12680.67,11179.426,23860.096,23860.096
2024-11-24,9,0.0,12596.197,11172.697,23768.894,23768.894
2024-11-24,10,0.0,12596.197,11172.697,23768.894,23768.894
2024-11-24,11,0.0,12562.908,11079.447,23642.355,23642.355
2024-11-24,12,0.0,12562.908,11079.447,23642.355,23642.355
2024-11-24,13,0.0,12416.496,10995.728,23412.224,23412.224
2024-11-24,14,0.0,12416.496,10995.728,23412.224,23412.224
2024-11-24,15,0.0,12136.115,10883.399,23019.514,23019.514
2024-11-24,16,21.0,12136.115,10883.399,23019.514,23040.514
2024-11-24,17,82.0,12135.568,10822.576,22958.144,23040.144
2024-11-24,18,227.0,12135.568,10822.576,22958.144,23185.144
2024-11-24,19,476.0,12029.746,10865.854,22895.6,23371.6
2024-11-24,20,747.0,12029.746,10865.854,22895.6,23642.6
2024-11-24,21,954.0,11967.027,10868.638,22835.665,23789.665
2024-11-24,22,1127.0,11967.027,10868.638,22835.665,23962.665
2024-11-24,23,1293.0,12070.791,11031.275,23102.066,24395.066
2024-11-24,24,1365.0,12070.791,11031.275,23102.066,24467.066
2024-11-24,25,1263.0,12223.514,11086.256,23309.769999999997,24572.769999999997
2024-11-24,26,1063.0,12223.514,11086.256,23309.769999999997,24372.769999999997
2024-11-24,27,859.0,12391.693,11050.367,23442.06,24301.06
2024-11-24,28,657.0,12391.693,11050.367,23442.06,24099.06
2024-11-24,29,451.0,12585.083,10930.318,23515.401,23966.401
2024-11-24,30,260.0,12585.083,10930.318,23515.401,23775.401
2024-11-24,31,106.0,12615.936,10808.619,23424.555,23530.555
2024-11-24,32,0.0,12615.936,10808.619,23424.555,23424.555
2024-11-24,33,0.0,12544.971,10675.264,23220.235,23220.235
2024-11-24,34,0.0,12544.971,10675.264,23220.235,23220.235
2024-11-24,35,0.0,12534.063,10556.659,23090.722,23090.722
2024-11-24,36,0.0,12534.063,10556.659,23090.722,23090.722
2024-11-24,37,0.0,12437.487,10561.238,22998.725,22998.725
2024-11-24,38,0.0,12437.487,10561.238,22998.725,22998.725
2024-11-24,39,0.0,12364.748,10569.872,22934.62,22934.62
2024-11-24,40,0.0,12364.748,10569.872,22934.62,22934.62
2024-11-24,41,0.0,12373.005,10695.037,23068.042,23068.042
2024-11-24,42,0.0,12373.005,10695.037,23068.042,23068.042
2024-11-24,43,0.0,12257.698,10834.616,23092.314,23092.314
2024-11-24,44,0.0,12257.698,10834.616,23092.314,23092.314
2024-11-24,45,0.0,12349.146,10962.901,23312.047,23312.047
2024-11-24,46,0.0,12349.146,10962.901,23312.047,23312.047
2024-11-24,47,0.0,12425.769,11036.201,23461.97,23461.97
2024-11-24,48,0.0,12425.769,11036.201,23461.97,23461.97
