settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,98.19,Battery_1,hold,0.0,50.0,10.0
2,92.29,Battery_1,charge,4.0,59.0,11.8
3,94.57,Battery_1,charge,1.78,63.0,12.6
4,93.63,Battery_1,charge,4.0,72.0,14.4
5,92.27,Battery_1,charge,4.0,81.0,16.2
6,93.7,Battery_1,charge,4.0,90.0,18.0
7,97.04,Battery_1,hold,0.0,90.0,18.0
8,97.23,Battery_1,hold,0.0,90.0,18.0
9,101.24,Battery_1,hold,0.0,90.0,18.0
10,99.86,Battery_1,hold,0.0,90.0,18.0
11,102.47,Battery_1,hold,0.0,90.0,18.0
12,100.86,Battery_1,hold,0.0,90.0,18.0
13,98.77,Battery_1,hold,0.0,90.0,18.0
14,103.88,Battery_1,hold,0.0,90.0,18.0
15,105.42,Battery_1,hold,0.0,90.0,18.0
16,110.9,Battery_1,hold,0.0,90.0,18.0
17,108.93,Battery_1,hold,0.0,90.0,18.0
18,114.81,Battery_1,hold,0.0,90.0,18.0
19,122.03,Battery_1,discharge,4.0,78.9,15.78
20,121.52,Battery_1,discharge,4.0,67.8,13.56
21,119.98,Battery_1,discharge,1.72,63.0,12.6
22,114.32,Battery_1,hold,0.0,63.0,12.6
23,108.83,Battery_1,hold,0.0,63.0,12.6
24,102.33,Battery_1,hold,0.0,63.0,12.6
25,102.54,Battery_1,hold,0.0,63.0,12.6
26,100.18,Battery_1,hold,0.0,63.0,12.6
27,98.78,Battery_1,hold,0.0,63.0,12.6
28,100.99,Battery_1,hold,0.0,63.0,12.6
29,102.7,Battery_1,hold,0.0,63.0,12.6
30,99.96,Battery_1,hold,0.0,63.0,12.6
31,97.14,Battery_1,charge,4.0,72.0,14.4
32,96.49,Battery_1,charge,4.0,81.0,16.2
33,97.33,Battery_1,hold,0.0,81.0,16.2
34,97.64,Battery_1,hold,0.0,81.0,16.2
35,104.02,Battery_1,hold,0.0,81.0,16.2
36,96.4,Battery_1,charge,4.0,90.0,18.0
37,106.15,Battery_1,hold,0.0,90.0,18.0
38,115.49,Battery_1,hold,0.0,90.0,18.0
39,137.52,Battery_1,discharge,4.0,78.9,15.78
40,136.65,Battery_1,discharge,4.0,67.8,13.56
41,139.75,Battery_1,discharge,4.0,56.7,11.33
42,143.94,Battery_1,discharge,4.0,45.6,9.11
43,148.73,Battery_1,discharge,4.0,34.4,6.89
44,147.82,Battery_1,discharge,4.0,23.3,4.67
45,136.49,Battery_1,discharge,4.0,12.2,2.44
46,132.96,Battery_1,discharge,0.8,10.0,2.0
47,119.05,Battery_1,hold,0.0,10.0,2.0
48,115.98,Battery_1,hold,0.0,10.0,2.0
1,98.19,Battery_2,hold,0.0,50.0,50.0
2,92.29,Battery_2,charge,12.5,55.6,55.62
3,94.57,Battery_2,charge,12.5,61.3,61.25
4,93.63,Battery_2,charge,12.5,66.9,66.88
5,92.27,Battery_2,charge,12.5,72.5,72.5
6,93.7,Battery_2,charge,12.5,78.1,78.12
7,97.04,Battery_2,hold,0.0,78.1,78.12
8,97.23,Battery_2,hold,0.0,78.1,78.12
9,101.24,Battery_2,hold,0.0,78.1,78.12
10,99.86,Battery_2,hold,0.0,78.1,78.12
11,102.47,Battery_2,hold,0.0,78.1,78.12
12,100.86,Battery_2,hold,0.0,78.1,78.12
13,98.77,Battery_2,hold,0.0,78.1,78.12
14,103.88,Battery_2,hold,0.0,78.1,78.12
15,105.42,Battery_2,hold,0.0,78.1,78.12
16,110.9,Battery_2,hold,0.0,78.1,78.12
17,108.93,Battery_2,hold,0.0,78.1,78.12
18,114.81,Battery_2,hold,0.0,78.1,78.12
19,122.03,Battery_2,discharge,12.5,71.2,71.18
20,121.52,Battery_2,discharge,12.5,64.2,64.24
21,119.98,Battery_2,discharge,12.5,57.3,57.29
22,114.32,Battery_2,hold,0.0,57.3,57.29
23,108.83,Battery_2,hold,0.0,57.3,57.29
24,102.33,Battery_2,hold,0.0,57.3,57.29
25,102.54,Battery_2,hold,0.0,57.3,57.29
26,100.18,Battery_2,hold,0.0,57.3,57.29
27,98.78,Battery_2,hold,0.0,57.3,57.29
28,100.99,Battery_2,hold,0.0,57.3,57.29
29,102.7,Battery_2,hold,0.0,57.3,57.29
30,99.96,Battery_2,hold,0.0,57.3,57.29
31,97.14,Battery_2,hold,0.0,57.3,57.29
32,96.49,Battery_2,charge,5.86,59.9,59.93
33,97.33,Battery_2,hold,0.0,59.9,59.93
34,97.64,Battery_2,hold,0.0,59.9,59.93
35,104.02,Battery_2,hold,0.0,59.9,59.93
36,96.4,Battery_2,charge,12.5,65.6,65.56
37,106.15,Battery_2,hold,0.0,65.6,65.56
38,115.49,Battery_2,hold,0.0,65.6,65.56
39,137.52,Battery_2,discharge,12.5,58.6,58.61
40,136.65,Battery_2,discharge,12.5,51.7,51.67
41,139.75,Battery_2,discharge,12.5,44.7,44.72
42,143.94,Battery_2,discharge,12.5,37.8,37.78
