settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2024-11-13,1,2024-11-13T00:00:00Z,2024-11-12T11:47:00Z,25230,26374
2024-11-13,2,2024-11-13T00:30:00Z,2024-11-12T11:47:00Z,25450,26592
2024-11-13,3,2024-11-13T01:00:00Z,2024-11-12T11:47:00Z,24833,26472
2024-11-13,4,2024-11-13T01:30:00Z,2024-11-12T11:47:00Z,24172,25841
2024-11-13,5,2024-11-13T02:00:00Z,2024-11-12T11:47:00Z,23902,25718
2024-11-13,6,2024-11-13T02:30:00Z,2024-11-12T11:47:00Z,23653,25466
2024-11-13,7,2024-11-13T03:00:00Z,2024-11-12T11:47:00Z,23098,24906
2024-11-13,8,2024-11-13T03:30:00Z,2024-11-12T11:47:00Z,23069,24874
2024-11-13,9,2024-11-13T04:00:00Z,2024-11-12T11:47:00Z,22520,24322
2024-11-13,10,2024-11-13T04:30:00Z,2024-11-12T11:47:00Z,22716,24445
2024-11-13,11,2024-11-13T05:00:00Z,2024-11-12T11:47:00Z,23131,23823
2024-11-13,12,2024-11-13T05:30:00Z,2024-11-12T11:47:00Z,24174,24814
2024-11-13,13,2024-11-13T06:00:00Z,2024-11-12T11:47:00Z,26570,27230
2024-11-13,14,2024-11-13T06:30:00Z,2024-11-12T11:47:00Z,28934,29594
2024-11-13,15,2024-11-13T07:00:00Z,2024-11-12T11:47:00Z,31872,32511
2024-11-13,16,2024-11-13T07:30:00Z,2024-11-12T11:47:00Z,33120,33759
2024-11-13,17,2024-11-13T08:00:00Z,2024-11-12T11:47:00Z,34405,35024
2024-11-13,18,2024-11-13T08:30:00Z,2024-11-12T11:47:00Z,34270,34889
2024-11-13,19,2024-11-13T09:00:00Z,2024-11-12T11:47:00Z,34650,35255
2024-11-13,20,2024-11-13T09:30:00Z,2024-11-12T11:47:00Z,34212,34817
2024-11-13,21,2024-11-13T10:00:00Z,2024-11-12T11:47:00Z,33518,34118
2024-11-13,22,2024-11-13T10:30:00Z,2024-11-12T11:47:00Z,32688,33288
2024-11-13,23,2024-11-13T11:00:00Z,2024-11-12T11:47:00Z,32375,32975
2024-11-13,24,2024-11-13T11:30:00Z,2024-11-12T11:47:00Z,32403,33003
2024-11-13,25,2024-11-13T12:00:00Z,2024-11-12T11:47:00Z,32697,33297
2024-11-13,26,2024-11-13T12:30:00Z,2024-11-12T11:47:00Z,33000,33600
2024-11-13,27,2024-11-13T13:00:00Z,2024-11-12T11:47:00Z,32820,33441
2024-11-13,28,2024-11-13T13:30:00Z,2024-11-12T11:47:00Z,33522,34143
2024-11-13,29,2024-11-13T14:00:00Z,2024-11-12T11:47:00Z,34104,34730
2024-11-13,30,2024-11-13T14:30:00Z,2024-11-12T11:47:00Z,34833,35459
2024-11-13,31,2024-11-13T15:00:00Z,2024-11-12T11:47:00Z,35403,36043
2024-11-13,32,2024-11-13T15:30:00Z,2024-11-12T11:47:00Z,36290,36930
2024-11-13,33,2024-11-13T16:00:00Z,2024-11-12T11:47:00Z,37540,38180
2024-11-13,34,2024-11-13T16:30:00Z,2024-11-12T11:47:00Z,39100,39740
2024-11-13,35,2024-11-13T17:00:00Z,2024-11-12T11:47:00Z,40050,40650
2024-11-13,36,2024-11-13T17:30:00Z,2024-11-12T11:47:00Z,39907,40507
2024-11-13,37,2024-11-13T18:00:00Z,2024-11-12T11:47:00Z,39982,40582
2024-11-13,38,2024-11-13T18:30:00Z,2024-11-12T11:47:00Z,39356,39956
2024-11-13,39,2024-11-13T19:00:00Z,2024-11-12T11:47:00Z,38405,39005
2024-11-13,40,2024-11-13T19:30:00Z,2024-11-12T11:47:00Z,37163,37763
2024-11-13,41,2024-11-13T20:00:00Z,2024-11-12T11:47:00Z,36098,36698
2024-11-13,42,2024-11-13T20:30:00Z,2024-11-12T11:47:00Z,34810,35410
2024-11-13,43,2024-11-13T21:00:00Z,2024-11-12T11:47:00Z,33155,33755
2024-11-13,44,2024-11-13T21:30:00Z,2024-11-12T11:47:00Z,31631,32231
2024-11-13,45,2024-11-13T22:00:00Z,2024-11-12T11:47:00Z,29956,30556
2024-11-13,46,2024-11-13T22:30:00Z,2024-11-12T11:47:00Z,28250,28850
2024-11-13,47,2024-11-13T23:00:00Z,2024-11-12T11:47:00Z,26495,27576
2024-11-13,48,2024-11-13T23:30:00Z,2024-11-12T11:47:00Z,25370,26455
2024-11-14,1,2024-11-14T00:00:00Z,2024-11-12T11:47:00Z,25250,26333
2024-11-14,2,2024-11-14T00:30:00Z,2024-11-12T11:47:00Z,25410,26492
2024-11-14,3,2024-11-14T01:00:00Z,2024-11-12T11:47:00Z,25100,26180
2024-11-14,4,2024-11-14T01:30:00Z,2024-11-12T11:47:00Z,24346,25426
2024-11-14,5,2024-11-14T02:00:00Z,2024-11-12T11:47:00Z,23863,24941
2024-11-14,6,2024-11-14T02:30:00Z,2024-11-12T11:47:00Z,23377,24462
2024-11-14,7,2024-11-14T03:00:00Z,2024-11-12T11:47:00Z,23086,24169
2024-11-14,8,2024-11-14T03:30:00Z,2024-11-12T11:47:00Z,22736,23819
2024-11-14,9,2024-11-14T04:00:00Z,2024-11-12T11:47:00Z,22540,23621
2024-11-14,10,2024-11-14T04:30:00Z,2024-11-12T11:47:00Z,22719,23799
