settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,119.62,119.62,0.0,Battery_1,hold,0.0,10.0,2.0
2,126.97,126.97,0.0,Battery_1,hold,0.0,10.0,2.0
3,134.0,134.0,0.0,Battery_1,hold,0.0,10.0,2.0
4,132.5,132.5,0.0,Battery_1,hold,0.0,10.0,2.0
5,104.58,104.58,104.58,Battery_1,charge,3.0,16.8,3.35
6,128.68,128.68,0.0,Battery_1,hold,0.0,16.8,3.35
7,128.0,128.0,0.0,Battery_1,hold,0.0,16.8,3.35
8,139.8,139.8,0.0,Battery_1,hold,0.0,16.8,3.35
9,143.0,143.0,0.0,Battery_1,hold,0.0,16.8,3.35
10,143.0,143.0,143.0,Battery_1,discharge,2.43,10.0,2.0
11,84.01,84.01,84.01,Battery_1,charge,3.0,16.8,3.35
12,81.65,81.65,81.65,Battery_1,charge,3.0,23.5,4.7
13,77.46,77.46,77.46,Battery_1,charge,3.0,30.2,6.05
14,95.0,95.0,0.0,Battery_1,hold,0.0,30.2,6.05
15,77.0,77.0,77.0,Battery_1,charge,3.0,37.0,7.4
16,77.2,77.2,77.2,Battery_1,charge,3.0,43.8,8.75
17,77.0,77.0,77.0,Battery_1,charge,3.0,50.5,10.1
18,75.0,75.0,75.0,Battery_1,charge,3.0,57.2,11.45
19,77.2,77.2,77.2,Battery_1,charge,3.0,64.0,12.8
20,69.38,69.38,69.38,Battery_1,charge,3.0,70.8,14.15
21,68.0,68.0,68.0,Battery_1,charge,3.0,77.5,15.5
22,77.2,77.2,77.2,Battery_1,charge,3.0,84.2,16.85
23,104.0,104.0,0.0,Battery_1,hold,0.0,84.2,16.85
24,110.0,110.0,0.0,Battery_1,hold,0.0,84.2,16.85
25,104.0,104.0,0.0,Battery_1,hold,0.0,84.2,16.85
26,114.0,114.0,114.0,Battery_1,discharge,0.36,83.2,16.65
27,114.0,114.0,0.0,Battery_1,hold,0.0,83.2,16.65
28,114.0,114.0,0.0,Battery_1,hold,0.0,83.2,16.65
29,103.9,103.9,0.0,Battery_1,hold,0.0,83.2,16.65
30,65.49,65.49,65.49,Battery_1,charge,3.0,90.0,18.0
31,165.0,165.0,165.0,Battery_1,discharge,3.0,81.7,16.33
32,165.0,165.0,165.0,Battery_1,discharge,3.0,73.3,14.67
33,165.0,165.0,165.0,Battery_1,discharge,3.0,65.0,13.0
34,165.0,165.0,165.0,Battery_1,discharge,3.0,56.7,11.33
35,125.41,125.41,125.41,Battery_1,charge,1.48,60.0,12.0
36,125.41,125.41,0.0,Battery_1,hold,0.0,60.0,12.0
37,155.13,155.13,155.13,Battery_1,discharge,3.0,51.7,10.33
38,158.24,158.24,158.24,Battery_1,discharge,3.0,43.3,8.67
39,185.35,185.35,185.35,Battery_1,discharge,3.0,35.0,7.0
