settlementDate,settlementPeriod,solar_mw,wind_offshore_mw,wind_onshore_mw,wind_total_mw,renewable_total_mw
2026-01-10,1,0.0,10871.521,3279.643,14151.164,14151.164
2026-01-10,2,0.0,10871.521,3279.643,14151.164,14151.164
2026-01-10,3,0.0,10668.06,3247.461,13915.521,13915.521
2026-01-10,4,0.0,10668.06,3247.461,13915.521,13915.521
2026-01-10,5,0.0,10354.994,3219.685,13574.679,13574.679
2026-01-10,6,0.0,10354.994,3219.685,13574.679,13574.679
2026-01-10,7,0.0,9971.632,3142.778,13114.41,13114.41
2026-01-10,8,0.0,9971.632,3142.778,13114.41,13114.41
2026-01-10,9,0.0,9634.618,3022.724,12657.342,12657.342
2026-01-10,10,0.0,9634.618,3022.724,12657.342,12657.342
2026-01-10,11,0.0,9248.646,2938.454,12187.1,12187.1
2026-01-10,12,0.0,9248.646,2938.454,12187.1,12187.1
2026-01-10,13,0.0,8763.235,2882.568,11645.803,11645.803
2026-01-10,14,0.0,8763.235,2882.568,11645.803,11645.803
2026-01-10,15,0.0,8572.0,2853.237,11425.237,11425.237
2026-01-10,16,0.0,8572.0,2853.237,11425.237,11425.237
2026-01-10,17,147.0,8115.541,2844.66,10960.201,11107.201
2026-01-10,18,547.0,8115.541,2844.66,10960.201,11507.201
2026-01-10,19,1297.0,7723.975,2839.918,10563.893,11860.893
2026-01-10,20,2202.0,7723.975,2839.918,10563.893,12765.893
2026-01-10,21,3035.0,7286.351,2824.988,10111.339,13146.339
2026-01-10,22,3719.0,7286.351,2824.988,10111.339,13830.339
2026-01-10,23,4211.0,6689.231,2767.806,9457.037,13668.037
2026-01-10,24,4488.0,6689.231,2767.806,9457.037,13945.037
2026-01-10,25,4536.0,6058.836,2668.498,8727.334,13263.334
2026-01-10,26,4323.0,6058.836,2668.498,8727.334,13050.334
2026-01-10,27,3844.0,5586.353,2565.298,8151.651,11995.651
2026-01-10,28,3192.0,5586.353,2565.298,8151.651,11343.651
2026-01-10,29,2458.0,5212.576,2541.641,7754.217000000001,10212.217
2026-01-10,30,1644.0,5212.576,2541.641,7754.217000000001,9398.217
2026-01-10,31,788.0,4906.993,2627.567,7534.56,8322.560000000001
2026-01-10,32,156.0,4906.993,2627.567,7534.56,7690.56
2026-01-10,33,0.0,4659.224,2856.187,7515.411,7515.411
2026-01-10,34,0.0,4659.224,2856.187,7515.411,7515.411
2026-01-10,35,17.0,4470.297,3157.328,7627.625,7644.625
2026-01-10,36,0.0,4470.297,3157.328,7627.625,7627.625
2026-01-10,37,0.0,4384.061,3434.634,7818.695,7818.695
2026-01-10,38,0.0,4384.061,3434.634,7818.695,7818.695
2026-01-10,39,0.0,4531.194,3706.084,8237.278,8237.278
2026-01-10,40,0.0,4531.194,3706.084,8237.278,8237.278
2026-01-10,41,0.0,4761.336,4064.408,8825.744,8825.744
2026-01-10,42,0.0,4761.336,4064.408,8825.744,8825.744
2026-01-10,43,0.0,4997.996,4536.855,9534.851,9534.851
2026-01-10,44,0.0,4997.996,4536.855,9534.851,9534.851
2026-01-10,45,0.0,5410.432,5076.527,10486.959,10486.959
2026-01-10,46,0.0,5410.432,5076.527,10486.959,10486.959
2026-01-10,47,0.0,5948.517,5698.406,11646.923,11646.923
2026-01-10,48,0.0,5948.517,5698.406,11646.923,11646.923
