startTime,dataProvider,settlementDate,settlementPeriod,price,volume
2026-05-02T23:00:00Z,APXMIDP,2026-05-03,1,109.27,1902.0
2026-05-02T23:30:00Z,APXMIDP,2026-05-03,2,106.92,1943.45
2026-05-02T00:00:00Z,APXMIDP,2026-05-02,3,101.48,1361.15
2026-05-02T00:30:00Z,APXMIDP,2026-05-02,4,98.58,1443.65
2026-05-02T01:00:00Z,APXMIDP,2026-05-02,5,99.84,1194.6
2026-05-02T01:30:00Z,APXMIDP,2026-05-02,6,98.83,1253.7
2026-05-02T02:00:00Z,APXMIDP,2026-05-02,7,96.23,907.3
2026-05-02T02:30:00Z,APXMIDP,2026-05-02,8,97.3,1054.6
2026-05-02T03:00:00Z,APXMIDP,2026-05-02,9,98.28,945.25
2026-05-02T03:30:00Z,APXMIDP,2026-05-02,10,99.94,990.35
2026-05-02T04:00:00Z,APXMIDP,2026-05-02,11,100.83,1114.55
2026-05-02T04:30:00Z,APXMIDP,2026-05-02,12,99.95,1030.25
2026-05-02T05:00:00Z,APXMIDP,2026-05-02,13,95.6,1051.4
2026-05-02T05:30:00Z,APXMIDP,2026-05-02,14,96.92,1033.7
2026-05-02T06:00:00Z,APXMIDP,2026-05-02,15,100.21,1202.35
2026-05-02T06:30:00Z,APXMIDP,2026-05-02,16,101.21,1196.0
2026-05-02T07:00:00Z,APXMIDP,2026-05-02,17,101.35,1442.1
2026-05-02T07:30:00Z,APXMIDP,2026-05-02,18,97.01,1564.35
2026-05-02T08:00:00Z,APXMIDP,2026-05-02,19,87.93,1556.1
2026-05-02T08:30:00Z,APXMIDP,2026-05-02,20,84.28,1477.45
2026-05-02T09:00:00Z,APXMIDP,2026-05-02,21,84.3,1880.4
2026-05-02T09:30:00Z,APXMIDP,2026-05-02,22,79.78,1922.0
2026-05-02T10:00:00Z,APXMIDP,2026-05-02,23,77.85,2034.75
2026-05-02T10:30:00Z,APXMIDP,2026-05-02,24,67.6,2013.75
2026-05-02T11:00:00Z,APXMIDP,2026-05-02,25,63.94,1965.15
2026-05-02T11:30:00Z,APXMIDP,2026-05-02,26,63.77,2359.5
2026-05-02T12:00:00Z,APXMIDP,2026-05-02,27,65.46,2726.75
2026-05-02T12:30:00Z,APXMIDP,2026-05-02,28,67.99,2268.35
2026-05-02T13:00:00Z,APXMIDP,2026-05-02,29,56.06,3039.7
2026-05-02T13:30:00Z,APXMIDP,2026-05-02,30,63.77,3175.8
2026-05-02T14:00:00Z,APXMIDP,2026-05-02,31,75.22,2180.6
2026-05-02T14:30:00Z,APXMIDP,2026-05-02,32,88.73,2063.2
2026-05-02T15:00:00Z,APXMIDP,2026-05-02,33,98.22,2363.6
2026-05-02T15:30:00Z,APXMIDP,2026-05-02,34,95.76,3210.0
2026-05-02T16:00:00Z,APXMIDP,2026-05-02,35,128.63,2583.95
2026-05-02T16:30:00Z,APXMIDP,2026-05-02,36,135.82,2856.75
2026-05-02T17:00:00Z,APXMIDP,2026-05-02,37,142.98,3211.6
2026-05-02T17:30:00Z,APXMIDP,2026-05-02,38,143.88,2777.45
2026-05-02T18:00:00Z,APXMIDP,2026-05-02,39,152.2,2731.35
2026-05-02T18:30:00Z,APXMIDP,2026-05-02,40,151.14,2758.25
2026-05-02T19:00:00Z,APXMIDP,2026-05-02,41,145.49,2842.4
2026-05-02T19:30:00Z,APXMIDP,2026-05-02,42,141.07,2733.5
2026-05-02T20:00:00Z,APXMIDP,2026-05-02,43,121.3,2096.85
2026-05-02T20:30:00Z,APXMIDP,2026-05-02,44,119.08,2057.1
2026-05-02T21:00:00Z,APXMIDP,2026-05-02,45,105.7,2082.2
2026-05-02T21:30:00Z,APXMIDP,2026-05-02,46,106.98,2117.4
2026-05-02T22:00:00Z,APXMIDP,2026-05-02,47,105.35,2093.85
2026-05-02T22:30:00Z,APXMIDP,2026-05-02,48,110.76,1977.15
