settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2025-04-10,1,2025-04-09T23:00:00Z,2025-04-09T11:47:00Z,23350,24073
2025-04-10,2,2025-04-09T23:30:00Z,2025-04-09T11:47:00Z,23003,23529
2025-04-10,3,2025-04-10T00:00:00Z,2025-04-09T11:47:00Z,22850,23355
2025-04-10,4,2025-04-10T00:30:00Z,2025-04-09T11:47:00Z,23050,23555
2025-04-10,5,2025-04-10T01:00:00Z,2025-04-09T11:47:00Z,22702,23207
2025-04-10,6,2025-04-10T01:30:00Z,2025-04-09T11:47:00Z,22258,22763
2025-04-10,7,2025-04-10T02:00:00Z,2025-04-09T11:47:00Z,21974,22479
2025-04-10,8,2025-04-10T02:30:00Z,2025-04-09T11:47:00Z,21745,22250
2025-04-10,9,2025-04-10T03:00:00Z,2025-04-09T11:47:00Z,21583,22083
2025-04-10,10,2025-04-10T03:30:00Z,2025-04-09T11:47:00Z,21450,21950
2025-04-10,11,2025-04-10T04:00:00Z,2025-04-09T11:47:00Z,22211,22725
2025-04-10,12,2025-04-10T04:30:00Z,2025-04-09T11:47:00Z,22863,23377
2025-04-10,13,2025-04-10T05:00:00Z,2025-04-09T11:47:00Z,25026,25526
2025-04-10,14,2025-04-10T05:30:00Z,2025-04-09T11:47:00Z,26863,27363
2025-04-10,15,2025-04-10T06:00:00Z,2025-04-09T11:47:00Z,29207,29707
2025-04-10,16,2025-04-10T06:30:00Z,2025-04-09T11:47:00Z,30280,30780
2025-04-10,17,2025-04-10T07:00:00Z,2025-04-09T11:47:00Z,30940,31440
2025-04-10,18,2025-04-10T07:30:00Z,2025-04-09T11:47:00Z,30425,30925
2025-04-10,19,2025-04-10T08:00:00Z,2025-04-09T11:47:00Z,29758,30258
2025-04-10,20,2025-04-10T08:30:00Z,2025-04-09T11:47:00Z,28766,29266
2025-04-10,21,2025-04-10T09:00:00Z,2025-04-09T11:47:00Z,27283,27783
2025-04-10,22,2025-04-10T09:30:00Z,2025-04-09T11:47:00Z,26207,26707
2025-04-10,23,2025-04-10T10:00:00Z,2025-04-09T11:47:00Z,25447,25947
2025-04-10,24,2025-04-10T10:30:00Z,2025-04-09T11:47:00Z,24857,25357
2025-04-10,25,2025-04-10T11:00:00Z,2025-04-09T11:47:00Z,24570,25070
2025-04-10,26,2025-04-10T11:30:00Z,2025-04-09T11:47:00Z,23606,24106
2025-04-10,27,2025-04-10T12:00:00Z,2025-04-09T11:47:00Z,22586,23086
2025-04-10,28,2025-04-10T12:30:00Z,2025-04-09T11:47:00Z,21880,22380
2025-04-10,29,2025-04-10T13:00:00Z,2025-04-09T11:47:00Z,22016,22840
2025-04-10,30,2025-04-10T13:30:00Z,2025-04-09T11:47:00Z,22090,22919
2025-04-10,31,2025-04-10T14:00:00Z,2025-04-09T11:47:00Z,22344,23173
2025-04-10,32,2025-04-10T14:30:00Z,2025-04-09T11:47:00Z,23081,23909
2025-04-10,33,2025-04-10T15:00:00Z,2025-04-09T11:47:00Z,24354,24858
2025-04-10,34,2025-04-10T15:30:00Z,2025-04-09T11:47:00Z,25868,26368
2025-04-10,35,2025-04-10T16:00:00Z,2025-04-09T11:47:00Z,27265,27765
2025-04-10,36,2025-04-10T16:30:00Z,2025-04-09T11:47:00Z,28174,28674
2025-04-10,37,2025-04-10T17:00:00Z,2025-04-09T11:47:00Z,28806,29306
2025-04-10,38,2025-04-10T17:30:00Z,2025-04-09T11:47:00Z,29446,29946
2025-04-10,39,2025-04-10T18:00:00Z,2025-04-09T11:47:00Z,30230,30730
2025-04-10,40,2025-04-10T18:30:00Z,2025-04-09T11:47:00Z,30990,31490
2025-04-10,41,2025-04-10T19:00:00Z,2025-04-09T11:47:00Z,30802,31302
2025-04-10,42,2025-04-10T19:30:00Z,2025-04-09T11:47:00Z,30719,31219
2025-04-10,43,2025-04-10T20:00:00Z,2025-04-09T11:47:00Z,29760,30260
2025-04-10,44,2025-04-10T20:30:00Z,2025-04-09T11:47:00Z,28807,29307
2025-04-10,45,2025-04-10T21:00:00Z,2025-04-09T11:47:00Z,27312,27812
2025-04-10,46,2025-04-10T21:30:00Z,2025-04-09T11:47:00Z,25774,26274
2025-04-10,47,2025-04-10T22:00:00Z,2025-04-09T11:47:00Z,24143,24643
2025-04-10,48,2025-04-10T22:30:00Z,2025-04-09T11:47:00Z,23000,23500
2025-04-11,1,2025-04-10T23:00:00Z,2025-04-09T11:47:00Z,22240,22740
2025-04-11,2,2025-04-10T23:30:00Z,2025-04-09T11:47:00Z,21833,22333
2025-04-11,3,2025-04-11T00:00:00Z,2025-04-09T11:47:00Z,21520,22020
2025-04-11,4,2025-04-11T00:30:00Z,2025-04-09T11:47:00Z,21620,22120
2025-04-11,5,2025-04-11T01:00:00Z,2025-04-09T11:47:00Z,21006,21506
2025-04-11,6,2025-04-11T01:30:00Z,2025-04-09T11:47:00Z,20573,21073
2025-04-11,7,2025-04-11T02:00:00Z,2025-04-09T11:47:00Z,20413,20913
2025-04-11,8,2025-04-11T02:30:00Z,2025-04-09T11:47:00Z,20353,20853
2025-04-11,9,2025-04-11T03:00:00Z,2025-04-09T11:47:00Z,20337,20837
2025-04-11,10,2025-04-11T03:30:00Z,2025-04-09T11:47:00Z,20250,20750
