settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,94.69,94.69,0.0,Battery_1,hold,0.0,10.0,2.0
2,78.74,78.74,0.0,Battery_1,hold,0.0,10.0,2.0
3,73.05,73.05,0.0,Battery_1,hold,0.0,10.0,2.0
4,63.86,63.86,0.0,Battery_1,hold,0.0,10.0,2.0
5,13.05,13.05,13.05,Battery_1,charge,3.0,16.8,3.35
6,-8.0,-8.0,-8.0,Battery_1,charge,3.0,23.5,4.7
7,55.44,55.44,0.0,Battery_1,hold,0.0,23.5,4.7
8,60.04,60.04,60.04,Battery_1,discharge,1.86,18.3,3.67
9,86.17,86.17,86.17,Battery_1,discharge,3.0,10.0,2.0
10,54.51,54.51,0.0,Battery_1,hold,0.0,10.0,2.0
11,52.15,52.15,0.0,Battery_1,hold,0.0,10.0,2.0
12,-14.1,-14.1,-14.1,Battery_1,charge,3.0,16.8,3.35
13,0.0,0.0,0.0,Battery_1,charge,3.0,23.5,4.7
14,7.9,7.9,7.9,Battery_1,charge,1.41,26.7,5.33
15,12.47,12.47,12.47,Battery_1,discharge,3.0,18.3,3.67
16,10.97,10.97,10.97,Battery_1,discharge,3.0,10.0,2.0
17,-1.69,-1.69,-1.69,Battery_1,charge,3.0,10.0,2.0
18,-5.6,-5.6,-5.6,Battery_1,charge,3.0,16.8,3.35
19,-4.22,-4.22,-4.22,Battery_1,charge,1.41,11.6,2.32
20,-6.48,-6.48,-6.48,Battery_1,charge,3.0,18.3,3.67
21,36.15,36.15,36.15,Battery_1,discharge,3.0,10.0,2.0
22,-7.01,-7.01,-7.01,Battery_1,charge,3.0,10.0,2.0
23,-13.12,-13.12,-13.12,Battery_1,charge,3.0,16.8,3.35
24,-6.38,-6.38,-6.38,Battery_1,charge,0.7,10.0,2.0
25,-11.6,-11.6,-11.6,Battery_1,charge,3.0,10.0,2.0
26,-24.68,-24.68,-24.68,Battery_1,charge,3.0,16.8,3.35
27,-16.92,-16.92,-16.92,Battery_1,charge,3.0,22.5,4.5
28,-18.92,-18.92,-18.92,Battery_1,charge,3.0,29.2,5.85
29,-26.38,-26.38,-26.38,Battery_1,charge,3.0,36.0,7.2
30,-24.64,-24.64,-24.64,Battery_1,charge,3.0,42.8,8.55
31,-30.84,-30.84,-30.84,Battery_1,charge,3.0,49.5,9.9
32,-30.84,-30.84,-30.84,Battery_1,charge,3.0,56.2,11.25
33,-30.84,-30.84,-30.84,Battery_1,charge,3.0,63.0,12.6
34,-36.65,-36.65,-36.65,Battery_1,charge,3.0,69.8,13.95
35,-75.0,-75.0,-75.0,Battery_1,charge,3.0,76.5,15.3
36,-35.99,-35.99,-35.99,Battery_1,charge,3.0,83.2,16.65
37,-28.7,-28.7,-28.7,Battery_1,charge,3.0,90.0,18.0
38,0.0,0.0,0.0,Battery_1,hold,0.0,90.0,18.0
39,110.0,110.0,110.0,Battery_1,discharge,3.0,81.7,16.33
40,40.69,40.69,40.69,Battery_1,discharge,3.0,73.3,14.67
41,105.04,105.04,105.04,Battery_1,discharge,3.0,65.0,13.0
42,41.15,41.15,41.15,Battery_1,discharge,3.0,56.7,11.33
43,77.52,77.52,77.52,Battery_1,discharge,3.0,48.3,9.67
44,107.25,107.25,107.25,Battery_1,discharge,3.0,40.0,8.0
45,72.48,72.48,72.48,Battery_1,discharge,3.0,31.7,6.33
46,130.0,130.0,130.0,Battery_1,discharge,3.0,23.3,4.67
47,38.54,38.54,38.54,Battery_1,discharge,1.8,18.3,3.67
48,41.28,41.28,41.28,Battery_1,discharge,3.0,10.0,2.0
1,94.69,94.69,0.0,Battery_2,hold,0.0,10.0,10.0
2,78.74,78.74,0.0,Battery_2,hold,0.0,10.0,10.0
3,73.05,73.05,0.0,Battery_2,hold,0.0,10.0,10.0
4,63.86,63.86,0.0,Battery_2,hold,0.0,10.0,10.0
5,13.05,13.05,13.05,Battery_2,charge,7.5,13.4,13.38
6,-8.0,-8.0,-8.0,Battery_2,charge,7.5,16.8,16.75
7,55.44,55.44,0.0,Battery_2,hold,0.0,16.8,16.75
8,60.04,60.04,60.04,Battery_2,discharge,4.65,14.2,14.17
9,86.17,86.17,86.17,Battery_2,discharge,7.5,10.0,10.0
10,54.51,54.51,0.0,Battery_2,hold,0.0,10.0,10.0
11,52.15,52.15,0.0,Battery_2,hold,0.0,10.0,10.0
12,-14.1,-14.1,-14.1,Battery_2,charge,7.5,13.4,13.38
13,0.0,0.0,0.0,Battery_2,charge,7.5,16.8,16.75
14,7.9,7.9,7.9,Battery_2,charge,3.52,18.3,18.33
15,12.47,12.47,12.47,Battery_2,discharge,7.5,14.2,14.17
16,10.97,10.97,10.97,Battery_2,discharge,7.5,10.0,10.0
17,-1.69,-1.69,-1.69,Battery_2,charge,7.5,13.4,13.38
18,-5.6,-5.6,-5.6,Battery_2,charge,7.5,16.8,16.75
19,-4.22,-4.22,-4.22,Battery_2,charge,7.5,20.1,20.12
20,-6.48,-6.48,-6.48,Battery_2,charge,7.5,23.5,23.5
21,36.15,36.15,36.15,Battery_2,discharge,7.5,19.3,19.33
22,-7.01,-7.01,-7.01,Battery_2,charge,7.5,22.7,22.71
23,-13.12,-13.12,-13.12,Battery_2,charge,7.5,26.1,26.08
24,-6.38,-6.38,-6.38,Battery_2,charge,7.5,29.5,29.46
25,-11.6,-11.6,-11.6,Battery_2,charge,7.5,32.8,32.83
26,-24.68,-24.68,-24.68,Battery_2,charge,7.5,36.2,36.21
27,-16.92,-16.92,-16.92,Battery_2,charge,7.5,39.6,39.58
28,-18.92,-18.92,-18.92,Battery_2,charge,7.5,43.0,42.96
29,-26.38,-26.38,-26.38,Battery_2,charge,7.5,46.3,46.33
30,-24.64,-24.64,-24.64,Battery_2,charge,7.5,49.7,49.71
31,-30.84,-30.84,-30.84,Battery_2,charge,7.5,53.1,53.08
32,-30.84,-30.84,-30.84,Battery_2,charge,7.5,56.5,56.46
33,-30.84,-30.84,-30.84,Battery_2,charge,7.5,59.8,59.83
34,-36.65,-36.65,-36.65,Battery_2,charge,7.5,63.2,63.21
35,-75.0,-75.0,-75.0,Battery_2,charge,7.5,66.6,66.58
36,-35.99,-35.99,-35.99,Battery_2,charge,7.5,70.0,69.96
37,-28.7,-28.7,-28.7,Battery_2,charge,7.5,73.3,73.33
38,0.0,0.0,0.0,Battery_2,discharge,7.5,69.2,69.17
39,110.0,110.0,110.0,Battery_2,discharge,7.5,65.0,65.0
40,40.69,40.69,40.69,Battery_2,discharge,7.5,60.8,60.83
41,105.04,105.04,105.04,Battery_2,discharge,7.5,56.7,56.67
42,41.15,41.15,41.15,Battery_2,discharge,7.5,52.5,52.5
43,77.52,77.52,77.52,Battery_2,discharge,7.5,48.3,48.33
44,107.25,107.25,107.25,Battery_2,discharge,7.5,44.2,44.17
45,72.48,72.48,72.48,Battery_2,discharge,7.5,40.0,40.0
46,130.0,130.0,130.0,Battery_2,discharge,7.5,35.8,35.83
47,38.54,38.54,38.54,Battery_2,discharge,7.5,31.7,31.67
48,41.28,41.28,41.28,Battery_2,discharge,7.5,27.5,27.5
1,94.69,94.69,0.0,Battery_3,hold,0.0,10.0,20.0
2,78.74,78.74,0.0,Battery_3,hold,0.0,10.0,20.0
3,73.05,73.05,0.0,Battery_3,hold,0.0,10.0,20.0
4,63.86,63.86,0.0,Battery_3,hold,0.0,10.0,20.0
5,13.05,13.05,13.05,Battery_3,charge,15.0,13.4,26.75
6,-8.0,-8.0,-8.0,Battery_3,charge,15.0,16.8,33.5
7,55.44,55.44,0.0,Battery_3,hold,0.0,16.8,33.5
8,60.04,60.04,60.04,Battery_3,discharge,9.3,14.2,28.33
9,86.17,86.17,86.17,Battery_3,discharge,15.0,10.0,20.0
10,54.51,54.51,0.0,Battery_3,hold,0.0,10.0,20.0
11,52.15,52.15,0.0,Battery_3,hold,0.0,10.0,20.0
12,-14.1,-14.1,-14.1,Battery_3,charge,15.0,13.4,26.75
13,0.0,0.0,0.0,Battery_3,charge,15.0,16.8,33.5
14,7.9,7.9,7.9,Battery_3,charge,7.04,18.3,36.67
15,12.47,12.47,12.47,Battery_3,discharge,15.0,14.2,28.33
16,10.97,10.97,10.97,Battery_3,discharge,15.0,10.0,20.0
17,-1.69,-1.69,-1.69,Battery_3,charge,15.0,13.4,26.75
18,-5.6,-5.6,-5.6,Battery_3,charge,15.0,16.8,33.5
19,-4.22,-4.22,-4.22,Battery_3,charge,15.0,20.1,40.25
20,-6.48,-6.48,-6.48,Battery_3,charge,15.0,23.5,47.0
21,36.15,36.15,36.15,Battery_3,discharge,15.0,19.3,38.67
22,-7.01,-7.01,-7.01,Battery_3,charge,15.0,22.7,45.42
23,-13.12,-13.12,-13.12,Battery_3,charge,15.0,26.1,52.17
24,-6.38,-6.38,-6.38,Battery_3,charge,15.0,29.5,58.92
25,-11.6,-11.6,-11.6,Battery_3,charge,15.0,32.8,65.67
26,-24.68,-24.68,-24.68,Battery_3,charge,15.0,36.2,72.42
27,-16.92,-16.92,-16.92,Battery_3,charge,15.0,39.6,79.17
28,-18.92,-18.92,-18.92,Battery_3,charge,15.0,43.0,85.92
29,-26.38,-26.38,-26.38,Battery_3,charge,15.0,46.3,92.67
30,-24.64,-24.64,-24.64,Battery_3,charge,15.0,49.7,99.42
31,-30.84,-30.84,-30.84,Battery_3,charge,15.0,53.1,106.17
32,-30.84,-30.84,-30.84,Battery_3,charge,15.0,56.5,112.92
33,-30.84,-30.84,-30.84,Battery_3,charge,15.0,59.8,119.67
34,-36.65,-36.65,-36.65,Battery_3,charge,15.0,63.2,126.42
35,-75.0,-75.0,-75.0,Battery_3,charge,15.0,66.6,133.17
36,-35.99,-35.99,-35.99,Battery_3,charge,15.0,70.0,139.92
37,-28.7,-28.7,-28.7,Battery_3,charge,15.0,73.3,146.67
38,0.0,0.0,0.0,Battery_3,discharge,15.0,69.2,138.33
39,110.0,110.0,110.0,Battery_3,discharge,15.0,65.0,130.0
40,40.69,40.69,40.69,Battery_3,discharge,15.0,60.8,121.67
41,105.04,105.04,105.04,Battery_3,discharge,15.0,56.7,113.33
42,41.15,41.15,41.15,Battery_3,discharge,15.0,52.5,105.0
43,77.52,77.52,77.52,Battery_3,discharge,15.0,48.3,96.67
44,107.25,107.25,107.25,Battery_3,discharge,15.0,44.2,88.33
45,72.48,72.48,72.48,Battery_3,discharge,15.0,40.0,80.0
46,130.0,130.0,130.0,Battery_3,discharge,15.0,35.8,71.67
