settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,118.4,Battery_1,hold,0.0,50.0,10.0
2,121.33,Battery_1,hold,0.0,50.0,10.0
3,123.58,Battery_1,hold,0.0,50.0,10.0
4,117.95,Battery_1,hold,0.0,50.0,10.0
5,118.4,Battery_1,hold,0.0,50.0,10.0
6,115.9,Battery_1,hold,0.0,50.0,10.0
7,115.46,Battery_1,hold,0.0,50.0,10.0
8,111.91,Battery_1,hold,0.0,50.0,10.0
9,115.86,Battery_1,hold,0.0,50.0,10.0
10,115.44,Battery_1,hold,0.0,50.0,10.0
11,124.03,Battery_1,hold,0.0,50.0,10.0
12,123.37,Battery_1,hold,0.0,50.0,10.0
13,121.89,Battery_1,hold,0.0,50.0,10.0
14,125.26,Battery_1,hold,0.0,50.0,10.0
15,118.65,Battery_1,hold,0.0,50.0,10.0
16,118.81,Battery_1,hold,0.0,50.0,10.0
17,102.02,Battery_1,charge,4.0,59.0,11.8
18,107.57,Battery_1,charge,4.0,68.0,13.6
19,113.0,Battery_1,hold,0.0,68.0,13.6
20,116.79,Battery_1,hold,0.0,68.0,13.6
21,118.81,Battery_1,hold,0.0,68.0,13.6
22,120.86,Battery_1,hold,0.0,68.0,13.6
23,116.11,Battery_1,hold,0.0,68.0,13.6
24,114.03,Battery_1,hold,0.0,68.0,13.6
25,108.12,Battery_1,charge,0.79,69.8,13.96
26,109.74,Battery_1,hold,0.0,69.8,13.96
27,110.07,Battery_1,hold,0.0,69.8,13.96
28,107.74,Battery_1,charge,4.0,78.8,15.76
29,107.41,Battery_1,charge,4.0,87.8,17.56
30,109.07,Battery_1,hold,0.0,87.8,17.56
31,112.54,Battery_1,hold,0.0,87.8,17.56
32,112.45,Battery_1,hold,0.0,87.8,17.56
33,111.42,Battery_1,hold,0.0,87.8,17.56
34,109.72,Battery_1,hold,0.0,87.8,17.56
35,113.88,Battery_1,hold,0.0,87.8,17.56
36,128.1,Battery_1,hold,0.0,87.8,17.56
37,129.74,Battery_1,hold,0.0,87.8,17.56
38,130.99,Battery_1,hold,0.0,87.8,17.56
39,143.64,Battery_1,discharge,4.0,76.7,15.33
40,144.4,Battery_1,discharge,4.0,65.6,13.11
41,150.21,Battery_1,discharge,4.0,54.4,10.89
42,150.33,Battery_1,discharge,4.0,43.3,8.67
43,146.95,Battery_1,discharge,4.0,32.2,6.44
44,142.29,Battery_1,discharge,4.0,21.1,4.22
45,137.6,Battery_1,discharge,4.0,10.0,2.0
46,129.53,Battery_1,hold,0.0,10.0,2.0
47,126.45,Battery_1,hold,0.0,10.0,2.0
48,122.55,Battery_1,hold,0.0,10.0,2.0
1,118.4,Battery_2,hold,0.0,50.0,50.0
2,121.33,Battery_2,hold,0.0,50.0,50.0
3,123.58,Battery_2,hold,0.0,50.0,50.0
4,117.95,Battery_2,hold,0.0,50.0,50.0
5,118.4,Battery_2,hold,0.0,50.0,50.0
6,115.9,Battery_2,hold,0.0,50.0,50.0
7,115.46,Battery_2,hold,0.0,50.0,50.0
8,111.91,Battery_2,hold,0.0,50.0,50.0
9,115.86,Battery_2,hold,0.0,50.0,50.0
10,115.44,Battery_2,hold,0.0,50.0,50.0
11,124.03,Battery_2,hold,0.0,50.0,50.0
12,123.37,Battery_2,hold,0.0,50.0,50.0
13,121.89,Battery_2,hold,0.0,50.0,50.0
14,125.26,Battery_2,hold,0.0,50.0,50.0
15,118.65,Battery_2,hold,0.0,50.0,50.0
16,118.81,Battery_2,hold,0.0,50.0,50.0
17,102.02,Battery_2,charge,12.5,55.6,55.62
18,107.57,Battery_2,hold,0.0,55.6,55.62
19,113.0,Battery_2,hold,0.0,55.6,55.62
20,116.79,Battery_2,hold,0.0,55.6,55.62
21,118.81,Battery_2,hold,0.0,55.6,55.62
22,120.86,Battery_2,hold,0.0,55.6,55.62
23,116.11,Battery_2,hold,0.0,55.6,55.62
24,114.03,Battery_2,hold,0.0,55.6,55.62
25,108.12,Battery_2,hold,0.0,55.6,55.62
26,109.74,Battery_2,hold,0.0,55.6,55.62
27,110.07,Battery_2,hold,0.0,55.6,55.62
28,107.74,Battery_2,hold,0.0,55.6,55.62
29,107.41,Battery_2,charge,6.64,58.6,58.61
30,109.07,Battery_2,hold,0.0,58.6,58.61
31,112.54,Battery_2,hold,0.0,58.6,58.61
32,112.45,Battery_2,hold,0.0,58.6,58.61
33,111.42,Battery_2,hold,0.0,58.6,58.61
34,109.72,Battery_2,hold,0.0,58.6,58.61
35,113.88,Battery_2,hold,0.0,58.6,58.61
36,128.1,Battery_2,hold,0.0,58.6,58.61
37,129.74,Battery_2,hold,0.0,58.6,58.61
38,130.99,Battery_2,hold,0.0,58.6,58.61
39,143.64,Battery_2,discharge,12.5,51.7,51.67
40,144.4,Battery_2,discharge,12.5,44.7,44.72
41,150.21,Battery_2,discharge,12.5,37.8,37.78
42,150.33,Battery_2,discharge,12.5,30.8,30.83
