settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,207.9,207.9,0.0,Battery_1,hold,0.0,10.0,2.0
2,195.0,195.0,0.0,Battery_1,hold,0.0,10.0,2.0
3,171.45,171.45,171.45,Battery_1,charge,3.0,16.8,3.35
4,184.07,184.07,0.0,Battery_1,hold,0.0,16.8,3.35
5,195.0,195.0,0.0,Battery_1,hold,0.0,16.8,3.35
6,143.69,143.69,143.69,Battery_1,charge,3.0,23.5,4.7
7,179.41,179.41,0.0,Battery_1,hold,0.0,23.5,4.7
8,195.0,195.0,0.0,Battery_1,hold,0.0,23.5,4.7
9,195.0,195.0,0.0,Battery_1,hold,0.0,23.5,4.7
10,213.0,213.0,213.0,Battery_1,discharge,1.86,18.3,3.67
11,217.0,217.0,217.0,Battery_1,discharge,3.0,10.0,2.0
12,195.0,195.0,0.0,Battery_1,hold,0.0,10.0,2.0
13,85.57,85.57,85.57,Battery_1,charge,0.7,11.6,2.32
14,54.99,54.99,54.99,Battery_1,charge,3.0,18.3,3.67
15,109.48,109.48,109.48,Battery_1,discharge,3.0,10.0,2.0
16,104.1,104.1,0.0,Battery_1,hold,0.0,10.0,2.0
17,68.4,68.4,0.0,Battery_1,hold,0.0,10.0,2.0
18,54.6,54.6,0.0,Battery_1,hold,0.0,10.0,2.0
19,-13.64,-13.64,-13.64,Battery_1,charge,3.0,16.8,3.35
20,-0.1,-0.1,-0.1,Battery_1,charge,3.0,23.5,4.7
21,82.22,82.22,82.22,Battery_1,discharge,3.0,15.2,3.03
22,4.52,4.52,4.52,Battery_1,charge,0.26,15.8,3.15
23,-0.8,-0.8,-0.8,Battery_1,charge,3.0,22.5,4.5
24,-2.31,-2.31,-2.31,Battery_1,charge,3.0,29.2,5.85
25,-0.62,-0.62,-0.62,Battery_1,charge,3.0,36.0,7.2
26,-10.3,-10.3,-10.3,Battery_1,charge,3.0,42.8,8.55
27,-14.36,-14.36,-14.36,Battery_1,charge,3.0,49.5,9.9
28,-25.11,-25.11,-25.11,Battery_1,charge,3.0,56.2,11.25
