settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh,ssp_settle,sbp_settle
1,179.45,179.45,0.0,Battery_1,hold,0.0,10.0,2.0,174.54999999999998,180.35
2,179.45,179.45,0.0,Battery_1,hold,0.0,10.0,2.0,174.54999999999998,180.35
3,178.45,178.45,0.0,Battery_1,hold,0.0,10.0,2.0,173.54999999999998,179.35
4,126.5,126.5,0.0,Battery_1,hold,0.0,10.0,2.0,121.6,127.4
5,124.01,124.01,0.0,Battery_1,hold,0.0,10.0,2.0,119.11,124.91000000000001
6,122.43,122.43,122.43,Battery_1,charge,3.0,16.8,3.35,117.53,123.33000000000001
7,178.95,178.95,0.0,Battery_1,hold,0.0,16.8,3.35,174.04999999999998,179.85
8,142.11,142.11,0.0,Battery_1,hold,0.0,16.8,3.35,137.21,143.01000000000002
9,126.6,126.6,0.0,Battery_1,hold,0.0,16.8,3.35,121.69999999999999,127.5
10,117.01,117.01,0.0,Battery_1,hold,0.0,16.8,3.35,112.11,117.91000000000001
11,117.02,117.02,0.0,Battery_1,hold,0.0,16.8,3.35,112.11999999999999,117.92
12,117.01,117.01,0.0,Battery_1,hold,0.0,16.8,3.35,112.11,117.91000000000001
13,118.1,118.1,0.0,Battery_1,hold,0.0,16.8,3.35,113.19999999999999,119.0
14,206.0,206.0,0.0,Battery_1,hold,0.0,16.8,3.35,201.1,206.9
15,194.8,194.8,0.0,Battery_1,hold,0.0,16.8,3.35,189.9,195.70000000000002
16,196.44,196.44,196.44,Battery_1,discharge,2.43,10.0,2.0,191.54,197.34
17,117.02,117.02,0.0,Battery_1,hold,0.0,10.0,2.0,112.11999999999999,117.92
18,105.54,105.54,0.0,Battery_1,hold,0.0,10.0,2.0,100.64,106.44000000000001
19,105.53,105.53,105.53,Battery_1,charge,3.0,16.8,3.35,100.63,106.43
20,96.93,96.93,96.93,Battery_1,charge,3.0,23.5,4.7,92.03,97.83000000000001
21,90.16,90.16,90.16,Battery_1,charge,3.0,30.2,6.05,85.25999999999999,91.06
22,90.0,90.0,90.0,Battery_1,charge,3.0,37.0,7.4,85.1,90.9
23,179.9,179.9,179.9,Battery_1,charge,3.0,43.8,8.75,175.0,180.8
24,166.47,166.47,166.47,Battery_1,charge,3.0,50.5,10.1,161.57,167.37
25,166.47,166.47,166.47,Battery_1,charge,3.0,57.2,11.45,161.57,167.37
26,179.9,179.9,179.9,Battery_1,charge,3.0,64.0,12.8,175.0,180.8
27,179.9,179.9,179.9,Battery_1,charge,3.0,70.8,14.15,175.0,180.8
28,179.9,179.9,179.9,Battery_1,charge,2.63,76.7,15.33,175.0,180.8
29,182.5,182.5,0.0,Battery_1,hold,0.0,76.7,15.33,177.6,183.4
30,189.0,189.0,0.0,Battery_1,hold,0.0,76.7,15.33,184.1,189.9
31,98.0,98.0,0.0,Battery_1,hold,0.0,76.7,15.33,93.1,98.9
32,88.0,88.0,0.0,Battery_1,hold,0.0,76.7,15.33,83.1,88.9
33,110.0,110.0,0.0,Battery_1,hold,0.0,76.7,15.33,105.1,110.9
34,118.5,118.5,0.0,Battery_1,hold,0.0,76.7,15.33,113.6,119.4
35,196.53,196.53,196.53,Battery_1,discharge,3.0,68.3,13.67,191.63,197.43
36,147.73,147.73,147.73,Battery_1,discharge,3.0,60.0,12.0,142.82999999999998,148.63
37,190.0,190.0,190.0,Battery_1,discharge,3.0,51.7,10.33,185.1,190.9
38,221.91,221.91,221.91,Battery_1,discharge,3.0,43.3,8.67,217.01,222.81
39,149.02,149.02,149.02,Battery_1,discharge,3.0,35.0,7.0,144.12,149.92000000000002
40,120.0,120.0,120.0,Battery_1,discharge,3.0,26.7,5.33,115.1,120.9
41,121.0,121.0,121.0,Battery_1,discharge,3.0,18.3,3.67,116.1,121.9
42,131.93,131.93,131.93,Battery_1,discharge,3.0,10.0,2.0,127.03,132.83
43,131.93,131.93,0.0,Battery_1,hold,0.0,10.0,2.0,127.03,132.83
44,121.0,121.0,0.0,Battery_1,hold,0.0,10.0,2.0,116.1,121.9
45,195.0,195.0,0.0,Battery_1,hold,0.0,10.0,2.0,190.1,195.9
46,120.85,120.85,0.0,Battery_1,hold,0.0,10.0,2.0,115.94999999999999,121.75
47,120.65,120.65,0.0,Battery_1,hold,0.0,10.0,2.0,115.75,121.55000000000001
48,120.65,120.65,0.0,Battery_1,hold,0.0,10.0,2.0,115.75,121.55000000000001
1,179.45,179.45,0.0,Battery_2,hold,0.0,10.0,10.0,174.54999999999998,180.35
2,179.45,179.45,0.0,Battery_2,hold,0.0,10.0,10.0,174.54999999999998,180.35
3,178.45,178.45,0.0,Battery_2,hold,0.0,10.0,10.0,173.54999999999998,179.35
4,126.5,126.5,0.0,Battery_2,hold,0.0,10.0,10.0,121.6,127.4
5,124.01,124.01,0.0,Battery_2,hold,0.0,10.0,10.0,119.11,124.91000000000001
6,122.43,122.43,122.43,Battery_2,charge,7.5,13.4,13.38,117.53,123.33000000000001
7,178.95,178.95,0.0,Battery_2,hold,0.0,13.4,13.38,174.04999999999998,179.85
8,142.11,142.11,0.0,Battery_2,hold,0.0,13.4,13.38,137.21,143.01000000000002
9,126.6,126.6,0.0,Battery_2,hold,0.0,13.4,13.38,121.69999999999999,127.5
10,117.01,117.01,0.0,Battery_2,hold,0.0,13.4,13.38,112.11,117.91000000000001
11,117.02,117.02,0.0,Battery_2,hold,0.0,13.4,13.38,112.11999999999999,117.92
12,117.01,117.01,0.0,Battery_2,hold,0.0,13.4,13.38,112.11,117.91000000000001
13,118.1,118.1,0.0,Battery_2,hold,0.0,13.4,13.38,113.19999999999999,119.0
14,206.0,206.0,0.0,Battery_2,hold,0.0,13.4,13.38,201.1,206.9
15,194.8,194.8,0.0,Battery_2,hold,0.0,13.4,13.38,189.9,195.70000000000002
16,196.44,196.44,196.44,Battery_2,discharge,6.08,10.0,10.0,191.54,197.34
17,117.02,117.02,0.0,Battery_2,hold,0.0,10.0,10.0,112.11999999999999,117.92
18,105.54,105.54,0.0,Battery_2,hold,0.0,10.0,10.0,100.64,106.44000000000001
19,105.53,105.53,105.53,Battery_2,charge,7.5,13.4,13.38,100.63,106.43
20,96.93,96.93,96.93,Battery_2,charge,7.5,16.8,16.75,92.03,97.83000000000001
21,90.16,90.16,90.16,Battery_2,charge,7.5,20.1,20.12,85.25999999999999,91.06
22,90.0,90.0,90.0,Battery_2,charge,7.5,23.5,23.5,85.1,90.9
23,179.9,179.9,179.9,Battery_2,charge,7.5,26.9,26.88,175.0,180.8
24,166.47,166.47,166.47,Battery_2,charge,7.5,30.2,30.25,161.57,167.37
25,166.47,166.47,166.47,Battery_2,charge,7.5,33.6,33.62,161.57,167.37
26,179.9,179.9,179.9,Battery_2,charge,7.5,37.0,37.0,175.0,180.8
27,179.9,179.9,179.9,Battery_2,charge,7.5,40.4,40.38,175.0,180.8
28,179.9,179.9,179.9,Battery_2,charge,6.57,43.3,43.33,175.0,180.8
29,182.5,182.5,0.0,Battery_2,hold,0.0,43.3,43.33,177.6,183.4
30,189.0,189.0,0.0,Battery_2,hold,0.0,43.3,43.33,184.1,189.9
31,98.0,98.0,0.0,Battery_2,hold,0.0,43.3,43.33,93.1,98.9
32,88.0,88.0,0.0,Battery_2,hold,0.0,43.3,43.33,83.1,88.9
33,110.0,110.0,0.0,Battery_2,hold,0.0,43.3,43.33,105.1,110.9
34,118.5,118.5,0.0,Battery_2,hold,0.0,43.3,43.33,113.6,119.4
35,196.53,196.53,196.53,Battery_2,discharge,7.5,39.2,39.17,191.63,197.43
36,147.73,147.73,147.73,Battery_2,discharge,7.5,35.0,35.0,142.82999999999998,148.63
37,190.0,190.0,190.0,Battery_2,discharge,7.5,30.8,30.83,185.1,190.9
38,221.91,221.91,221.91,Battery_2,discharge,7.5,26.7,26.67,217.01,222.81
39,149.02,149.02,149.02,Battery_2,discharge,7.5,22.5,22.5,144.12,149.92000000000002
40,120.0,120.0,120.0,Battery_2,discharge,7.5,18.3,18.33,115.1,120.9
41,121.0,121.0,121.0,Battery_2,discharge,7.5,14.2,14.17,116.1,121.9
42,131.93,131.93,131.93,Battery_2,discharge,7.5,10.0,10.0,127.03,132.83
43,131.93,131.93,0.0,Battery_2,hold,0.0,10.0,10.0,127.03,132.83
44,121.0,121.0,0.0,Battery_2,hold,0.0,10.0,10.0,116.1,121.9
45,195.0,195.0,0.0,Battery_2,hold,0.0,10.0,10.0,190.1,195.9
46,120.85,120.85,0.0,Battery_2,hold,0.0,10.0,10.0,115.94999999999999,121.75
47,120.65,120.65,0.0,Battery_2,hold,0.0,10.0,10.0,115.75,121.55000000000001
48,120.65,120.65,0.0,Battery_2,hold,0.0,10.0,10.0,115.75,121.55000000000001
1,179.45,179.45,0.0,Battery_3,hold,0.0,10.0,20.0,174.54999999999998,180.35
2,179.45,179.45,0.0,Battery_3,hold,0.0,10.0,20.0,174.54999999999998,180.35
3,178.45,178.45,0.0,Battery_3,hold,0.0,10.0,20.0,173.54999999999998,179.35
4,126.5,126.5,0.0,Battery_3,hold,0.0,10.0,20.0,121.6,127.4
5,124.01,124.01,0.0,Battery_3,hold,0.0,10.0,20.0,119.11,124.91000000000001
6,122.43,122.43,122.43,Battery_3,charge,15.0,13.4,26.75,117.53,123.33000000000001
7,178.95,178.95,0.0,Battery_3,hold,0.0,13.4,26.75,174.04999999999998,179.85
8,142.11,142.11,0.0,Battery_3,hold,0.0,13.4,26.75,137.21,143.01000000000002
9,126.6,126.6,0.0,Battery_3,hold,0.0,13.4,26.75,121.69999999999999,127.5
10,117.01,117.01,0.0,Battery_3,hold,0.0,13.4,26.75,112.11,117.91000000000001
11,117.02,117.02,0.0,Battery_3,hold,0.0,13.4,26.75,112.11999999999999,117.92
12,117.01,117.01,0.0,Battery_3,hold,0.0,13.4,26.75,112.11,117.91000000000001
13,118.1,118.1,0.0,Battery_3,hold,0.0,13.4,26.75,113.19999999999999,119.0
14,206.0,206.0,0.0,Battery_3,hold,0.0,13.4,26.75,201.1,206.9
15,194.8,194.8,0.0,Battery_3,hold,0.0,13.4,26.75,189.9,195.70000000000002
16,196.44,196.44,196.44,Battery_3,discharge,12.15,10.0,20.0,191.54,197.34
17,117.02,117.02,0.0,Battery_3,hold,0.0,10.0,20.0,112.11999999999999,117.92
18,105.54,105.54,0.0,Battery_3,hold,0.0,10.0,20.0,100.64,106.44000000000001
19,105.53,105.53,105.53,Battery_3,charge,15.0,13.4,26.75,100.63,106.43
20,96.93,96.93,96.93,Battery_3,charge,15.0,16.8,33.5,92.03,97.83000000000001
21,90.16,90.16,90.16,Battery_3,charge,15.0,20.1,40.25,85.25999999999999,91.06
22,90.0,90.0,90.0,Battery_3,charge,15.0,23.5,47.0,85.1,90.9
23,179.9,179.9,179.9,Battery_3,charge,15.0,26.9,53.75,175.0,180.8
24,166.47,166.47,166.47,Battery_3,charge,15.0,30.2,60.5,161.57,167.37
25,166.47,166.47,166.47,Battery_3,charge,15.0,33.6,67.25,161.57,167.37
26,179.9,179.9,179.9,Battery_3,charge,15.0,37.0,74.0,175.0,180.8
27,179.9,179.9,179.9,Battery_3,charge,15.0,40.4,80.75,175.0,180.8
28,179.9,179.9,179.9,Battery_3,charge,13.15,43.3,86.67,175.0,180.8
29,182.5,182.5,0.0,Battery_3,hold,0.0,43.3,86.67,177.6,183.4
30,189.0,189.0,0.0,Battery_3,hold,0.0,43.3,86.67,184.1,189.9
31,98.0,98.0,0.0,Battery_3,hold,0.0,43.3,86.67,93.1,98.9
32,88.0,88.0,0.0,Battery_3,hold,0.0,43.3,86.67,83.1,88.9
33,110.0,110.0,0.0,Battery_3,hold,0.0,43.3,86.67,105.1,110.9
34,118.5,118.5,0.0,Battery_3,hold,0.0,43.3,86.67,113.6,119.4
