settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,111.19,111.19,0.0,Battery_1,hold,0.0,10.0,2.0
2,108.63,108.63,0.0,Battery_1,hold,0.0,10.0,2.0
3,104.94,104.94,0.0,Battery_1,hold,0.0,10.0,2.0
4,100.83,100.83,0.0,Battery_1,hold,0.0,10.0,2.0
5,81.33,81.33,0.0,Battery_1,hold,0.0,10.0,2.0
6,81.33,81.33,0.0,Battery_1,hold,0.0,10.0,2.0
7,81.33,81.33,0.0,Battery_1,hold,0.0,10.0,2.0
8,81.33,81.33,0.0,Battery_1,hold,0.0,10.0,2.0
9,81.34,81.34,0.0,Battery_1,hold,0.0,10.0,2.0
10,81.34,81.34,0.0,Battery_1,hold,0.0,10.0,2.0
11,81.34,81.34,0.0,Battery_1,hold,0.0,10.0,2.0
12,81.34,81.34,0.0,Battery_1,hold,0.0,10.0,2.0
13,81.36,81.36,0.0,Battery_1,hold,0.0,10.0,2.0
14,81.36,81.36,0.0,Battery_1,hold,0.0,10.0,2.0
15,81.36,81.36,0.0,Battery_1,hold,0.0,10.0,2.0
16,81.34,81.34,0.0,Battery_1,hold,0.0,10.0,2.0
17,81.31,81.31,0.0,Battery_1,hold,0.0,10.0,2.0
18,81.04,81.04,0.0,Battery_1,hold,0.0,10.0,2.0
19,81.01,81.01,81.01,Battery_1,charge,2.56,15.8,3.15
20,74.8,74.8,74.8,Battery_1,charge,3.0,22.5,4.5
21,73.11,73.11,73.11,Battery_1,charge,3.0,29.2,5.85
22,74.8,74.8,74.8,Battery_1,charge,3.0,36.0,7.2
23,78.0,78.0,78.0,Battery_1,charge,3.0,42.8,8.55
24,64.3,64.3,64.3,Battery_1,charge,3.0,49.5,9.9
25,60.0,60.0,60.0,Battery_1,charge,3.0,56.2,11.25
26,60.0,60.0,60.0,Battery_1,charge,3.0,63.0,12.6
27,55.0,55.0,55.0,Battery_1,charge,3.0,69.8,13.95
28,40.0,40.0,40.0,Battery_1,charge,3.0,76.5,15.3
29,69.3,69.3,69.3,Battery_1,charge,3.0,83.2,16.65
30,10.0,10.0,10.0,Battery_1,charge,3.0,90.0,18.0
31,109.0,109.0,109.0,Battery_1,discharge,2.43,83.2,16.65
32,81.05,81.05,81.05,Battery_1,charge,3.0,90.0,18.0
33,172.0,172.0,172.0,Battery_1,discharge,3.0,81.7,16.33
34,172.0,172.0,172.0,Battery_1,discharge,3.0,73.3,14.67
35,173.0,173.0,173.0,Battery_1,discharge,3.0,65.0,13.0
36,174.0,174.0,174.0,Battery_1,discharge,3.0,56.7,11.33
37,174.0,174.0,174.0,Battery_1,discharge,3.0,48.3,9.67
38,173.0,173.0,173.0,Battery_1,discharge,3.0,40.0,8.0
39,184.44,184.44,184.44,Battery_1,discharge,3.0,31.7,6.33
40,173.0,173.0,173.0,Battery_1,discharge,3.0,23.3,4.67
41,174.0,174.0,174.0,Battery_1,discharge,3.0,15.0,3.0
42,114.7,114.7,0.0,Battery_1,hold,0.0,15.0,3.0
43,112.0,112.0,112.0,Battery_1,charge,1.48,18.3,3.67
44,174.0,174.0,174.0,Battery_1,discharge,3.0,10.0,2.0
45,105.0,105.0,105.0,Battery_1,charge,0.7,11.6,2.32
46,90.0,90.0,90.0,Battery_1,charge,3.0,18.3,3.67
47,147.0,147.0,147.0,Battery_1,discharge,3.0,10.0,2.0
48,84.0,84.0,0.0,Battery_1,hold,0.0,10.0,2.0
