settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,120.75,120.75,0.0,Battery_1,hold,0.0,10.0,2.0
2,117.32,117.32,0.0,Battery_1,hold,0.0,10.0,2.0
3,110.74,110.74,0.0,Battery_1,hold,0.0,10.0,2.0
4,110.2,110.2,0.0,Battery_1,hold,0.0,10.0,2.0
5,111.01,111.01,0.0,Battery_1,hold,0.0,10.0,2.0
6,112.47,112.47,0.0,Battery_1,hold,0.0,10.0,2.0
7,113.97,113.97,0.0,Battery_1,hold,0.0,10.0,2.0
8,115.54,115.54,0.0,Battery_1,hold,0.0,10.0,2.0
9,116.67,116.67,0.0,Battery_1,hold,0.0,10.0,2.0
10,111.7,111.7,0.0,Battery_1,hold,0.0,10.0,2.0
11,112.16,112.16,0.0,Battery_1,hold,0.0,10.0,2.0
12,111.32,111.32,0.0,Battery_1,hold,0.0,10.0,2.0
13,103.25,103.25,0.0,Battery_1,hold,0.0,10.0,2.0
14,107.11,107.11,0.0,Battery_1,hold,0.0,10.0,2.0
15,95.15,95.15,0.0,Battery_1,hold,0.0,10.0,2.0
16,99.77,99.77,0.0,Battery_1,hold,0.0,10.0,2.0
17,95.71,95.71,0.0,Battery_1,hold,0.0,10.0,2.0
18,95.21,95.21,0.0,Battery_1,hold,0.0,10.0,2.0
19,94.82,94.82,0.0,Battery_1,hold,0.0,10.0,2.0
20,92.27,92.27,92.27,Battery_1,charge,3.0,16.8,3.35
21,92.59,92.59,0.0,Battery_1,hold,0.0,16.8,3.35
22,91.51,91.51,91.51,Battery_1,charge,3.0,23.5,4.7
23,91.14,91.14,91.14,Battery_1,charge,3.0,30.2,6.05
24,92.8,92.8,0.0,Battery_1,hold,0.0,30.2,6.05
25,92.5,92.5,92.5,Battery_1,charge,2.56,36.0,7.2
26,93.29,93.29,0.0,Battery_1,hold,0.0,36.0,7.2
27,92.2,92.2,92.2,Battery_1,charge,3.0,42.8,8.55
28,90.92,90.92,90.92,Battery_1,charge,3.0,49.5,9.9
29,90.12,90.12,90.12,Battery_1,charge,3.0,56.2,11.25
30,91.67,91.67,91.67,Battery_1,charge,3.0,63.0,12.6
31,89.6,89.6,89.6,Battery_1,charge,3.0,69.8,13.95
32,88.43,88.43,88.43,Battery_1,charge,3.0,76.5,15.3
33,85.11,85.11,85.11,Battery_1,charge,3.0,83.2,16.65
34,86.97,86.97,86.97,Battery_1,charge,3.0,90.0,18.0
35,101.98,101.98,0.0,Battery_1,hold,0.0,90.0,18.0
36,95.54,95.54,0.0,Battery_1,hold,0.0,90.0,18.0
37,100.62,100.62,0.0,Battery_1,hold,0.0,90.0,18.0
38,117.96,117.96,117.96,Battery_1,discharge,3.0,81.7,16.33
39,122.99,122.99,122.99,Battery_1,discharge,3.0,73.3,14.67
40,125.29,125.29,125.29,Battery_1,discharge,3.0,65.0,13.0
41,132.57,132.57,132.57,Battery_1,discharge,3.0,56.7,11.33
42,127.84,127.84,127.84,Battery_1,discharge,3.0,48.3,9.67
43,131.35,131.35,131.35,Battery_1,discharge,3.0,40.0,8.0
44,135.84,135.84,135.84,Battery_1,discharge,3.0,31.7,6.33
45,125.49,125.49,125.49,Battery_1,discharge,3.0,23.3,4.67
46,121.68,121.68,121.68,Battery_1,discharge,3.0,15.0,3.0
47,114.36,114.36,0.0,Battery_1,hold,0.0,15.0,3.0
48,114.95,114.95,114.95,Battery_1,discharge,1.8,10.0,2.0
1,120.75,120.75,0.0,Battery_2,hold,0.0,10.0,10.0
2,117.32,117.32,0.0,Battery_2,hold,0.0,10.0,10.0
3,110.74,110.74,0.0,Battery_2,hold,0.0,10.0,10.0
4,110.2,110.2,0.0,Battery_2,hold,0.0,10.0,10.0
5,111.01,111.01,0.0,Battery_2,hold,0.0,10.0,10.0
6,112.47,112.47,0.0,Battery_2,hold,0.0,10.0,10.0
7,113.97,113.97,0.0,Battery_2,hold,0.0,10.0,10.0
8,115.54,115.54,0.0,Battery_2,hold,0.0,10.0,10.0
9,116.67,116.67,0.0,Battery_2,hold,0.0,10.0,10.0
10,111.7,111.7,0.0,Battery_2,hold,0.0,10.0,10.0
11,112.16,112.16,0.0,Battery_2,hold,0.0,10.0,10.0
12,111.32,111.32,0.0,Battery_2,hold,0.0,10.0,10.0
13,103.25,103.25,0.0,Battery_2,hold,0.0,10.0,10.0
14,107.11,107.11,0.0,Battery_2,hold,0.0,10.0,10.0
15,95.15,95.15,0.0,Battery_2,hold,0.0,10.0,10.0
16,99.77,99.77,0.0,Battery_2,hold,0.0,10.0,10.0
17,95.71,95.71,0.0,Battery_2,hold,0.0,10.0,10.0
18,95.21,95.21,0.0,Battery_2,hold,0.0,10.0,10.0
19,94.82,94.82,0.0,Battery_2,hold,0.0,10.0,10.0
20,92.27,92.27,92.27,Battery_2,charge,7.5,13.4,13.38
21,92.59,92.59,92.59,Battery_2,charge,7.5,16.8,16.75
22,91.51,91.51,91.51,Battery_2,charge,7.5,20.1,20.12
23,91.14,91.14,91.14,Battery_2,charge,7.5,23.5,23.5
24,92.8,92.8,0.0,Battery_2,hold,0.0,23.5,23.5
25,92.5,92.5,92.5,Battery_2,charge,7.5,26.9,26.88
26,93.29,93.29,0.0,Battery_2,hold,0.0,26.9,26.88
27,92.2,92.2,92.2,Battery_2,charge,7.5,30.2,30.25
28,90.92,90.92,90.92,Battery_2,charge,7.5,33.6,33.62
29,90.12,90.12,90.12,Battery_2,charge,7.5,37.0,37.0
30,91.67,91.67,91.67,Battery_2,charge,7.5,40.4,40.38
