settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2025-01-16,1,2025-01-16T00:00:00Z,2025-01-15T11:47:00Z,27360,27960
2025-01-16,2,2025-01-16T00:30:00Z,2025-01-15T11:47:00Z,27730,28381
2025-01-16,3,2025-01-16T01:00:00Z,2025-01-15T11:47:00Z,27334,28689
2025-01-16,4,2025-01-16T01:30:00Z,2025-01-15T11:47:00Z,26569,27926
2025-01-16,5,2025-01-16T02:00:00Z,2025-01-15T11:47:00Z,26070,27505
2025-01-16,6,2025-01-16T02:30:00Z,2025-01-15T11:47:00Z,25694,27131
2025-01-16,7,2025-01-16T03:00:00Z,2025-01-15T11:47:00Z,25384,26818
2025-01-16,8,2025-01-16T03:30:00Z,2025-01-15T11:47:00Z,24866,26295
2025-01-16,9,2025-01-16T04:00:00Z,2025-01-15T11:47:00Z,24651,26163
2025-01-16,10,2025-01-16T04:30:00Z,2025-01-15T11:47:00Z,24620,26126
2025-01-16,11,2025-01-16T05:00:00Z,2025-01-15T11:47:00Z,25399,26859
2025-01-16,12,2025-01-16T05:30:00Z,2025-01-15T11:47:00Z,26271,27719
2025-01-16,13,2025-01-16T06:00:00Z,2025-01-15T11:47:00Z,28855,29646
2025-01-16,14,2025-01-16T06:30:00Z,2025-01-15T11:47:00Z,31496,32238
2025-01-16,15,2025-01-16T07:00:00Z,2025-01-15T11:47:00Z,34443,35185
2025-01-16,16,2025-01-16T07:30:00Z,2025-01-15T11:47:00Z,35880,36622
2025-01-16,17,2025-01-16T08:00:00Z,2025-01-15T11:47:00Z,37175,37876
2025-01-16,18,2025-01-16T08:30:00Z,2025-01-15T11:47:00Z,37631,38332
2025-01-16,19,2025-01-16T09:00:00Z,2025-01-15T11:47:00Z,38321,39007
2025-01-16,20,2025-01-16T09:30:00Z,2025-01-15T11:47:00Z,38420,39106
2025-01-16,21,2025-01-16T10:00:00Z,2025-01-15T11:47:00Z,37845,38445
2025-01-16,22,2025-01-16T10:30:00Z,2025-01-15T11:47:00Z,37945,38545
2025-01-16,23,2025-01-16T11:00:00Z,2025-01-15T11:47:00Z,37998,38598
2025-01-16,24,2025-01-16T11:30:00Z,2025-01-15T11:47:00Z,37731,38331
2025-01-16,25,2025-01-16T12:00:00Z,2025-01-15T11:47:00Z,37540,38140
2025-01-16,26,2025-01-16T12:30:00Z,2025-01-15T11:47:00Z,37381,37981
2025-01-16,27,2025-01-16T13:00:00Z,2025-01-15T11:47:00Z,37273,37873
2025-01-16,28,2025-01-16T13:30:00Z,2025-01-15T11:47:00Z,37240,37840
2025-01-16,29,2025-01-16T14:00:00Z,2025-01-15T11:47:00Z,37364,37979
2025-01-16,30,2025-01-16T14:30:00Z,2025-01-15T11:47:00Z,37370,37985
2025-01-16,31,2025-01-16T15:00:00Z,2025-01-15T11:47:00Z,37435,38050
2025-01-16,32,2025-01-16T15:30:00Z,2025-01-15T11:47:00Z,38023,38638
2025-01-16,33,2025-01-16T16:00:00Z,2025-01-15T11:47:00Z,39290,39890
2025-01-16,34,2025-01-16T16:30:00Z,2025-01-15T11:47:00Z,40321,40921
2025-01-16,35,2025-01-16T17:00:00Z,2025-01-15T11:47:00Z,41580,42180
2025-01-16,36,2025-01-16T17:30:00Z,2025-01-15T11:47:00Z,41477,42077
2025-01-16,37,2025-01-16T18:00:00Z,2025-01-15T11:47:00Z,41277,41877
2025-01-16,38,2025-01-16T18:30:00Z,2025-01-15T11:47:00Z,41044,41644
2025-01-16,39,2025-01-16T19:00:00Z,2025-01-15T11:47:00Z,40267,40867
2025-01-16,40,2025-01-16T19:30:00Z,2025-01-15T11:47:00Z,39296,39896
2025-01-16,41,2025-01-16T20:00:00Z,2025-01-15T11:47:00Z,38120,38722
2025-01-16,42,2025-01-16T20:30:00Z,2025-01-15T11:47:00Z,36620,37222
2025-01-16,43,2025-01-16T21:00:00Z,2025-01-15T11:47:00Z,35329,35931
2025-01-16,44,2025-01-16T21:30:00Z,2025-01-15T11:47:00Z,33413,34015
2025-01-16,45,2025-01-16T22:00:00Z,2025-01-15T11:47:00Z,31393,32010
2025-01-16,46,2025-01-16T22:30:00Z,2025-01-15T11:47:00Z,29546,30168
2025-01-16,47,2025-01-16T23:00:00Z,2025-01-15T11:47:00Z,27945,28996
2025-01-16,48,2025-01-16T23:30:00Z,2025-01-15T11:47:00Z,26820,27869
2025-01-17,1,2025-01-17T00:00:00Z,2025-01-15T11:47:00Z,26020,27068
2025-01-17,2,2025-01-17T00:30:00Z,2025-01-15T11:47:00Z,26520,27568
2025-01-17,3,2025-01-17T01:00:00Z,2025-01-15T11:47:00Z,26280,27326
2025-01-17,4,2025-01-17T01:30:00Z,2025-01-15T11:47:00Z,25605,26659
2025-01-17,5,2025-01-17T02:00:00Z,2025-01-15T11:47:00Z,25137,26191
2025-01-17,6,2025-01-17T02:30:00Z,2025-01-15T11:47:00Z,24631,25684
2025-01-17,7,2025-01-17T03:00:00Z,2025-01-15T11:47:00Z,24245,25296
2025-01-17,8,2025-01-17T03:30:00Z,2025-01-15T11:47:00Z,23888,24938
2025-01-17,9,2025-01-17T04:00:00Z,2025-01-15T11:47:00Z,23500,24549
2025-01-17,10,2025-01-17T04:30:00Z,2025-01-15T11:47:00Z,23924,24972
