settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2026-01-08,1,2026-01-08T00:00:00Z,2026-01-07T11:47:00Z,30310,31788
2026-01-08,2,2026-01-08T00:30:00Z,2026-01-07T11:47:00Z,30870,32345
2026-01-08,3,2026-01-08T01:00:00Z,2026-01-07T11:47:00Z,30524,32005
2026-01-08,4,2026-01-08T01:30:00Z,2026-01-07T11:47:00Z,30019,31494
2026-01-08,5,2026-01-08T02:00:00Z,2026-01-07T11:47:00Z,29585,31065
2026-01-08,6,2026-01-08T02:30:00Z,2026-01-07T11:47:00Z,28846,30299
2026-01-08,7,2026-01-08T03:00:00Z,2026-01-07T11:47:00Z,28603,30050
2026-01-08,8,2026-01-08T03:30:00Z,2026-01-07T11:47:00Z,28179,29623
2026-01-08,9,2026-01-08T04:00:00Z,2026-01-07T11:47:00Z,27808,29249
2026-01-08,10,2026-01-08T04:30:00Z,2026-01-07T11:47:00Z,27730,28605
2026-01-08,11,2026-01-08T05:00:00Z,2026-01-07T11:47:00Z,28190,28790
2026-01-08,12,2026-01-08T05:30:00Z,2026-01-07T11:47:00Z,29354,29954
2026-01-08,13,2026-01-08T06:00:00Z,2026-01-07T11:47:00Z,32114,32714
2026-01-08,14,2026-01-08T06:30:00Z,2026-01-07T11:47:00Z,34878,35478
2026-01-08,15,2026-01-08T07:00:00Z,2026-01-07T11:47:00Z,38286,38886
2026-01-08,16,2026-01-08T07:30:00Z,2026-01-07T11:47:00Z,40320,40920
2026-01-08,17,2026-01-08T08:00:00Z,2026-01-07T11:47:00Z,41903,42503
2026-01-08,18,2026-01-08T08:30:00Z,2026-01-07T11:47:00Z,42589,43189
2026-01-08,19,2026-01-08T09:00:00Z,2026-01-07T11:47:00Z,43604,44204
2026-01-08,20,2026-01-08T09:30:00Z,2026-01-07T11:47:00Z,43591,44191
2026-01-08,21,2026-01-08T10:00:00Z,2026-01-07T11:47:00Z,43666,44266
2026-01-08,22,2026-01-08T10:30:00Z,2026-01-07T11:47:00Z,43671,44271
2026-01-08,23,2026-01-08T11:00:00Z,2026-01-07T11:47:00Z,43772,44372
2026-01-08,24,2026-01-08T11:30:00Z,2026-01-07T11:47:00Z,43840,44440
2026-01-08,25,2026-01-08T12:00:00Z,2026-01-07T11:47:00Z,44920,45520
2026-01-08,26,2026-01-08T12:30:00Z,2026-01-07T11:47:00Z,44836,45436
2026-01-08,27,2026-01-08T13:00:00Z,2026-01-07T11:47:00Z,44774,45374
2026-01-08,28,2026-01-08T13:30:00Z,2026-01-07T11:47:00Z,44253,44853
2026-01-08,29,2026-01-08T14:00:00Z,2026-01-07T11:47:00Z,44472,45072
2026-01-08,30,2026-01-08T14:30:00Z,2026-01-07T11:47:00Z,44216,44816
2026-01-08,31,2026-01-08T15:00:00Z,2026-01-07T11:47:00Z,43820,44420
2026-01-08,32,2026-01-08T15:30:00Z,2026-01-07T11:47:00Z,44581,45181
2026-01-08,33,2026-01-08T16:00:00Z,2026-01-07T11:47:00Z,45543,46143
2026-01-08,34,2026-01-08T16:30:00Z,2026-01-07T11:47:00Z,46207,46807
2026-01-08,35,2026-01-08T17:00:00Z,2026-01-07T11:47:00Z,46260,46860
2026-01-08,36,2026-01-08T17:30:00Z,2026-01-07T11:47:00Z,46080,46680
2026-01-08,37,2026-01-08T18:00:00Z,2026-01-07T11:47:00Z,45514,46114
2026-01-08,38,2026-01-08T18:30:00Z,2026-01-07T11:47:00Z,44476,45076
2026-01-08,39,2026-01-08T19:00:00Z,2026-01-07T11:47:00Z,43361,43961
2026-01-08,40,2026-01-08T19:30:00Z,2026-01-07T11:47:00Z,41810,42410
2026-01-08,41,2026-01-08T20:00:00Z,2026-01-07T11:47:00Z,40818,41418
2026-01-08,42,2026-01-08T20:30:00Z,2026-01-07T11:47:00Z,39340,39940
2026-01-08,43,2026-01-08T21:00:00Z,2026-01-07T11:47:00Z,37732,38332
2026-01-08,44,2026-01-08T21:30:00Z,2026-01-07T11:47:00Z,35668,36268
2026-01-08,45,2026-01-08T22:00:00Z,2026-01-07T11:47:00Z,33593,34193
2026-01-08,46,2026-01-08T22:30:00Z,2026-01-07T11:47:00Z,31849,32449
2026-01-08,47,2026-01-08T23:00:00Z,2026-01-07T11:47:00Z,29730,30557
2026-01-08,48,2026-01-08T23:30:00Z,2026-01-07T11:47:00Z,28270,29097
2026-01-09,1,2026-01-09T00:00:00Z,2026-01-07T11:47:00Z,28530,29356
2026-01-09,2,2026-01-09T00:30:00Z,2026-01-07T11:47:00Z,28776,29603
2026-01-09,3,2026-01-09T01:00:00Z,2026-01-07T11:47:00Z,28890,29716
2026-01-09,4,2026-01-09T01:30:00Z,2026-01-07T11:47:00Z,28263,29089
2026-01-09,5,2026-01-09T02:00:00Z,2026-01-07T11:47:00Z,27332,28157
2026-01-09,6,2026-01-09T02:30:00Z,2026-01-07T11:47:00Z,27179,28004
2026-01-09,7,2026-01-09T03:00:00Z,2026-01-07T11:47:00Z,26688,27513
2026-01-09,8,2026-01-09T03:30:00Z,2026-01-07T11:47:00Z,26229,27054
2026-01-09,9,2026-01-09T04:00:00Z,2026-01-07T11:47:00Z,25871,26696
2026-01-09,10,2026-01-09T04:30:00Z,2026-01-07T11:47:00Z,25810,26643
