settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,135.0,135.0,0.0,Battery_1,hold,0.0,10.0,2.0
2,100.0,100.0,100.0,Battery_1,charge,3.0,16.8,3.35
3,133.03,133.03,0.0,Battery_1,hold,0.0,16.8,3.35
4,155.0,155.0,155.0,Battery_1,discharge,2.43,10.0,2.0
5,155.0,155.0,0.0,Battery_1,hold,0.0,10.0,2.0
6,130.4,130.4,0.0,Battery_1,hold,0.0,10.0,2.0
7,115.07,115.07,0.0,Battery_1,hold,0.0,10.0,2.0
8,111.64,111.64,0.0,Battery_1,hold,0.0,10.0,2.0
9,104.97,104.97,104.97,Battery_1,charge,3.0,16.8,3.35
10,116.06,116.06,0.0,Battery_1,hold,0.0,16.8,3.35
11,113.67,113.67,0.0,Battery_1,hold,0.0,16.8,3.35
12,106.48,106.48,106.48,Battery_1,charge,2.37,22.1,4.42
13,102.41,102.41,102.41,Battery_1,charge,3.0,28.8,5.77
14,113.99,113.99,0.0,Battery_1,hold,0.0,28.8,5.77
15,119.36,119.36,0.0,Battery_1,hold,0.0,28.8,5.77
16,157.5,157.5,157.5,Battery_1,discharge,3.0,20.5,4.1
17,134.9,134.9,134.9,Battery_1,discharge,3.0,12.2,2.43
18,95.47,95.47,95.47,Battery_1,charge,3.0,18.9,3.78
19,87.22,87.22,87.22,Battery_1,charge,3.0,25.7,5.13
20,82.62,82.62,82.62,Battery_1,charge,3.0,32.4,6.48
21,154.99,154.99,154.99,Battery_1,discharge,3.0,24.1,4.82
22,153.99,153.99,153.99,Battery_1,discharge,3.0,15.8,3.15
23,95.09,95.09,95.09,Battery_1,charge,3.0,22.5,4.5
24,86.84,86.84,86.84,Battery_1,charge,3.0,29.2,5.85
25,86.48,86.48,86.48,Battery_1,charge,3.0,36.0,7.2
26,74.97,74.97,74.97,Battery_1,charge,3.0,42.8,8.55
27,65.51,65.51,65.51,Battery_1,charge,3.0,49.5,9.9
28,107.41,107.41,0.0,Battery_1,hold,0.0,49.5,9.9
29,114.59,114.59,0.0,Battery_1,hold,0.0,49.5,9.9
30,126.14,126.14,0.0,Battery_1,hold,0.0,49.5,9.9
31,57.15,57.15,57.15,Battery_1,charge,3.0,56.2,11.25
32,5.82,5.82,5.82,Battery_1,charge,3.0,63.0,12.6
33,85.0,85.0,85.0,Battery_1,charge,3.0,69.8,13.95
34,124.57,124.57,0.0,Battery_1,hold,0.0,69.8,13.95
35,88.62,88.62,88.62,Battery_1,charge,3.0,76.5,15.3
36,71.63,71.63,71.63,Battery_1,charge,3.0,83.2,16.65
37,60.0,60.0,60.0,Battery_1,charge,3.0,90.0,18.0
38,143.85,143.85,143.85,Battery_1,discharge,3.0,81.7,16.33
39,168.0,168.0,168.0,Battery_1,discharge,3.0,73.3,14.67
40,159.22,159.22,159.22,Battery_1,discharge,3.0,65.0,13.0
41,162.7,162.7,162.7,Battery_1,discharge,3.0,56.7,11.33
42,159.72,159.72,159.72,Battery_1,discharge,3.0,48.3,9.67
43,168.0,168.0,168.0,Battery_1,discharge,3.0,40.0,8.0
44,166.85,166.85,166.85,Battery_1,discharge,3.0,31.7,6.33
45,151.12,151.12,151.12,Battery_1,discharge,3.0,23.3,4.67
46,109.01,109.01,109.01,Battery_1,charge,1.48,26.7,5.33
47,142.85,142.85,142.85,Battery_1,discharge,3.0,18.3,3.67
48,159.95,159.95,159.95,Battery_1,discharge,3.0,10.0,2.0
1,135.0,135.0,0.0,Battery_2,hold,0.0,10.0,10.0
2,100.0,100.0,100.0,Battery_2,charge,7.5,13.4,13.38
3,133.03,133.03,0.0,Battery_2,hold,0.0,13.4,13.38
4,155.0,155.0,0.0,Battery_2,hold,0.0,13.4,13.38
5,155.0,155.0,155.0,Battery_2,discharge,6.08,10.0,10.0
6,130.4,130.4,0.0,Battery_2,hold,0.0,10.0,10.0
7,115.07,115.07,0.0,Battery_2,hold,0.0,10.0,10.0
8,111.64,111.64,0.0,Battery_2,hold,0.0,10.0,10.0
9,104.97,104.97,104.97,Battery_2,charge,7.5,13.4,13.38
10,116.06,116.06,0.0,Battery_2,hold,0.0,13.4,13.38
11,113.67,113.67,0.0,Battery_2,hold,0.0,13.4,13.38
12,106.48,106.48,106.48,Battery_2,charge,7.5,16.8,16.75
13,102.41,102.41,102.41,Battery_2,charge,7.5,20.1,20.12
14,113.99,113.99,0.0,Battery_2,hold,0.0,20.1,20.12
15,119.36,119.36,0.0,Battery_2,hold,0.0,20.1,20.12
16,157.5,157.5,157.5,Battery_2,discharge,7.5,16.0,15.96
17,134.9,134.9,134.9,Battery_2,discharge,7.5,11.8,11.79
18,95.47,95.47,95.47,Battery_2,charge,7.5,15.2,15.17
19,87.22,87.22,87.22,Battery_2,charge,7.5,18.5,18.54
20,82.62,82.62,82.62,Battery_2,charge,7.5,21.9,21.92
21,154.99,154.99,154.99,Battery_2,discharge,7.5,17.8,17.75
22,153.99,153.99,153.99,Battery_2,discharge,7.5,13.6,13.58
23,95.09,95.09,95.09,Battery_2,charge,7.5,17.0,16.96
24,86.84,86.84,86.84,Battery_2,charge,7.5,20.3,20.33
25,86.48,86.48,86.48,Battery_2,charge,7.5,23.7,23.71
