settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,103.67,Battery_1,hold,0.0,50.0,10.0
2,102.01,Battery_1,hold,0.0,50.0,10.0
3,89.44,Battery_1,charge,4.0,59.0,11.8
4,91.61,Battery_1,charge,4.0,68.0,13.6
5,95.03,Battery_1,hold,0.0,68.0,13.6
6,101.39,Battery_1,hold,0.0,68.0,13.6
7,101.49,Battery_1,hold,0.0,68.0,13.6
8,101.88,Battery_1,hold,0.0,68.0,13.6
9,107.3,Battery_1,hold,0.0,68.0,13.6
10,115.09,Battery_1,hold,0.0,68.0,13.6
11,114.71,Battery_1,hold,0.0,68.0,13.6
12,116.8,Battery_1,hold,0.0,68.0,13.6
13,118.96,Battery_1,discharge,4.0,56.9,11.38
14,128.1,Battery_1,discharge,4.0,45.8,9.16
15,132.71,Battery_1,discharge,4.0,34.7,6.93
16,138.12,Battery_1,discharge,4.0,23.6,4.71
17,118.63,Battery_1,discharge,4.0,12.4,2.49
18,116.06,Battery_1,hold,0.0,12.4,2.49
19,100.51,Battery_1,hold,0.0,12.4,2.49
20,97.08,Battery_1,hold,0.0,12.4,2.49
21,90.15,Battery_1,charge,4.0,21.4,4.29
22,89.76,Battery_1,charge,4.0,30.4,6.09
23,87.51,Battery_1,charge,4.0,39.4,7.89
24,86.61,Battery_1,charge,4.0,48.4,9.69
25,85.38,Battery_1,charge,4.0,57.4,11.49
26,85.4,Battery_1,charge,4.0,66.4,13.29
27,88.64,Battery_1,charge,4.0,75.4,15.09
28,88.21,Battery_1,charge,4.0,84.4,16.89
29,95.51,Battery_1,hold,0.0,84.4,16.89
30,94.87,Battery_1,charge,2.47,90.0,18.0
31,106.04,Battery_1,hold,0.0,90.0,18.0
32,101.94,Battery_1,hold,0.0,90.0,18.0
33,112.65,Battery_1,hold,0.0,90.0,18.0
34,125.99,Battery_1,hold,0.0,90.0,18.0
35,195.68,Battery_1,hold,0.0,90.0,18.0
36,204.45,Battery_1,hold,0.0,90.0,18.0
37,343.75,Battery_1,discharge,0.8,87.8,17.56
38,369.39,Battery_1,discharge,4.0,76.7,15.33
39,464.76,Battery_1,discharge,4.0,65.6,13.11
40,530.66,Battery_1,discharge,4.0,54.4,10.89
41,545.21,Battery_1,discharge,4.0,43.3,8.67
42,560.81,Battery_1,discharge,4.0,32.2,6.44
43,453.93,Battery_1,discharge,4.0,21.1,4.22
44,410.09,Battery_1,discharge,4.0,10.0,2.0
45,303.11,Battery_1,hold,0.0,10.0,2.0
46,226.68,Battery_1,hold,0.0,10.0,2.0
47,176.19,Battery_1,hold,0.0,10.0,2.0
48,165.49,Battery_1,hold,0.0,10.0,2.0
1,103.67,Battery_2,hold,0.0,50.0,50.0
2,102.01,Battery_2,hold,0.0,50.0,50.0
3,89.44,Battery_2,charge,12.5,55.6,55.62
4,91.61,Battery_2,charge,12.5,61.3,61.25
5,95.03,Battery_2,charge,12.5,66.9,66.88
6,101.39,Battery_2,hold,0.0,66.9,66.88
7,101.49,Battery_2,hold,0.0,66.9,66.88
8,101.88,Battery_2,hold,0.0,66.9,66.88
9,107.3,Battery_2,hold,0.0,66.9,66.88
10,115.09,Battery_2,hold,0.0,66.9,66.88
11,114.71,Battery_2,hold,0.0,66.9,66.88
12,116.8,Battery_2,hold,0.0,66.9,66.88
13,118.96,Battery_2,discharge,12.5,59.9,59.93
14,128.1,Battery_2,discharge,12.5,53.0,52.99
15,132.71,Battery_2,discharge,12.5,46.0,46.04
16,138.12,Battery_2,discharge,12.5,39.1,39.1
17,118.63,Battery_2,discharge,9.62,33.8,33.75
18,116.06,Battery_2,hold,0.0,33.8,33.75
19,100.51,Battery_2,hold,0.0,33.8,33.75
20,97.08,Battery_2,hold,0.0,33.8,33.75
21,90.15,Battery_2,charge,12.5,39.4,39.38
22,89.76,Battery_2,charge,12.5,45.0,45.0
23,87.51,Battery_2,charge,12.5,50.6,50.62
24,86.61,Battery_2,charge,12.5,56.2,56.25
25,85.38,Battery_2,charge,12.5,61.9,61.88
26,85.4,Battery_2,charge,12.5,67.5,67.5
27,88.64,Battery_2,charge,12.5,73.1,73.12
28,88.21,Battery_2,charge,12.5,78.8,78.75
29,95.51,Battery_2,charge,12.5,84.4,84.38
30,94.87,Battery_2,charge,12.5,90.0,90.0
31,106.04,Battery_2,hold,0.0,90.0,90.0
32,101.94,Battery_2,hold,0.0,90.0,90.0
33,112.65,Battery_2,hold,0.0,90.0,90.0
34,125.99,Battery_2,hold,0.0,90.0,90.0
35,195.68,Battery_2,discharge,6.5,86.4,86.39
36,204.45,Battery_2,discharge,12.5,79.4,79.44
37,343.75,Battery_2,discharge,12.5,72.5,72.5
38,369.39,Battery_2,discharge,12.5,65.6,65.56
39,464.76,Battery_2,discharge,12.5,58.6,58.61
40,530.66,Battery_2,discharge,12.5,51.7,51.67
41,545.21,Battery_2,discharge,12.5,44.7,44.72
42,560.81,Battery_2,discharge,12.5,37.8,37.78
43,453.93,Battery_2,discharge,12.5,30.8,30.83
44,410.09,Battery_2,discharge,12.5,23.9,23.89
45,303.11,Battery_2,discharge,12.5,16.9,16.94
46,226.68,Battery_2,discharge,12.5,10.0,10.0
47,176.19,Battery_2,hold,0.0,10.0,10.0
48,165.49,Battery_2,hold,0.0,10.0,10.0
1,103.67,Battery_3,hold,0.0,50.0,100.0
2,102.01,Battery_3,hold,0.0,50.0,100.0
3,89.44,Battery_3,charge,25.0,55.6,111.25
4,91.61,Battery_3,charge,25.0,61.3,122.5
5,95.03,Battery_3,charge,25.0,66.9,133.75
6,101.39,Battery_3,hold,0.0,66.9,133.75
7,101.49,Battery_3,hold,0.0,66.9,133.75
8,101.88,Battery_3,hold,0.0,66.9,133.75
9,107.3,Battery_3,hold,0.0,66.9,133.75
10,115.09,Battery_3,hold,0.0,66.9,133.75
11,114.71,Battery_3,hold,0.0,66.9,133.75
12,116.8,Battery_3,hold,0.0,66.9,133.75
13,118.96,Battery_3,discharge,25.0,59.9,119.86
14,128.1,Battery_3,discharge,25.0,53.0,105.97
15,132.71,Battery_3,discharge,25.0,46.0,92.08
16,138.12,Battery_3,discharge,25.0,39.1,78.19
17,118.63,Battery_3,discharge,19.25,33.8,67.5
18,116.06,Battery_3,hold,0.0,33.8,67.5
19,100.51,Battery_3,hold,0.0,33.8,67.5
20,97.08,Battery_3,hold,0.0,33.8,67.5
21,90.15,Battery_3,charge,25.0,39.4,78.75
22,89.76,Battery_3,charge,25.0,45.0,90.0
23,87.51,Battery_3,charge,25.0,50.6,101.25
24,86.61,Battery_3,charge,25.0,56.2,112.5
25,85.38,Battery_3,charge,25.0,61.9,123.75
26,85.4,Battery_3,charge,25.0,67.5,135.0
27,88.64,Battery_3,charge,25.0,73.1,146.25
28,88.21,Battery_3,charge,25.0,78.8,157.5
29,95.51,Battery_3,charge,25.0,84.4,168.75
30,94.87,Battery_3,charge,25.0,90.0,180.0
31,106.04,Battery_3,hold,0.0,90.0,180.0
32,101.94,Battery_3,hold,0.0,90.0,180.0
