settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,142.07,142.07,0.0,Battery_1,hold,0.0,10.0,2.0
2,142.78,142.78,0.0,Battery_1,hold,0.0,10.0,2.0
3,139.81,139.81,0.0,Battery_1,hold,0.0,10.0,2.0
4,140.44,140.44,0.0,Battery_1,hold,0.0,10.0,2.0
5,139.2,139.2,0.0,Battery_1,hold,0.0,10.0,2.0
6,135.02,135.02,0.0,Battery_1,hold,0.0,10.0,2.0
7,137.96,137.96,0.0,Battery_1,hold,0.0,10.0,2.0
8,136.17,136.17,0.0,Battery_1,hold,0.0,10.0,2.0
9,139.26,139.26,0.0,Battery_1,hold,0.0,10.0,2.0
10,139.81,139.81,0.0,Battery_1,hold,0.0,10.0,2.0
11,135.02,135.02,0.0,Battery_1,hold,0.0,10.0,2.0
12,147.79,147.79,0.0,Battery_1,hold,0.0,10.0,2.0
13,160.5,160.5,0.0,Battery_1,hold,0.0,10.0,2.0
14,160.5,160.5,0.0,Battery_1,hold,0.0,10.0,2.0
15,160.5,160.5,0.0,Battery_1,hold,0.0,10.0,2.0
16,157.0,157.0,0.0,Battery_1,hold,0.0,10.0,2.0
17,96.2,96.2,96.2,Battery_1,charge,3.0,16.8,3.35
18,116.05,116.05,116.05,Battery_1,charge,3.0,23.5,4.7
19,124.12,124.12,124.12,Battery_1,charge,3.0,30.2,6.05
20,142.26,142.26,0.0,Battery_1,hold,0.0,30.2,6.05
21,117.96,117.96,117.96,Battery_1,charge,3.0,37.0,7.4
22,112.13,112.13,112.13,Battery_1,charge,3.0,43.8,8.75
23,85.0,85.0,85.0,Battery_1,charge,3.0,50.5,10.1
24,92.03,92.03,92.03,Battery_1,charge,3.0,57.2,11.45
25,129.78,129.78,0.0,Battery_1,hold,0.0,57.2,11.45
26,110.02,110.02,110.02,Battery_1,charge,3.0,64.0,12.8
27,129.44,129.44,129.44,Battery_1,charge,2.56,69.8,13.95
28,140.0,140.0,0.0,Battery_1,hold,0.0,69.8,13.95
29,132.47,132.47,0.0,Battery_1,hold,0.0,69.8,13.95
30,145.88,145.88,0.0,Battery_1,hold,0.0,69.8,13.95
31,-6.49,-6.49,-6.49,Battery_1,charge,3.0,76.5,15.3
32,-6.49,-6.49,-6.49,Battery_1,charge,3.0,83.2,16.65
33,113.54,113.54,113.54,Battery_1,charge,3.0,90.0,18.0
34,145.0,145.0,0.0,Battery_1,hold,0.0,90.0,18.0
35,165.0,165.0,165.0,Battery_1,discharge,1.8,85.0,17.0
36,167.55,167.55,167.55,Battery_1,discharge,3.0,76.7,15.33
37,167.55,167.55,167.55,Battery_1,discharge,3.0,68.3,13.67
38,134.43,134.43,0.0,Battery_1,hold,0.0,68.3,13.67
39,185.0,185.0,185.0,Battery_1,discharge,3.0,60.0,12.0
40,167.55,167.55,167.55,Battery_1,discharge,3.0,51.7,10.33
41,167.55,167.55,167.55,Battery_1,discharge,3.0,43.3,8.67
42,167.55,167.55,167.55,Battery_1,discharge,3.0,35.0,7.0
43,167.55,167.55,167.55,Battery_1,discharge,3.0,26.7,5.33
