settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,163.94,Battery_1,hold,0.0,50.0,10.0
2,163.8,Battery_1,hold,0.0,50.0,10.0
3,159.99,Battery_1,hold,0.0,50.0,10.0
4,153.24,Battery_1,hold,0.0,50.0,10.0
5,149.48,Battery_1,hold,0.0,50.0,10.0
6,144.18,Battery_1,charge,1.98,54.4,10.89
7,147.86,Battery_1,hold,0.0,54.4,10.89
8,153.63,Battery_1,hold,0.0,54.4,10.89
9,153.59,Battery_1,hold,0.0,54.4,10.89
10,144.69,Battery_1,hold,0.0,54.4,10.89
11,169.9,Battery_1,hold,0.0,54.4,10.89
12,173.47,Battery_1,hold,0.0,54.4,10.89
13,180.71,Battery_1,discharge,4.0,43.3,8.67
14,183.88,Battery_1,discharge,4.0,32.2,6.44
15,178.06,Battery_1,discharge,4.0,21.1,4.22
16,179.19,Battery_1,discharge,4.0,10.0,2.0
17,173.27,Battery_1,hold,0.0,10.0,2.0
18,164.6,Battery_1,hold,0.0,10.0,2.0
19,156.12,Battery_1,hold,0.0,10.0,2.0
20,152.84,Battery_1,hold,0.0,10.0,2.0
21,135.38,Battery_1,hold,0.0,10.0,2.0
22,121.87,Battery_1,hold,0.0,10.0,2.0
23,105.69,Battery_1,charge,3.56,18.0,3.6
24,98.33,Battery_1,charge,4.0,27.0,5.4
25,79.36,Battery_1,charge,4.0,36.0,7.2
26,68.0,Battery_1,charge,4.0,45.0,9.0
27,55.54,Battery_1,charge,4.0,54.0,10.8
28,50.38,Battery_1,charge,4.0,63.0,12.6
29,65.19,Battery_1,charge,4.0,72.0,14.4
30,75.36,Battery_1,charge,4.0,81.0,16.2
31,74.31,Battery_1,charge,4.0,90.0,18.0
32,106.29,Battery_1,hold,0.0,90.0,18.0
33,126.21,Battery_1,hold,0.0,90.0,18.0
34,143.19,Battery_1,hold,0.0,90.0,18.0
35,167.5,Battery_1,hold,0.0,90.0,18.0
36,170.33,Battery_1,discharge,4.0,78.9,15.78
37,169.81,Battery_1,discharge,0.8,76.7,15.33
38,170.97,Battery_1,discharge,4.0,65.6,13.11
39,183.46,Battery_1,discharge,4.0,54.4,10.89
40,182.1,Battery_1,discharge,4.0,43.3,8.67
41,178.73,Battery_1,discharge,4.0,32.2,6.44
42,177.18,Battery_1,discharge,4.0,21.1,4.22
43,169.83,Battery_1,discharge,4.0,10.0,2.0
44,168.36,Battery_1,hold,0.0,10.0,2.0
45,165.72,Battery_1,hold,0.0,10.0,2.0
46,159.2,Battery_1,hold,0.0,10.0,2.0
47,169.58,Battery_1,hold,0.0,10.0,2.0
48,159.3,Battery_1,hold,0.0,10.0,2.0
1,163.94,Battery_2,hold,0.0,50.0,50.0
2,163.8,Battery_2,hold,0.0,50.0,50.0
3,159.99,Battery_2,hold,0.0,50.0,50.0
4,153.24,Battery_2,hold,0.0,50.0,50.0
5,149.48,Battery_2,hold,0.0,50.0,50.0
6,144.18,Battery_2,hold,0.0,50.0,50.0
7,147.86,Battery_2,hold,0.0,50.0,50.0
8,153.63,Battery_2,hold,0.0,50.0,50.0
9,153.59,Battery_2,hold,0.0,50.0,50.0
10,144.69,Battery_2,hold,0.0,50.0,50.0
11,169.9,Battery_2,hold,0.0,50.0,50.0
12,173.47,Battery_2,discharge,12.5,43.1,43.06
13,180.71,Battery_2,discharge,12.5,36.1,36.11
14,183.88,Battery_2,discharge,12.5,29.2,29.17
15,178.06,Battery_2,discharge,12.5,22.2,22.22
16,179.19,Battery_2,discharge,12.5,15.3,15.28
17,173.27,Battery_2,discharge,9.5,10.0,10.0
18,164.6,Battery_2,hold,0.0,10.0,10.0
19,156.12,Battery_2,hold,0.0,10.0,10.0
20,152.84,Battery_2,hold,0.0,10.0,10.0
21,135.38,Battery_2,charge,12.5,15.6,15.62
22,121.87,Battery_2,charge,12.5,21.2,21.25
23,105.69,Battery_2,charge,12.5,26.9,26.88
24,98.33,Battery_2,charge,12.5,32.5,32.5
25,79.36,Battery_2,charge,12.5,38.1,38.12
26,68.0,Battery_2,charge,12.5,43.8,43.75
27,55.54,Battery_2,charge,12.5,49.4,49.38
28,50.38,Battery_2,charge,12.5,55.0,55.0
29,65.19,Battery_2,charge,12.5,60.6,60.62
30,75.36,Battery_2,charge,12.5,66.2,66.25
31,74.31,Battery_2,charge,12.5,71.9,71.88
32,106.29,Battery_2,charge,12.5,77.5,77.5
33,126.21,Battery_2,charge,12.5,83.1,83.12
34,143.19,Battery_2,hold,0.0,83.1,83.12
35,167.5,Battery_2,discharge,6.62,79.4,79.44
36,170.33,Battery_2,discharge,12.5,72.5,72.5
37,169.81,Battery_2,discharge,12.5,65.6,65.56
38,170.97,Battery_2,discharge,12.5,58.6,58.61
39,183.46,Battery_2,discharge,12.5,51.7,51.67
