settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,106.26,Battery_1,discharge,4.0,38.9,7.78
2,105.81,Battery_1,discharge,4.0,27.8,5.56
3,101.58,Battery_1,hold,0.0,27.8,5.56
4,99.12,Battery_1,hold,0.0,27.8,5.56
5,99.08,Battery_1,hold,0.0,27.8,5.56
6,93.21,Battery_1,hold,0.0,27.8,5.56
7,87.47,Battery_1,hold,0.0,27.8,5.56
8,85.32,Battery_1,hold,0.0,27.8,5.56
9,84.84,Battery_1,hold,0.0,27.8,5.56
10,84.19,Battery_1,charge,1.98,32.2,6.44
11,91.42,Battery_1,hold,0.0,32.2,6.44
12,95.04,Battery_1,hold,0.0,32.2,6.44
13,98.3,Battery_1,hold,0.0,32.2,6.44
14,103.77,Battery_1,hold,0.0,32.2,6.44
15,104.5,Battery_1,discharge,4.0,21.1,4.22
16,114.54,Battery_1,discharge,4.0,10.0,2.0
17,102.88,Battery_1,hold,0.0,10.0,2.0
18,93.35,Battery_1,hold,0.0,10.0,2.0
19,79.35,Battery_1,hold,0.0,10.0,2.0
20,65.14,Battery_1,hold,0.0,10.0,2.0
21,53.17,Battery_1,hold,0.0,10.0,2.0
22,45.17,Battery_1,hold,0.0,10.0,2.0
23,25.83,Battery_1,charge,3.56,18.0,3.6
24,21.14,Battery_1,charge,4.0,27.0,5.4
25,17.73,Battery_1,charge,4.0,36.0,7.2
26,14.45,Battery_1,charge,4.0,45.0,9.0
27,11.07,Battery_1,charge,4.0,54.0,10.8
28,9.51,Battery_1,charge,4.0,63.0,12.6
29,9.3,Battery_1,charge,4.0,72.0,14.4
30,10.58,Battery_1,charge,4.0,81.0,16.2
31,24.41,Battery_1,charge,4.0,90.0,18.0
32,41.25,Battery_1,hold,0.0,90.0,18.0
33,70.18,Battery_1,hold,0.0,90.0,18.0
34,79.5,Battery_1,hold,0.0,90.0,18.0
35,98.24,Battery_1,hold,0.0,90.0,18.0
36,93.74,Battery_1,hold,0.0,90.0,18.0
37,107.37,Battery_1,hold,0.0,90.0,18.0
38,104.26,Battery_1,hold,0.0,90.0,18.0
39,109.35,Battery_1,discharge,0.8,87.8,17.56
40,112.52,Battery_1,discharge,4.0,76.7,15.33
41,114.52,Battery_1,discharge,4.0,65.6,13.11
42,117.67,Battery_1,discharge,4.0,54.4,10.89
43,114.03,Battery_1,discharge,4.0,43.3,8.67
44,111.54,Battery_1,discharge,4.0,32.2,6.44
45,112.96,Battery_1,discharge,4.0,21.1,4.22
46,109.37,Battery_1,discharge,4.0,10.0,2.0
47,106.32,Battery_1,hold,0.0,10.0,2.0
48,101.71,Battery_1,hold,0.0,10.0,2.0
1,106.26,Battery_2,discharge,12.5,43.1,43.06
2,105.81,Battery_2,discharge,12.5,36.1,36.11
3,101.58,Battery_2,hold,0.0,36.1,36.11
4,99.12,Battery_2,hold,0.0,36.1,36.11
5,99.08,Battery_2,hold,0.0,36.1,36.11
6,93.21,Battery_2,hold,0.0,36.1,36.11
7,87.47,Battery_2,hold,0.0,36.1,36.11
8,85.32,Battery_2,hold,0.0,36.1,36.11
9,84.84,Battery_2,hold,0.0,36.1,36.11
10,84.19,Battery_2,hold,0.0,36.1,36.11
11,91.42,Battery_2,hold,0.0,36.1,36.11
12,95.04,Battery_2,hold,0.0,36.1,36.11
13,98.3,Battery_2,hold,0.0,36.1,36.11
14,103.77,Battery_2,discharge,12.5,29.2,29.17
15,104.5,Battery_2,discharge,12.5,22.2,22.22
16,114.54,Battery_2,discharge,12.5,15.3,15.28
17,102.88,Battery_2,discharge,9.5,10.0,10.0
18,93.35,Battery_2,hold,0.0,10.0,10.0
19,79.35,Battery_2,charge,2.78,11.2,11.25
20,65.14,Battery_2,charge,12.5,16.9,16.88
21,53.17,Battery_2,charge,12.5,22.5,22.5
22,45.17,Battery_2,charge,12.5,28.1,28.12
23,25.83,Battery_2,charge,12.5,33.8,33.75
24,21.14,Battery_2,charge,12.5,39.4,39.38
25,17.73,Battery_2,charge,12.5,45.0,45.0
26,14.45,Battery_2,charge,12.5,50.6,50.62
27,11.07,Battery_2,charge,12.5,56.2,56.25
28,9.51,Battery_2,charge,12.5,61.9,61.88
29,9.3,Battery_2,charge,12.5,67.5,67.5
30,10.58,Battery_2,charge,12.5,73.1,73.12
31,24.41,Battery_2,charge,12.5,78.8,78.75
32,41.25,Battery_2,charge,12.5,84.4,84.38
33,70.18,Battery_2,charge,12.5,90.0,90.0
34,79.5,Battery_2,hold,0.0,90.0,90.0
35,98.24,Battery_2,hold,0.0,90.0,90.0
36,93.74,Battery_2,hold,0.0,90.0,90.0
37,107.37,Battery_2,discharge,12.5,83.1,83.06
38,104.26,Battery_2,discharge,12.5,76.1,76.11
39,109.35,Battery_2,discharge,12.5,69.2,69.17
40,112.52,Battery_2,discharge,12.5,62.2,62.22
41,114.52,Battery_2,discharge,12.5,55.3,55.28
42,117.67,Battery_2,discharge,12.5,48.3,48.33
43,114.03,Battery_2,discharge,12.5,41.4,41.39
44,111.54,Battery_2,discharge,12.5,34.4,34.44
45,112.96,Battery_2,discharge,12.5,27.5,27.5
46,109.37,Battery_2,discharge,12.5,20.6,20.56
47,106.32,Battery_2,discharge,12.5,13.6,13.61
48,101.71,Battery_2,discharge,6.5,10.0,10.0
1,106.26,Battery_3,discharge,25.0,43.1,86.11
2,105.81,Battery_3,discharge,25.0,36.1,72.22
3,101.58,Battery_3,hold,0.0,36.1,72.22
4,99.12,Battery_3,hold,0.0,36.1,72.22
5,99.08,Battery_3,hold,0.0,36.1,72.22
6,93.21,Battery_3,hold,0.0,36.1,72.22
7,87.47,Battery_3,hold,0.0,36.1,72.22
8,85.32,Battery_3,hold,0.0,36.1,72.22
9,84.84,Battery_3,hold,0.0,36.1,72.22
10,84.19,Battery_3,hold,0.0,36.1,72.22
11,91.42,Battery_3,hold,0.0,36.1,72.22
12,95.04,Battery_3,hold,0.0,36.1,72.22
13,98.3,Battery_3,hold,0.0,36.1,72.22
14,103.77,Battery_3,discharge,25.0,29.2,58.33
15,104.5,Battery_3,discharge,25.0,22.2,44.44
16,114.54,Battery_3,discharge,25.0,15.3,30.56
17,102.88,Battery_3,discharge,19.0,10.0,20.0
18,93.35,Battery_3,hold,0.0,10.0,20.0
19,79.35,Battery_3,charge,5.56,11.2,22.5
