settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,172.0,172.0,0.0,Battery_1,hold,0.0,10.0,2.0
2,109.09,109.09,0.0,Battery_1,hold,0.0,10.0,2.0
3,107.57,107.57,0.0,Battery_1,hold,0.0,10.0,2.0
4,109.63,109.63,0.0,Battery_1,hold,0.0,10.0,2.0
5,108.82,108.82,0.0,Battery_1,hold,0.0,10.0,2.0
6,110.34,110.34,0.0,Battery_1,hold,0.0,10.0,2.0
7,107.78,107.78,0.0,Battery_1,hold,0.0,10.0,2.0
8,107.92,107.92,0.0,Battery_1,hold,0.0,10.0,2.0
9,107.67,107.67,0.0,Battery_1,hold,0.0,10.0,2.0
10,109.24,109.24,0.0,Battery_1,hold,0.0,10.0,2.0
11,104.29,104.29,0.0,Battery_1,hold,0.0,10.0,2.0
12,97.74,97.74,0.0,Battery_1,hold,0.0,10.0,2.0
13,95.02,95.02,0.0,Battery_1,hold,0.0,10.0,2.0
14,85.86,85.86,0.0,Battery_1,hold,0.0,10.0,2.0
15,52.24,52.24,0.0,Battery_1,hold,0.0,10.0,2.0
16,51.14,51.14,0.0,Battery_1,hold,0.0,10.0,2.0
17,-4.24,-4.24,-4.24,Battery_1,charge,3.0,10.0,2.0
18,-5.12,-5.12,-5.12,Battery_1,charge,3.0,10.0,2.0
19,-8.31,-8.31,-8.31,Battery_1,charge,3.0,16.8,3.35
20,-30.84,-30.84,-30.84,Battery_1,charge,3.0,23.5,4.7
21,-12.46,-12.46,-12.46,Battery_1,charge,3.0,30.2,6.05
22,-8.06,-8.06,-8.06,Battery_1,charge,3.0,37.0,7.4
23,-6.66,-6.66,-6.66,Battery_1,charge,3.0,43.8,8.75
24,-7.44,-7.44,-7.44,Battery_1,charge,3.0,50.5,10.1
25,-8.26,-8.26,-8.26,Battery_1,charge,3.0,57.2,11.45
26,-7.49,-7.49,-7.49,Battery_1,charge,3.0,64.0,12.8
27,-7.59,-7.59,-7.59,Battery_1,charge,3.0,70.8,14.15
28,-7.86,-7.86,-7.86,Battery_1,charge,3.0,77.5,15.5
29,-5.81,-5.81,-5.81,Battery_1,charge,3.0,84.2,16.85
30,-5.74,-5.74,-5.74,Battery_1,charge,3.0,90.0,18.0
31,10.33,10.33,10.33,Battery_1,discharge,3.0,81.7,16.33
32,-2.07,-2.07,-2.07,Battery_1,charge,3.0,80.1,16.02
33,-3.4,-3.4,-3.4,Battery_1,charge,3.0,86.8,17.37
34,-2.51,-2.51,-2.51,Battery_1,charge,3.0,90.0,18.0
35,71.95,71.95,0.0,Battery_1,hold,0.0,90.0,18.0
36,129.45,129.45,129.45,Battery_1,discharge,1.8,85.0,17.0
37,139.45,139.45,139.45,Battery_1,discharge,3.0,76.7,15.33
38,139.45,139.45,139.45,Battery_1,discharge,3.0,68.3,13.67
39,139.45,139.45,139.45,Battery_1,discharge,3.0,60.0,12.0
40,129.5,129.5,129.5,Battery_1,discharge,3.0,51.7,10.33
41,129.5,129.5,129.5,Battery_1,discharge,3.0,43.3,8.67
42,129.5,129.5,129.5,Battery_1,discharge,3.0,35.0,7.0
43,129.5,129.5,129.5,Battery_1,discharge,3.0,26.7,5.33
44,132.0,132.0,132.0,Battery_1,discharge,3.0,18.3,3.67
45,134.0,134.0,134.0,Battery_1,discharge,3.0,10.0,2.0
46,116.24,116.24,0.0,Battery_1,hold,0.0,10.0,2.0
47,90.0,90.0,0.0,Battery_1,hold,0.0,10.0,2.0
48,85.22,85.22,0.0,Battery_1,hold,0.0,10.0,2.0
1,172.0,172.0,0.0,Battery_2,hold,0.0,10.0,10.0
2,109.09,109.09,0.0,Battery_2,hold,0.0,10.0,10.0
3,107.57,107.57,0.0,Battery_2,hold,0.0,10.0,10.0
4,109.63,109.63,0.0,Battery_2,hold,0.0,10.0,10.0
5,108.82,108.82,0.0,Battery_2,hold,0.0,10.0,10.0
6,110.34,110.34,0.0,Battery_2,hold,0.0,10.0,10.0
7,107.78,107.78,0.0,Battery_2,hold,0.0,10.0,10.0
8,107.92,107.92,0.0,Battery_2,hold,0.0,10.0,10.0
9,107.67,107.67,0.0,Battery_2,hold,0.0,10.0,10.0
10,109.24,109.24,0.0,Battery_2,hold,0.0,10.0,10.0
11,104.29,104.29,0.0,Battery_2,hold,0.0,10.0,10.0
12,97.74,97.74,0.0,Battery_2,hold,0.0,10.0,10.0
13,95.02,95.02,0.0,Battery_2,hold,0.0,10.0,10.0
14,85.86,85.86,0.0,Battery_2,hold,0.0,10.0,10.0
15,52.24,52.24,0.0,Battery_2,hold,0.0,10.0,10.0
