settlementDate,settlementPeriod,solar_mw,wind_offshore_mw,wind_onshore_mw,wind_total_mw,renewable_total_mw
2026-03-25,1,0.0,14263.201,9435.673,23698.874,23698.874
2026-03-25,2,0.0,14263.201,9435.673,23698.874,23698.874
2026-03-25,3,0.0,14325.407,9591.812,23917.218999999997,23917.218999999997
2026-03-25,4,0.0,14325.407,9591.812,23917.218999999997,23917.218999999997
2026-03-25,5,0.0,14290.93,9696.445,23987.375,23987.375
2026-03-25,6,0.0,14290.93,9696.445,23987.375,23987.375
2026-03-25,7,0.0,14286.752,9738.294,24025.046,24025.046
2026-03-25,8,0.0,14286.752,9738.294,24025.046,24025.046
2026-03-25,9,0.0,14346.059,9780.07,24126.129,24126.129
2026-03-25,10,0.0,14346.059,9780.07,24126.129,24126.129
2026-03-25,11,0.0,14306.481,9830.481,24136.962,24136.962
2026-03-25,12,0.0,14306.481,9830.481,24136.962,24136.962
2026-03-25,13,300.0,14303.498,9815.184,24118.682,24418.682
2026-03-25,14,860.0,14303.498,9815.184,24118.682,24978.682
2026-03-25,15,1668.0,14285.675,9710.787,23996.462,25664.462
2026-03-25,16,2713.0,14285.675,9710.787,23996.462,26709.462
2026-03-25,17,3958.0,14287.851,9633.912,23921.763,27879.763
2026-03-25,18,5236.0,14287.851,9633.912,23921.763,29157.763
2026-03-25,19,6379.0,14291.031,9930.924,24221.955,30600.955
2026-03-25,20,7334.0,14291.031,9930.924,24221.955,31555.955
2026-03-25,21,8087.0,14309.774,10458.403,24768.177,32855.176999999996
2026-03-25,22,8677.0,14309.774,10458.403,24768.177,33445.176999999996
2026-03-25,23,9132.0,14324.917,10714.795,25039.712,34171.712
2026-03-25,24,9397.0,14324.917,10714.795,25039.712,34436.712
2026-03-25,25,9422.0,14261.014,10750.556,25011.57,34433.57
2026-03-25,26,9262.0,14261.014,10750.556,25011.57,34273.57
2026-03-25,27,8976.0,14209.555,10691.285,24900.84,33876.84
2026-03-25,28,8547.0,14209.555,10691.285,24900.84,33447.84
2026-03-25,29,7936.0,14189.3,10573.177,24762.477,32698.477
2026-03-25,30,7086.0,14189.3,10573.177,24762.477,31848.477
2026-03-25,31,5980.0,14083.039,10357.741,24440.78,30420.78
2026-03-25,32,4776.0,14083.039,10357.741,24440.78,29216.78
2026-03-25,33,3634.0,13924.989,9966.784,23891.773,27525.773
2026-03-25,34,2526.0,13924.989,9966.784,23891.773,26417.773
2026-03-25,35,1437.0,13819.185,9258.233,23077.418,24514.418
2026-03-25,36,579.0,13819.185,9258.233,23077.418,23656.418
2026-03-25,37,141.0,13701.143,8276.21,21977.353,22118.353
2026-03-25,38,0.0,13701.143,8276.21,21977.353,21977.353
2026-03-25,39,0.0,13606.314,7483.925,21090.239,21090.239
2026-03-25,40,0.0,13606.314,7483.925,21090.239,21090.239
2026-03-25,41,0.0,13443.386,7000.21,20443.596,20443.596
2026-03-25,42,0.0,13443.386,7000.21,20443.596,20443.596
2026-03-25,43,0.0,13222.625,6608.39,19831.015,19831.015
2026-03-25,44,0.0,13222.625,6608.39,19831.015,19831.015
2026-03-25,45,0.0,13083.22,6227.134,19310.354,19310.354
2026-03-25,46,0.0,13083.22,6227.134,19310.354,19310.354
2026-03-25,47,0.0,12947.116,5884.856,18831.972,18831.972
2026-03-25,48,0.0,12947.116,5884.856,18831.972,18831.972
