settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh,ssp_settle,sbp_settle
26,132.54,132.54,0.0,Battery_1,hold,0.0,43.8,8.75,127.63999999999999,133.44
27,4.49,4.49,4.49,Battery_1,charge,2.63,49.7,9.93,-0.41000000000000014,5.390000000000001
28,90.0,90.0,90.0,Battery_1,charge,3.0,56.4,11.28,85.1,90.9
29,115.98,115.98,115.98,Battery_1,charge,3.0,63.2,12.63,111.08,116.88000000000001
30,98.06,98.06,98.06,Battery_1,charge,3.0,69.9,13.98,93.16,98.96000000000001
31,87.55,87.55,87.55,Battery_1,charge,3.0,76.7,15.33,82.64999999999999,88.45
32,189.0,189.0,0.0,Battery_1,hold,0.0,76.7,15.33,184.1,189.9
33,181.71,181.71,0.0,Battery_1,hold,0.0,76.7,15.33,176.81,182.61
34,181.71,181.71,0.0,Battery_1,hold,0.0,76.7,15.33,176.81,182.61
35,207.1,207.1,207.1,Battery_1,discharge,3.0,68.3,13.67,202.2,208.0
36,166.34,166.34,166.34,Battery_1,discharge,3.0,60.0,12.0,161.44,167.24
37,209.91,209.91,209.91,Battery_1,discharge,3.0,51.7,10.33,205.01,210.81
38,220.58,220.58,220.58,Battery_1,discharge,3.0,43.3,8.67,215.68,221.48000000000002
39,222.08,222.08,222.08,Battery_1,discharge,3.0,35.0,7.0,217.18,222.98000000000002
40,221.5,221.5,221.5,Battery_1,discharge,3.0,26.7,5.33,216.6,222.4
41,192.99,192.99,192.99,Battery_1,discharge,3.0,18.3,3.67,188.09,193.89000000000001
42,194.2,194.2,194.2,Battery_1,discharge,3.0,10.0,2.0,189.29999999999998,195.1
43,182.7,182.7,0.0,Battery_1,hold,0.0,10.0,2.0,177.79999999999998,183.6
44,182.7,182.7,0.0,Battery_1,hold,0.0,10.0,2.0,177.79999999999998,183.6
45,163.42,163.42,0.0,Battery_1,hold,0.0,10.0,2.0,158.51999999999998,164.32
46,163.89,163.89,0.0,Battery_1,hold,0.0,10.0,2.0,158.98999999999998,164.79
47,153.75,153.75,0.0,Battery_1,hold,0.0,10.0,2.0,148.85,154.65
48,120.0,120.0,0.0,Battery_1,hold,0.0,10.0,2.0,115.1,120.9
1,182.0,182.0,0.0,Battery_2,hold,0.0,10.0,10.0,177.1,182.9
2,182.0,182.0,0.0,Battery_2,hold,0.0,10.0,10.0,177.1,182.9
3,126.43,126.43,0.0,Battery_2,hold,0.0,10.0,10.0,121.53,127.33000000000001
4,129.66,129.66,0.0,Battery_2,hold,0.0,10.0,10.0,124.75999999999999,130.56
5,131.9,131.9,131.9,Battery_2,charge,7.5,13.4,13.38,127.0,132.8
6,181.45,181.45,0.0,Battery_2,hold,0.0,13.4,13.38,176.54999999999998,182.35
7,167.49,167.49,167.49,Battery_2,charge,7.5,16.8,16.75,162.59,168.39000000000001
8,174.25,174.25,0.0,Battery_2,hold,0.0,16.8,16.75,169.35,175.15
9,124.69,124.69,124.69,Battery_2,charge,3.52,18.3,18.33,119.78999999999999,125.59
10,123.45,123.45,0.0,Battery_2,hold,0.0,18.3,18.33,118.55,124.35000000000001
11,121.1,121.1,0.0,Battery_2,hold,0.0,18.3,18.33,116.19999999999999,122.0
12,121.1,121.1,0.0,Battery_2,hold,0.0,18.3,18.33,116.19999999999999,122.0
13,211.9,211.9,0.0,Battery_2,hold,0.0,18.3,18.33,207.0,212.8
14,132.67,132.67,0.0,Battery_2,hold,0.0,18.3,18.33,127.76999999999998,133.57
15,134.23,134.23,134.23,Battery_2,discharge,7.5,14.2,14.17,129.32999999999998,135.13
16,134.74,134.74,134.74,Battery_2,discharge,7.5,10.0,10.0,129.84,135.64000000000001
17,170.12,170.12,0.0,Battery_2,hold,0.0,10.0,10.0,165.22,171.02
18,135.0,135.0,0.0,Battery_2,hold,0.0,10.0,10.0,130.1,135.9
19,115.01,115.01,0.0,Battery_2,hold,0.0,10.0,10.0,110.11,115.91000000000001
20,127.05,127.05,127.05,Battery_2,charge,7.5,13.4,13.38,122.14999999999999,127.95
21,103.67,103.67,103.67,Battery_2,charge,7.5,16.8,16.75,98.77,104.57000000000001
22,118.5,118.5,118.5,Battery_2,charge,7.5,20.1,20.12,113.6,119.4
23,155.6,155.6,0.0,Battery_2,hold,0.0,20.1,20.12,150.7,156.5
24,130.46,130.46,130.46,Battery_2,charge,7.5,23.5,23.5,125.56,131.36
25,128.4,128.4,128.4,Battery_2,charge,7.5,26.9,26.88,123.5,129.3
26,132.54,132.54,0.0,Battery_2,hold,0.0,26.9,26.88,127.63999999999999,133.44
27,4.49,4.49,4.49,Battery_2,charge,6.57,29.8,29.83,-0.41000000000000014,5.390000000000001
28,90.0,90.0,90.0,Battery_2,charge,7.5,33.2,33.21,85.1,90.9
29,115.98,115.98,115.98,Battery_2,charge,7.5,36.6,36.58,111.08,116.88000000000001
30,98.06,98.06,98.06,Battery_2,charge,7.5,40.0,39.96,93.16,98.96000000000001
31,87.55,87.55,87.55,Battery_2,charge,7.5,43.3,43.33,82.64999999999999,88.45
32,189.0,189.0,0.0,Battery_2,hold,0.0,43.3,43.33,184.1,189.9
33,181.71,181.71,0.0,Battery_2,hold,0.0,43.3,43.33,176.81,182.61
34,181.71,181.71,0.0,Battery_2,hold,0.0,43.3,43.33,176.81,182.61
35,207.1,207.1,207.1,Battery_2,discharge,7.5,39.2,39.17,202.2,208.0
36,166.34,166.34,166.34,Battery_2,discharge,7.5,35.0,35.0,161.44,167.24
37,209.91,209.91,209.91,Battery_2,discharge,7.5,30.8,30.83,205.01,210.81
38,220.58,220.58,220.58,Battery_2,discharge,7.5,26.7,26.67,215.68,221.48000000000002
39,222.08,222.08,222.08,Battery_2,discharge,7.5,22.5,22.5,217.18,222.98000000000002
40,221.5,221.5,221.5,Battery_2,discharge,7.5,18.3,18.33,216.6,222.4
41,192.99,192.99,192.99,Battery_2,discharge,7.5,14.2,14.17,188.09,193.89000000000001
42,194.2,194.2,194.2,Battery_2,discharge,7.5,10.0,10.0,189.29999999999998,195.1
43,182.7,182.7,0.0,Battery_2,hold,0.0,10.0,10.0,177.79999999999998,183.6
44,182.7,182.7,0.0,Battery_2,hold,0.0,10.0,10.0,177.79999999999998,183.6
45,163.42,163.42,0.0,Battery_2,hold,0.0,10.0,10.0,158.51999999999998,164.32
46,163.89,163.89,0.0,Battery_2,hold,0.0,10.0,10.0,158.98999999999998,164.79
47,153.75,153.75,0.0,Battery_2,hold,0.0,10.0,10.0,148.85,154.65
48,120.0,120.0,0.0,Battery_2,hold,0.0,10.0,10.0,115.1,120.9
1,182.0,182.0,0.0,Battery_3,hold,0.0,10.0,20.0,177.1,182.9
2,182.0,182.0,0.0,Battery_3,hold,0.0,10.0,20.0,177.1,182.9
3,126.43,126.43,0.0,Battery_3,hold,0.0,10.0,20.0,121.53,127.33000000000001
4,129.66,129.66,0.0,Battery_3,hold,0.0,10.0,20.0,124.75999999999999,130.56
5,131.9,131.9,131.9,Battery_3,charge,15.0,13.4,26.75,127.0,132.8
6,181.45,181.45,0.0,Battery_3,hold,0.0,13.4,26.75,176.54999999999998,182.35
7,167.49,167.49,167.49,Battery_3,charge,15.0,16.8,33.5,162.59,168.39000000000001
8,174.25,174.25,0.0,Battery_3,hold,0.0,16.8,33.5,169.35,175.15
9,124.69,124.69,124.69,Battery_3,charge,7.04,18.3,36.67,119.78999999999999,125.59
10,123.45,123.45,0.0,Battery_3,hold,0.0,18.3,36.67,118.55,124.35000000000001
11,121.1,121.1,0.0,Battery_3,hold,0.0,18.3,36.67,116.19999999999999,122.0
12,121.1,121.1,0.0,Battery_3,hold,0.0,18.3,36.67,116.19999999999999,122.0
13,211.9,211.9,0.0,Battery_3,hold,0.0,18.3,36.67,207.0,212.8
14,132.67,132.67,0.0,Battery_3,hold,0.0,18.3,36.67,127.76999999999998,133.57
15,134.23,134.23,134.23,Battery_3,discharge,15.0,14.2,28.33,129.32999999999998,135.13
16,134.74,134.74,134.74,Battery_3,discharge,15.0,10.0,20.0,129.84,135.64000000000001
17,170.12,170.12,0.0,Battery_3,hold,0.0,10.0,20.0,165.22,171.02
18,135.0,135.0,0.0,Battery_3,hold,0.0,10.0,20.0,130.1,135.9
19,115.01,115.01,0.0,Battery_3,hold,0.0,10.0,20.0,110.11,115.91000000000001
20,127.05,127.05,127.05,Battery_3,charge,15.0,13.4,26.75,122.14999999999999,127.95
21,103.67,103.67,103.67,Battery_3,charge,15.0,16.8,33.5,98.77,104.57000000000001
22,118.5,118.5,118.5,Battery_3,charge,15.0,20.1,40.25,113.6,119.4
23,155.6,155.6,0.0,Battery_3,hold,0.0,20.1,40.25,150.7,156.5
24,130.46,130.46,130.46,Battery_3,charge,15.0,23.5,47.0,125.56,131.36
25,128.4,128.4,128.4,Battery_3,charge,15.0,26.9,53.75,123.5,129.3
26,132.54,132.54,0.0,Battery_3,hold,0.0,26.9,53.75,127.63999999999999,133.44
27,4.49,4.49,4.49,Battery_3,charge,13.15,29.8,59.67,-0.41000000000000014,5.390000000000001
28,90.0,90.0,90.0,Battery_3,charge,15.0,33.2,66.42,85.1,90.9
29,115.98,115.98,115.98,Battery_3,charge,15.0,36.6,73.17,111.08,116.88000000000001
30,98.06,98.06,98.06,Battery_3,charge,15.0,40.0,79.92,93.16,98.96000000000001
31,87.55,87.55,87.55,Battery_3,charge,15.0,43.3,86.67,82.64999999999999,88.45
32,189.0,189.0,0.0,Battery_3,hold,0.0,43.3,86.67,184.1,189.9
33,181.71,181.71,0.0,Battery_3,hold,0.0,43.3,86.67,176.81,182.61
34,181.71,181.71,0.0,Battery_3,hold,0.0,43.3,86.67,176.81,182.61
35,207.1,207.1,207.1,Battery_3,discharge,15.0,39.2,78.33,202.2,208.0
36,166.34,166.34,166.34,Battery_3,discharge,15.0,35.0,70.0,161.44,167.24
37,209.91,209.91,209.91,Battery_3,discharge,15.0,30.8,61.67,205.01,210.81
38,220.58,220.58,220.58,Battery_3,discharge,15.0,26.7,53.33,215.68,221.48000000000002
39,222.08,222.08,222.08,Battery_3,discharge,15.0,22.5,45.0,217.18,222.98000000000002
40,221.5,221.5,221.5,Battery_3,discharge,15.0,18.3,36.67,216.6,222.4
41,192.99,192.99,192.99,Battery_3,discharge,15.0,14.2,28.33,188.09,193.89000000000001
42,194.2,194.2,194.2,Battery_3,discharge,15.0,10.0,20.0,189.29999999999998,195.1
43,182.7,182.7,0.0,Battery_3,hold,0.0,10.0,20.0,177.79999999999998,183.6
44,182.7,182.7,0.0,Battery_3,hold,0.0,10.0,20.0,177.79999999999998,183.6
45,163.42,163.42,0.0,Battery_3,hold,0.0,10.0,20.0,158.51999999999998,164.32
46,163.89,163.89,0.0,Battery_3,hold,0.0,10.0,20.0,158.98999999999998,164.79
47,153.75,153.75,0.0,Battery_3,hold,0.0,10.0,20.0,148.85,154.65
48,120.0,120.0,0.0,Battery_3,hold,0.0,10.0,20.0,115.1,120.9
1,182.0,182.0,0.0,Battery_4,hold,0.0,10.0,8.0,177.1,182.9
2,182.0,182.0,0.0,Battery_4,hold,0.0,10.0,8.0,177.1,182.9
3,126.43,126.43,0.0,Battery_4,hold,0.0,10.0,8.0,121.53,127.33000000000001
4,129.66,129.66,0.0,Battery_4,hold,0.0,10.0,8.0,124.75999999999999,130.56
5,131.9,131.9,131.9,Battery_4,charge,6.0,13.4,10.7,127.0,132.8
6,181.45,181.45,0.0,Battery_4,hold,0.0,13.4,10.7,176.54999999999998,182.35
7,167.49,167.49,167.49,Battery_4,charge,6.0,16.8,13.4,162.59,168.39000000000001
8,174.25,174.25,0.0,Battery_4,hold,0.0,16.8,13.4,169.35,175.15
9,124.69,124.69,124.69,Battery_4,charge,2.81,18.3,14.67,119.78999999999999,125.59
10,123.45,123.45,0.0,Battery_4,hold,0.0,18.3,14.67,118.55,124.35000000000001
11,121.1,121.1,0.0,Battery_4,hold,0.0,18.3,14.67,116.19999999999999,122.0
12,121.1,121.1,0.0,Battery_4,hold,0.0,18.3,14.67,116.19999999999999,122.0
13,211.9,211.9,0.0,Battery_4,hold,0.0,18.3,14.67,207.0,212.8
14,132.67,132.67,0.0,Battery_4,hold,0.0,18.3,14.67,127.76999999999998,133.57
15,134.23,134.23,134.23,Battery_4,discharge,6.0,14.2,11.33,129.32999999999998,135.13
16,134.74,134.74,134.74,Battery_4,discharge,6.0,10.0,8.0,129.84,135.64000000000001
17,170.12,170.12,0.0,Battery_4,hold,0.0,10.0,8.0,165.22,171.02
18,135.0,135.0,0.0,Battery_4,hold,0.0,10.0,8.0,130.1,135.9
19,115.01,115.01,0.0,Battery_4,hold,0.0,10.0,8.0,110.11,115.91000000000001
20,127.05,127.05,127.05,Battery_4,charge,6.0,13.4,10.7,122.14999999999999,127.95
21,103.67,103.67,103.67,Battery_4,charge,6.0,16.8,13.4,98.77,104.57000000000001
22,118.5,118.5,118.5,Battery_4,charge,6.0,20.1,16.1,113.6,119.4
23,155.6,155.6,0.0,Battery_4,hold,0.0,20.1,16.1,150.7,156.5
24,130.46,130.46,130.46,Battery_4,charge,6.0,23.5,18.8,125.56,131.36
25,128.4,128.4,128.4,Battery_4,charge,6.0,26.9,21.5,123.5,129.3
26,132.54,132.54,0.0,Battery_4,hold,0.0,26.9,21.5,127.63999999999999,133.44
27,4.49,4.49,4.49,Battery_4,charge,5.26,29.8,23.87,-0.41000000000000014,5.390000000000001
28,90.0,90.0,90.0,Battery_4,charge,6.0,33.2,26.57,85.1,90.9
29,115.98,115.98,115.98,Battery_4,charge,6.0,36.6,29.27,111.08,116.88000000000001
30,98.06,98.06,98.06,Battery_4,charge,6.0,40.0,31.97,93.16,98.96000000000001
31,87.55,87.55,87.55,Battery_4,charge,6.0,43.3,34.67,82.64999999999999,88.45
32,189.0,189.0,0.0,Battery_4,hold,0.0,43.3,34.67,184.1,189.9
33,181.71,181.71,0.0,Battery_4,hold,0.0,43.3,34.67,176.81,182.61
34,181.71,181.71,0.0,Battery_4,hold,0.0,43.3,34.67,176.81,182.61
35,207.1,207.1,207.1,Battery_4,discharge,6.0,39.2,31.33,202.2,208.0
36,166.34,166.34,166.34,Battery_4,discharge,6.0,35.0,28.0,161.44,167.24
37,209.91,209.91,209.91,Battery_4,discharge,6.0,30.8,24.67,205.01,210.81
38,220.58,220.58,220.58,Battery_4,discharge,6.0,26.7,21.33,215.68,221.48000000000002
39,222.08,222.08,222.08,Battery_4,discharge,6.0,22.5,18.0,217.18,222.98000000000002
40,221.5,221.5,221.5,Battery_4,discharge,6.0,18.3,14.67,216.6,222.4
41,192.99,192.99,192.99,Battery_4,discharge,6.0,14.2,11.33,188.09,193.89000000000001
42,194.2,194.2,194.2,Battery_4,discharge,6.0,10.0,8.0,189.29999999999998,195.1
43,182.7,182.7,0.0,Battery_4,hold,0.0,10.0,8.0,177.79999999999998,183.6
44,182.7,182.7,0.0,Battery_4,hold,0.0,10.0,8.0,177.79999999999998,183.6
45,163.42,163.42,0.0,Battery_4,hold,0.0,10.0,8.0,158.51999999999998,164.32
46,163.89,163.89,0.0,Battery_4,hold,0.0,10.0,8.0,158.98999999999998,164.79
47,153.75,153.75,0.0,Battery_4,hold,0.0,10.0,8.0,148.85,154.65
48,120.0,120.0,0.0,Battery_4,hold,0.0,10.0,8.0,115.1,120.9
1,182.0,182.0,0.0,Battery_5,hold,0.0,10.0,16.0,177.1,182.9
2,182.0,182.0,0.0,Battery_5,hold,0.0,10.0,16.0,177.1,182.9
3,126.43,126.43,0.0,Battery_5,hold,0.0,10.0,16.0,121.53,127.33000000000001
4,129.66,129.66,0.0,Battery_5,hold,0.0,10.0,16.0,124.75999999999999,130.56
5,131.9,131.9,131.9,Battery_5,charge,12.0,13.4,21.4,127.0,132.8
6,181.45,181.45,0.0,Battery_5,hold,0.0,13.4,21.4,176.54999999999998,182.35
7,167.49,167.49,167.49,Battery_5,charge,12.0,16.8,26.8,162.59,168.39000000000001
8,174.25,174.25,0.0,Battery_5,hold,0.0,16.8,26.8,169.35,175.15
9,124.69,124.69,124.69,Battery_5,charge,5.63,18.3,29.33,119.78999999999999,125.59
10,123.45,123.45,0.0,Battery_5,hold,0.0,18.3,29.33,118.55,124.35000000000001
11,121.1,121.1,0.0,Battery_5,hold,0.0,18.3,29.33,116.19999999999999,122.0
12,121.1,121.1,0.0,Battery_5,hold,0.0,18.3,29.33,116.19999999999999,122.0
13,211.9,211.9,0.0,Battery_5,hold,0.0,18.3,29.33,207.0,212.8
14,132.67,132.67,0.0,Battery_5,hold,0.0,18.3,29.33,127.76999999999998,133.57
15,134.23,134.23,134.23,Battery_5,discharge,12.0,14.2,22.67,129.32999999999998,135.13
16,134.74,134.74,134.74,Battery_5,discharge,12.0,10.0,16.0,129.84,135.64000000000001
17,170.12,170.12,0.0,Battery_5,hold,0.0,10.0,16.0,165.22,171.02
18,135.0,135.0,0.0,Battery_5,hold,0.0,10.0,16.0,130.1,135.9
19,115.01,115.01,0.0,Battery_5,hold,0.0,10.0,16.0,110.11,115.91000000000001
20,127.05,127.05,127.05,Battery_5,charge,12.0,13.4,21.4,122.14999999999999,127.95
21,103.67,103.67,103.67,Battery_5,charge,12.0,16.8,26.8,98.77,104.57000000000001
22,118.5,118.5,118.5,Battery_5,charge,12.0,20.1,32.2,113.6,119.4
23,155.6,155.6,0.0,Battery_5,hold,0.0,20.1,32.2,150.7,156.5
24,130.46,130.46,130.46,Battery_5,charge,12.0,23.5,37.6,125.56,131.36
25,128.4,128.4,128.4,Battery_5,charge,12.0,26.9,43.0,123.5,129.3
26,132.54,132.54,0.0,Battery_5,hold,0.0,26.9,43.0,127.63999999999999,133.44
27,4.49,4.49,4.49,Battery_5,charge,10.52,29.8,47.73,-0.41000000000000014,5.390000000000001
28,90.0,90.0,90.0,Battery_5,charge,12.0,33.2,53.13,85.1,90.9
29,115.98,115.98,115.98,Battery_5,charge,12.0,36.6,58.53,111.08,116.88000000000001
30,98.06,98.06,98.06,Battery_5,charge,12.0,40.0,63.93,93.16,98.96000000000001
31,87.55,87.55,87.55,Battery_5,charge,12.0,43.3,69.33,82.64999999999999,88.45
32,189.0,189.0,0.0,Battery_5,hold,0.0,43.3,69.33,184.1,189.9
33,181.71,181.71,0.0,Battery_5,hold,0.0,43.3,69.33,176.81,182.61
34,181.71,181.71,0.0,Battery_5,hold,0.0,43.3,69.33,176.81,182.61
35,207.1,207.1,207.1,Battery_5,discharge,12.0,39.2,62.67,202.2,208.0
36,166.34,166.34,166.34,Battery_5,discharge,12.0,35.0,56.0,161.44,167.24
37,209.91,209.91,209.91,Battery_5,discharge,12.0,30.8,49.33,205.01,210.81
38,220.58,220.58,220.58,Battery_5,discharge,12.0,26.7,42.67,215.68,221.48000000000002
39,222.08,222.08,222.08,Battery_5,discharge,12.0,22.5,36.0,217.18,222.98000000000002
40,221.5,221.5,221.5,Battery_5,discharge,12.0,18.3,29.33,216.6,222.4
41,192.99,192.99,192.99,Battery_5,discharge,12.0,14.2,22.67,188.09,193.89000000000001
42,194.2,194.2,194.2,Battery_5,discharge,12.0,10.0,16.0,189.29999999999998,195.1
43,182.7,182.7,0.0,Battery_5,hold,0.0,10.0,16.0,177.79999999999998,183.6
44,182.7,182.7,0.0,Battery_5,hold,0.0,10.0,16.0,177.79999999999998,183.6
45,163.42,163.42,0.0,Battery_5,hold,0.0,10.0,16.0,158.51999999999998,164.32
46,163.89,163.89,0.0,Battery_5,hold,0.0,10.0,16.0,158.98999999999998,164.79
47,153.75,153.75,0.0,Battery_5,hold,0.0,10.0,16.0,148.85,154.65
48,120.0,120.0,0.0,Battery_5,hold,0.0,10.0,16.0,115.1,120.9
