settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,95.91,95.91,95.91,Battery_1,charge,3.0,16.8,3.35
2,154.81,154.81,0.0,Battery_1,hold,0.0,16.8,3.35
3,125.88,125.88,0.0,Battery_1,hold,0.0,16.8,3.35
4,129.32,129.32,0.0,Battery_1,hold,0.0,16.8,3.35
5,133.17,133.17,0.0,Battery_1,hold,0.0,16.8,3.35
6,86.89,86.89,86.89,Battery_1,charge,3.0,23.5,4.7
7,155.08,155.08,155.08,Battery_1,discharge,3.0,15.2,3.03
8,117.5,117.5,117.5,Battery_1,charge,3.0,21.9,4.38
9,157.58,157.58,157.58,Battery_1,discharge,3.0,13.6,2.72
10,155.0,155.0,155.0,Battery_1,discharge,1.29,10.0,2.0
11,128.82,128.82,0.0,Battery_1,hold,0.0,10.0,2.0
12,102.4,102.4,0.0,Battery_1,hold,0.0,10.0,2.0
13,87.94,87.94,0.0,Battery_1,hold,0.0,10.0,2.0
14,81.33,81.33,81.33,Battery_1,charge,3.0,16.8,3.35
15,70.0,70.0,70.0,Battery_1,charge,3.0,23.5,4.7
16,81.33,81.33,81.33,Battery_1,charge,3.0,30.2,6.05
17,89.36,89.36,0.0,Battery_1,hold,0.0,30.2,6.05
18,81.33,81.33,81.33,Battery_1,charge,0.96,32.4,6.48
19,91.1,91.1,0.0,Battery_1,hold,0.0,32.4,6.48
20,81.33,81.33,0.0,Battery_1,hold,0.0,32.4,6.48
21,78.0,78.0,78.0,Battery_1,charge,3.0,39.2,7.83
22,77.0,77.0,77.0,Battery_1,charge,3.0,45.9,9.18
23,78.0,78.0,78.0,Battery_1,charge,3.0,52.7,10.53
24,77.0,77.0,77.0,Battery_1,charge,3.0,59.4,11.88
25,107.0,107.0,107.0,Battery_1,discharge,3.0,51.1,10.22
26,79.1,79.1,79.1,Battery_1,charge,3.0,57.8,11.57
27,69.99,69.99,69.99,Battery_1,charge,3.0,64.6,12.92
28,65.45,65.45,65.45,Battery_1,charge,3.0,71.3,14.27
29,72.0,72.0,72.0,Battery_1,charge,3.0,78.1,15.62
30,74.13,74.13,74.13,Battery_1,charge,3.0,84.8,16.97
31,101.45,101.45,101.45,Battery_1,discharge,3.0,76.5,15.3
