settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
47,187.41,Battery_3,hold,0.0,10.0,20.0,187.41,182.51,188.31
48,185.53,Battery_3,hold,0.0,10.0,20.0,185.53,180.63,186.43
1,167.05,Battery_4,hold,0.0,50.0,40.0,167.05,162.15,167.95000000000002
2,164.81,Battery_4,hold,0.0,50.0,40.0,164.81,159.91,165.71
3,167.02,Battery_4,hold,0.0,50.0,40.0,167.02,162.12,167.92000000000002
4,163.19,Battery_4,hold,0.0,50.0,40.0,163.19,158.29,164.09
5,160.62,Battery_4,hold,0.0,50.0,40.0,160.62,155.72,161.52
6,162.42,Battery_4,hold,0.0,50.0,40.0,162.42,157.51999999999998,163.32
7,164.45,Battery_4,hold,0.0,50.0,40.0,164.45,159.54999999999998,165.35
8,158.5,Battery_4,hold,0.0,50.0,40.0,158.5,153.6,159.4
9,165.31,Battery_4,hold,0.0,50.0,40.0,165.31,160.41,166.21
10,163.58,Battery_4,hold,0.0,50.0,40.0,163.58,158.68,164.48000000000002
11,185.71,Battery_4,hold,0.0,50.0,40.0,185.71,180.81,186.61
12,191.08,Battery_4,hold,0.0,50.0,40.0,191.08,186.18,191.98000000000002
13,194.48,Battery_4,hold,0.0,50.0,40.0,194.48,189.57999999999998,195.38
14,197.32,Battery_4,hold,0.0,50.0,40.0,197.32,192.42,198.22
15,208.6,Battery_4,discharge,10.0,43.1,34.44,208.6,203.7,209.5
16,211.94,Battery_4,discharge,10.0,36.1,28.89,211.94,207.04,212.84
17,199.61,Battery_4,discharge,10.0,29.2,23.33,199.61,194.71,200.51000000000002
18,201.96,Battery_4,discharge,10.0,22.2,17.78,201.96,197.06,202.86
19,190.1,Battery_4,hold,0.0,22.2,17.78,190.1,185.2,191.0
20,176.74,Battery_4,hold,0.0,22.2,17.78,176.74,171.84,177.64000000000001
21,175.13,Battery_4,hold,0.0,22.2,17.78,175.13,170.23,176.03
22,181.24,Battery_4,hold,0.0,22.2,17.78,181.24,176.34,182.14000000000001
23,190.45,Battery_4,hold,0.0,22.2,17.78,190.45,185.54999999999998,191.35
24,183.27,Battery_4,hold,0.0,22.2,17.78,183.27,178.37,184.17000000000002
25,179.87,Battery_4,hold,0.0,22.2,17.78,179.87,174.97,180.77
26,160.14,Battery_4,hold,0.0,22.2,17.78,160.14,155.23999999999998,161.04
27,154.64,Battery_4,charge,10.0,27.8,22.28,154.64,149.73999999999998,155.54
28,150.21,Battery_4,charge,10.0,33.5,26.78,150.21,145.31,151.11
29,147.88,Battery_4,charge,10.0,39.1,31.28,147.88,142.98,148.78
30,145.97,Battery_4,charge,10.0,44.7,35.78,145.97,141.07,146.87
31,147.0,Battery_4,charge,10.0,50.3,40.28,147.0,142.1,147.9
32,145.18,Battery_4,charge,10.0,56.0,44.78,145.18,140.28,146.08
33,145.98,Battery_4,charge,10.0,61.6,49.28,145.98,141.07999999999998,146.88
34,156.58,Battery_4,hold,0.0,61.6,49.28,156.58,151.68,157.48000000000002
35,203.25,Battery_4,discharge,10.0,54.7,43.72,203.25,198.35,204.15
36,198.76,Battery_4,discharge,4.3,51.7,41.33,198.76,193.85999999999999,199.66
37,205.14,Battery_4,discharge,10.0,44.7,35.78,205.14,200.23999999999998,206.04
38,205.34,Battery_4,discharge,10.0,37.8,30.22,205.34,200.44,206.24
39,218.31,Battery_4,discharge,10.0,30.8,24.67,218.31,213.41,219.21
40,210.18,Battery_4,discharge,10.0,23.9,19.11,210.18,205.28,211.08
41,203.06,Battery_4,discharge,10.0,16.9,13.56,203.06,198.16,203.96
42,198.88,Battery_4,discharge,10.0,10.0,8.0,198.88,193.98,199.78
43,193.69,Battery_4,hold,0.0,10.0,8.0,193.69,188.79,194.59
44,188.09,Battery_4,hold,0.0,10.0,8.0,188.09,183.19,188.99
45,185.25,Battery_4,hold,0.0,10.0,8.0,185.25,180.35,186.15
46,187.56,Battery_4,hold,0.0,10.0,8.0,187.56,182.66,188.46
47,187.41,Battery_4,hold,0.0,10.0,8.0,187.41,182.51,188.31
48,185.53,Battery_4,hold,0.0,10.0,8.0,185.53,180.63,186.43
1,167.05,Battery_5,hold,0.0,50.0,80.0,167.05,162.15,167.95000000000002
2,164.81,Battery_5,hold,0.0,50.0,80.0,164.81,159.91,165.71
3,167.02,Battery_5,hold,0.0,50.0,80.0,167.02,162.12,167.92000000000002
4,163.19,Battery_5,hold,0.0,50.0,80.0,163.19,158.29,164.09
5,160.62,Battery_5,hold,0.0,50.0,80.0,160.62,155.72,161.52
6,162.42,Battery_5,hold,0.0,50.0,80.0,162.42,157.51999999999998,163.32
7,164.45,Battery_5,hold,0.0,50.0,80.0,164.45,159.54999999999998,165.35
8,158.5,Battery_5,hold,0.0,50.0,80.0,158.5,153.6,159.4
9,165.31,Battery_5,hold,0.0,50.0,80.0,165.31,160.41,166.21
10,163.58,Battery_5,hold,0.0,50.0,80.0,163.58,158.68,164.48000000000002
11,185.71,Battery_5,hold,0.0,50.0,80.0,185.71,180.81,186.61
12,191.08,Battery_5,hold,0.0,50.0,80.0,191.08,186.18,191.98000000000002
13,194.48,Battery_5,hold,0.0,50.0,80.0,194.48,189.57999999999998,195.38
14,197.32,Battery_5,hold,0.0,50.0,80.0,197.32,192.42,198.22
15,208.6,Battery_5,discharge,20.0,43.1,68.89,208.6,203.7,209.5
16,211.94,Battery_5,discharge,20.0,36.1,57.78,211.94,207.04,212.84
17,199.61,Battery_5,discharge,20.0,29.2,46.67,199.61,194.71,200.51000000000002
18,201.96,Battery_5,discharge,20.0,22.2,35.56,201.96,197.06,202.86
19,190.1,Battery_5,hold,0.0,22.2,35.56,190.1,185.2,191.0
20,176.74,Battery_5,hold,0.0,22.2,35.56,176.74,171.84,177.64000000000001
21,175.13,Battery_5,hold,0.0,22.2,35.56,175.13,170.23,176.03
22,181.24,Battery_5,hold,0.0,22.2,35.56,181.24,176.34,182.14000000000001
23,190.45,Battery_5,hold,0.0,22.2,35.56,190.45,185.54999999999998,191.35
24,183.27,Battery_5,hold,0.0,22.2,35.56,183.27,178.37,184.17000000000002
25,179.87,Battery_5,hold,0.0,22.2,35.56,179.87,174.97,180.77
26,160.14,Battery_5,hold,0.0,22.2,35.56,160.14,155.23999999999998,161.04
27,154.64,Battery_5,charge,20.0,27.8,44.56,154.64,149.73999999999998,155.54
28,150.21,Battery_5,charge,20.0,33.5,53.56,150.21,145.31,151.11
29,147.88,Battery_5,charge,20.0,39.1,62.56,147.88,142.98,148.78
30,145.97,Battery_5,charge,20.0,44.7,71.56,145.97,141.07,146.87
31,147.0,Battery_5,charge,20.0,50.3,80.56,147.0,142.1,147.9
32,145.18,Battery_5,charge,20.0,56.0,89.56,145.18,140.28,146.08
33,145.98,Battery_5,charge,20.0,61.6,98.56,145.98,141.07999999999998,146.88
34,156.58,Battery_5,hold,0.0,61.6,98.56,156.58,151.68,157.48000000000002
35,203.25,Battery_5,discharge,20.0,54.7,87.44,203.25,198.35,204.15
36,198.76,Battery_5,discharge,8.6,51.7,82.67,198.76,193.85999999999999,199.66
37,205.14,Battery_5,discharge,20.0,44.7,71.56,205.14,200.23999999999998,206.04
38,205.34,Battery_5,discharge,20.0,37.8,60.44,205.34,200.44,206.24
39,218.31,Battery_5,discharge,20.0,30.8,49.33,218.31,213.41,219.21
40,210.18,Battery_5,discharge,20.0,23.9,38.22,210.18,205.28,211.08
41,203.06,Battery_5,discharge,20.0,16.9,27.11,203.06,198.16,203.96
42,198.88,Battery_5,discharge,20.0,10.0,16.0,198.88,193.98,199.78
43,193.69,Battery_5,hold,0.0,10.0,16.0,193.69,188.79,194.59
44,188.09,Battery_5,hold,0.0,10.0,16.0,188.09,183.19,188.99
45,185.25,Battery_5,hold,0.0,10.0,16.0,185.25,180.35,186.15
46,187.56,Battery_5,hold,0.0,10.0,16.0,187.56,182.66,188.46
47,187.41,Battery_5,hold,0.0,10.0,16.0,187.41,182.51,188.31
48,185.53,Battery_5,hold,0.0,10.0,16.0,185.53,180.63,186.43
